,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.194076, 1.234092, 1.037456, 0.765355, 0.872066,1.268763, 1.334384, 1.205106, 1.007009, 1.119603,0.963006, 1.012163, 0.905204, 0.735146, 0.753198,0.948729, 0.965546, 0.935469, 0.773969, 0.836822,0.912976, 0.951196, 0.925378, 0.79094, 0.859681,0.893287, 1.082396, 0.974266, 0.779619, 0.851616,0.850459, 1.031581, 0.983559, 0.788545, 0.829894,0.883328, 1.03696, 0.976001, 0.82227, 0.906845,0.861238, 0.9988, 0.935117, 0.798484, 0.896786,0.83923, 0.887227, 0.890108, 0.78276, 0.837722
14,1.321548, 1.310849, 1.09671, 0.760445, 0.857789,1.345456, 1.350725, 1.214024, 0.953495, 1.049482,1.021214, 1.029409, 0.917117, 0.700055, 0.710061,1.006075, 0.999151, 0.96434, 0.749915, 0.802696,0.968166, 0.967419, 0.938723, 0.754128, 0.811464,0.947283, 1.095647, 0.983325, 0.739584, 0.799785,0.901868, 1.044204, 0.992698, 0.74804, 0.779375,0.936723, 1.067998, 1.002292, 0.793675, 0.866536,0.913298, 1.028702, 0.960311, 0.770724, 0.85694,0.928822, 0.953689, 0.953997, 0.788523, 0.835435
16,1.422628, 1.389029, 1.141235, 0.819398, 0.973077,1.448364, 1.431273, 1.263305, 1.02742, 1.190547,1.190165, 1.180936, 1.029059, 0.813388, 0.868563,1.189296, 1.162632, 1.097527, 0.883779, 0.995916,1.144477, 1.136682, 1.078783, 0.897405, 1.016608,1.119791, 1.287354, 1.134607, 0.883651, 1.006034,0.984733, 1.133264, 1.058004, 0.82555, 0.905534,1.027187, 1.164066, 1.074, 0.880647, 1.012257,0.997213, 1.116432, 1.024604, 0.851507, 0.9935,1.014165, 1.03502, 1.017865, 0.871177, 0.968576
18,1.308021, 1.291255, 1.01061, 0.758577, 0.914025,1.331683, 1.31597, 1.106478, 0.940753, 1.109836,1.090291, 1.093803, 0.907945, 0.750258, 0.836654,1.125194, 1.099964, 0.989141, 0.832682, 0.979919,1.082791, 1.075415, 0.972262, 0.845536, 1.000294,1.059437, 1.217964, 1.059597, 0.862721, 1.025725,0.931659, 1.075113, 0.956136, 0.772679, 0.885105,0.971827, 1.116554, 0.981326, 0.833363, 1.000351,0.943464, 1.087907, 0.951096, 0.818608, 0.99744,0.959505, 1.008585, 0.944852, 0.837531, 1.008554
20,1.389538, 1.368764, 1.074025, 0.772898, 0.934639,1.414674, 1.394957, 1.175898, 0.976546, 1.156219,1.15824, 1.159462, 0.964923, 0.770326, 0.862131,1.195314, 1.165984, 1.051205, 0.865297, 1.021978,1.150275, 1.077502, 0.976647, 0.830511, 0.986067,1.125463, 1.206494, 1.052314, 0.847014, 1.010683,0.989723, 1.064996, 0.949574, 0.750988, 0.863359,1.032391, 1.106042, 0.974585, 0.794998, 0.957743,1.002262, 1.07767, 0.944566, 0.780933, 0.954966,1.0193, 0.99909, 0.93836, 0.798976, 0.965594
22,1.372582, 1.396139, 1.112473, 0.859007, 1.038764,1.397409, 1.422859, 1.203167, 1.072132, 1.269391,1.124278, 1.162156, 0.970188, 0.844315, 0.944939,1.17648, 1.185031, 1.071718, 0.961672, 1.135799,1.132151, 1.095105, 0.995702, 0.90633, 1.076089,1.107729, 1.2262, 1.072837, 0.924338, 1.102954,0.974126, 1.082386, 0.968095, 0.819546, 0.942177,1.016127, 1.124103, 0.993594, 0.849329, 1.023191,0.986472, 1.078102, 0.947889, 0.821217, 1.004232,0.995932, 0.99221, 0.93481, 0.834081, 1.008017
24,1.292019, 1.215844, 0.959133, 0.812306, 1.029838,1.315393, 1.239113, 1.037323, 0.972355, 1.20698,1.058292, 1.067603, 0.882345, 0.846941, 0.993758,1.091534, 1.072987, 0.96069, 0.943029, 1.167685,1.050407, 0.991563, 0.892558, 0.888775, 1.10632,1.02775, 1.110269, 0.961706, 0.883413, 1.105138,0.921431, 0.999178, 0.884744, 0.798542, 0.962464,0.961157, 1.037686, 0.908047, 0.827562, 1.045228,0.933106, 0.995219, 0.866281, 0.810098, 1.038579,0.942059, 0.915936, 0.854326, 0.822788, 1.033347
26,1.330209, 1.292436, 1.011077, 0.869759, 1.101982,1.354272, 1.310952, 1.092609, 1.040283, 1.290488,1.119287, 1.160297, 0.954718, 0.923209, 1.081412,1.154446, 1.149576, 1.024715, 1.002353, 1.239045,1.110946, 1.123758, 1.007072, 0.999291, 1.241783,1.086983, 1.251909, 1.079594, 0.988226, 1.234167,0.974533, 1.12664, 0.993194, 0.893279, 1.074826,1.016551, 1.205374, 1.050115, 0.953676, 1.20247,0.986883, 1.156047, 1.001817, 0.933556, 1.196109,0.99635, 1.063948, 0.987997, 0.948181, 1.190084
28,1.266725, 1.242791, 0.97224, 0.831436, 1.073014,1.356442, 1.343889, 1.120058, 1.060152, 1.32828,1.121077, 1.126901, 0.908688, 0.873525, 1.033439,1.1563, 1.116494, 0.975317, 0.948425, 1.184092,1.112724, 1.097139, 0.963551, 0.958607, 1.191222,1.088726, 1.222266, 1.032949, 0.948003, 1.183935,1.025017, 1.155081, 0.997897, 0.899863, 1.082749,1.069207, 1.235797, 1.055091, 0.960707, 1.211338,1.038006, 1.185232, 1.006568, 0.940438, 1.204927,1.047962, 1.073679, 0.977085, 0.940165, 1.191816
30,1.245356, 1.308263, 1.030889, 0.849452, 1.096268,1.35192, 1.434161, 1.203967, 1.098032, 1.375742,1.121077, 1.20662, 0.980035, 0.937756, 1.109425,1.1563, 1.195477, 1.062043, 1.027971, 1.283407,1.112724, 1.163394, 1.039091, 0.996075, 1.237784,1.088726, 1.296069, 1.113916, 0.985048, 1.230193,1.025017, 1.220566, 1.072377, 0.931767, 1.121139,1.069207, 1.30586, 1.133838, 0.994775, 1.254296,1.038006, 1.252427, 1.081691, 0.973785, 1.247652,1.047962, 1.13455, 1.050014, 0.973506, 1.234081
