,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.11265, 1.077114, 1.075118, 1.143737, 1.319827,1.025863, 0.993097, 0.991256, 1.034797, 1.235915,1.09218, 1.039793, 1.037866, 1.076652, 1.267753,1.218102, 1.193382, 1.19117, 1.24095, 1.422552,1.080285, 1.050482, 1.048535, 1.072903, 1.202493,1.118092, 1.090052, 1.088031, 1.097969, 1.161278,1.10067, 1.081714, 1.079709, 1.093375, 1.149973,1.158999, 1.111316, 1.109256, 1.108477, 1.179468,1.156816, 1.117494, 1.117494, 1.12606, 1.139612,1.166751, 1.133704, 1.133704, 1.126528, 1.127995
14,1.104791, 1.029557, 1.027649, 1.114028, 1.250532,1.018609, 0.949246, 0.947487, 1.007914, 1.171022,1.084461, 0.993879, 0.992036, 1.057277, 1.211036,1.209493, 1.140689, 1.138575, 1.218623, 1.358916,1.072652, 1.004101, 1.002239, 1.053604, 1.117397,1.110192, 1.041922, 1.039991, 1.078217, 1.079096,1.088723, 1.026793, 1.02489, 1.066271, 1.090927,1.146419, 1.054891, 1.052936, 1.080998, 1.118906,1.144266, 1.060761, 1.060761, 1.111511, 1.094257,1.195144, 1.114424, 1.114424, 1.151524, 1.121624
16,1.220003, 1.056763, 1.054804, 1.093053, 1.289385,1.124845, 0.97434, 0.972535, 0.988952, 1.207428,1.198092, 1.020602, 1.018711, 1.037842, 1.259222,1.372065, 1.202778, 1.200548, 1.235408, 1.450319,1.242712, 1.081276, 1.079272, 1.090839, 1.225441,1.286203, 1.122002, 1.119923, 1.116319, 1.18343,1.261327, 1.105706, 1.103657, 1.103946, 1.196402,1.328175, 1.135968, 1.133863, 1.119199, 1.227092,1.325676, 1.142286, 1.142286, 1.150787, 1.171724,1.384622, 1.200078, 1.200078, 1.192217, 1.203735
18,1.080174, 0.949948, 0.954998, 0.969485, 1.214772,0.995918, 0.875848, 0.880504, 0.87714, 1.137532,1.060769, 0.917434, 0.922313, 0.920619, 1.18648,1.214809, 1.081203, 1.086951, 1.09588, 1.36655,1.155586, 1.020834, 1.026261, 1.037259, 1.237734,1.196025, 1.059285, 1.064916, 1.061489, 1.195306,1.172896, 1.043905, 1.049456, 1.049728, 1.207098,1.235055, 1.07247, 1.078173, 1.064227, 1.238056,1.232586, 1.078308, 1.086054, 1.094135, 1.18205,1.287392, 1.132861, 1.140999, 1.133526, 1.214349
20,1.201516, 1.026301, 1.032604, 1.04087, 1.342273,1.107796, 0.946249, 0.95206, 0.94173, 1.256938,1.177667, 0.989276, 0.995352, 0.986511, 1.308499,1.348683, 1.165866, 1.173025, 1.174316, 1.507094,1.282929, 1.100768, 1.107529, 1.111499, 1.365033,1.327827, 1.142229, 1.149244, 1.13746, 1.318233,1.302148, 1.125642, 1.132555, 1.124858, 1.332688,1.371157, 1.167054, 1.17422, 1.150851, 1.3794,1.368416, 1.173406, 1.182805, 1.183198, 1.317013,1.429262, 1.232771, 1.242645, 1.225794, 1.352991
22,1.198548, 1.125808, 1.154611, 1.145129, 1.466535,1.066818, 1.002073, 1.027712, 1.000208, 1.32578,1.136283, 1.049648, 1.076504, 1.049774, 1.371842,1.301289, 1.237018, 1.268668, 1.249627, 1.580054,1.254887, 1.184028, 1.214321, 1.216857, 1.472344,1.298799, 1.22862, 1.260054, 1.245278, 1.421863,1.273688, 1.225629, 1.256989, 1.246585, 1.455087,1.341189, 1.259173, 1.29139, 1.280701, 1.512363,1.357212, 1.283718, 1.319009, 1.315573, 1.442723,1.417559, 1.348663, 1.385738, 1.362932, 1.482138
24,1.397172, 1.288187, 1.305838, 1.313897, 1.658231,1.243612, 1.146601, 1.162312, 1.147612, 1.499073,1.354258, 1.227946, 1.244772, 1.231686, 1.586186,1.550922, 1.447144, 1.466973, 1.466167, 1.826923,1.434823, 1.328847, 1.347056, 1.366294, 1.629146,1.485038, 1.378902, 1.397797, 1.398212, 1.5733,1.456322, 1.375541, 1.394389, 1.399673, 1.610046,1.420051, 1.320639, 1.338735, 1.343809, 1.563835,1.416402, 1.327066, 1.347748, 1.344236, 1.452745,1.479378, 1.394207, 1.415935, 1.392632, 1.492439
26,1.239322, 1.176906, 1.180296, 1.174119, 1.449386,1.103111, 1.047555, 1.05057, 1.025523, 1.31027,1.207217, 1.127438, 1.130684, 1.106116, 1.393294,1.343188, 1.276653, 1.280331, 1.265121, 1.541908,1.242647, 1.172299, 1.175676, 1.178949, 1.374986,1.271777, 1.202874, 1.20634, 1.19302, 1.313029,1.283702, 1.235077, 1.238634, 1.229233, 1.383044,1.25173, 1.185784, 1.189202, 1.180175, 1.343346,1.239053, 1.182527, 1.188136, 1.171606, 1.238463,1.294149, 1.242356, 1.248248, 1.213786, 1.272302
28,1.216762, 1.082339, 1.095999, 1.046094, 1.214181,1.103111, 0.981242, 0.993626, 0.925831, 1.153861,1.207217, 1.05607, 1.069399, 0.998587, 1.226968,1.343188, 1.195838, 1.210931, 1.142133, 1.357833,1.242647, 1.098086, 1.111943, 1.064335, 1.210842,1.271777, 1.126729, 1.14095, 1.077041, 1.156285,1.283702, 1.156895, 1.171498, 1.109739, 1.217946,1.25173, 1.12808, 1.142319, 1.082097, 1.201475,1.239053, 1.124982, 1.141297, 1.074241, 1.107669,1.294149, 1.181899, 1.199037, 1.112916, 1.135378
30,1.316161, 1.182912, 1.189832, 1.118296, 1.254081,1.193234, 1.072431, 1.078705, 0.989742, 1.191786,1.273272, 1.125417, 1.132001, 1.040889, 1.235683,1.416688, 1.274367, 1.28182, 1.190518, 1.367483,1.310643, 1.178979, 1.185878, 1.117753, 1.228604,1.341367, 1.209725, 1.216804, 1.131091, 1.173241,1.353943, 1.242113, 1.249378, 1.165425, 1.235799,1.320222, 1.211176, 1.218262, 1.136401, 1.219091,1.306854, 1.207851, 1.217171, 1.128147, 1.123906,1.369533, 1.273208, 1.283034, 1.172677, 1.155878
