,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.344958, 1.183091, 1.073042, 1.000006, 1.182614,1.476728, 1.31588, 1.242901, 1.211901, 1.305161,1.279357, 1.116463, 1.068392, 1.087326, 1.141169,1.246189, 1.078984, 1.090967, 1.175137, 1.268753,1.22434, 1.129875, 1.140794, 1.243905, 1.2695,1.177812, 1.196115, 1.152955, 1.223312, 1.275207,1.044975, 1.107264, 1.08789, 1.106454, 1.119954,1.090028, 1.183335, 1.162873, 1.189132, 1.244051,1.007502, 1.079984, 1.047229, 1.059647, 1.126954,1.026385, 0.995293, 1.001912, 1.013793, 1.071757
14,1.367961, 1.30922, 1.22857, 1.237614, 1.409375,1.501988, 1.435291, 1.394504, 1.413545, 1.465915,1.33204, 1.26572, 1.263066, 1.283026, 1.281035,1.297506, 1.218456, 1.297393, 1.383447, 1.42097,1.244733, 1.245874, 1.332432, 1.485769, 1.479706,1.197432, 1.318918, 1.346649, 1.417506, 1.433561,1.062381, 1.220941, 1.270644, 1.277569, 1.23605,1.108184, 1.270215, 1.322205, 1.336624, 1.32657,1.024284, 1.159282, 1.190721, 1.205855, 1.216615,1.043482, 1.068372, 1.139191, 1.15367, 1.15702
16,1.262571, 1.090886, 1.00437, 1.003565, 1.141588,1.29706, 1.118969, 1.077304, 1.080137, 1.118927,1.150297, 1.041536, 1.02992, 1.034819, 1.04562,1.187118, 1.062273, 1.120824, 1.184583, 1.231328,1.138834, 1.086178, 1.144412, 1.27473, 1.284778,1.095554, 1.14354, 1.163276, 1.223157, 1.235652,0.971997, 1.058598, 1.097626, 1.102415, 1.065417,1.013903, 1.101321, 1.142168, 1.153372, 1.143438,0.937138, 1.005133, 1.02858, 1.040525, 1.048653,0.954703, 0.926311, 0.984069, 0.995497, 0.978006
18,1.343154, 1.168297, 1.10733, 0.956059, 1.074663,1.379845, 1.198374, 1.182851, 1.037568, 1.059875,1.14626, 1.064061, 1.07873, 0.992286, 1.004093,1.182955, 1.085252, 1.173948, 1.107501, 1.17519,1.134837, 1.109665, 1.204406, 1.159218, 1.177414,1.091711, 1.16358, 1.212292, 1.092236, 1.111952,0.968587, 1.07715, 1.143884, 0.992725, 0.966848,1.010345, 1.120619, 1.162178, 1.010695, 1.009762,0.933851, 1.022749, 1.046608, 0.911812, 0.926062,0.951354, 0.942544, 1.001098, 0.872163, 0.863482
20,1.391171, 1.250916, 1.180429, 1.015779, 1.149328,1.342278, 1.169672, 1.150939, 1.006213, 1.027844,1.201957, 1.119519, 1.131434, 1.037296, 1.049643,1.236844, 1.135833, 1.224855, 1.151682, 1.222076,1.114395, 1.090777, 1.17104, 1.123348, 1.140981,1.072043, 1.128861, 1.163337, 1.074968, 1.101593,0.951137, 1.045007, 1.097688, 0.977024, 0.957837,0.992144, 1.08718, 1.123559, 1.005475, 1.011174,0.917026, 0.992226, 1.011822, 0.881507, 0.901191,0.934214, 0.914419, 0.96783, 0.84318, 0.840296
22,1.508983, 1.360006, 1.252203, 1.073586, 1.262698,1.455945, 1.271671, 1.213823, 1.04068, 1.138449,1.299972, 1.213628, 1.189809, 1.069738, 1.128006,1.360334, 1.252145, 1.309842, 1.207788, 1.335523,1.225656, 1.202469, 1.259597, 1.184947, 1.288902,1.179079, 1.244464, 1.230038, 1.091059, 1.197378,1.046101, 1.15202, 1.180709, 1.00881, 1.059139,1.091201, 1.198511, 1.237772, 1.060508, 1.142159,1.008586, 1.097249, 1.11816, 0.932658, 1.021105,1.027488, 1.011202, 1.069771, 0.894647, 0.954819
24,1.429978, 1.272205, 1.20139, 1.029519, 1.192746,1.451193, 1.257108, 1.230676, 1.054617, 1.116552,1.29949, 1.215508, 1.222196, 1.098318, 1.120861,1.336435, 1.232509, 1.322341, 1.218722, 1.304236,1.197028, 1.17664, 1.264134, 1.188637, 1.251296,1.151541, 1.217729, 1.234462, 1.128178, 1.198258,1.093802, 1.206862, 1.268618, 1.11678, 1.134748,1.140961, 1.265971, 1.309281, 1.15578, 1.204695,1.054578, 1.159005, 1.17917, 1.013362, 1.062902,1.074345, 1.068122, 1.12815, 0.97207, 0.993908
26,1.460283, 1.285655, 1.219905, 1.028374, 1.247965,1.502345, 1.301422, 1.280167, 1.118018, 1.239859,1.3414, 1.241663, 1.237422, 1.133277, 1.211435,1.38354, 1.256319, 1.32289, 1.242551, 1.392848,1.239221, 1.199372, 1.264655, 1.21188, 1.336314,1.212493, 1.262455, 1.256065, 1.134909, 1.262616,1.1517, 1.240169, 1.279454, 1.113552, 1.185173,1.201355, 1.300909, 1.320458, 1.152436, 1.258221,1.110398, 1.19099, 1.20745, 1.038476, 1.140944,1.131212, 1.097594, 1.146216, 0.98841, 1.058584
28,1.464935, 1.284395, 1.161997, 0.988786, 1.220525,1.604701, 1.390087, 1.315485, 1.15968, 1.30814,1.357655, 1.251491, 1.189174, 1.085253, 1.180014,1.296712, 1.172588, 1.17726, 1.116177, 1.272667,1.236639, 1.191902, 1.19829, 1.159098, 1.300057,1.209967, 1.254596, 1.225231, 1.117473, 1.264565,1.139161, 1.221574, 1.237031, 1.090611, 1.180684,1.188277, 1.281404, 1.27668, 1.128698, 1.253462,1.09831, 1.178023, 1.172283, 1.021323, 1.141362,1.118898, 1.085646, 1.112833, 0.972083, 1.058973
30,1.381049, 1.193337, 1.079615, 0.918009, 1.116936,1.576708, 1.358432, 1.28553, 1.132442, 1.259131,1.272655, 1.154975, 1.097461, 1.000817, 1.072626,1.215531, 1.082159, 1.071142, 1.003575, 1.127901,1.169729, 1.115818, 1.121799, 1.072291, 1.185475,1.144497, 1.174503, 1.147011, 1.033781, 1.153112,1.133214, 1.196381, 1.21152, 1.089963, 1.163092,1.182071, 1.254975, 1.250347, 1.128029, 1.234789,1.092574, 1.153729, 1.148109, 1.031624, 1.13637,1.103057, 1.053707, 1.080096, 0.973069, 1.044869
