,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.228118, 0.999548, 0.808911, 0.688904, 0.737134,1.266154, 1.025014, 0.820151, 0.705168, 0.777563,1.306346, 1.07305, 0.866893, 0.750062, 0.853087,1.338173, 1.106396, 0.887512, 0.757663, 0.80172,1.353309, 1.06949, 0.866373, 0.803385, 0.822914,1.278204, 1.025914, 0.837801, 0.818299, 0.818513,1.253976, 1.012156, 0.834151, 0.806257, 0.810422,1.20972, 0.998677, 0.824922, 0.823881, 0.788297,1.267714, 1.114528, 0.922013, 0.871517, 0.867414,1.100726, 0.991643, 0.822287, 0.759191, 0.760389
14,1.333542, 1.119571, 0.950593, 0.747926, 0.855492,1.275474, 1.065119, 0.894153, 0.710261, 0.837202,1.362767, 1.154687, 0.978717, 0.782347, 0.951194,1.337567, 1.140768, 0.960082, 0.757213, 0.856517,1.372045, 1.118484, 0.95062, 0.814389, 0.859797,1.295894, 1.072909, 0.919275, 0.818875, 0.844234,1.271331, 1.058517, 0.915263, 0.806822, 0.83589,1.280021, 1.090032, 0.944654, 0.860454, 0.880094,1.344694, 1.219487, 1.058459, 0.91247, 0.970827,1.167566, 1.085026, 0.943967, 0.794858, 0.851024
16,1.205718, 1.027502, 0.844539, 0.69855, 0.819594,1.173449, 0.994674, 0.808336, 0.675015, 0.81615,1.159878, 0.997582, 0.818528, 0.687844, 0.857834,1.138425, 0.985544, 0.802937, 0.660303, 0.766133,1.237226, 1.023771, 0.842308, 0.752399, 0.814809,1.16856, 0.982054, 0.814532, 0.756541, 0.80007,1.146413, 0.968887, 0.810987, 0.745411, 0.792166,1.154245, 0.997728, 0.837015, 0.79495, 0.834032,1.212561, 1.116213, 0.937846, 0.849944, 0.927589,1.052841, 0.993142, 0.83641, 0.740399, 0.813136
18,1.137408, 0.963096, 0.82331, 0.64857, 0.784894,1.146909, 0.965971, 0.816452, 0.645328, 0.804797,1.120194, 0.957302, 0.816948, 0.652047, 0.838755,1.099476, 0.945753, 0.801383, 0.625927, 0.749087,1.194896, 0.982433, 0.840682, 0.713233, 0.796687,1.15529, 0.964707, 0.832202, 0.742806, 0.810242,1.133393, 0.951768, 0.828574, 0.758319, 0.831226,1.141141, 0.980114, 0.855187, 0.780531, 0.844654,1.19879, 1.096484, 0.958179, 0.829881, 0.934176,1.016816, 0.953041, 0.834789, 0.706204, 0.799971
20,1.1789, 0.988304, 0.869351, 0.705496, 0.851996,1.188746, 0.96222, 0.836848, 0.6814, 0.848023,1.161055, 0.95358, 0.837351, 0.684823, 0.871377,1.139583, 0.970501, 0.846195, 0.677243, 0.801728,1.238484, 1.008144, 0.887685, 0.751383, 0.83021,1.115867, 0.922517, 0.818869, 0.729231, 0.786821,1.086738, 0.903511, 0.809357, 0.739032, 0.801313,1.094171, 0.930415, 0.835352, 0.781246, 0.836273,1.14945, 1.040913, 0.93598, 0.835102, 0.929877,1.046234, 0.970858, 0.875042, 0.771403, 0.864364
22,1.164676, 0.993568, 0.856792, 0.673601, 0.85966,1.174412, 0.96735, 0.824765, 0.645148, 0.848473,1.147051, 0.95867, 0.825275, 0.648394, 0.87185,1.125836, 0.975679, 0.833975, 0.641204, 0.802141,1.223537, 1.013507, 0.874858, 0.71139, 0.830637,1.128497, 0.949387, 0.826148, 0.709308, 0.808759,1.114401, 0.942828, 0.827966, 0.728894, 0.839219,1.122018, 0.9709, 0.854558, 0.770529, 0.875843,1.158687, 1.067748, 0.941221, 0.816506, 0.965431,1.030252, 0.972867, 0.859619, 0.73679, 0.876666
24,1.221516, 1.072406, 0.927105, 0.746487, 0.965012,1.231725, 1.044098, 0.892442, 0.714952, 0.952459,1.203031, 1.034727, 0.892978, 0.69512, 0.946784,1.191959, 1.063059, 0.910944, 0.693929, 0.879343,1.2954, 1.104287, 0.955606, 0.769885, 0.910574,1.208313, 1.046135, 0.912624, 0.776333, 0.89665,1.193225, 1.038911, 0.914633, 0.797771, 0.930429,1.20138, 1.069839, 0.944, 0.84333, 0.971004,1.240646, 1.176563, 1.03975, 0.893659, 1.070337,1.151269, 1.11879, 0.991029, 0.841596, 1.014342
26,1.157391, 0.952436, 0.830587, 0.657596, 0.850102,1.22752, 0.975336, 0.84097, 0.66245, 0.882518,1.198924, 0.966578, 0.841469, 0.644076, 0.877256,1.187889, 0.993043, 0.858399, 0.642967, 0.814768,1.290979, 1.073021, 0.936689, 0.74203, 0.877628,1.204193, 1.01652, 0.894552, 0.748236, 0.864187,1.189155, 1.0095, 0.896523, 0.768898, 0.89675,1.233036, 1.070594, 0.952939, 0.837088, 0.963825,1.273333, 1.177389, 1.049594, 0.88704, 1.06241,1.181603, 1.119587, 1.00042, 0.835366, 1.006836
28,1.092505, 0.8697, 0.773877, 0.644192, 0.809418,1.186925, 0.912306, 0.802628, 0.664749, 0.86075,1.175234, 0.916565, 0.815216, 0.656056, 0.868527,1.164418, 0.941654, 0.831616, 0.667487, 0.822117,1.26547, 1.017495, 0.907452, 0.770319, 0.885537,1.123824, 0.91772, 0.825106, 0.739544, 0.830201,1.109791, 0.91138, 0.826917, 0.75996, 0.861472,1.150742, 0.966535, 0.878959, 0.827355, 0.925902,1.188351, 1.062955, 0.968116, 0.876733, 1.020614,1.102746, 1.010768, 0.92157, 0.824601, 0.965987
30,1.225661, 0.959861, 0.848558, 0.698359, 0.907809,1.3316, 1.006892, 0.880087, 0.720651, 0.965384,1.26489, 0.970468, 0.857557, 0.682314, 0.934512,1.253249, 0.99704, 0.871112, 0.691268, 0.880841,1.26547, 1.000972, 0.883171, 0.741225, 0.881546,1.123824, 0.902821, 0.803028, 0.711604, 0.826448,1.109791, 0.896585, 0.804803, 0.731267, 0.857604,1.150742, 0.950844, 0.855438, 0.7961, 0.921722,1.188351, 1.045699, 0.94221, 0.843802, 1.016244,1.102746, 0.994362, 0.896911, 0.793619, 0.961833
