,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.053466, 0.82752, 0.790899, 0.760041, 0.961072,0.999713, 0.775124, 0.740823, 0.698601, 0.91431,1.079386, 0.823041, 0.786616, 0.737122, 0.951106,1.336182, 1.048471, 1.002071, 0.943023, 1.184591,1.18501, 0.922925, 0.882079, 0.82742, 0.988504,1.226479, 0.957685, 0.915304, 0.84675, 0.954622,1.207373, 0.913643, 0.87321, 0.810627, 0.934264,1.271353, 0.938638, 0.897097, 0.821816, 0.95822,1.251268, 0.968108, 0.926983, 0.854051, 0.930477,1.262013, 0.982153, 0.940432, 0.854408, 0.920994
14,1.159092, 0.98054, 0.933079, 0.9011, 1.024066,1.099952, 0.93051, 0.885469, 0.839124, 0.987018,1.171063, 0.974267, 0.927109, 0.873067, 1.012454,1.341116, 1.148174, 1.092597, 1.033294, 1.166548,1.189383, 1.010686, 0.961768, 0.906628, 0.973454,1.231011, 1.048759, 0.997997, 0.927809, 0.940092,1.211822, 1.040733, 0.990358, 0.923921, 0.957016,1.276046, 1.069217, 1.017462, 0.936684, 0.981563,1.273644, 1.075161, 1.025018, 0.949038, 0.929264,1.330274, 1.129554, 1.076878, 0.983205, 0.952514
16,1.300477, 1.110907, 1.069486, 1.076258, 1.343281,1.199037, 1.024248, 0.986058, 0.973746, 1.257877,1.27711, 1.072878, 1.032874, 1.01357, 1.290844,1.462567, 1.264401, 1.217254, 1.199591, 1.487328,1.324683, 1.13667, 1.094287, 1.074928, 1.267539,1.371038, 1.179476, 1.135493, 1.100025, 1.224077,1.344521, 1.165991, 1.122515, 1.091247, 1.241372,1.415778, 1.197906, 1.153238, 1.106323, 1.273215,1.413115, 1.204565, 1.1618, 1.120913, 1.205375,1.475951, 1.265508, 1.220583, 1.16127, 1.235527
18,1.149563, 1.012097, 0.955982, 0.970557, 1.23718,1.059896, 0.933152, 0.881415, 0.878113, 1.158522,1.128905, 0.977451, 0.923258, 0.921633, 1.198785,1.292844, 1.151939, 1.088073, 1.090781, 1.381257,1.229814, 1.087617, 1.027319, 1.026548, 1.236297,1.272849, 1.128584, 1.066011, 1.050524, 1.193918,1.248238, 1.115681, 1.053824, 1.04214, 1.210787,1.314387, 1.146218, 1.082669, 1.056543, 1.241852,1.311918, 1.152593, 1.09071, 1.070474, 1.175683,1.370252, 1.210905, 1.145894, 1.109015, 1.205092
20,1.192007, 1.079283, 1.034344, 0.983394, 1.147471,1.099023, 0.995089, 0.953658, 0.889721, 1.114749,1.170584, 1.042334, 0.998937, 0.933818, 1.153486,1.340569, 1.228393, 1.17725, 1.105194, 1.329057,1.275216, 1.159813, 1.111526, 1.040123, 1.18959,1.319845, 1.203496, 1.153388, 1.064414, 1.148806,1.294321, 1.189737, 1.140205, 1.055919, 1.16504,1.362907, 1.222292, 1.171404, 1.070505, 1.194922,1.36035, 1.229092, 1.18011, 1.084627, 1.131259,1.420839, 1.291275, 1.239811, 1.123673, 1.15956
22,1.210884, 1.106331, 1.055001, 1.008863, 1.127529,1.072413, 0.979815, 0.934358, 0.872254, 1.046757,1.142246, 1.026338, 0.978719, 0.915481, 1.083123,1.308113, 1.209541, 1.153426, 1.083495, 1.247986,1.244343, 1.142013, 1.089025, 1.019697, 1.117022,1.28789, 1.185026, 1.130044, 1.043516, 1.078736,1.26298, 1.171469, 1.117116, 1.035177, 1.093971,1.329916, 1.203532, 1.147691, 1.049482, 1.122034,1.345963, 1.227135, 1.172372, 1.078176, 1.077083,1.405814, 1.289222, 1.231689, 1.117, 1.104036
24,1.154564, 0.929471, 0.901654, 0.856571, 1.016141,1.027673, 0.827316, 0.80256, 0.744301, 0.948086,1.121253, 0.887708, 0.861145, 0.80022, 1.004927,1.284082, 1.046176, 1.014874, 0.952572, 1.164604,1.238292, 1.001357, 0.971394, 0.904889, 1.05217,1.281624, 1.039074, 1.00798, 0.930044, 1.020502,1.256846, 1.027197, 0.996457, 0.922619, 1.034921,1.323453, 1.055306, 1.023723, 0.935363, 1.061471,1.320204, 1.060564, 1.030737, 0.947157, 1.004342,1.378906, 1.11422, 1.082885, 0.981257, 1.029463
26,1.260573, 1.02005, 0.972404, 0.869519, 1.031584,1.15486, 0.934508, 0.890856, 0.777662, 0.990654,1.296917, 1.03208, 0.983869, 0.860559, 1.08079,1.442998, 1.181713, 1.126514, 0.995249, 1.216878,1.334987, 1.085119, 1.034432, 0.907007, 1.054711,1.381705, 1.125991, 1.073398, 0.932227, 1.022975,1.394657, 1.145705, 1.092191, 0.951859, 1.06781,1.359923, 1.089983, 1.039074, 0.893622, 1.014181,1.356585, 1.095416, 1.046187, 0.904885, 0.959579,1.416912, 1.150838, 1.099119, 0.937464, 0.983594
28,1.25321, 1.010757, 0.962904, 0.875185, 1.007171,1.169401, 0.943163, 0.89851, 0.797241, 0.985148,1.282221, 1.017029, 0.96888, 0.861384, 1.049387,1.426644, 1.151633, 1.097111, 0.985214, 1.168492,1.319859, 1.057501, 1.007437, 0.897863, 1.012772,1.350797, 1.085082, 1.033712, 0.912525, 0.971334,1.368675, 1.108304, 1.055833, 0.935305, 1.017775,1.334594, 1.064076, 1.013704, 0.88614, 0.975531,1.321234, 1.061278, 1.012914, 0.890514, 0.916034,1.379988, 1.114974, 1.064162, 0.922577, 0.938952
30,1.275879, 1.028387, 0.9726, 0.845772, 0.998827,1.190555, 0.959618, 0.90756, 0.770445, 0.976982,1.270413, 1.007031, 0.952399, 0.810122, 1.0128,1.413509, 1.140312, 1.078454, 0.926582, 1.127745,1.3077, 1.047102, 0.990298, 0.861863, 0.997638,1.338356, 1.074413, 1.016127, 0.87594, 0.956824,1.356075, 1.097409, 1.037875, 0.897807, 1.002576,1.322301, 1.070076, 1.012028, 0.863901, 0.975968,1.309067, 1.067269, 1.011248, 0.868173, 0.916454,1.371854, 1.125017, 1.065962, 0.902437, 0.942521
