,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
14,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
16,1.081913, 1.081913, 1.081913, 1.081913, 1.081913,1.048363, 1.048363, 1.048363, 1.048363, 1.048363,1.048363, 1.048363, 1.048363, 1.048363, 1.048363,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
18,1.082199, 1.082199, 1.082199, 1.082199, 1.090356,1.048641, 1.048641, 1.048641, 1.048641, 1.056545,1.048641, 1.048641, 1.048641, 1.048641, 1.048641,1.000265, 1.000265, 1.000265, 1.000265, 1.000265,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
20,1.082199, 1.082199, 1.082199, 1.082199, 1.090356,1.048641, 1.048641, 1.048641, 1.048641, 1.056545,1.085193, 1.085193, 1.085193, 1.085193, 1.085193,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
22,1.082199, 1.082199, 1.082199, 1.082199, 1.090356,1.048641, 1.048641, 1.048641, 1.048641, 1.056545,1.085193, 1.085193, 1.085193, 1.085193, 1.085193,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
24,1.101076, 1.101076, 1.101076, 1.101076, 1.109375,1.066933, 1.066933, 1.066933, 1.066933, 1.074974,1.104122, 1.104122, 1.104122, 1.104122, 1.104122,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
26,1.069689, 1.069689, 1.069689, 1.069689, 1.077751,1.036519, 1.036519, 1.036519, 1.036519, 1.044331,1.104122, 1.104122, 1.104122, 1.104122, 1.104122,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,1, 1, 1, 1, 1,1, 1, 1, 1, 1
28,1.069689, 1.069689, 1.069689, 1.069689, 1.077751,1.036519, 1.036519, 1.036519, 1.036519, 1.044331,1.104122, 1.104122, 1.104122, 1.104122, 1.104122,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,1, 1, 1, 1, 1,1, 1, 1, 1, 1
30,1.069689, 1.069689, 1.069689, 1.069689, 1.077751,1.036519, 1.036519, 1.036519, 1.036519, 1.044331,1.104122, 1.104122, 1.104122, 1.104122, 1.104122,1.035131, 1.035131, 1.035131, 1.035131, 1.035131,1, 1, 1, 1, 1,1, 1, 1, 1, 1,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,0.971494, 0.971494, 0.971494, 0.971494, 0.971494,1, 1, 1, 1, 1,1, 1, 1, 1, 1
