,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.275009, 0.968026, 0.841564, 0.744769, 0.859151,1.374465, 1.020703, 0.877535, 0.778638, 0.932629,1.382339, 1.041591, 0.904154, 0.827615, 1.012159,1.364815, 1.066363, 0.919111, 0.830086, 0.954118,1.399995, 1.045536, 0.910057, 0.89277, 0.957779,1.345133, 1.020256, 0.895247, 0.913194, 0.956689,1.310027, 0.999245, 0.884851, 0.893198, 0.940343,1.318981, 1.028992, 0.913262, 0.952573, 0.990055,1.385618, 1.151188, 1.023269, 1.010136, 1.092099,1.203104, 1.024263, 0.912603, 0.879958, 0.957361
14,1.215505, 0.987037, 0.90157, 0.804163, 0.886629,1.300665, 1.019792, 0.920678, 0.811425, 0.921934,1.35465, 1.077693, 0.982354, 0.907407, 1.0606,1.337479, 1.103318, 0.998603, 0.902673, 0.984201,1.371953, 1.081765, 0.988754, 0.945265, 0.969275,1.326482, 1.062251, 0.978787, 0.984463, 0.978404,1.291861, 1.040367, 0.967409, 0.997692, 0.99642,1.300693, 1.071348, 0.998482, 1.054684, 1.039902,1.343196, 1.178211, 1.09975, 1.11762, 1.146268,1.139302, 1.024068, 0.958129, 0.951067, 0.981602
16,1.168549, 0.847497, 0.757832, 0.671004, 0.752516,1.214119, 0.850207, 0.75142, 0.6574, 0.759757,1.169823, 0.831192, 0.74267, 0.680987, 0.802524,1.154991, 0.850952, 0.754951, 0.677432, 0.74471,1.255228, 0.883959, 0.791972, 0.751594, 0.777034,1.213627, 0.868015, 0.783984, 0.785574, 0.787176,1.181949, 0.850132, 0.774875, 0.796134, 0.801677,1.190029, 0.875443, 0.799763, 0.841612, 0.836664,1.228917, 0.962773, 0.880883, 0.891833, 0.922232,1.042372, 0.836816, 0.766465, 0.766711, 0.797857
18,1.204077, 0.900944, 0.843925, 0.660948, 0.729006,1.193521, 0.862274, 0.798145, 0.61765, 0.70486,1.165717, 0.859581, 0.804376, 0.628763, 0.728741,1.150941, 0.880021, 0.814229, 0.622844, 0.673392,1.250827, 0.914154, 0.854154, 0.691026, 0.702619,1.173596, 0.871112, 0.822793, 0.702841, 0.692643,1.142961, 0.853166, 0.813232, 0.712285, 0.708824,1.150775, 0.878569, 0.839348, 0.752972, 0.739758,1.188381, 0.966205, 0.924478, 0.800917, 0.818502,1.056656, 0.875167, 0.838268, 0.717542, 0.737919
20,1.250741, 0.967735, 0.951343, 0.714291, 0.793031,1.239775, 0.926199, 0.899739, 0.667497, 0.766769,1.210898, 0.923316, 0.89764, 0.672675, 0.784779,1.206866, 0.954215, 0.926558, 0.679486, 0.739485,1.311604, 0.991222, 0.971991, 0.753871, 0.771584,1.227058, 0.941815, 0.933587, 0.764526, 0.758411,1.195031, 0.92242, 0.914141, 0.767588, 0.768895,1.130041, 0.89212, 0.886124, 0.762089, 0.753657,1.166971, 0.981116, 0.976013, 0.810624, 0.833892,1.037619, 0.89117, 0.887478, 0.728276, 0.7539
22,1.329768, 1.025647, 0.956112, 0.754567, 0.897158,1.340876, 0.998575, 0.920059, 0.717462, 0.882613,1.309646, 0.995466, 0.913321, 0.704186, 0.879807,1.305279, 1.02878, 0.942745, 0.72496, 0.844921,1.418557, 1.068681, 0.988969, 0.804322, 0.881602,1.308373, 1.001065, 0.936471, 0.804168, 0.854311,1.29203, 0.994147, 0.934463, 0.822794, 0.88265,1.221764, 0.961496, 0.905824, 0.816893, 0.865145,1.261693, 1.057411, 0.997709, 0.869112, 0.957461,1.121839, 0.960471, 0.907207, 0.780823, 0.86562
24,1.2638, 0.934481, 0.893458, 0.742996, 0.853762,1.340379, 0.956952, 0.90431, 0.743068, 0.883448,1.309153, 0.953968, 0.897679, 0.723496, 0.882517,1.297105, 0.980087, 0.92115, 0.740454, 0.834032,1.409674, 1.059019, 1.005146, 0.842258, 0.892208,1.277809, 0.974952, 0.935426, 0.827618, 0.849721,1.261851, 0.96822, 0.933416, 0.846783, 0.877905,1.193228, 0.936422, 0.904812, 0.84072, 0.860507,1.232225, 1.029833, 0.996592, 0.894457, 0.952323,1.117015, 0.953672, 0.923871, 0.825863, 0.884835
26,1.240656, 0.907708, 0.862196, 0.705935, 0.849674,1.347883, 0.952179, 0.893925, 0.723196, 0.900637,1.334603, 0.962269, 0.899575, 0.713832, 0.912064,1.322321, 0.988617, 0.923089, 0.730559, 0.861941,1.437074, 1.068238, 1.007281, 0.831019, 0.922086,1.306427, 0.986294, 0.94012, 0.818935, 0.88071,1.290117, 0.979483, 0.938104, 0.837903, 0.918243,1.256384, 0.975605, 0.936514, 0.856744, 0.926912,1.297447, 1.072924, 1.031504, 0.911505, 1.025808,1.17614, 0.993584, 0.956254, 0.841618, 0.953137
28,1.297339, 0.947363, 0.850751, 0.715603, 0.882702,1.409464, 0.993776, 0.882068, 0.733104, 0.935633,1.338859, 0.963495, 0.851576, 0.694212, 0.902224,1.326538, 0.989879, 0.873841, 0.710479, 0.859057,1.335003, 0.990468, 0.882986, 0.748381, 0.84458,1.213638, 0.914489, 0.824116, 0.737502, 0.812762,1.198484, 0.908168, 0.822345, 0.754579, 0.847383,1.242706, 0.963133, 0.874096, 0.821495, 0.91076,1.283324, 1.059214, 0.962764, 0.874006, 1.007946,1.163338, 0.98088, 0.892515, 0.806985, 0.936521
30,1.237735, 0.885893, 0.784457, 0.682651, 0.829997,1.344712, 0.932293, 0.816408, 0.701994, 0.883108,1.277348, 0.903882, 0.788184, 0.664751, 0.851566,1.265596, 0.928635, 0.808785, 0.67967, 0.810036,1.277933, 0.940843, 0.827505, 0.724911, 0.806374,1.161757, 0.868675, 0.772339, 0.716466, 0.77828,1.138564, 0.856143, 0.764846, 0.727505, 0.805288,1.180575, 0.907958, 0.81298, 0.792022, 0.865513,1.219155, 0.998526, 0.895435, 0.842642, 0.957859,1.16229, 0.972477, 0.873004, 0.818231, 0.935986
