,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.045814, 0.835104, 0.808273, 0.73762, 0.861788,1.139216, 0.889788, 0.850827, 0.770146, 0.92651,1.145742, 0.917825, 0.873925, 0.83944, 1.026951,1.141926, 0.948546, 0.918068, 0.876155, 0.963779,1.241031, 0.985333, 0.944372, 0.925506, 0.966335,1.164401, 0.935722, 0.908962, 0.911714, 0.887359,1.13401, 0.919592, 0.905125, 0.930888, 0.923238,1.141759, 0.946969, 0.93174, 0.981474, 0.964114,1.179073, 1.041433, 1.023121, 1.041023, 1.053277,1.04838, 0.945961, 0.934298, 0.946831, 0.964019
14,1.182446, 1.016851, 0.979905, 0.917899, 0.96382,1.235968, 1.039622, 0.989787, 0.919623, 1.006666,1.198428, 1.033888, 0.980165, 0.941424, 1.035094,1.194441, 1.022906, 0.985741, 0.922979, 0.944406,1.289918, 1.09832, 1.048094, 0.993304, 0.971973,1.21027, 1.04302, 1.008793, 0.978495, 0.892532,1.178684, 1.025042, 0.995169, 0.989761, 0.919961,1.194264, 1.062251, 1.030926, 1.050163, 0.966784,1.233294, 1.168218, 1.132036, 1.11388, 1.056199,1.09659, 1.06112, 1.033753, 1.013091, 0.966687
16,1.289529, 1.123812, 1.095631, 1.049337, 1.210073,1.412731, 1.204245, 1.159914, 1.101878, 1.324653,1.369819, 1.197596, 1.14863, 1.098601, 1.326567,1.360052, 1.180353, 1.150756, 1.093536, 1.228833,1.46877, 1.267377, 1.22355, 1.176859, 1.264712,1.374091, 1.200084, 1.17426, 1.133947, 1.135932,1.338229, 1.179398, 1.1584, 1.146998, 1.170839,1.273475, 1.147897, 1.127061, 1.143002, 1.155619,1.315094, 1.262407, 1.237599, 1.212355, 1.262497,1.169322, 1.146674, 1.130151, 1.102654, 1.155502
18,1.139886, 1.024966, 0.980422, 0.955194, 1.124997,1.29385, 1.141626, 1.078863, 1.042563, 1.276621,1.27172, 1.15025, 1.082415, 1.053128, 1.298764,1.262655, 1.133691, 1.084419, 1.048275, 1.199847,1.363584, 1.216656, 1.152432, 1.127574, 1.237587,1.275687, 1.152059, 1.106011, 1.086464, 1.11157,1.242394, 1.133725, 1.092544, 1.100454, 1.147276,1.18228, 1.09628, 1.056082, 1.089495, 1.125007,1.220915, 1.213516, 1.167233, 1.163147, 1.233743,1.085584, 1.095111, 1.058978, 1.051035, 1.121858
20,1.181965, 1.09832, 1.065948, 0.972534, 1.049994,1.341612, 1.223332, 1.172977, 1.064082, 1.197641,1.31867, 1.222932, 1.167633, 1.094997, 1.237897,1.30927, 1.205325, 1.169795, 1.089951, 1.189637,1.413927, 1.293532, 1.243162, 1.172402, 1.212884,1.322784, 1.224852, 1.193083, 1.151584, 1.110526,1.288259, 1.205357, 1.178552, 1.166405, 1.146193,1.225925, 1.16555, 1.139224, 1.154799, 1.123954,1.265986, 1.268447, 1.233676, 1.207944, 1.210941,1.125661, 1.14468, 1.119255, 1.091509, 1.101117
22,1.23128, 1.154539, 1.115334, 1.025942, 1.060923,1.309132, 1.204555, 1.149233, 1.051099, 1.133113,1.286744, 1.204162, 1.144409, 1.08202, 1.17162,1.277569, 1.186823, 1.146112, 1.076031, 1.124895,1.379692, 1.273678, 1.217996, 1.151452, 1.14954,1.290759, 1.206054, 1.168938, 1.131008, 1.052533,1.274635, 1.203441, 1.170833, 1.16157, 1.101514,1.212963, 1.163696, 1.13216, 1.15633, 1.086074,1.2526, 1.266436, 1.226034, 1.20956, 1.170139,1.113758, 1.142863, 1.112323, 1.092972, 1.064023
24,1.179915, 0.974849, 0.958016, 0.8748, 0.939386,1.285078, 1.04186, 1.011179, 0.914579, 1.023829,1.28049, 1.05586, 1.020797, 0.925171, 1.040276,1.271358, 1.040653, 1.022321, 0.922696, 1.00166,1.372987, 1.116809, 1.086432, 0.987355, 1.023594,1.266049, 1.042334, 1.027704, 0.989034, 0.993784,1.250237, 1.040082, 1.029378, 1.015766, 1.040036,1.189743, 1.005732, 0.995382, 1.011189, 1.025466,1.228628, 1.094527, 1.081608, 1.06136, 1.108623,1.113758, 1.007003, 0.995117, 0.972569, 1.022285
26,1.364761, 1.13339, 1.094544, 0.940759, 1.010294,1.4864, 1.211296, 1.155282, 0.983537, 1.101117,1.420896, 1.17768, 1.118869, 0.954491, 1.073324,1.410765, 1.160722, 1.120538, 0.951933, 1.033484,1.410825, 1.153512, 1.102722, 0.943293, 0.97799,1.300943, 1.076591, 1.043115, 0.944894, 0.949506,1.284698, 1.074267, 1.044815, 0.962211, 0.985279,1.259046, 1.06981, 1.040477, 0.98648, 1.000491,1.300193, 1.164256, 1.126744, 1.031881, 1.077919,1.17863, 1.071156, 1.036643, 0.945555, 0.99397
28,1.334233, 1.09221, 1.054077, 0.920881, 0.959292,1.478248, 1.187449, 1.131789, 0.979384, 1.063588,1.413103, 1.154494, 1.096118, 0.950461, 1.036745,1.4084, 1.142226, 1.101953, 0.951538, 1.002081,1.408457, 1.145539, 1.094371, 0.951547, 0.956968,1.27671, 1.054609, 1.021139, 0.940202, 0.916458,1.251219, 1.040786, 1.011581, 0.931401, 0.925135,1.226233, 1.036464, 1.007378, 0.950036, 0.934637,1.266309, 1.127975, 1.09091, 0.993771, 1.006982,1.207241, 1.091409, 1.055543, 0.957692, 0.97654
30,1.329781, 1.087883, 1.042288, 0.871204, 0.921579,1.473324, 1.182751, 1.119139, 0.945699, 1.042894,1.408392, 1.149917, 1.083858, 0.917761, 1.016567,1.395429, 1.148671, 1.100141, 0.927669, 0.992053,1.400156, 1.155859, 1.096227, 0.930778, 0.950552,1.269185, 1.064104, 1.022863, 0.919676, 0.91032,1.243844, 1.050158, 1.013291, 0.926252, 0.934247,1.219006, 1.045803, 1.009089, 0.944791, 0.943854,1.258845, 1.138135, 1.092756, 0.988278, 1.016904,1.200126, 1.10124, 1.057331, 0.952401, 0.986166
