,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.260236, 0.97769, 0.779012, 0.688543, 0.833098,1.145023, 0.876805, 0.698625, 0.602812, 0.776092,1.202665, 0.905696, 0.721645, 0.618761, 0.785377,1.560675, 1.209468, 0.963689, 0.829822, 1.025412,1.394262, 1.072456, 0.85452, 0.738699, 0.868128,1.48338, 1.14395, 0.911477, 0.771537, 0.855653,1.355514, 1.013045, 0.807182, 0.685639, 0.777342,1.496549, 1.091227, 0.869476, 0.728809, 0.835927,1.488349, 1.137286, 0.907861, 0.75202, 0.805973,1.501176, 1.153821, 0.921061, 0.752353, 0.797772
14,1.256329, 1.00539, 0.840485, 0.67752, 0.876315,1.141472, 0.901647, 0.753758, 0.593163, 0.816351,1.211514, 0.941125, 0.786761, 0.615242, 0.834792,1.572162, 1.256785, 1.05064, 0.825094, 1.089905,1.404521, 1.114415, 0.931617, 0.73449, 0.922728,1.478782, 1.176358, 0.9834, 0.759184, 0.900044,1.374022, 1.059257, 0.885508, 0.685992, 0.831404,1.532893, 1.152974, 0.963857, 0.736838, 0.903447,1.508675, 1.189172, 0.995957, 0.75241, 0.862017,1.575762, 1.249335, 1.046353, 0.779495, 0.883568
16,1.135406, 0.92231, 0.746379, 0.63251, 0.839172,1.027846, 0.824117, 0.666925, 0.551737, 0.778903,1.091398, 0.860583, 0.696431, 0.57253, 0.796841,1.310229, 1.063167, 0.860369, 0.710318, 0.962455,1.195413, 0.962782, 0.779134, 0.64577, 0.832168,1.258621, 1.016302, 0.822439, 0.667474, 0.811699,1.239012, 0.969559, 0.784616, 0.639001, 0.794393,1.30467, 0.996094, 0.806084, 0.647826, 0.814768,1.284063, 1.027361, 0.832933, 0.661509, 0.777402,1.341162, 1.079351, 0.875085, 0.685339, 0.796857
18,1.044079, 0.842705, 0.709281, 0.574421, 0.786067,0.945176, 0.752996, 0.633775, 0.501067, 0.729609,1.003604, 0.786309, 0.661808, 0.519949, 0.746418,1.204841, 0.971416, 0.817616, 0.645092, 0.90157,1.154509, 0.923899, 0.777625, 0.615944, 0.818705,1.215559, 0.975261, 0.820856, 0.636658, 0.798567,1.196613, 0.930404, 0.783093, 0.609488, 0.78153,1.260033, 0.955868, 0.804529, 0.61791, 0.80158,1.240127, 0.985879, 0.83133, 0.630965, 0.764813,1.295275, 1.03576, 0.873392, 0.653692, 0.78396
20,1.032322, 0.824933, 0.714444, 0.602942, 0.816175,0.97965, 0.772695, 0.669207, 0.551334, 0.794111,1.040215, 0.806888, 0.698819, 0.572118, 0.81241,1.19127, 0.950923, 0.82356, 0.677109, 0.936067,1.13319, 0.897824, 0.777572, 0.634484, 0.834214,1.193112, 0.94774, 0.820805, 0.663396, 0.823094,1.174523, 0.904149, 0.783051, 0.635085, 0.805531,1.236767, 0.928889, 0.804476, 0.643862, 0.826199,1.217228, 0.95805, 0.83127, 0.657462, 0.788301,1.271357, 1.006527, 0.873333, 0.681134, 0.808033
22,1.043325, 0.848401, 0.720321, 0.59105, 0.849585,0.95139, 0.77364, 0.656847, 0.526153, 0.804731,1.027666, 0.821834, 0.697762, 0.555417, 0.837511,1.176897, 0.968534, 0.822317, 0.657352, 0.964991,1.119521, 0.914459, 0.77641, 0.615969, 0.85998,1.158695, 0.948897, 0.805644, 0.633089, 0.834099,1.140646, 0.905258, 0.768591, 0.606082, 0.816314,1.201089, 0.930028, 0.789629, 0.614458, 0.837265,1.198637, 0.972628, 0.827326, 0.636198, 0.810004,1.251935, 1.02184, 0.869178, 0.659099, 0.830273
24,1.165578, 0.975414, 0.830237, 0.692862, 1.008815,1.062872, 0.889467, 0.757081, 0.616785, 0.955574,1.132077, 0.931689, 0.793023, 0.642008, 0.980607,1.296471, 1.098007, 0.934587, 0.759836, 1.12988,1.233274, 1.036706, 0.882411, 0.712011, 1.006947,1.276427, 1.075742, 0.915637, 0.731797, 0.97663,1.256534, 1.026267, 0.873523, 0.700573, 0.955805,1.32313, 1.054356, 0.897427, 0.710255, 0.980326,1.319879, 1.102201, 0.939898, 0.748121, 0.964847,1.378567, 1.157967, 0.987453, 0.775052, 0.98898
26,1.123308, 0.881136, 0.756558, 0.620812, 0.903915,1.029109, 0.796783, 0.68413, 0.548034, 0.849062,1.128215, 0.859053, 0.737593, 0.587145, 0.896812,1.255293, 0.983607, 0.844544, 0.675147, 1.003936,1.194098, 0.928689, 0.79739, 0.632646, 0.89471,1.235882, 0.963664, 0.827418, 0.650236, 0.867786,1.252243, 0.984287, 0.84512, 0.666464, 0.909265,1.318607, 1.011228, 0.868261, 0.675678, 0.932602,1.315373, 1.016266, 0.874204, 0.684195, 0.882404,1.373862, 1.067688, 0.918443, 0.708833, 0.904492
28,0.991138, 0.760322, 0.666112, 0.585718, 0.828906,0.924857, 0.700287, 0.61352, 0.52664, 0.793037,1.038624, 0.773411, 0.677585, 0.577982, 0.858061,1.155602, 0.885537, 0.775815, 0.664591, 0.960534,1.114407, 0.847606, 0.742583, 0.631327, 0.867802,1.153401, 0.879527, 0.770545, 0.648881, 0.841694,1.168668, 0.898354, 0.787046, 0.665089, 0.881946,1.230604, 0.922938, 0.808584, 0.674277, 0.904566,1.227584, 0.927542, 0.814119, 0.682768, 0.855877,1.282175, 0.974469, 0.855311, 0.707348, 0.877282
30,1.142577, 0.862269, 0.747356, 0.649851, 0.951449,1.066171, 0.794183, 0.688344, 0.584307, 0.910285,1.165221, 0.853594, 0.739836, 0.624078, 0.958521,1.296462, 0.977342, 0.847093, 0.717593, 1.072992,1.199416, 0.897454, 0.777854, 0.653975, 0.930005,1.24139, 0.931253, 0.80714, 0.672146, 0.902011,1.257825, 0.951189, 0.824426, 0.688937, 0.94516,1.2265, 0.904926, 0.784327, 0.646785, 0.897682,1.223492, 0.909439, 0.789701, 0.654937, 0.849355,1.282175, 0.958649, 0.832435, 0.680796, 0.873524
