,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.473069, 1.387378, 1.064195, 0.940453, 1.037441,1.646284, 1.552112, 1.27133, 1.204901, 1.225235,1.249544, 1.195977, 0.976175, 0.905446, 0.848472,1.231023, 1.152986, 1.029344, 0.962124, 0.951448,1.184635, 1.169893, 1.050044, 1.022599, 1.016576,1.159084, 1.266861, 1.09418, 1.010266, 1.009339,1.103514, 1.197243, 1.057067, 0.975932, 0.939409,1.146163, 1.238067, 1.080272, 1.048071, 1.057181,1.063939, 1.153433, 1.001101, 0.984396, 1.007906,1.036753, 1.024581, 0.952906, 0.964997, 0.941508
14,1.492929, 1.45549, 1.174062, 0.99224, 1.091339,1.519934, 1.48334, 1.27475, 1.17713, 1.233755,1.248979, 1.237437, 1.059686, 0.972943, 0.939714,1.24806, 1.210016, 1.133378, 1.048627, 1.068822,1.20103, 1.227759, 1.156172, 1.094405, 1.121373,1.175125, 1.329523, 1.20477, 1.081214, 1.113383,1.033395, 1.156519, 1.071327, 0.930988, 0.923666,1.077949, 1.201099, 1.099555, 0.985556, 1.024649,0.996335, 1.114199, 1.014605, 0.921713, 0.972699,1.013273, 1.032955, 1.007941, 0.930924, 0.970924
16,1.275313, 1.303268, 1.04437, 0.887802, 0.976467,1.298383, 1.265979, 1.080806, 1.003884, 1.052167,1.063026, 1.060985, 0.879542, 0.805632, 0.798161,1.125426, 1.099186, 0.996659, 0.923468, 0.965498,1.083018, 1.115299, 1.016697, 0.963776, 1.012961,1.059659, 1.207747, 1.059437, 0.952162, 1.005752,0.931852, 1.0849, 0.97286, 0.865494, 0.880802,0.972028, 1.117445, 0.990271, 0.889571, 0.948679,0.898434, 1.019847, 0.899001, 0.818503, 0.886031,0.913705, 0.945477, 0.893091, 0.826681, 0.88441
18,1.263531, 1.243544, 1.018734, 0.876263, 0.994078,1.286387, 1.20796, 1.049658, 0.980182, 1.059636,1.078138, 1.093177, 0.9186, 0.871206, 0.89027,1.112647, 1.103985, 1.014677, 0.973459, 1.04977,1.07072, 1.120165, 1.03934, 1.020132, 1.105908,1.047626, 1.213016, 1.078585, 0.97821, 1.06576,0.92127, 1.089633, 0.990443, 0.889166, 0.933352,0.960991, 1.13806, 1.044643, 0.946964, 1.041641,0.888235, 1.038658, 0.952266, 0.873999, 0.975856,0.903331, 0.970808, 0.953762, 0.88997, 0.982059
20,1.30962, 1.276603, 1.076121, 0.948469, 1.073771,1.333311, 1.240073, 1.108795, 1.033026, 1.114453,1.091628, 1.096298, 0.947917, 0.896942, 0.914672,1.126569, 1.091395, 1.032172, 0.987962, 1.063206,1.084116, 1.107392, 1.05726, 1.035335, 1.120069,1.060729, 1.199177, 1.097184, 0.992788, 1.079407,0.932797, 1.077207, 1.007523, 0.902422, 0.945305,0.973014, 1.159031, 1.094722, 0.990081, 1.086817,0.899347, 1.057806, 0.997923, 0.913797, 1.018187,0.907972, 0.966091, 0.976631, 0.909212, 0.992432
22,1.293823, 1.283415, 1.054568, 0.882521, 1.055811,1.317225, 1.262419, 1.100298, 0.992303, 1.121717,1.10398, 1.142461, 0.968402, 0.916302, 0.978062,1.155249, 1.138888, 1.054563, 1.009367, 1.136974,1.111712, 1.170161, 1.093823, 1.036857, 1.174113,1.087731, 1.267144, 1.135118, 0.985931, 1.122016,0.956542, 1.138263, 1.042362, 0.90375, 0.990916,0.99778, 1.224721, 1.132574, 0.991534, 1.139245,0.922236, 1.117753, 1.032427, 0.915142, 1.068448,0.931084, 1.020853, 1.011693, 0.911712, 1.04275
24,1.35697, 1.378289, 1.142973, 0.954306, 1.156469,1.381515, 1.355746, 1.194347, 1.071641, 1.227092,1.141801, 1.209901, 1.036604, 0.975845, 1.055112,1.177671, 1.188794, 1.112613, 1.061675, 1.211388,1.133292, 1.221442, 1.141535, 1.078782, 1.225157,1.108846, 1.322686, 1.184647, 1.025806, 1.170819,0.994136, 1.21134, 1.109065, 0.958645, 1.054184,1.036996, 1.303345, 1.205047, 1.051759, 1.211988,1.006737, 1.249395, 1.153796, 1.019598, 1.193894,1.016394, 1.14108, 1.130625, 1.015781, 1.17683
26,1.324132, 1.293864, 1.082354, 0.919888, 1.114766,1.417913, 1.333295, 1.184856, 1.095701, 1.254643,1.171884, 1.189869, 1.028367, 0.997752, 1.078792,1.208698, 1.179719, 1.113787, 1.081848, 1.234401,1.163151, 1.21212, 1.142744, 1.099282, 1.248447,1.138065, 1.312592, 1.1859, 1.045303, 1.193073,1.071468, 1.262336, 1.165877, 1.025816, 1.12805,1.117663, 1.358218, 1.266778, 1.125456, 1.296912,1.085047, 1.301995, 1.212896, 1.091038, 1.277545,1.095455, 1.189122, 1.188539, 1.086951, 1.259279
28,1.280342, 1.210251, 1.026826, 0.901634, 1.062004,1.389898, 1.264307, 1.139544, 1.071634, 1.192676,1.148729, 1.128298, 0.999191, 0.985854, 1.036041,1.184815, 1.11867, 1.082188, 1.087824, 1.206416,1.140172, 1.1494, 1.115662, 1.110674, 1.226009,1.115576, 1.237829, 1.151426, 1.050325, 1.165186,1.050297, 1.190445, 1.128703, 1.027756, 1.098488,1.095579, 1.280863, 1.235525, 1.135983, 1.272335,1.01263, 1.16899, 1.126269, 1.048459, 1.193264,1.022344, 1.06765, 1.103657, 1.044537, 1.176206
30,1.378013, 1.281278, 1.090513, 0.95756, 1.166871,1.495931, 1.33851, 1.210233, 1.138108, 1.310441,1.2405, 1.198517, 1.064722, 1.050505, 1.142146,1.184815, 1.100381, 1.04994, 1.055412, 1.210936,1.140172, 1.130607, 1.08242, 1.07758, 1.230602,1.115576, 1.217591, 1.117122, 1.019033, 1.169556,1.050297, 1.170977, 1.095063, 0.997125, 1.102594,1.095579, 1.259924, 1.198708, 1.102133, 1.277098,1.01263, 1.149883, 1.092718, 1.017226, 1.197737,1.022344, 1.050191, 1.070769, 1.013408, 1.180602
