,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.391801, 1.406686, 1.386381, 1.365838, 1.321233,1.32789, 1.338001, 1.318687, 1.276101, 1.299938,1.199688, 1.208823, 1.191375, 1.243591, 1.238591,1.282799, 1.292567, 1.27391, 1.321931, 1.37174,1.221578, 1.23088, 1.203528, 1.227901, 1.244585,1.183383, 1.20458, 1.172616, 1.140702, 1.159344,1.086792, 1.146981, 1.113216, 1.082918, 1.077922,1.086792, 1.097898, 1.065578, 1.066059, 1.034701,1.086815, 1.097921, 1.0656, 1.060109, 1.060109,0.936707, 0.946279, 0.925736, 0.920966, 0.920966
14,1.282643, 1.344082, 1.363031, 1.340731, 1.283578,1.223744, 1.278454, 1.296478, 1.252643, 1.262889,1.128286, 1.178728, 1.195346, 1.245783, 1.227984,1.206452, 1.260389, 1.278158, 1.311154, 1.392116,1.148871, 1.200234, 1.217155, 1.227586, 1.304702,1.112951, 1.17459, 1.183149, 1.13777, 1.208294,1.02211, 1.078717, 1.091393, 1.049534, 1.065187,1.02211, 1.032555, 1.044688, 1.014215, 1.014148,1.022131, 1.032576, 1.046503, 1.015977, 1.046698,0.880957, 0.889959, 0.909877, 0.883336, 0.910046
16,1.282643, 1.344082, 1.354077, 1.36054, 1.302542,1.223744, 1.277674, 1.287175, 1.270376, 1.280765,1.128286, 1.178009, 1.186769, 1.208186, 1.190924,1.103368, 1.151993, 1.160559, 1.151237, 1.222325,1.05071, 1.107579, 1.115815, 1.093881, 1.1626,1.017857, 1.083913, 1.084638, 1.04844, 1.113428,0.938201, 0.989557, 0.981664, 0.948903, 0.963055,0.938201, 0.94721, 0.939655, 0.916971, 0.91691,0.93822, 0.971144, 0.965052, 0.941755, 0.970232,0.808636, 0.845073, 0.847141, 0.82669, 0.851687
18,1.252986, 1.313005, 1.322769, 1.323458, 1.280235,1.223744, 1.278454, 1.290007, 1.257144, 1.280626,1.128286, 1.178728, 1.18938, 1.1956, 1.190792,1.103368, 1.152696, 1.160485, 1.136671, 1.219428,1.05071, 1.108256, 1.118271, 1.121446, 1.204309,1.017857, 1.084574, 1.087024, 1.083956, 1.163135,0.938201, 0.990161, 0.981601, 0.978831, 1.003776,0.938201, 0.947788, 0.939594, 0.969291, 0.969226,0.93822, 0.971737, 0.964989, 0.995488, 1.02559,0.808636, 0.845589, 0.839718, 0.866257, 0.892451
20,1.285449, 1.347023, 1.357039, 1.357747, 1.319515,1.22642, 1.28125, 1.292829, 1.256996, 1.286432,1.158641, 1.21044, 1.221378, 1.224942, 1.217494,1.133055, 1.18371, 1.191708, 1.164568, 1.246773,1.078978, 1.127216, 1.137402, 1.138007, 1.219566,1.045242, 1.103131, 1.105624, 1.099968, 1.177874,0.963441, 1.0168, 1.00801, 1.002853, 1.026285,0.963441, 0.973286, 0.972997, 1.00144, 0.999303,0.940273, 0.973864, 0.975245, 1.003754, 1.031968,0.810404, 0.839355, 0.840546, 0.865118, 0.889435
22,1.29039, 1.398704, 1.409105, 1.405336, 1.365763,1.240305, 1.339499, 1.351603, 1.309942, 1.365255,1.188133, 1.283155, 1.294751, 1.294379, 1.298094,1.161896, 1.25482, 1.263299, 1.230584, 1.396694,1.106442, 1.194932, 1.196205, 1.216279, 1.38185,1.07185, 1.169401, 1.141017, 1.153617, 1.309629,0.987963, 1.07788, 1.046212, 1.057766, 1.147589,0.987963, 1.031754, 1.009873, 1.056275, 1.103862,0.964206, 1.032366, 1.012206, 1.058716, 1.139944,0.831033, 0.889778, 0.879353, 0.91976, 0.990328
24,1.372854, 1.488089, 1.499154, 1.495143, 1.453043,1.289056, 1.39215, 1.40473, 1.386169, 1.418633,1.211199, 1.308067, 1.319888, 1.289207, 1.269576,1.207564, 1.304141, 1.312952, 1.249582, 1.392661,1.149932, 1.25386, 1.255195, 1.246952, 1.391133,1.113978, 1.22707, 1.200066, 1.185454, 1.321484,1.026796, 1.120247, 1.089857, 1.090262, 1.18631,1.026796, 1.072307, 1.052002, 1.088726, 1.14111,1.002104, 1.072942, 1.052625, 1.089371, 1.17639,0.863696, 0.933656, 0.923271, 0.955503, 1.031829
26,1.307334, 1.370151, 1.380339, 1.389563, 1.350436,1.227533, 1.281812, 1.293396, 1.299183, 1.329608,1.213141, 1.266784, 1.278232, 1.270901, 1.251549,1.209501, 1.262982, 1.271515, 1.231837, 1.372886,1.209501, 1.275146, 1.276503, 1.290851, 1.440107,1.171684, 1.247901, 1.220439, 1.216891, 1.35653,1.079985, 1.139265, 1.108358, 1.119172, 1.217769,1.079985, 1.09051, 1.06986, 1.117596, 1.171369,1.054014, 1.091157, 1.070494, 1.118258, 1.207584,0.917833, 0.959327, 0.948656, 0.990985, 1.070143
28,1.236612, 1.29603, 1.305667, 1.355962, 1.317782,1.161131, 1.212474, 1.223431, 1.267772, 1.297461,1.18917, 1.241752, 1.252973, 1.285187, 1.265617,1.1856, 1.238025, 1.24639, 1.245685, 1.378214,1.1856, 1.249948, 1.251278, 1.305363, 1.445699,1.148531, 1.223241, 1.19632, 1.230567, 1.361792,1.058647, 1.116755, 1.08646, 1.131757, 1.205705,1.058647, 1.068965, 1.048723, 1.130162, 1.159764,1.033187, 1.069595, 1.049341, 1.130828, 1.195618,0.899697, 0.940371, 0.92991, 1.002122, 1.059538
30,1.236612, 1.274839, 1.284319, 1.33379, 1.315186,1.161131, 1.192649, 1.203427, 1.247042, 1.318702,1.18917, 1.221449, 1.232487, 1.264174, 1.286338,1.1856, 1.217783, 1.22601, 1.225316, 1.391342,1.1856, 1.229511, 1.23082, 1.284019, 1.45947,1.148531, 1.20324, 1.176759, 1.210447, 1.374765,1.058647, 1.098495, 1.068696, 1.113251, 1.217191,1.058647, 1.051485, 1.031574, 1.111682, 1.170814,1.033187, 1.052106, 1.032183, 1.112338, 1.207007,0.899697, 0.924997, 0.914708, 0.985741, 1.069637
