,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,0.995518, 0.880551, 0.768685, 0.564102, 0.662091,0.975809, 0.858512, 0.740984, 0.548085, 0.662926,1.00678, 0.884655, 0.770695, 0.573662, 0.715696,1.031311, 0.912158, 0.789283, 0.585117, 0.676941,1.042973, 0.895766, 0.78275, 0.630308, 0.705896,1.034677, 0.902524, 0.795047, 0.67433, 0.737478,1.015066, 0.876459, 0.779168, 0.653989, 0.721088,0.979244, 0.864793, 0.770543, 0.668282, 0.701387,1.026188, 0.965111, 0.861233, 0.706916, 0.771773,0.891015, 0.858709, 0.768093, 0.615816, 0.676549
14,1.101795, 0.94651, 0.823866, 0.56826, 0.660283,1.042881, 0.89113, 0.766904, 0.533166, 0.638413,1.114256, 0.950937, 0.826287, 0.578074, 0.713969,1.09365, 0.939462, 0.810549, 0.56477, 0.646849,1.106019, 0.922585, 0.803833, 0.608385, 0.674529,1.097224, 0.929534, 0.816461, 0.650876, 0.704687,1.076427, 0.902695, 0.800155, 0.631233, 0.689021,1.083784, 0.929571, 0.825855, 0.673203, 0.699477,1.154821, 1.054837, 0.938566, 0.724097, 0.782612,1.002709, 0.938537, 0.837054, 0.630773, 0.686042
16,1.244284, 1.062458, 0.909163, 0.649354, 0.791774,1.215413, 1.032284, 0.873372, 0.62873, 0.790019,1.298601, 1.101558, 0.940996, 0.681693, 0.883509,1.27458, 1.088274, 0.923081, 0.666009, 0.803077,1.307437, 1.084007, 0.928528, 0.727704, 0.849406,1.297036, 1.092178, 0.943115, 0.778532, 0.887401,1.272451, 1.060643, 0.924283, 0.75504, 0.864848,1.281149, 1.092218, 0.953951, 0.805223, 0.877945,1.345876, 1.221929, 1.068881, 0.853908, 0.968473,1.168599, 1.087205, 0.953263, 0.74384, 0.848965
18,1.177458, 1.019293, 0.830885, 0.620405, 0.819327,1.187295, 1.022336, 0.823956, 0.620105, 0.843922,1.159639, 1.013171, 0.824468, 0.624406, 0.876517,1.138188, 1.00093, 0.808746, 0.604329, 0.789255,1.23697, 1.039755, 0.848407, 0.688626, 0.839407,1.227128, 1.047597, 0.861739, 0.736734, 0.876968,1.203866, 1.033542, 0.857972, 0.725874, 0.868283,1.212096, 1.064318, 0.885527, 0.774146, 0.914213,1.273335, 1.190703, 0.992186, 0.820919, 1.008433,1.105613, 1.059429, 0.884885, 0.715114, 0.883998
20,1.250844, 1.014995, 0.829507, 0.600996, 0.796561,1.26129, 1.071431, 0.865747, 0.63222, 0.863515,1.231908, 1.061803, 0.866263, 0.636592, 0.896842,1.209123, 0.99151, 0.803194, 0.582374, 0.763322,1.314062, 1.029965, 0.84258, 0.663605, 0.811832,1.303606, 1.03773, 0.855807, 0.709949, 0.848133,1.278893, 1.023817, 0.85207, 0.699488, 0.839741,1.287637, 1.054295, 0.879436, 0.746001, 0.884144,1.352694, 1.1795, 0.985373, 0.79108, 0.975281,1.174515, 1.049457, 0.878796, 0.689122, 0.854941
22,1.235575, 1.035294, 0.848732, 0.658218, 0.872401,1.224308, 1.073919, 0.870466, 0.680432, 0.929364,1.195788, 1.047597, 0.857346, 0.674406, 0.950126,1.173672, 0.978246, 0.794921, 0.616959, 0.808652,1.275525, 1.032355, 0.847168, 0.714204, 0.87373,1.207101, 0.992236, 0.820841, 0.72889, 0.870756,1.192024, 0.969939, 0.809764, 0.711568, 0.854243,1.200167, 0.998803, 0.835752, 0.758866, 0.899397,1.260806, 1.117427, 0.936441, 0.804731, 0.992106,1.147587, 1.042228, 0.875474, 0.734851, 0.911675
24,1.163051, 0.901047, 0.731304, 0.602553, 0.837278,1.152455, 0.934671, 0.75003, 0.622881, 0.891945,1.125606, 0.91176, 0.738719, 0.617358, 0.903852,1.104784, 0.851396, 0.684934, 0.564779, 0.769282,1.200662, 0.898496, 0.729964, 0.653806, 0.831182,1.119946, 0.851184, 0.697122, 0.665435, 0.826119,1.105958, 0.832055, 0.687706, 0.649607, 0.81042,1.113515, 0.856821, 0.709786, 0.692795, 0.85328,1.14991, 0.942295, 0.781784, 0.713765, 0.914461,1.06707, 0.896032, 0.745148, 0.66451, 0.856724
26,1.162707, 0.989329, 0.799401, 0.661755, 0.918976,1.172423, 0.963217, 0.769517, 0.642071, 0.918851,1.145111, 0.939614, 0.757921, 0.636386, 0.931118,1.134569, 0.960293, 0.769127, 0.631974, 0.860262,1.233034, 1.013424, 0.819683, 0.731584, 0.929493,1.150143, 0.960062, 0.782817, 0.744607, 0.92383,1.13578, 0.938481, 0.772246, 0.72691, 0.906294,1.177692, 0.995285, 0.820837, 0.798375, 0.982708,1.216175, 1.094572, 0.904109, 0.82933, 1.061854,1.128569, 1.040828, 0.86174, 0.781008, 1.00629
28,1.10721, 0.912423, 0.72251, 0.603391, 0.853486,1.174301, 0.934359, 0.73154, 0.611985, 0.89207,1.146946, 0.911465, 0.720505, 0.606559, 0.903972,1.136392, 0.936421, 0.734999, 0.605513, 0.839568,1.23501, 1.027934, 0.814792, 0.72912, 0.943587,1.151986, 0.973819, 0.778156, 0.742114, 0.937855,1.137604, 0.951932, 0.76764, 0.724463, 0.924506,1.179579, 1.00954, 0.815937, 0.795688, 1.002448,1.218129, 1.11026, 0.89872, 0.831666, 1.089913,1.13038, 1.055744, 0.856609, 0.783214, 1.032892
30,1.062647, 0.92534, 0.74518, 0.615534, 0.870679,1.154498, 0.97068, 0.772875, 0.639506, 0.932191,1.143126, 0.959929, 0.771698, 0.625966, 0.932905,1.132605, 0.986211, 0.787221, 0.624893, 0.866447,1.23501, 1.086215, 0.875607, 0.754979, 0.977049,1.151986, 1.029028, 0.836229, 0.768418, 0.971095,1.137604, 1.005895, 0.824928, 0.750151, 0.957297,1.179579, 1.066771, 0.87684, 0.823904, 1.037992,1.218129, 1.173196, 0.965782, 0.861144, 1.128539,1.13038, 1.1156, 0.92054, 0.810984, 1.069504
