,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.105801, 0.921503, 0.922754, 0.859258, 0.976274,1.260796, 1.068083, 1.065197, 0.991899, 1.035424,1.128724, 0.966931, 0.966931, 0.929043, 0.939826,1.16485, 0.982853, 0.982853, 0.963369, 0.947405,1.14443, 1.035243, 1.035243, 1.035243, 1.017203,1.100938, 1.077346, 1.077346, 1.077346, 1.077346,1.026799, 1.026799, 1.026799, 1.026799, 1.026799,1.048363, 1.048363, 1.048363, 1.048363, 1.048363,1, 1, 1, 1, 1,1, 1, 1, 1, 1
14,1.15665, 1.043198, 1.040703, 0.96909, 1.091794,1.297481, 1.178763, 1.177582, 1.096552, 1.111745,1.161564, 1.067126, 1.068945, 1.027059, 1.009092,1.198743, 1.094682, 1.096548, 1.074811, 1.03607,1.177728, 1.150415, 1.14563, 1.14563, 1.103377,1.132971, 1.197203, 1.197203, 1.197203, 1.197203,1.059659, 1.144255, 1.144255, 1.144255, 1.144255,1.081913, 1.168285, 1.168285, 1.168285, 1.168285,1, 1.079833, 1.079833, 1.079833, 1.079833,1, 1, 1, 1, 1
16,1.313212, 1.174526, 1.164013, 1.143349, 1.403474,1.383536, 1.246464, 1.245215, 1.22311, 1.302299,1.322618, 1.204955, 1.207009, 1.214136, 1.241041,1.361003, 1.232493, 1.234594, 1.266908, 1.323505,1.255842, 1.226718, 1.221616, 1.278945, 1.298852,1.208118, 1.27661, 1.27661, 1.336519, 1.395648,1.07642, 1.162355, 1.162355, 1.162355, 1.213779,1.099026, 1.186765, 1.186765, 1.186765, 1.239269,1.015818, 1.096914, 1.096914, 1.096914, 1.145442,1.034857, 1.034857, 1.034857, 1.034857, 1.080641
18,1.245576, 1.13948, 1.122016, 1.115165, 1.371287,1.284457, 1.185227, 1.176422, 1.169239, 1.25806,1.227903, 1.160535, 1.155034, 1.175632, 1.224319,1.26354, 1.187057, 1.181431, 1.22673, 1.305669,1.165908, 1.166046, 1.153726, 1.222191, 1.283554,1.121601, 1.213468, 1.205662, 1.277209, 1.378762,1.044975, 1.155324, 1.155324, 1.169024, 1.233611,1.090028, 1.205135, 1.205135, 1.219425, 1.286797,1.007502, 1.113893, 1.113893, 1.127102, 1.189374,1.026385, 1.050876, 1.050876, 1.063337, 1.093976
20,1.312404, 1.237033, 1.214692, 1.155271, 1.323354,1.331878, 1.244919, 1.232241, 1.171964, 1.174666,1.27323, 1.218978, 1.209833, 1.20124, 1.165348,1.31019, 1.246845, 1.257934, 1.28845, 1.277482,1.208951, 1.22477, 1.228431, 1.283677, 1.25584,1.163006, 1.27458, 1.283729, 1.341462, 1.34899,1.08816, 1.218667, 1.238801, 1.236488, 1.200706,1.135076, 1.271211, 1.292213, 1.2898, 1.267886,1.049137, 1.174965, 1.174965, 1.172771, 1.152845,1.0688, 1.094303, 1.094303, 1.092259, 1.046805
22,1.338183, 1.274703, 1.259966, 1.205136, 1.355447,1.387445, 1.310607, 1.297259, 1.240803, 1.214862,1.242407, 1.200272, 1.191268, 1.189521, 1.127253,1.296333, 1.244861, 1.255934, 1.302885, 1.261876,1.196165, 1.222822, 1.226477, 1.298061, 1.240499,1.15071, 1.274471, 1.283619, 1.348962, 1.325115,1.07625, 1.218106, 1.23823, 1.242934, 1.179013,1.098852, 1.243686, 1.264233, 1.269035, 1.218582,1.015654, 1.149523, 1.149523, 1.153889, 1.108014,1.034691, 1.05938, 1.05938, 1.063404, 0.995547
24,1.313593, 1.176891, 1.174386, 1.07886, 1.249196,1.380699, 1.234947, 1.234038, 1.133657, 1.142683,1.236366, 1.130982, 1.133211, 1.086803, 1.06028,1.271516, 1.148443, 1.169716, 1.152542, 1.149179,1.173273, 1.128119, 1.14229, 1.14828, 1.129714,1.128687, 1.175764, 1.195505, 1.193305, 1.206771,1.07625, 1.153398, 1.183643, 1.128507, 1.102033,1.098852, 1.177617, 1.208497, 1.152203, 1.139015,1.015654, 1.088457, 1.098845, 1.047659, 1.035669,1.034691, 1.003103, 1.012677, 0.965505, 0.930546
26,1.501163, 1.344942, 1.336798, 1.147218, 1.314042,1.577852, 1.41129, 1.4047, 1.205491, 1.199351,1.412909, 1.292479, 1.289929, 1.155665, 1.127461,1.345583, 1.215342, 1.235471, 1.129179, 1.125883,1.24161, 1.193825, 1.206494, 1.124997, 1.106808,1.194428, 1.244249, 1.262706, 1.177413, 1.175277,1.138936, 1.220575, 1.250171, 1.152158, 1.110556,1.162855, 1.246209, 1.276426, 1.176354, 1.147829,1.074815, 1.151859, 1.160614, 1.069622, 1.043684,1.09496, 1.061531, 1.071662, 0.987643, 0.939553
28,1.487295, 1.317993, 1.323399, 1.141523, 1.268313,1.64407, 1.467828, 1.475904, 1.273068, 1.228604,1.399855, 1.278195, 1.28871, 1.160473, 1.098203,1.333151, 1.201911, 1.234303, 1.133877, 1.111753,1.230141, 1.180635, 1.205357, 1.123937, 1.087364,1.183392, 1.230499, 1.261511, 1.176298, 1.154625,1.186734, 1.269474, 1.313542, 1.21056, 1.14743,1.211657, 1.296136, 1.34113, 1.235984, 1.21086,1.11992, 1.198003, 1.219444, 1.12384, 1.100995,1.140913, 1.104059, 1.125986, 1.037709, 0.991148
30,1.482334, 1.333287, 1.323792, 1.14186, 1.320727,1.638588, 1.484866, 1.502704, 1.296185, 1.302221,1.399855, 1.297355, 1.316496, 1.185495, 1.167897,1.333151, 1.219928, 1.26092, 1.158328, 1.182308,1.222891, 1.191271, 1.22409, 1.141404, 1.149556,1.176417, 1.241583, 1.281119, 1.194581, 1.220666,1.179739, 1.280909, 1.334096, 1.229502, 1.213185,1.204515, 1.30781, 1.362114, 1.255324, 1.280248,1.113319, 1.208794, 1.238525, 1.141424, 1.164089,1.134188, 1.114004, 1.143605, 1.053946, 1.047946
