,2_y16,2_y17,2_y18,2_y19,2_y20,3_y16,3_y17,3_y18,3_y19,3_y20,4_y16,4_y17,4_y18,4_y19,4_y20,5_y16,5_y17,5_y18,5_y19,5_y20,6_y16,6_y17,6_y18,6_y19,6_y20,7_y16,7_y17,7_y18,7_y19,7_y20,8_y16,8_y17,8_y18,8_y19,8_y20,9_y16,9_y17,9_y18,9_y19,9_y20,10_y16,10_y17,10_y18,10_y19,10_y20,11_y16,11_y17,11_y18,11_y19,11_y20
12,1.075341, 1.045519, 1.045519, 1.045519, 1.154077,1.136508, 1.10209, 1.10209, 1.10209, 1.152426,1.033075, 1.00179, 1.00179, 1.00179, 1.046182,1.055505, 1.025242, 1.025242, 1.025242, 1.025242,1.032102, 1.009985, 1.009985, 1.009985, 1.009985,1, 0.978571, 0.978571, 0.978571, 0.978571,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
14,1.165864, 1.128277, 1.128277, 1.119679, 1.241487,1.22787, 1.185166, 1.185166, 1.176135, 1.198142,1.116121, 1.08232, 1.08232, 1.087141, 1.106042,1.148513, 1.115584, 1.115584, 1.115584, 1.08682,1.059771, 1.037061, 1.037061, 1.037061, 1.010321,1.019513, 0.997666, 0.997666, 0.997666, 0.997666,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1,1, 1, 1, 1, 1
16,1.231955, 1.102105, 1.102105, 1.051536, 1.15114,1.297481, 1.15768, 1.15768, 1.104561, 1.112008,1.179398, 1.057222, 1.057222, 1.020987, 1.038738,1.213625, 1.089711, 1.089711, 1.073567, 1.045886,1.119851, 1.01301, 1.01301, 1.01301, 0.986891,1.077294, 1.054209, 1.054209, 1.054209, 1.054209,1.059659, 1.059659, 1.059659, 1.059659, 1.059659,1.081913, 1.081913, 1.081913, 1.081913, 1.081913,1, 1, 1, 1, 1,1, 1, 1, 1, 1
18,1.145445, 1.059168, 1.063479, 1.014683, 1.149079,1.273609, 1.174588, 1.174588, 1.120695, 1.167135,1.157698, 1.072663, 1.072663, 1.035898, 1.09023,1.191298, 1.105629, 1.105629, 1.089249, 1.097735,1.099247, 1.027805, 1.027805, 1.027805, 1.035813,1.057473, 1.069605, 1.069605, 1.069605, 1.106468,1.040163, 1.075136, 1.075136, 1.075136, 1.112189,1.062007, 1.097715, 1.097715, 1.097715, 1.135546,0.981602, 1.014606, 1.014606, 1.014606, 1.049573,1, 1, 1, 1, 1.034463
20,1.246636, 1.112024, 1.11655, 1.065319, 1.258758,1.318003, 1.183357, 1.183357, 1.129061, 1.226856,1.259968, 1.13652, 1.13652, 1.11049, 1.151204,1.296537, 1.171449, 1.171449, 1.167683, 1.17678,1.196356, 1.168612, 1.168612, 1.182372, 1.202847,1.150892, 1.21614, 1.21614, 1.23046, 1.284897,1.07642, 1.162355, 1.162355, 1.162355, 1.213779,1.099026, 1.186765, 1.186765, 1.186765, 1.239269,1.015818, 1.096914, 1.096914, 1.096914, 1.145442,1.034857, 1.034857, 1.034857, 1.034857, 1.080641
22,1.202827, 1.199288, 1.204169, 1.16254, 1.353338,1.289198, 1.282033, 1.282033, 1.237713, 1.325051,1.232431, 1.247604, 1.247604, 1.233486, 1.259819,1.285924, 1.303922, 1.303922, 1.315143, 1.305809,1.186562, 1.28375, 1.28375, 1.314268, 1.337026,1.14147, 1.234964, 1.234964, 1.264322, 1.320257,1.067607, 1.180346, 1.180346, 1.194343, 1.228757,1.090028, 1.205135, 1.205135, 1.219425, 1.254562,1.007502, 1.113893, 1.113893, 1.127102, 1.15958,1.026385, 1.050876, 1.050876, 1.063337, 1.093976
24,1.397504, 1.380728, 1.382602, 1.351047, 1.572784,1.474051, 1.465859, 1.461898, 1.428534, 1.529336,1.409146, 1.426496, 1.426496, 1.410353, 1.440462,1.342001, 1.360782, 1.360782, 1.372492, 1.362751,1.23831, 1.339736, 1.339736, 1.371585, 1.395336,1.19125, 1.288822, 1.288822, 1.319461, 1.377835,1.135908, 1.255859, 1.255859, 1.270751, 1.307368,1.159763, 1.282233, 1.282233, 1.297438, 1.334823,1.071955, 1.185153, 1.185153, 1.199207, 1.233761,1.092046, 1.118103, 1.118103, 1.131361, 1.163961
26,1.344109, 1.352707, 1.356851, 1.310854, 1.490652,1.491005, 1.510331, 1.508818, 1.457671, 1.526373,1.269525, 1.309091, 1.311322, 1.281785, 1.278831,1.209032, 1.248784, 1.250912, 1.252931, 1.215226,1.115617, 1.155342, 1.150537, 1.169723, 1.162418,1.073219, 1.111435, 1.111435, 1.129968, 1.152632,1.07625, 1.138981, 1.138981, 1.144498, 1.150206,1.098852, 1.1629, 1.1629, 1.168533, 1.174361,1.015654, 1.074852, 1.074852, 1.080059, 1.085445,1.034691, 1.05938, 1.05938, 1.064511, 1.06982
28,1.344109, 1.276482, 1.280393, 1.228726, 1.294728,1.491005, 1.430098, 1.428665, 1.371015, 1.327295,1.269525, 1.239548, 1.241661, 1.205588, 1.120468,1.209032, 1.182445, 1.18446, 1.178447, 1.064739,1.115617, 1.093967, 1.089417, 1.100186, 1.01847,1.073219, 1.052392, 1.052392, 1.062795, 1.009569,1.07625, 1.078475, 1.078475, 1.076461, 0.995521,1.098852, 1.101123, 1.101123, 1.099067, 1.028934,1.015654, 1.017753, 1.017753, 1.015853, 0.95103,1.034691, 1.003103, 1.003103, 1.00123, 0.93734
30,1.417656, 1.355112, 1.359263, 1.279572, 1.338217,1.572591, 1.508351, 1.506839, 1.418497, 1.326813,1.343474, 1.311749, 1.313984, 1.275809, 1.145625,1.279455, 1.251319, 1.253452, 1.247089, 1.118325,1.180593, 1.157681, 1.152866, 1.164263, 1.068791,1.135729, 1.113688, 1.113688, 1.124697, 1.068371,1.138936, 1.14129, 1.14129, 1.139158, 1.053505,1.162855, 1.165259, 1.165259, 1.163084, 1.088867,1.074815, 1.077036, 1.077036, 1.075024, 1.006425,1.09496, 1.061531, 1.061531, 1.059549, 0.991939
