代码,名称,日期,开盘价(元),最高价(元),最低价(元),收盘价(元),成交额(百万),成交量(股)
399006.SZ,创业板指,2010-05-31,1000,1000,1000,1000,0,0
399006.SZ,创业板指,2010-06-01,986.02,994.79,948.12,973.23,4924.18,135628500
399006.SZ,创业板指,2010-06-02,967.61,997.12,952.61,997.12,4001.21,107462800
399006.SZ,创业板指,2010-06-03,1002.36,1026.7,997.78,998.39,6240.84,161680500
399006.SZ,创业板指,2010-06-04,989.68,1027.68,986.5,1027.68,5269.44,150029500
399006.SZ,创业板指,2010-06-07,1005.03,1075.23,1001.7,1069.47,9106.1,265527500
399006.SZ,创业板指,2010-06-08,1067.32,1075.5,1050.97,1067.15,6622,197672100
399006.SZ,创业板指,2010-06-09,1070.85,1102.1,1069.43,1077.82,8994.87,254156800
399006.SZ,创业板指,2010-06-10,1077.68,1119.11,1076.28,1117.48,8242.73,219740500
399006.SZ,创业板指,2010-06-11,1122.44,1128.23,1118.71,1122.2,8449.04,222487400
399006.SZ,创业板指,2010-06-17,1126.13,1129.69,1064.84,1064.84,6757.41,176428400
399006.SZ,创业板指,2010-06-18,1052.07,1053.14,993.17,1000.28,5827.72,163065100
399006.SZ,创业板指,2010-06-21,991.96,1043.16,976.41,1040.8,5604.27,157479800
399006.SZ,创业板指,2010-06-22,1037.04,1057.37,1033.65,1035,5067.48,142716200
399006.SZ,创业板指,2010-06-23,1026.87,1056.35,1023.74,1047.34,4608.67,125735900
399006.SZ,创业板指,2010-06-24,1046.76,1059.75,1041.54,1050.6,3904.95,106913300
399006.SZ,创业板指,2010-06-25,1046.21,1046.21,999.16,1016.28,4515.67,123729800
399006.SZ,创业板指,2010-06-28,1009.22,1014.41,984.22,987.83,3463.55,92067300
399006.SZ,创业板指,2010-06-29,985.57,992.23,912.54,913.31,5293.9,149780000
399006.SZ,创业板指,2010-06-30,898.29,921.81,881.36,919.31,3852.16,122366100
399006.SZ,创业板指,2010-07-01,914.4,921.21,882.19,882.19,3663.77,104957300
399006.SZ,创业板指,2010-07-02,878.95,885.34,832.62,873.12,4212.66,128883400
399006.SZ,创业板指,2010-07-05,857.37,870.86,842.73,862.27,2851.74,91586400
399006.SZ,创业板指,2010-07-06,859.26,898.45,857.8,893.72,3751.06,116523200
399006.SZ,创业板指,2010-07-07,896.53,908.55,890.34,908.55,3342.47,104616300
399006.SZ,创业板指,2010-07-08,912,914.3,887.03,905.51,3780.7,109808800
399006.SZ,创业板指,2010-07-09,903.5,936.53,896.89,932.15,4743.26,145146000
399006.SZ,创业板指,2010-07-12,931.54,941.07,924.06,930.17,4188.15,126361800
399006.SZ,创业板指,2010-07-13,924.95,936.64,906.3,931.08,4744.14,146865700
399006.SZ,创业板指,2010-07-14,929.75,937.93,916.07,922.36,4648.08,142358600
399006.SZ,创业板指,2010-07-15,920.05,930.56,892.56,892.56,3960.49,117588100
399006.SZ,创业板指,2010-07-16,885.07,895.06,869.02,892.3,3264.22,100931200
399006.SZ,创业板指,2010-07-19,881.66,910.18,878.07,908.05,2992.58,93880300
399006.SZ,创业板指,2010-07-20,909.54,937.55,909.54,937.02,4559.58,136580900
399006.SZ,创业板指,2010-07-21,940.1,959.04,938.16,941.25,5960.65,166574600
399006.SZ,创业板指,2010-07-22,938.22,950.21,932.02,950.21,4356.67,132660300
399006.SZ,创业板指,2010-07-23,951.84,964.74,948.13,960.59,5339.09,172125100
399006.SZ,创业板指,2010-07-26,962.76,966.73,954.76,966.15,4626.05,147603600
399006.SZ,创业板指,2010-07-27,963.54,968.04,955.73,957.97,4574.09,136182100
399006.SZ,创业板指,2010-07-28,955.19,972.53,954.52,972.53,5187.23,156618300
399006.SZ,创业板指,2010-07-29,974.3,982.02,965.61,975.36,5897.85,179419300
399006.SZ,创业板指,2010-07-30,971.66,971.66,955.92,968.43,5049.47,145848700
399006.SZ,创业板指,2010-08-02,968.45,994.23,968.45,994.23,6104.41,181036400
399006.SZ,创业板指,2010-08-03,995.2,996.26,975.65,975.65,5951.42,175705900
399006.SZ,创业板指,2010-08-04,971.41,978.01,955.93,978.01,4758.3,144616500
399006.SZ,创业板指,2010-08-05,980.27,998.1,978.33,987.35,6033.99,177040000
399006.SZ,创业板指,2010-08-06,987.97,1011.39,985.63,1011.39,6225.32,189906100
399006.SZ,创业板指,2010-08-09,1013.25,1032.34,1013.25,1032.34,6918.9,209199500
399006.SZ,创业板指,2010-08-10,1031.98,1034.33,993.99,993.99,7106.82,217707200
399006.SZ,创业板指,2010-08-11,991.28,1006.45,990.94,1004.64,5180.19,161507800
399006.SZ,创业板指,2010-08-12,994.05,1007.58,987.98,991.78,5316.06,168918900
399006.SZ,创业板指,2010-08-13,992.63,1007.52,986.62,1007.21,4831.45,147179800
399006.SZ,创业板指,2010-08-16,1007.5,1031.05,1005.05,1030.22,6199.92,188040000
399006.SZ,创业板指,2010-08-17,1031.07,1036.82,1023.08,1033.58,6092.95,180077700
399006.SZ,创业板指,2010-08-18,1033.71,1035.61,1018.5,1026.72,5721.28,164350200
399006.SZ,创业板指,2010-08-19,1026.98,1033.25,1021.7,1025.53,5547.41,162453400
399006.SZ,创业板指,2010-08-20,1021.46,1022.45,993.56,995.94,9468.96,240456100
399006.SZ,创业板指,2010-08-23,994.94,1001.18,991.52,995.61,6691.92,177392800
399006.SZ,创业板指,2010-08-24,993.58,1007.76,987.22,1004.99,6272.78,160815500
399006.SZ,创业板指,2010-08-25,1000.27,1002.33,976.56,976.88,7732.03,216663900
399006.SZ,创业板指,2010-08-26,978.6,984.87,973,980.63,6245.79,170076800
399006.SZ,创业板指,2010-08-27,978.51,1000.86,975.72,999.46,7887.76,217348100
399006.SZ,创业板指,2010-08-30,1002.99,1025.15,1002.99,1024.93,8501.82,235818600
399006.SZ,创业板指,2010-08-31,1020.75,1029.8,1015.13,1025.57,8054.55,217533500
399006.SZ,创业板指,2010-09-01,1025.68,1029.81,987.59,995.59,8763.61,240015300
399006.SZ,创业板指,2010-09-02,1001.6,1018.28,996.52,1014.92,11048.56,275800400
399006.SZ,创业板指,2010-09-03,1017.64,1045.21,1017.51,1036.7,12468.6,318601300
399006.SZ,创业板指,2010-09-06,1039.46,1043.24,1007.43,1010.76,9852.7,254696300
399006.SZ,创业板指,2010-09-07,1010.12,1022.62,1007.64,1022.62,6571.73,168600200
399006.SZ,创业板指,2010-09-08,1020.23,1027.64,1016.84,1026.33,6577.84,180164400
399006.SZ,创业板指,2010-09-09,1029.11,1040.67,1019.69,1021.83,8209.27,236528400
399006.SZ,创业板指,2010-09-10,1021.87,1037.51,1016.19,1034.94,7388.11,221090100
399006.SZ,创业板指,2010-09-13,1034.39,1045.39,1033.25,1042.48,6899.54,201029300
399006.SZ,创业板指,2010-09-14,1044.3,1046.13,1028.77,1031.22,6968.66,194084200
399006.SZ,创业板指,2010-09-15,1029.52,1030.02,987.05,990.1,7937.96,221646400
399006.SZ,创业板指,2010-09-16,989.49,994.95,964.53,972.6,5902.97,171792400
399006.SZ,创业板指,2010-09-17,976.07,981.73,967.56,972.23,5395.69,145003100
399006.SZ,创业板指,2010-09-20,972.45,975.26,947.41,949.2,4638.37,129268200
399006.SZ,创业板指,2010-09-21,952.07,953.83,930.25,934.46,3685.26,110718800
399006.SZ,创业板指,2010-09-27,936.21,951.84,930.87,950.67,3608.37,107943700
399006.SZ,创业板指,2010-09-28,949.63,949.89,939.63,942.05,6756.9,166617300
399006.SZ,创业板指,2010-09-29,941.27,944.17,924.42,926.76,4512.22,123024200
399006.SZ,创业板指,2010-09-30,923.83,942.54,921.36,942.54,3967.68,109921000
399006.SZ,创业板指,2010-10-08,946.47,963.18,945.62,959.86,5272.91,151118800
399006.SZ,创业板指,2010-10-11,960.91,961.17,941.91,947.11,6479.46,185247000
399006.SZ,创业板指,2010-10-12,946.63,959.98,945.01,951.79,5054.33,151089600
399006.SZ,创业板指,2010-10-13,951.33,962.74,940.65,962.74,7669.94,220948600
399006.SZ,创业板指,2010-10-14,963.29,975.91,956.86,958.5,6996.95,199413600
399006.SZ,创业板指,2010-10-15,954.12,957.77,937.12,944.25,6403.27,188478800
399006.SZ,创业板指,2010-10-18,941.87,941.87,913.82,932.36,5975.26,178733600
399006.SZ,创业板指,2010-10-19,932.83,1005.59,932.32,995.92,11780.28,333381000
399006.SZ,创业板指,2010-10-20,986.65,1024.58,986.03,1004.54,11730.25,343817500
399006.SZ,创业板指,2010-10-21,1001.68,1001.68,983.66,991.84,7155.69,216194500
399006.SZ,创业板指,2010-10-22,991.14,1023.7,991.14,1013.45,8008.47,237773400
399006.SZ,创业板指,2010-10-25,1018.08,1043.09,1018.08,1039.05,9349.8,272946400
399006.SZ,创业板指,2010-10-26,1041.53,1041.91,1020.94,1036.01,11256.5,296792400
399006.SZ,创业板指,2010-10-27,1034.86,1048.56,1028.7,1030.59,8963.39,244383100
399006.SZ,创业板指,2010-10-28,1024.7,1038.62,1023.49,1038.62,8471.49,226939300
399006.SZ,创业板指,2010-10-29,1042.4,1069.75,1042.4,1064.52,11544.18,309740500
399006.SZ,创业板指,2010-11-01,1071.63,1113.62,1071.63,1107.52,14242.64,375482500
399006.SZ,创业板指,2010-11-02,1108.09,1108.09,1074.58,1075.15,12447.46,329263700
399006.SZ,创业板指,2010-11-03,1063.2,1063.2,1040.55,1040.62,8194.69,222459600
399006.SZ,创业板指,2010-11-04,1041.42,1057.71,1037.24,1057.71,6392.81,175911400
399006.SZ,创业板指,2010-11-05,1067.87,1072.22,1058.26,1072.22,8252.89,223733500
399006.SZ,创业板指,2010-11-08,1077.5,1107.06,1077.5,1107.06,9730.49,257917300
399006.SZ,创业板指,2010-11-09,1110.43,1117.52,1102.01,1115.65,9958.05,262211600
399006.SZ,创业板指,2010-11-10,1115.74,1147.48,1113.75,1141.58,11130.95,297408400
399006.SZ,创业板指,2010-11-11,1137.08,1163.7,1132.36,1132.72,11899.69,318099700
399006.SZ,创业板指,2010-11-12,1126.85,1140.63,1080.27,1082.24,16217.64,361233900
399006.SZ,创业板指,2010-11-15,1087.81,1148.54,1086.52,1148.54,12781.42,298108100
399006.SZ,创业板指,2010-11-16,1154.41,1175.31,1111.5,1126.18,15919.42,396458700
399006.SZ,创业板指,2010-11-17,1115.12,1132.86,1080.93,1085.35,10875.06,282979600
399006.SZ,创业板指,2010-11-18,1090.14,1102.85,1077.06,1102.85,8470.65,223879100
399006.SZ,创业板指,2010-11-19,1106.75,1153.17,1105.59,1153.17,12096.8,323361600
399006.SZ,创业板指,2010-11-22,1153.26,1194.2,1151.76,1174.94,15662.37,402538800
399006.SZ,创业板指,2010-11-23,1172.06,1183.84,1148.81,1183.5,11296.67,289876600
399006.SZ,创业板指,2010-11-24,1176.42,1208.45,1174.68,1208.45,11210.07,286909900
399006.SZ,创业板指,2010-11-25,1212.77,1215.74,1177.83,1186.36,11069.24,283258500
399006.SZ,创业板指,2010-11-26,1184.8,1200.5,1179.28,1196.02,9326.84,235044200
399006.SZ,创业板指,2010-11-29,1195.31,1221.75,1193.41,1220.11,10786.04,268525900
399006.SZ,创业板指,2010-11-30,1219.08,1219.12,1146.98,1181.5,12525.8,316325800
399006.SZ,创业板指,2010-12-01,1176.61,1182.57,1169.89,1177.18,6449.48,161222100
399006.SZ,创业板指,2010-12-02,1187.1,1192.8,1177.81,1177.84,7208.34,176713200
399006.SZ,创业板指,2010-12-03,1177.17,1178.67,1148.09,1157.94,6748.12,170261300
399006.SZ,创业板指,2010-12-06,1157.72,1159.3,1124.94,1134.38,6184.4,156235800
399006.SZ,创业板指,2010-12-07,1132.33,1162.58,1123.76,1161.69,5119.9,128046100
399006.SZ,创业板指,2010-12-08,1160.92,1176.42,1158.1,1160.24,5479.29,134585300
399006.SZ,创业板指,2010-12-09,1158.82,1160.91,1144.18,1144.53,7859.63,180695500
399006.SZ,创业板指,2010-12-10,1139.83,1167.68,1136.33,1166.8,6674.19,156930300
399006.SZ,创业板指,2010-12-13,1175.51,1210.75,1175.51,1209.27,9731.48,230138100
399006.SZ,创业板指,2010-12-14,1211.46,1219.71,1204.66,1218.52,8569.49,204767700
399006.SZ,创业板指,2010-12-15,1217.81,1224.05,1209.29,1211.8,10289.33,231926400
399006.SZ,创业板指,2010-12-16,1209.62,1233.62,1209.34,1225.03,8816.23,212781000
399006.SZ,创业板指,2010-12-17,1222.93,1233.39,1222.93,1232.98,8599.74,205951600
399006.SZ,创业板指,2010-12-20,1235.67,1239.6,1180.53,1212.34,11802.21,270238600
399006.SZ,创业板指,2010-12-21,1212.09,1222.3,1204.48,1215.02,7935.69,188595000
399006.SZ,创业板指,2010-12-22,1214.77,1215.79,1199.68,1201.65,9215.36,210950000
399006.SZ,创业板指,2010-12-23,1198.74,1200.76,1175.86,1176.36,8295.89,187714400
399006.SZ,创业板指,2010-12-24,1170.69,1170.69,1140.13,1144.5,7045.27,163033700
399006.SZ,创业板指,2010-12-27,1145.7,1154.53,1100.52,1105.3,6535.1,156789600
399006.SZ,创业板指,2010-12-28,1098.94,1099.18,1080.4,1091.48,5774.8,143956700
399006.SZ,创业板指,2010-12-29,1091.82,1113.31,1091.82,1113.31,6762.6,161597600
399006.SZ,创业板指,2010-12-30,1113.56,1122.41,1106.43,1117.21,5905.9,140944800
399006.SZ,创业板指,2010-12-31,1117.36,1138.47,1117.36,1137.66,5869.74,139112400
399006.SZ,创业板指,2011-01-04,1142.17,1155.52,1140.04,1155.11,7403.01,169588100
399006.SZ,创业板指,2011-01-05,1153.91,1159.12,1146.38,1155.35,7341.84,168352700
399006.SZ,创业板指,2011-01-06,1153.63,1159.41,1134.09,1134.79,6869.23,155913000
399006.SZ,创业板指,2011-01-07,1132.73,1139.78,1119.61,1126.52,9548.24,197403100
399006.SZ,创业板指,2011-01-10,1124.34,1124.34,1089.06,1093.77,7219.41,159181900
399006.SZ,创业板指,2011-01-11,1089.99,1089.99,1068.4,1078.37,5853.7,137643200
399006.SZ,创业板指,2011-01-12,1083.12,1095.52,1071.09,1089.67,5239.29,123447000
399006.SZ,创业板指,2011-01-13,1094.83,1097.1,1089.67,1093.86,7317.82,177697100
399006.SZ,创业板指,2011-01-14,1092.09,1092.09,1065.75,1067.42,6235.6,153437000
399006.SZ,创业板指,2011-01-17,1066.44,1066.99,1025.66,1028.16,6922.49,170101500
399006.SZ,创业板指,2011-01-18,1021.84,1029.86,1014.63,1025.72,4027.37,101806400
399006.SZ,创业板指,2011-01-19,1025.93,1048.6,1023.15,1048.54,4748.99,117833900
399006.SZ,创业板指,2011-01-20,1047.77,1051.52,1020.29,1020.39,5770.52,144228200
399006.SZ,创业板指,2011-01-21,1014.72,1033.52,1013.27,1024.51,5075.49,125432100
399006.SZ,创业板指,2011-01-24,1024.79,1029.33,994.26,994.97,5500.3,131574300
399006.SZ,创业板指,2011-01-25,992.57,992.57,968.32,979,5456.79,142106400
399006.SZ,创业板指,2011-01-26,978.07,995.79,977.85,995.74,4471.08,116102100
399006.SZ,创业板指,2011-01-27,991.06,1015.05,984.79,1013.02,4478.25,118612800
399006.SZ,创业板指,2011-01-28,1013.64,1023.63,1011.31,1020.94,3845.95,99853600
399006.SZ,创业板指,2011-01-31,1021.63,1030.19,1014.4,1029.12,4843.98,121155900
399006.SZ,创业板指,2011-02-01,1029.67,1034.14,1026.9,1032.6,5627.8,144771600
399006.SZ,创业板指,2011-02-09,1026.45,1037.84,1021.79,1025.15,4788.96,128717500
399006.SZ,创业板指,2011-02-10,1026.25,1063.95,1024.71,1063.95,6739.88,183397100
399006.SZ,创业板指,2011-02-11,1067.19,1075.59,1065.15,1071.58,7173.86,185821600
399006.SZ,创业板指,2011-02-14,1072.31,1087.31,1072.31,1086.56,8396.67,208543100
399006.SZ,创业板指,2011-02-15,1086.8,1097.56,1082.27,1087.73,9864.47,269248400
399006.SZ,创业板指,2011-02-16,1086.77,1107.24,1083.85,1107.24,9216.96,243005900
399006.SZ,创业板指,2011-02-17,1108.63,1116.96,1103.89,1115.33,9368.21,240753500
399006.SZ,创业板指,2011-02-18,1114.45,1114.69,1098.59,1100.46,8861.48,231442000
399006.SZ,创业板指,2011-02-21,1096.17,1117.67,1094.43,1117.67,9423.12,233885700
399006.SZ,创业板指,2011-02-22,1118.61,1122.18,1087.01,1088.27,12449.32,320233700
399006.SZ,创业板指,2011-02-23,1088.08,1117.29,1087.86,1114.05,9947.06,231321600
399006.SZ,创业板指,2011-02-24,1112.43,1112.72,1094.62,1101.95,9413.69,223864000
399006.SZ,创业板指,2011-02-25,1098.11,1098.73,1085.8,1095.1,7877.87,196628000
399006.SZ,创业板指,2011-02-28,1096.34,1099.78,1087.59,1099.78,7613.56,190378700
399006.SZ,创业板指,2011-03-01,1100.81,1102.55,1091.98,1098,8041.56,210151600
399006.SZ,创业板指,2011-03-02,1094.97,1096.09,1077.65,1088.9,6938.44,179766000
399006.SZ,创业板指,2011-03-03,1088.89,1091.89,1062.37,1064.31,6877.46,179971000
399006.SZ,创业板指,2011-03-04,1063.43,1071.86,1056.56,1071.86,5426.59,147127500
399006.SZ,创业板指,2011-03-07,1073.93,1078.11,1069.93,1078.11,6658.86,177002900
399006.SZ,创业板指,2011-03-08,1079.53,1085.31,1074.1,1084.82,8812.15,252698700
399006.SZ,创业板指,2011-03-09,1084.7,1087.3,1075.46,1087.3,8904.01,245323900
399006.SZ,创业板指,2011-03-10,1088.34,1103.54,1087.56,1093.9,9837.76,256424700
399006.SZ,创业板指,2011-03-11,1090.21,1113.01,1088.65,1101.76,10764.43,275535500
399006.SZ,创业板指,2011-03-14,1099.32,1107.54,1095.9,1107.54,9295.62,254307500
399006.SZ,创业板指,2011-03-15,1108.2,1108.2,1078.23,1094.95,10290.76,278625000
399006.SZ,创业板指,2011-03-16,1094.12,1102.67,1094.12,1102.22,9973.23,262125500
399006.SZ,创业板指,2011-03-17,1096.22,1096.22,1074.87,1078.37,9618.1,257918700
399006.SZ,创业板指,2011-03-18,1081.6,1088.31,1079.56,1083.6,6422.77,171408700
399006.SZ,创业板指,2011-03-21,1083.15,1084.55,1068.31,1070.6,6448.7,167500800
399006.SZ,创业板指,2011-03-22,1072.39,1074.08,1057.86,1067.29,6761.19,184656000
399006.SZ,创业板指,2011-03-23,1066.17,1076.56,1064.59,1076.56,6575.95,176214100
399006.SZ,创业板指,2011-03-24,1078.02,1081.59,1074.04,1077.99,6819.94,187212700
399006.SZ,创业板指,2011-03-25,1077.34,1078.02,1069.38,1072.34,7106.48,197772000
399006.SZ,创业板指,2011-03-28,1072.89,1074.41,1051.02,1052.11,8190.14,228775300
399006.SZ,创业板指,2011-03-29,1050.29,1050.29,1017.88,1019.04,9805.27,276317100
399006.SZ,创业板指,2011-03-30,1017.17,1019.17,1004.38,1006.37,6412.18,194415900
399006.SZ,创业板指,2011-03-31,1006.72,1019.32,1005.37,1008.3,5135.42,159041700
399006.SZ,创业板指,2011-04-01,1006.04,1015.08,1002.86,1015.08,4125.94,129402000
399006.SZ,创业板指,2011-04-06,1011.68,1011.82,992.31,994.26,4960.95,154165500
399006.SZ,创业板指,2011-04-07,993.38,1004.41,992.43,1004.41,5465.48,177395200
399006.SZ,创业板指,2011-04-08,1004.14,1019.14,1002.38,1019.14,4954.63,156926800
399006.SZ,创业板指,2011-04-11,1021.31,1022.56,1002.43,1002.8,5550.29,171057500
399006.SZ,创业板指,2011-04-12,1000.77,1007.25,997.75,1000.17,4373.99,135487300
399006.SZ,创业板指,2011-04-13,999.53,1020.75,998.52,1020.75,5016.66,150899600
399006.SZ,创业板指,2011-04-14,1021.1,1021.46,1013.99,1016.62,4647.29,141261100
399006.SZ,创业板指,2011-04-15,1015.97,1016.15,1002.64,1010.06,5334.86,177714600
399006.SZ,创业板指,2011-04-18,1008.48,1010.66,1000.18,1003.26,4609.67,152424600
399006.SZ,创业板指,2011-04-19,1000.88,1000.88,986.9,994.3,5369.58,175937100
399006.SZ,创业板指,2011-04-20,993.94,1009.5,991.88,1008.18,5324.74,168770300
399006.SZ,创业板指,2011-04-21,1007.98,1017.7,1006.91,1010.56,7231.82,238819200
399006.SZ,创业板指,2011-04-22,1008.17,1008.3,1000.92,1004.65,5644.62,189359600
399006.SZ,创业板指,2011-04-25,1001.08,1001.08,974.99,975.18,5888.72,199028700
399006.SZ,创业板指,2011-04-26,970.96,973.56,954.98,958.29,5652.33,196991900
399006.SZ,创业板指,2011-04-27,956.77,961.64,936.99,942.54,5145.6,182712500
399006.SZ,创业板指,2011-04-28,941.2,944.7,903.03,904.15,5251.37,193484900
399006.SZ,创业板指,2011-04-29,901.16,912.72,897.2,912.72,3479.07,131767100
399006.SZ,创业板指,2011-05-03,911.79,923.06,907.28,922.07,3188.96,122650000
399006.SZ,创业板指,2011-05-04,919.67,919.67,901.92,903.99,3320.31,127060200
399006.SZ,创业板指,2011-05-05,901.48,919.6,900.35,914.59,3827.69,147380900
399006.SZ,创业板指,2011-05-06,910.14,920.77,904.74,918.28,3522.26,133400600
399006.SZ,创业板指,2011-05-09,920.12,935.9,920.12,931.77,3716.39,155707200
399006.SZ,创业板指,2011-05-10,932.88,933.24,925.04,931.21,3183.77,126721400
399006.SZ,创业板指,2011-05-11,931.51,933.28,923.26,929.95,4410.32,159604000
399006.SZ,创业板指,2011-05-12,927.15,927.15,909.14,909.26,4266.44,164675300
399006.SZ,创业板指,2011-05-13,909.25,912.61,897.8,909.77,3926.93,154428900
399006.SZ,创业板指,2011-05-16,911.34,916.02,906.08,906.34,3472.84,133288400
399006.SZ,创业板指,2011-05-17,903.98,904.48,890.36,895.15,3917.31,162441300
399006.SZ,创业板指,2011-05-18,891.99,894.89,888.18,890.79,4078.17,174446400
399006.SZ,创业板指,2011-05-19,891.48,895.54,883.87,884.89,3346.4,144897200
399006.SZ,创业板指,2011-05-20,884.06,884.33,873.87,875.43,3351.49,141662700
399006.SZ,创业板指,2011-05-23,873.31,873.59,840.65,840.9,4393.33,204742300
399006.SZ,创业板指,2011-05-24,836.79,876.6,828.5,870.94,5944.87,278284500
399006.SZ,创业板指,2011-05-25,867.68,867.68,842.12,842.35,4721,217637600
399006.SZ,创业板指,2011-05-26,843.62,852.98,830.64,830.92,3719.25,174144600
399006.SZ,创业板指,2011-05-27,830.61,835.87,819.87,822.94,3744.64,184951500
399006.SZ,创业板指,2011-05-30,819.87,844.97,816.39,834.32,4571.87,233578300
399006.SZ,创业板指,2011-05-31,836.35,846.32,828.66,846.32,5157.7,249946600
399006.SZ,创业板指,2011-06-01,846.48,852.66,843.29,851.17,4868.53,235877900
399006.SZ,创业板指,2011-06-02,841.52,841.52,823.1,833.74,4407.39,209570300
399006.SZ,创业板指,2011-06-03,833.44,849.73,832.53,847.55,4140.48,195806500
399006.SZ,创业板指,2011-06-07,845.25,848.22,842.46,847.71,3329.77,159894000
399006.SZ,创业板指,2011-06-08,846.67,846.93,836.99,844.98,4330.93,204343600
399006.SZ,创业板指,2011-06-09,843.58,843.58,828.02,828.02,4139.1,201761200
399006.SZ,创业板指,2011-06-10,825.55,826.54,811.09,824.03,3664.24,178581700
399006.SZ,创业板指,2011-06-13,820.24,833.25,811.39,829.36,3333.03,161404700
399006.SZ,创业板指,2011-06-14,829.51,840.69,829.27,838.47,3507.11,170302800
399006.SZ,创业板指,2011-06-15,837.54,840.54,826.94,827.53,4080.17,207305300
399006.SZ,创业板指,2011-06-16,822.37,822.55,809.93,810.71,3371.61,173152400
399006.SZ,创业板指,2011-06-17,809.16,813.21,801.31,802.64,2766.37,142862800
399006.SZ,创业板指,2011-06-20,800.62,800.62,787.57,791.76,2876.14,147788900
399006.SZ,创业板指,2011-06-21,792,796.85,786.33,795.61,2999.28,150840200
399006.SZ,创业板指,2011-06-22,797.42,798.24,788.56,791.51,3505.32,184772600
399006.SZ,创业板指,2011-06-23,790.7,815.78,783.86,814.44,5943.58,304326900
399006.SZ,创业板指,2011-06-24,812.31,835.3,810.58,832.32,6994.28,350695700
399006.SZ,创业板指,2011-06-27,832.62,850.39,832.62,843.86,6864.34,339741700
399006.SZ,创业板指,2011-06-28,843.98,844.96,836.94,844.18,4672.38,232966100
399006.SZ,创业板指,2011-06-29,844.85,850.36,836.38,836.38,5872.46,287080500
399006.SZ,创业板指,2011-06-30,834.82,846.88,834.82,845.92,4891.36,241228100
399006.SZ,创业板指,2011-07-01,847.54,862.34,847.54,855.27,6170.35,305268200
399006.SZ,创业板指,2011-07-04,856.5,876.17,856.5,876.17,7354.35,360597200
399006.SZ,创业板指,2011-07-05,877.52,885.78,876.9,883.42,7175.44,342903500
399006.SZ,创业板指,2011-07-06,881.6,894.28,877.82,894.28,8639.83,400558800
399006.SZ,创业板指,2011-07-07,893.6,911.87,891.73,899.8,10655.7,498036900
399006.SZ,创业板指,2011-07-08,899.47,902.05,888.22,894.91,7319.72,335070500
399006.SZ,创业板指,2011-07-11,894.07,903.9,889.82,903.31,6624.47,313854300
399006.SZ,创业板指,2011-07-12,895.49,898.99,888.58,891.52,8670.3,413416100
399006.SZ,创业板指,2011-07-13,890.3,913.09,890.3,913.09,8157.27,377335900
399006.SZ,创业板指,2011-07-14,913.49,932.78,913.49,932.78,10920.51,512431900
399006.SZ,创业板指,2011-07-15,935.54,951.4,933.49,951.14,13881.47,642902200
399006.SZ,创业板指,2011-07-18,952.03,959.27,944.1,946.12,11029.39,488646900
399006.SZ,创业板指,2011-07-19,940.42,940.42,924.09,927.3,9703.35,424289000
399006.SZ,创业板指,2011-07-20,932.21,937.75,920.22,930.83,8278.15,365224900
399006.SZ,创业板指,2011-07-21,930.26,930.89,915.37,915.37,7316.01,332178800
399006.SZ,创业板指,2011-07-22,917.63,929.93,917.63,924,7457.39,327215700
399006.SZ,创业板指,2011-07-25,920.85,920.85,884.1,887.06,9649.92,431344500
399006.SZ,创业板指,2011-07-26,884.02,892.54,878.16,892.54,6559.34,291190700
399006.SZ,创业板指,2011-07-27,890.03,917.16,883.97,915.55,9233.38,388407700
399006.SZ,创业板指,2011-07-28,907.25,920.03,902.5,919.4,9080.1,374907500
399006.SZ,创业板指,2011-07-29,919.53,924.84,910.24,913.28,8776.33,373479100
399006.SZ,创业板指,2011-08-01,911.94,931.37,910.98,927.38,9110.4,371787400
399006.SZ,创业板指,2011-08-02,923.09,932.12,905.01,932.12,11269.09,482230000
399006.SZ,创业板指,2011-08-03,922.81,951.59,918.64,945.51,14886.6,607819900
399006.SZ,创业板指,2011-08-04,944.83,950.03,935.42,937.48,10914.95,449079000
399006.SZ,创业板指,2011-08-05,905.16,926.62,899.32,919.19,10291.98,427863800
399006.SZ,创业板指,2011-08-08,908.08,913.32,859.16,877.44,11073.54,485383000
399006.SZ,创业板指,2011-08-09,849,884.84,835.28,878.76,9836.04,424866000
399006.SZ,创业板指,2011-08-10,891.22,901.86,889.86,891.75,10010.49,415296400
399006.SZ,创业板指,2011-08-11,873.12,915.49,870.29,915.49,11144.85,479098700
399006.SZ,创业板指,2011-08-12,920.29,932.78,920.29,926.3,10580.59,455496800
399006.SZ,创业板指,2011-08-15,928.98,946.8,928.98,942.49,10679.56,447842100
399006.SZ,创业板指,2011-08-16,942.95,944.87,929.79,933.14,9623.87,411451800
399006.SZ,创业板指,2011-08-17,932.01,941.45,926.02,936.16,9578.37,400471200
399006.SZ,创业板指,2011-08-18,934.58,935.11,915.26,915.68,9600.11,395325000
399006.SZ,创业板指,2011-08-19,895.65,912.42,891.8,912.42,11689.86,443250200
399006.SZ,创业板指,2011-08-22,913.61,925.39,907.86,910.61,10879.16,434136700
399006.SZ,创业板指,2011-08-23,912.35,936.42,912.35,936.42,13627.19,567445000
399006.SZ,创业板指,2011-08-24,940.42,954.23,939.28,940.2,16118.83,646843400
399006.SZ,创业板指,2011-08-25,942.64,943.72,927.36,942.94,13266.33,531115800
