,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
1074,20昆仑银行CD117,97.02,3.1501,,3.1501,
1075,20昆仑银行CD118,97.00,3.1499,,3.1499,
1076,20如皋经开SCP002,99.71,4.2427,40.77,4.2427,
1077,18郑州经开PPN001,101.10,4.5500,-45.83,4.5500,
1078,20昆山高新MTN001,100.00,4.0999,,4.0998,
1079,19大唐发电PPN003,100.39,6.7495,-0.69,6.7461,
1080,19无锡农商二级,97.27,5.0422,,5.0304,
1081,17潍坊滨投PPN001,100.00,6.2929,-0.21,6.2929,
1082,20广发证券CP009BC,100.00,3.1301,1.0,3.1301,
1083,20江苏银行CD114,97.11,2.9501,-17.99,2.9501,
1084,20太湖新城SCP004,99.55,3.6900,1.27,3.6900,
1085,20广发银行CD215,99.29,2.7199,-23.02,2.7199,
1086,20浙商银行CD073,99.37,1.7002,-9.9,1.7002,
1087,19重庆农商二级,99.03,4.7374,0.44,4.7374,
1088,20农业银行CD149,99.29,2.6602,-39.96,2.6602,
1089,20宝钢SCP022,99.90,3.1099,-0.05,3.1099,
1090,20新疆银行CD015,99.16,3.4496,,3.4496,
1091,20浙商银行CD120,98.49,3.0801,1.01,3.0801,
1092,20大连银行CD291,98.18,3.7158,4.61,3.7158,
1093,20渤海银行CD374,98.56,2.7499,-46.02,2.7499,
1094,18沪地产PPN004,101.46,4.2150,-29.97,4.2150,
1095,18中山农商二级,99.40,5.5954,1.86,5.5960,
1096,20闽高速SCP002,99.65,3.1939,-2.21,3.1972,
1097,20雄安SCP002BC,99.81,3.1997,1.0,3.1997,
1098,17黔南债01,77.88,8.6123,174.73,8.6123,
1099,17首钢MTN002,101.82,3.7759,-0.41,3.7794,
1100,20兴泰金融SCP001,99.66,3.8200,,3.8161,
1101,19汇金MTN003,100.12,3.3100,-1.58,3.3202,
1102,16九龙江PPN001,100.65,3.8852,-5.56,3.8852,
1103,20南京建设PRN001,100.40,5.3955,-41.62,5.3960,
1104,20江苏江南农村商业银行CD012,97.28,2.8901,,2.8901,
1105,20平安银行永续债01,96.43,4.8051,-21.71,4.8051,
1106,18漳州交运PPN001,100.56,5.5483,66.61,5.5483,
1107,19鲁钢铁MTN003,98.15,5.7034,0.01,5.7011,
1108,19中油股MTN004,100.05,3.6400,-6.0,3.6222,
1109,20中国银行永续债02,99.39,4.6892,0.06,4.6804,
1110,16荆门管廊项目债,97.16,5.2434,,5.2434,
1111,16南京滨江PPN001,100.47,4.4001,0.01,4.3985,
1112,15浙滨债,60.24,4.2301,-0.86,4.2301,
1113,17荆门城投PPN003,103.60,5.0883,,5.0883,
1114,20徽商银行CD147,98.37,3.3269,-0.42,3.3269,
1115,16农发21,100.06,2.8300,-5.0,2.8300,
1116,15中建一局MTN001,100.02,2.2971,-35.36,2.2971,
1117,20交通银行CD020,97.19,3.0201,11.98,3.0011,
1118,20浦鑫归航6优先,100.01,,,,
1119,19漳州交运MTN001,100.13,4.6321,4.21,4.6000,
1120,17含山债,81.01,5.5477,8.77,5.4689,
1121,16商飞MTN002,98.77,3.7481,-2.38,3.7495,
1122,18兖矿MTN009,100.22,9.0205,,9.0198,
1123,20甘肃电投GN001,98.74,4.4629,,4.4592,
1124,20农业银行CD156,99.26,2.8501,-6.99,2.8501,
1125,20江宁科学SCP001,99.91,3.9993,,3.9993,
1126,18江津华信MTN001,104.21,4.6023,51.83,4.6000,
1127,20京能洁能SCP004,99.81,3.0809,-20.95,3.0701,
1128,20农业银行二级01,95.00,3.7391,-0.92,3.7380,
1129,14国开22,105.67,3.3500,1.0,3.3475,
1130,19新疆债15,99.15,3.9452,,3.9452,
1131,18江苏16,101.53,3.2100,1.0,3.2100,
1132,18日照港MTN002,100.65,5.2683,-0.02,5.2683,
1133,19阜阳建投PPN001,100.65,4.8600,-24.55,4.8624,
1134,20海宁资产MTN001,98.08,3.8198,,3.8198,
1135,20武侯资本SCP001,99.79,3.6568,,3.6534,
1136,19中交房产MTN001,100.53,3.7259,-9.21,3.7280,
1137,18中国航材MTN001,101.52,3.8481,,3.8500,
1138,19湘家荡MTN001,99.91,4.0753,36.16,4.0801,
1139,20环球租赁SCP011,99.55,3.7600,1.0,3.7600,
1140,19北控水务MTN001A,100.57,3.8225,-18.91,3.8243,
1141,20海通恒信MTN002,99.72,4.1228,-23.03,4.1200,
1142,20江苏银行CD127,97.03,3.0801,-21.98,3.0801,
1143,16安经开债,59.88,4.2501,-3.99,4.2537,
1144,14进出62,101.46,2.8300,-3.01,2.8300,
1145,16下城债,59.96,3.8429,-15.71,3.8482,
1146,20广州资管SCP001,99.87,3.3699,-1.03,3.3643,
1147,16宜高双创债01,59.58,4.2000,-5.15,4.2028,
1148,19江西01,100.06,2.9300,,2.9450,
1149,20民生银行CD182,97.95,2.8001,-62.44,2.8001,
1150,20富邦华一银行CD079,98.78,2.0013,0.04,2.0013,
1151,19渝文资MTN001,101.18,4.6016,0.69,4.6004,
1152,19顺义国资MTN001,102.15,4.1100,0.37,4.1100,
1153,18泰交通PPN001,101.47,4.2500,,4.2500,
1154,20广发银行CD062,98.00,2.7500,-28.0,2.7500,
1155,19北京国资MTN001,100.32,3.4500,-10.4,3.4500,
1156,17杭城建MTN002,101.89,3.6831,,3.6800,
1157,20沪电力SCP023,100.13,3.1800,-19.97,3.1777,
1158,17陕西能源MTN003,102.26,3.9331,-1.99,3.9316,
1159,20大足国资SCP002,99.65,4.7421,0.83,4.7421,
1160,20兴业银行CD409,97.76,3.0499,-19.01,3.0499,
1161,20民生银行CD485,96.95,3.1299,,3.1299,
1162,20华诚医学CP001,100.00,6.4942,-0.23,6.4942,
1163,20双桥经开SCP001,99.67,5.6870,,5.6870,
1164,18拱墅经投PPN001,100.31,3.8766,-32.33,3.8882,
1165,20皖北煤电CP001,100.00,5.8200,,5.8241,
1166,18豫高管MTN001,100.48,3.2999,-15.01,3.2945,
1167,20平安租赁SCP007,99.88,3.4300,-7.02,3.4186,
1168,20浙交投MTN001,99.46,3.7019,-5.83,3.7010,
1169,20津能源GN001,98.40,3.9200,1.0,3.9200,
1170,20扬州经开MTN001,96.41,4.8986,,4.8993,
1171,20民生银行CD458,99.30,2.7496,,2.7496,
1172,20宜宾国资06,99.91,4.2833,1.34,4.2833,
1173,19闽投MTN001,101.15,3.8016,-6.84,3.8008,
1174,20中信银行CD001,97.15,2.8502,-16.95,2.8502,
1175,20民生银行CD402,98.57,2.8999,,2.8999,
1176,18陕高速MTN004,100.47,7.2366,,7.2366,
1177,20中信银行CD252,97.06,3.0000,,3.0000,
1178,19宿迁交通MTN003,99.31,4.8000,,4.8000,
1179,20上饶国资MTN001,97.52,4.9400,,4.9396,
1180,20大唐环境SCP002,99.87,3.4346,1.0,3.4346,
1181,20宁夏银行CD217,99.72,3.4003,10.03,3.4003,
1182,20青岛城投MTN003,96.63,4.1513,3.97,4.1500,
1183,18粤资产PPN003,97.80,4.3500,-15.0,4.3500,
1184,20河钢集MTN002,94.81,4.9600,-24.0,4.9600,
1185,19晋能PPN002,100.32,5.5203,-36.24,5.5203,
1186,17铁道18,102.77,3.4000,-16.0,3.4000,
1187,18东南国资PPN002,100.81,3.9475,-11.25,3.9475,
1188,19阳安交投债,101.41,5.5943,,5.5952,
1189,18苏州文保MTN001,101.10,4.3348,,4.3303,
1190,20宁夏债01,93.03,3.9959,-2.91,3.9959,
1191,20宝马金融PPN001BC(品种二),98.56,4.0359,-11.41,4.0359,
1192,11渝城投债,100.15,3.4806,-1.95,3.4690,
1193,18汇金MTN001,100.24,2.9401,1.03,2.9401,
1194,20融和融资SCP012,99.57,3.7800,-6.99,3.7800,
1195,20赣州开投CP001,99.35,5.0799,35.5,5.0802,
1196,18南通城建PPN001,100.88,3.8870,0.7,3.8963,
1197,18苏州高新PPN003,100.93,3.8700,9.25,3.8704,
1198,18招银租赁债01,100.49,3.1001,,3.1001,
1199,20中油股MTN002,97.63,3.5000,-8.72,3.5000,
1200,19中电信MTN002,100.08,3.3359,-2.41,3.3364,
1201,20铁塔股份SCP004,99.86,3.1502,23.23,3.1502,
1202,20蓉经开PPN001,100.17,4.9266,,4.9266,
1203,20南京银行CD140,98.50,2.9852,-1.49,2.9852,
1204,20百联集SCP003,99.83,3.1497,-5.01,3.1441,
1205,20山东电力SCP003,99.72,3.2338,,3.2338,
1206,16甬城投MTN001,100.22,7.2996,0.58,7.2986,
1207,18陕煤化PPN001,100.57,5.4889,1.05,5.4896,
1208,20民生银行(防疫专项)CD074,97.47,2.7002,,2.7002,
1209,20中信银行CD150,97.18,2.9000,-15.0,2.9000,
1210,19汇金MTN009,100.10,3.3636,0.36,3.3535,
1211,18附息国债14,100.27,2.7000,2.01,2.7000,
1212,17国开15,104.33,3.4995,2.95,3.5018,
1213,20民生银行CD171,98.01,2.7500,-55.99,2.7500,
1214,19青岛城投PPN002,101.89,4.3487,-15.1,4.3487,
1215,20江苏紫金农商行CD045,97.73,3.0600,,3.0600,
1216,19大同煤矿PPN003,98.75,6.8029,,6.8029,
1217,20北京农商银行CD268,98.48,3.0734,,3.0734,
1218,19江南农商二级,100.00,4.6870,0.02,4.6870,
1219,20潼南城投CP001,99.57,6.0518,-3.69,6.0518,
1220,18江南农商二级01,100.00,5.1486,12.37,5.1486,
1221,18进出10,108.44,3.5500,2.0,3.5475,
1222,16上海12,97.52,3.3250,-9.5,3.3250,
1223,19西安高新PPN003,100.22,4.4333,-2.33,4.4317,
1224,18河北41,100.56,3.2400,,3.2400,
1225,19大唐集MTN001B,100.11,6.2736,-0.29,6.2732,
1226,17新鑫国资MTN002,101.14,5.9034,1.0,5.9034,
1227,20北京债02,98.48,3.2750,1.0,3.2750,
1228,20雅砻江GN001,97.83,3.7200,-8.0,3.7200,
1229,20北京银行CD117,97.02,3.0499,,3.0499,
1230,19新建元PPN001,99.98,4.5000,-23.7,4.5000,
1231,18海淀国资MTN001,98.21,7.0000,179.31,6.9925,
1232,20浦发银行CD376,97.83,2.9001,,2.9001,
1233,15黔南投资债,39.42,8.5293,,8.5293,
1234,20张江高科MTN002,99.89,3.7400,-20.19,3.7391,
1235,20邛崃债01,97.14,6.9923,,6.9912,
1236,16锦江国际MTN002,99.79,3.3938,,3.3998,
1237,20南新工SCP002,99.52,3.4003,-19.97,3.3901,
1238,18绿城房产MTN003,101.32,8.2409,0.79,8.2405,
1239,16附息国债07,99.96,2.6700,-11.16,2.6725,
1240,20中金集MTN002,97.52,5.8403,0.16,5.8401,
1241,20广州城投MTN003,100.24,3.8654,0.02,3.8641,
1242,20民生银行CD174,97.94,2.9001,-10.0,2.9001,
1243,20中电投MTN007,97.41,3.6000,,3.6000,
1244,20莆田城投PPN001,99.34,5.1000,-38.99,5.0988,
1245,20如皋经开PPN002,101.34,5.3705,-0.04,5.3704,
1246,20交通银行CD267,99.31,2.8001,,2.8001,
1247,18陕煤化PPN004,100.78,4.1000,-2.93,4.1008,
1248,20连云港CP001,99.32,4.3208,-7.92,4.3297,
1249,20江苏银行CD223,97.02,3.0600,-30.97,3.0600,
1250,16农发09,101.57,3.7600,-2.05,3.7700,
1251,18黄山债,104.32,4.7122,9.22,4.7111,
1252,16首都机场MTN001,100.23,3.0607,,3.0499,
1253,20晋交投SCP005,100.02,3.9707,-2.89,3.9707,
1254,20民生银行CD123,97.55,2.7999,-46.0,2.7999,
1255,20海宁城投(疫情防控债)CP001,99.69,3.6746,-15.24,3.6673,
1256,19华靖资产PPN001,101.41,6.4597,19.0,6.4597,
1257,18大唐租赁MTN001,101.02,3.9136,1.36,3.9136,
1258,20铁塔股份SCP007,99.73,3.0899,-9.16,3.0899,
1259,20中信银行CD179,97.07,3.0499,-17.07,3.0499,
1260,19渝高新PPN001,100.37,5.3623,-13.08,5.3623,
1261,19铜陵建投GN002,99.32,4.4334,,4.4300,
1262,20蚌埠投资SCP003,99.70,5.4170,,5.4158,
1263,20昆明土地MTN001,99.00,5.8523,,5.8521,
1264,16富春山居债,60.22,4.4022,-9.83,4.4101,
1265,19滨建投MTN003,98.81,5.0106,,5.0106,
1266,19京汽集MTN001A,100.16,3.7572,-0.28,3.7591,
1267,20深业SCP003,99.67,3.0876,-42.27,3.1001,
1268,20大同煤矿MTN001,95.31,6.4328,1.0,6.4320,
1269,19武汉城投PPN001,100.28,4.1600,-4.0,4.1600,
1270,20国金证券CP010,100.01,3.1502,-4.95,3.1502,
1271,20兴业银行CD160,97.82,2.9000,-16.01,2.9000,
1272,18青岛黄岛MTN001,103.67,4.0978,-19.22,4.0989,
1273,20津城建MTN002,97.10,4.6900,42.0,4.6900,
1274,18义乌国资MTN002,100.50,3.7580,0.33,3.7503,
1275,20重庆银行CD006,97.05,2.8499,,2.8499,
1276,20大唐集MTN005B,100.00,6.5766,0.05,6.5766,
1277,20乌高新CP001,99.55,3.9000,,3.9025,
1278,20九江城投CP001,99.63,3.7142,-22.58,3.7201,
1279,20深圳水务MTN002,97.02,3.9000,-15.0,3.9000,
1280,18京基投MTN001A,101.58,4.0641,-9.27,4.0630,
1281,18广核电力MTN002,100.53,3.1001,-22.21,3.1056,
1282,16附息国债15,99.90,2.8000,-0.01,2.8000,
1283,19新投MTN002,100.19,4.7000,,4.6980,
1284,20象屿SCP011,99.84,3.3072,,3.3126,
1285,18衢州国资MTN001,103.94,4.2000,-8.0,4.2000,
1286,19中石油MTN003,100.15,3.4000,-0.33,3.4000,
1287,13海城金财债02,20.10,6.2826,8.24,6.2826,
1288,20成都产投MTN001,98.75,4.0122,-16.03,4.0107,
1289,14淮南城投债,20.26,4.3242,-8.86,4.3505,
1290,20兴业银行CD051,97.20,2.7000,-44.0,2.7000,
1291,18玉环债01,104.54,4.7301,-14.17,4.7296,
1292,18河钢集MTN010,99.95,4.3000,-0.49,4.2984,
1293,20浦发银行CD141,98.05,2.8001,-38.0,2.8001,
1294,13冀广网络债,101.47,4.9037,,4.9037,
1295,18西永MTN001,100.74,5.0652,15.14,5.0633,
1296,20汉江国资MTN002,99.49,4.1420,-12.64,4.1400,
1297,19南京浦口MTN001,100.32,4.2000,,4.2000,
1298,18内江投控PPN001,100.66,7.6509,-19.91,7.6508,
1299,15巢城投债,40.85,3.9200,2.01,3.9273,
1300,18江西10,101.89,3.1584,9.23,3.1584,
1301,18江苏债13,101.75,3.2259,5.59,3.2259,
1302,18大连05,101.56,3.1783,,3.1783,
1303,18广东债29,101.27,3.1997,,3.1997,
1304,18青海债04,101.54,3.2096,,3.2096,
1305,16黑龙江债02,99.99,2.7432,-3.59,2.7432,
1306,20天津银行CD263,98.55,2.9000,,2.9000,
1307,19云南01,100.19,2.9525,,2.9525,
1308,19贵州09,100.21,2.9978,-12.64,2.9978,
1309,16湖北债18,99.86,2.8218,,2.8218,
1310,17辽宁债16,101.68,3.0325,-16.75,3.0325,
1311,20民生银行CD450,97.84,2.9000,,2.9000,
1312,20遂宁绿色债,101.00,7.1885,,7.1893,
1313,20大宁MTN001,98.64,4.1313,,4.1307,
1314,18武汉地铁GN001,102.28,4.3788,-1.52,4.3788,
1315,20洪山城投PPN002,99.75,5.0903,6.03,5.0903,
1316,20交通银行01,99.25,3.4780,-3.2,3.4800,
1317,19阜阳建投MTN002,98.32,4.9700,6.14,4.9692,
1318,20陕延油MTN003,99.86,3.9000,-2.0,3.9004,
1319,19常高新MTN001,100.66,4.1684,-2.27,4.1684,
1320,18汇丰银行02,100.54,3.4540,-29.6,3.4520,
1321,20东方医药CP001,100.07,5.9188,-8.02,5.9188,
1322,20桂林银行CD064,98.76,1.7511,,1.7511,
1323,19汇金MTN017,99.62,3.4500,-2.49,3.4500,
1324,11国开20,100.52,2.7069,-19.31,2.7069,
1325,19中信建投金融债01,100.11,3.4400,-17.0,3.4400,
1326,18越秀集团MTN002,102.44,3.6700,5.0,3.6700,
1327,20川高速SCP007,99.82,3.2093,-19.97,3.1999,
1328,19首农食品MTN001,100.10,3.7058,1.0,3.7079,
1329,18宁河西PPN002,100.98,3.8666,-45.39,3.8683,
1330,16山东债26,99.71,2.8664,,2.8682,
1331,20兴业银行CD425,97.78,3.0000,,3.0000,
1332,16三峡MTN001,100.07,2.8800,-13.35,2.8800,
1333,18鲁黄金PPN002,101.00,9.0887,-1.36,9.0887,
1334,19上饶投资MTN001,101.30,8.2077,1.27,8.2075,
1335,20建设银行CD170,99.34,2.6502,-29.94,2.6502,
1336,17滁州城投PPN001,99.97,5.5857,,5.5857,
1337,19长沙经开PPN001,100.00,4.9428,0.04,4.9428,
1338,19五江轻化MTN001,99.60,7.1702,-109.34,7.1702,
1339,20厦门国际银行CD054,97.79,2.9500,-37.99,2.9500,
1340,19物产中大MTN001,99.76,3.9044,-7.99,3.9044,
1341,20川铁投MTN003,99.58,4.0355,,4.0370,
1342,20大众交通SCP002,99.82,3.5200,1.0,3.5260,
1343,20海通恒信SCP010,99.42,3.7101,-11.98,3.7101,
1344,20浙江机场SCP001,99.74,3.0301,-32.01,3.0301,
1345,20穗自来水MTN002,97.34,3.8000,,3.8000,
1346,15附息国债14,100.74,2.8000,-3.0,2.8000,
1347,18津保投MTN003,99.68,5.6368,10.69,5.6368,
1348,15铁道11,102.26,3.5312,,3.5312,
1349,20兴业银行CD088,97.54,2.8102,1.0,2.8102,
1350,20招商银行小微债01,99.99,3.4818,-1.82,3.4818,
1351,18苏国信MTN003,100.55,3.2433,-140.05,3.2473,
1352,19哈尔滨投MTN001,100.38,4.6815,,4.6815,
1353,18中交建MTN003,100.72,7.0255,,7.0255,
1354,18中交建MTN002,100.72,7.0255,0.94,7.0255,
1355,19宿迁交通MTN001,100.56,4.6270,,4.6270,
1356,19华侨城MTN001,100.79,7.1544,-0.2,7.1544,
1357,20皖投集CP002,99.98,3.5166,-16.83,3.5166,
1358,20贵阳农商行CD082,96.20,3.9500,,3.9500,
1359,20京能源SCP002,99.91,3.0506,-7.6,3.0506,
1360,20市北高新SCP004,99.83,3.5397,-4.07,3.5397,
1361,16广州地铁MTN001,100.06,3.1140,6.41,3.0955,
1362,19首钢MTN001,99.81,4.3521,13.21,4.2840,
1363,20国电MTN001,97.53,3.6100,13.41,3.5836,
1364,20天津农村商业银行CD558,99.14,3.5003,,3.5003,
1365,20渤海银行CD344,98.50,2.9998,1.0,2.9998,
1366,19中油股MTN002,100.07,3.4242,-1.1,3.4242,
1367,16水电十一MTN001,99.68,6.3919,-0.06,6.3950,
1368,20云铜股SCP003,99.91,3.7298,-5.0,3.7298,
1369,20交通银行CD090,97.40,2.9000,1.0,2.9000,
1370,20中国银行CD004,97.77,2.7501,-5.0,2.7501,
1371,20海通恒信SCP011,99.78,3.4902,,3.4902,
1372,20民生银行CD191,97.93,2.8500,-10.0,2.8500,
1373,19大航控股MTN001,99.55,7.5627,,7.5644,
1374,20建设银行CD048,98.69,2.6998,-35.02,2.6998,
1375,14闽高速MTN001,102.46,3.2969,-0.31,3.2969,
1376,20厦翔业SCP022,100.00,3.3894,-0.03,3.3894,
1377,20中信银行CD273,96.97,3.1000,-20.0,3.1000,
1378,14长兴债,20.30,4.3501,3.4,4.3501,
1379,20浙商银行CD076,98.55,2.9002,-24.48,2.9002,
1380,20中银投资MTN001,97.60,3.7627,0.12,3.7587,
1381,20东航股SCP011,100.00,1.9992,-20.09,1.9992,
1382,20吉利MTN002,98.92,4.2500,-1.0,4.2500,
1383,14瘦西湖债,20.30,3.7378,2.79,3.7378,
1384,20漳州经发SCP002,99.54,4.3299,1.3,4.3299,
1385,18华润MTN001,102.26,3.6500,2.26,3.6500,
1386,18兴业资产PPN001,100.75,4.0763,-23.95,4.0763,
1387,18华润医药MTN002,100.63,3.2965,-13.35,3.2965,
1388,20兴业银行CD111,98.05,2.8001,,2.8001,
1389,20贵州修文农商银行CD043,96.25,3.9000,,3.9000,
1390,20巨石SCP008,99.82,3.3999,1.0,3.3999,
1391,20招商银行CD004,97.18,2.6005,-38.91,2.6005,
1392,20贴现国债56,99.32,2.6692,-5.07,2.6692,
1393,16河北银行二级,99.88,3.7708,-0.78,3.7708,
1394,20江北新区PPN002,97.89,4.4616,-11.26,4.4616,
1395,20国联SCP010,99.74,3.3308,,3.3308,
1396,20嘉兴经技MTN003,100.00,4.9893,-0.05,4.9893,
1397,19南国置业MTN002,100.90,4.6800,-3.54,4.6800,
1398,20光大银行(防疫专项)CD085,97.52,2.9000,,2.9000,
1399,20建设银行CD060,97.10,3.0501,1.0,3.0501,
1400,19河南债04,100.14,3.2800,1.0,3.2800,
1401,20农业银行CD087,97.93,2.8000,,2.8000,
1402,20上海17,100.41,3.9100,-0.5,3.9100,
1403,18华润置地MTN002B,103.27,3.7000,5.0,3.7000,
1404,18南洋银行01,100.59,3.4036,,3.4036,
1405,20中信银行CD006,97.19,2.9800,-0.02,2.9800,
1406,20遵义汇川农商银行CD028,99.71,3.4067,,3.4067,
1407,19成都高新MTN001,100.48,3.6805,-11.95,3.6805,
1408,19甘交建MTN001,100.05,4.0760,-2.4,4.0760,
1409,19桂投资MTN002,100.22,4.0822,-7.2,4.0822,
1410,19辽成大MTN001,99.14,5.3282,57.82,5.3282,
1411,20福建57,100.27,3.9100,,3.9100,
1412,16广西债26,99.71,2.8500,,2.8500,
1413,17合川农业PPN002,99.21,6.5868,-14.64,6.5868,
1414,16柯桥轻纺PPN002,99.86,4.3499,-0.47,4.3499,
1415,20兴业银行CD094,98.45,1.1014,-69.75,1.1014,
1416,20荆州城投MTN004,98.93,4.3962,0.12,4.3962,
1417,16荆州城投债,59.72,4.3572,-4.7,4.3572,
1418,20中国银行CD048,98.58,2.8801,-1.98,2.8801,
1419,20厦门银行CD182,99.34,1.7996,1.0,1.7996,
1420,20常熟农村商行CD056,99.34,1.8010,1.0,1.8010,
1421,20吴中城投SCP001,99.92,3.4999,,3.4999,
1422,20临沂投资PPN001,99.46,4.6902,-0.35,4.6902,
1423,20江宁科学SCP002,99.69,4.4137,9.42,4.4137,
1424,13进出21,103.67,3.2485,-0.15,3.2485,
1425,20贴现国债43,98.71,2.6011,-0.13,2.6011,
1426,20光大集团SCP022,99.90,2.9428,-20.74,2.9428,
1427,20闽能源SCP001,99.73,3.0999,,3.0999,
1428,19亳州城建MTN001,100.62,4.1943,0.43,4.1943,
1429,18中铁股MTN003A,100.87,7.0330,0.47,7.0330,
1430,20交通银行CD038,97.61,2.6999,-13.0,2.6999,
1431,11附息国债23,108.10,3.9300,-0.02,3.9300,
1432,18天津港MTN002,98.50,4.9114,-18.59,4.9114,
1433,18附息国债02,100.12,2.4004,1.0,2.4004,
1434,20民生银行CD016,97.17,2.7996,-23.07,2.7996,
1435,20桂林银行CD241,99.77,2.1002,-10.0,2.1002,
1436,19附息国债14,99.92,2.7727,-4.73,2.7727,
1437,20首钢SCP003,99.99,2.5993,-14.97,2.5993,
1438,20中国银行CD080,97.78,2.9999,-10.01,2.9999,
1439,16建安02,59.40,4.4583,6.6,4.4583,
1440,18云投MTN006,100.61,4.3165,,4.3165,
1441,15恒丰银行二级,100.01,4.5967,-22.04,4.5967,
1442,18江阴公PPN002,101.09,3.9823,-38.47,3.9823,
1443,19首开PPN002,99.81,4.0508,,4.0508,
1444,20中国银行CD094,99.27,2.7997,1.0,2.7997,
1445,20冀中能源CP002,69.90,182.6776,286.48,181.4933,
1446,16鲁宏桥MTN002,85.00,24.3915,-261.23,23.7868,
1447,20常城建PPN002,99.37,4.3345,3.26,4.3345,
1448,19中国银行永续债01,100.19,4.4313,-0.25,4.4313,
1449,17无锡农商二级01,100.34,4.9384,0.01,4.9384,
1450,20蚌埠城投MTN001,100.00,4.6987,-24.43,4.6985,
1451,17石国投PPN002(品种二),102.29,4.0526,,4.0526,
1452,17招商局港MTN001,102.41,3.0200,-55.62,3.0190,
1453,16泗阳债,59.95,5.0116,90.21,5.0116,
1454,20乌高新MTN003,97.78,4.5544,,4.5538,
1455,17并国投PPN001,101.71,4.1200,47.36,4.1220,
1456,20淮南城投SCP003,99.58,4.3571,-11.25,4.3518,
1457,19均瑶MTN001,96.87,8.0045,121.44,8.0000,
1458,19首钢MTN006,99.40,6.7706,0.93,6.7706,
1459,20津城建CP006,97.05,7.4915,-50.86,7.4987,
1460,20中建五局MTN001,96.90,6.0628,0.35,6.0626,
1461,20磁湖高新PPN001,99.28,6.7748,15.03,6.7748,
1462,18电科院MTN002,100.63,3.5958,-150.71,3.6001,
1463,20江苏债06,96.05,3.3000,4.9,3.3050,
1464,18舟山旅游MTN002,102.64,4.5500,4.76,4.5511,
1465,17农发15,105.30,3.4893,1.93,3.4897,
1466,18云能投MTN001,98.83,6.5000,,6.5337,
1467,20中铁股MTN001B,97.50,3.6200,-16.23,3.6200,
1468,18川铁投MTN002,103.58,7.8897,-0.03,7.8976,
1469,18拱墅经投MTN001,100.78,3.7425,-6.03,3.7463,
1470,20光大集团SCP014,99.85,2.9497,117.73,2.9497,
1471,20晋交投CP001,99.63,3.8999,,3.8999,
1472,20深业MTN002,97.60,3.2715,-1.69,3.2722,
1473,20通用MTN001B,97.25,4.0513,0.13,4.0507,
1474,18越秀集团MTN003,102.38,3.7100,-4.0,3.7110,
1475,18紫光PPN002,16.62,503.5467,1062.4,496.7522,
1476,20中建投资MTN001,98.38,4.0581,1.0,4.0600,
1477,17普陀城投MTN002,101.89,4.0200,,4.0215,
1478,19南平高速MTN001,100.47,4.6314,-1.5,4.6309,
1479,19汇金MTN012,100.08,3.6700,-11.85,3.6708,
1480,19南方水泥MTN001,100.16,3.7521,-22.13,3.7493,
1481,18潞安MTN003,100.00,5.5589,128.33,5.3023,
1482,19钟楼经开MTN001,102.34,5.1500,13.31,5.1500,
1483,20南京银行(防疫专项)CD007,97.35,2.7501,-23.01,2.7501,
1484,19绿城房产MTN002,101.04,7.2069,0.76,7.2067,
1485,19南电MTN001,100.23,3.3048,-5.52,3.3000,
1486,19北京国资MTN002,100.38,3.4340,-11.6,3.4340,
1487,19鲁黄金MTN003,100.53,3.5800,-7.0,3.5819,
1488,18济宁高新MTN002,101.58,4.6964,,4.7000,
1489,18谷财MTN001,100.31,4.6320,4.74,4.6330,
1490,19津城建MTN003A,99.40,4.5900,,4.5900,
1491,20广晟SCP004,99.59,3.3601,1.0,3.3539,
1492,18大连港MTN001,101.53,4.2520,,4.2510,
1493,18京汽集MTN003,100.68,3.9418,1.41,3.9400,
1494,19义乌市场MTN001,100.43,3.6895,-7.13,3.6895,
1495,19浙农控MTN001,100.58,5.8216,,5.8216,
1496,17徐州高新MTN001,102.18,4.3800,2.72,4.3817,
1497,20吴江经开SCP003,99.50,3.6400,,3.6462,
1498,20中电科CP001,99.65,2.9980,-47.75,3.0101,
1499,15成渝高速MTN001,100.02,2.3004,1.0,2.3004,
1500,19华润MTN003A,100.16,3.4300,-1.0,3.4309,
1501,18建投新能MTN002,100.72,4.6047,25.47,4.6000,
1502,14金桥棚改债,100.49,5.6903,-4.3,5.6913,
1503,20广州地铁MTN002,95.34,3.9187,-14.2,3.9194,
1504,19金霞经开MTN001,99.54,6.2527,72.24,6.2514,
1505,19岳阳城投PPN001,101.37,4.1647,,4.1624,
1506,17进出09,101.58,3.0500,-17.0,3.0050,
1507,20泸州银行CD033,96.36,3.5802,,3.5802,
1508,20金港SCP003,99.27,4.1000,-0.99,4.1000,
1509,20鞍钢MTN001,97.26,4.6024,0.49,4.6012,
1510,20西宁城投CP001,99.14,5.0500,,5.0532,
1511,20汉口银行CD138,99.22,3.0602,1.0,3.0602,
1512,14建行二级01,105.71,5.1430,1.49,5.1430,
1513,18常州新港MTN001,100.52,4.6998,-0.04,4.6930,
1514,19广州金控MTN001,100.22,3.9150,-2.83,3.9150,
1515,19深航技MTN001A,99.99,3.5966,-0.67,3.5966,
1516,20广核电力MTN001,99.76,3.7080,-2.13,3.7100,
1517,19深圳特发MTN002,100.32,3.4666,-25.01,3.4700,
