,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
619,20兴业证券CP002,100.00,3.1100,1.0,3.1100,
620,19江苏债04,100.19,3.2350,3.5,3.2350,
621,20贵阳银行CD064,97.62,3.1701,-13.0,3.1701,
622,20民生银行CD086,97.42,2.7601,-36.0,2.7601,
623,20中信银行CD251,97.81,2.9554,-19.21,2.9527,
624,17国开12,102.32,3.1600,0.84,3.1948,
625,20濂溪城投债,98.97,5.3651,4.04,5.3651,
626,18陕煤化MTN006,100.05,4.4600,3.18,4.4600,
627,18华融租赁债02,100.42,3.8300,,3.8322,
628,16海南债04,99.82,2.8200,,2.8250,
629,20中信银行CD018,97.34,2.6998,-20.03,2.6998,
630,20中电西藏ABN002优先,100.00,,,,
631,19江西银行CD107,97.02,1.5989,-100.09,1.5989,
632,20招商银行CD012,97.18,2.6498,-25.05,2.6498,
633,20浦发银行CD160,97.94,2.7999,-33.02,2.7999,
634,20湖北银行CD066,97.36,3.6501,-49.99,3.6501,
635,20农业银行CD137,98.57,2.7999,-94.5,2.7999,
636,20上海农商银行CD130,98.52,2.9500,-66.99,2.9500,
637,20上海银行CD249,98.52,2.9499,,2.9499,
638,20交通银行CD051,97.98,2.8201,-16.99,2.8201,
639,20山煤SCP001,99.46,5.1961,1.0,5.1961,
640,20兴业银行CD457,99.26,2.8503,-14.94,2.8503,
641,19徽商银行CD127,96.86,1.0982,-60.25,1.0982,
642,20东航SCP013,99.88,2.9998,1.0,2.9998,
643,20中国银行CD102,97.08,2.9800,-6.99,2.9800,
644,18国开04,103.28,3.1586,-3.64,3.1597,
645,20浦发银行CD493,97.06,3.0000,-24.97,3.0000,
646,20重庆银行CD021,97.21,2.8899,-44.02,2.8899,
647,20江苏银行CD060,97.80,2.9501,-10.99,2.9501,
648,20华夏银行CD019,97.16,2.6500,-25.02,2.6500,
649,20邮储银行CD023,99.36,1.1049,-41.98,1.1049,
650,20浦发银行CD221,98.14,2.8000,-6.98,2.8000,
651,20杭州银行CD177,99.36,1.7006,-14.88,1.7006,
652,20闽高速SCP004,99.89,3.1499,-5.02,3.1499,
653,20桂林银行CD261,99.81,1.6999,-9.92,1.6999,
654,20重庆银行CD177,96.95,3.1200,,3.1200,
655,18建元15A2_bc,101.99,,,,
656,18工元10A2,92.88,,,,
657,20渤海银行CD501,98.24,3.5999,1.0,3.5999,
658,20浦发银行CD506,97.78,3.0000,-13.0,3.0000,
659,20温岭农商银行CD025,99.73,3.2468,,3.2468,
660,20华夏银行CD404,97.81,2.9300,-41.99,2.9300,
661,20浦发银行CD125,97.73,2.7401,-95.78,2.7451,
662,19兴业银行CD521,97.05,1.1007,-74.95,1.1007,
663,20交通银行CD270,99.33,2.7001,,2.7001,
664,20民生银行CD071,97.34,2.6998,-40.04,2.6998,
665,20平安银行CD144,97.36,2.9000,,2.9000,
666,19铁道MTN002,99.98,3.3900,-4.25,3.3900,
667,20交通银行CD277,97.07,3.0200,-11.97,3.0200,
668,19陕煤化MTN001,99.48,4.5900,-1.0,4.5900,
669,19陕延油MTN001,100.28,3.8900,-2.62,3.8900,
670,19贵州03,99.74,3.3100,,3.2925,
671,20浙商银行CD065,97.16,2.9300,,2.9300,
672,20华能SCP008,99.94,2.7003,,2.7003,
673,20汉口银行CD012,97.63,3.0699,,3.0699,
674,20汉口银行CD009,97.69,3.0699,,3.0699,
675,20兴业银行CD472,99.29,2.6999,-25.02,2.6999,
676,16电建地产MTN001,100.09,3.7401,2.68,3.7360,
677,20农业银行CD152,97.80,2.9800,-17.0,2.9800,
678,20贴现国债58,99.33,2.6401,-0.98,2.6450,
679,20浦发银行CD375,98.60,2.6999,-25.01,2.6999,
680,20大连银行CD293,96.43,3.7000,,3.7000,
681,20和衷2A,99.17,,,,
682,20安吉农商银行CD026,98.31,3.4497,,3.4497,
683,18农发02,100.20,2.8000,-10.01,2.8000,
684,19苏科技城PPN001,100.00,5.5964,,5.5964,
685,20北辰科技MTN002,95.88,7.5718,-23.51,7.5716,
686,20徽商银行CD144,98.24,3.5999,,3.5999,
687,20华夏银行CD473,96.99,3.1000,1.0,3.0684,
688,20浦发银行01,96.93,3.4500,-0.23,3.4488,
689,19惠益M6A2,100.30,,,,
690,18鄂联投MTN003,103.37,4.2800,,4.1707,
691,19国开12,99.98,2.8470,4.39,2.8348,
692,16穗城投债01,99.98,3.3314,-1.57,3.3313,
693,20宜兴经开PPN001,100.00,4.8999,,4.8999,
694,19华能MTN002,100.51,6.4834,-6.24,6.4834,
695,19伟驰PPN001,100.00,7.2627,,7.2627,
696,20吴江城投SCP002,99.86,3.3799,-20.48,3.3913,
697,20民生银行CD511,97.07,2.9899,-17.01,2.9943,
698,16水城建投债,59.40,6.9052,0.38,6.9072,
699,20盛京银行CD441,99.76,2.4703,-32.92,2.4703,
700,18陕煤化MTN005,100.61,7.6938,3.02,7.6938,
701,20贴现国债40,98.76,2.6299,-3.99,2.6166,
702,20南京地铁SCP007,99.99,3.1613,-16.86,3.1663,
703,17苏轨交MTN001,101.88,3.5100,-5.06,3.5100,
704,16北方工业MTN001B,99.95,3.3357,-14.98,3.3386,
705,20南电MTN006,98.79,3.5100,-18.76,3.5100,
706,17农发09,101.43,3.0177,-4.23,3.0177,
707,20天府水城MTN002,100.00,5.9997,-0.02,5.9997,
708,20中石油MTN005,96.69,3.5277,-3.51,3.5318,
709,20中油股MTN001,97.63,3.5000,-9.77,3.5098,
710,20天津银行CD085,97.69,3.1001,-17.0,3.1001,
711,20兴业银行CD121,97.93,3.0001,0.02,3.0001,
712,18湖北科投MTN002,100.70,9.6199,1.93,9.6062,
713,20招商蛇口MTN001A,98.52,3.6976,-4.0,3.7000,
714,20杭金投SCP006,99.48,3.3591,-29.84,3.3494,
715,20华电煤业SCP001,99.83,3.2300,0.35,3.2300,
716,15黄石城投债,40.58,4.2147,,4.2074,
717,18海运集装MTN001,100.66,3.4500,-14.64,3.4509,
718,20福州交投SCP003,99.97,3.5340,-14.46,3.5370,
719,18兴业绿色金融02,100.72,3.1000,-6.0,3.1000,
720,18国开17,102.17,4.1235,-0.05,4.1240,
721,18闽投MTN001,100.54,3.0500,-8.15,3.0778,
722,14孝城投债,20.23,4.0801,-7.02,4.0882,
723,20武汉农商行CD031,98.71,1.9494,-0.06,1.9494,
724,20厦翔业SCP014,100.00,3.1699,-8.01,3.1953,
725,20平安银行CD256,97.06,3.0001,-20.68,3.0313,
726,17杭城建MTN001,101.59,3.6833,-1.67,3.6801,
727,20深业SCP006,100.02,3.2000,-9.6,3.1967,
728,17景国资MTN002,102.73,4.7628,2.28,4.7614,
729,17国开08,103.29,3.3300,-4.0,3.3296,
730,20山煤CP004,99.07,5.1411,1.0,5.1411,
731,20中誉2C,110.09,,,,
732,20葛洲坝(疫情防控债)CP001,99.52,3.1299,-17.42,3.1342,
733,20华润控股MTN001A,97.67,3.7100,-9.0,3.7089,
734,16中建材MTN004,100.45,6.8317,1.0,6.8318,
735,20恒丰银行CD050,97.04,2.8499,,2.8499,
736,20东莞农商三农债01,100.60,3.3823,-58.35,3.3826,
737,19杭州联合农商小微01,99.30,4.1822,65.31,4.1828,
738,20江西银行CD019,97.27,2.9502,,2.9502,
739,20苏国信SCP011,99.87,3.0004,-4.99,3.0170,
740,14附息国债17,112.06,3.5100,-8.0,3.5100,
741,18兖矿MTN003,100.49,3.4001,-1.19,3.4014,
742,17进出03,103.02,3.5600,1.0,3.5496,
743,17工商银行二级02,101.63,4.1739,-0.99,4.1739,
744,20嘉善经开PPN001,99.77,4.3562,,4.3561,
745,20光大银行CD230,97.79,3.0300,0.01,3.0300,
746,19华诚医学PPN002,100.00,7.4505,,7.4505,
747,19盐城高新PPN003,100.00,5.9186,,5.9186,
748,20深圳地铁SCP007,100.02,2.9883,-19.17,2.9883,
749,17农发03,100.79,2.9300,-1.84,2.9309,
750,17津住宅MTN001,99.85,7.5602,54.31,7.5595,
751,20成都银行永续债,97.33,5.4278,-3.17,5.4280,
752,20浦发银行CD121,98.33,1.5022,-19.96,1.5022,
753,20贴现国债38,98.76,2.7499,-7.98,2.7566,
754,20乌鲁木齐银行CD113,97.19,3.8514,37.17,3.8514,
755,20成都银行CD035,97.35,2.7999,-48.01,2.7999,
756,20太湖新城SCP011,99.91,3.3000,1.0,3.3000,
757,20光大银行CD200,97.91,2.8201,-3.98,2.8201,
758,20咸宁高新PPN004,99.30,5.9247,-4.87,5.9249,
759,20中国一汽MTN001,97.78,3.7100,-10.0,3.7100,
760,19农四师MTN001,99.29,5.2018,20.18,5.0470,
761,18京国资MTN004,101.57,3.7181,-0.19,3.6988,
762,20江苏债23,99.17,3.6295,-0.05,3.6296,
763,20赣州城投PPN003,99.80,4.7346,8.59,4.7342,
764,20苏州银行CD266,98.48,3.0402,,3.0402,
765,20苏交通SCP035,99.90,3.0506,-4.96,3.0506,
766,20中电投SCP032,99.54,3.9199,-0.62,3.9547,
767,20邮储银行CD004,98.06,2.6999,-59.01,2.6999,
768,20东航股SCP030,99.88,3.0501,-7.99,3.0501,
769,20浦发银行CD131,97.67,2.7801,-15.97,2.7801,
770,18吉林10,101.44,3.2400,,3.2400,
771,20广东顺德农商行CD176,98.17,3.7499,,3.7499,
772,20西安银行CD031,97.78,3.0201,,3.0201,
773,18浙商银行01,100.79,3.1930,-0.7,3.1930,
774,20兴业银行CD522,99.08,3.8000,1.0,3.8000,
775,20贵阳银行CD157,99.27,2.8999,-46.97,2.9132,
776,20中石化MTN001,98.24,3.5100,-8.28,3.5100,
777,20南电MTN003,98.95,3.5000,1.0,3.5000,
778,20建设银行CD101,98.62,2.7001,-22.99,2.7001,
779,20交通银行CD037,97.50,2.9233,-0.67,2.9233,
780,20光大银行CD271,97.82,2.9100,-9.0,2.9633,
781,18荣成专项债,103.67,4.0446,,4.0443,
782,18盐城城南债01,104.35,3.9028,,3.9025,
783,18益阳专项债01,101.67,5.6163,,5.6160,
784,20浦发银行CD128,98.46,1.6049,-29.53,1.6424,
785,16广东债26,99.99,2.8200,,2.8200,
786,20河钢集MTN004,93.36,5.3014,102.14,5.0573,
787,19淮安经开PPN002,100.70,6.9821,-0.19,6.9821,
788,20南通沿海SCP002,99.37,4.0999,1.47,4.0980,
789,19深圳创投MTN003,100.47,4.2185,,4.2204,
790,19新水国资PPN001,100.00,5.6538,,5.6538,
791,20浦发银行永续债,99.61,4.8386,-1.02,4.8399,
792,19靖江北辰MTN001,100.91,6.4242,,6.4250,
793,20昆山高新SCP006,99.55,3.7300,-5.0,3.7275,
794,19湘高速MTN007,99.28,6.7162,12.43,6.7163,
795,19盐城资产MTN001,101.20,4.5017,,4.5006,
796,18桂交投MTN001,100.45,3.6300,-5.98,3.6316,
797,19鲁钢铁MTN001,98.49,5.7037,0.93,5.7016,
798,19粤海MTN001,99.73,3.5800,,3.5815,
799,20汉江国资MTN003,99.39,4.1500,-5.0,4.1503,
800,17国开01,101.70,3.2586,-7.14,3.2609,
801,20连云城建MTN004,98.42,4.5981,-24.87,4.6007,
802,19苏国信MTN003A,99.89,3.5300,,3.5285,
803,20宁舟港CP001,99.88,3.2952,-28.48,3.2834,
804,16淮安城资MTN001,100.00,3.6004,,3.5952,
805,19苏国信MTN004A,100.01,3.5400,,3.5400,
806,20廊坊银行永续债01,93.62,6.3528,16.3,5.2397,
807,16广州地铁可续期债01,94.45,8.8650,,8.8640,
808,20溧水城建MTN001,99.28,4.3250,4.46,4.3266,
809,18贵阳银行绿色金融01,100.58,3.4500,5.0,3.4500,
810,20九龙江MTN001,97.49,4.3086,-5.27,4.3100,
811,14国开28,101.23,2.8178,-0.22,2.8189,
812,20贵州遵义农商银行CD009,99.14,3.4995,,3.4995,
813,19天心城投PPN001,100.50,5.1836,-38.88,5.1836,
814,19国开04,101.35,3.3900,0.5,3.3891,
815,20甬开投MTN005,100.00,7.0076,0.05,7.0076,
816,20北京银行CD006,97.17,2.9697,,2.9932,
817,20汇金MTN001,99.34,3.4825,0.25,3.4809,
818,19陆家嘴MTN002,100.04,3.5500,-3.0,3.5500,
819,20人居地产PPN002,96.92,6.9352,0.53,6.9352,
820,18上汽通用债02,100.61,3.3811,-5.07,3.3811,
821,20中建交通MTN001,97.90,6.8328,3.92,6.8328,
822,19雨花城投PPN002,100.81,4.2996,-90.11,4.2996,
823,19广水投绿色债01,100.17,3.9935,,3.9941,
824,18电科院MTN001,100.57,3.5957,-0.75,3.5988,
825,20进出02,98.76,3.0300,2.99,3.0338,
826,20农业银行CD022,97.65,2.5000,-45.01,2.6866,
827,19任棚改项目NPB,100.60,7.2643,-3.63,7.2638,
828,20民生银行CD265,98.11,2.9101,1.0,2.9068,
829,20广发银行CD210,98.57,2.7999,-20.02,2.7999,
830,20汇金MTN007A,97.13,3.5300,1.0,3.5318,
831,17华发实业MTN002,101.93,4.0000,-2.18,3.9984,
832,20江苏银行CD017,97.27,2.7500,-62.66,2.7500,
833,20京建工MTN001,97.28,3.8200,-6.23,3.8202,
834,18南京银行03,100.71,3.1500,-12.0,3.1500,
835,20新疆债28,96.84,3.6608,11.06,3.6608,
836,17昆交产MTN002,98.96,6.0000,1.0,5.9970,
837,19首旅债01,100.56,3.8980,-0.91,3.8977,
838,17邮储银行二级01,101.46,4.2275,-1.21,4.2275,
839,20民生银行CD109,97.61,2.6999,-24.01,2.6999,
840,19工商银行永续债,99.61,4.5618,1.33,4.5552,
841,19奉贤南桥MTN001,99.39,4.2785,-12.3,4.2796,
842,20黄石城投MTN002,99.11,4.6212,-7.88,4.6204,
843,20浦发银行CD020,97.15,2.7196,-18.06,2.7031,
844,20新疆债24,98.98,3.9550,-2.0,3.9525,
845,20汇金MTN003,98.42,3.4900,1.0,3.4994,
846,20浙能源SCP013,100.04,3.0701,-27.4,3.0313,
847,20广东债64,94.37,3.5900,-1.0,3.5900,
848,19汇金MTN019,99.76,3.4500,1.0,3.4584,
849,15紫金农商二级,99.05,5.3199,,5.3193,
850,18西草堂债,103.33,4.9121,,4.9114,
851,18重庆14,101.49,3.2400,5.0,3.2400,
852,19粤铁建MTN002,99.93,3.7868,-2.0,3.7876,
853,20哈尔滨银行CD262,99.28,2.2496,14.89,2.2496,
854,20越秀交通MTN001,99.59,3.6800,-3.75,3.6787,
855,20贴现国债33,98.92,2.6002,1.0,2.5833,
856,19汇金MTN011,99.99,3.4000,-13.34,3.4000,
857,19华为MTN001,99.59,3.7100,-4.58,3.7100,
858,20河北银行CD034,97.70,3.1199,1.0,3.1199,
859,18平遥农商二级01,96.69,6.3582,,6.3582,
860,19南通滨海MTN001,100.01,5.4696,6.96,5.4696,
861,20抗疫国债03,95.54,3.3200,-0.25,3.3214,
862,19岳阳城建PPN002,101.21,4.8099,-6.03,4.8418,
863,18南电PPN001,100.93,7.0769,-0.27,7.0769,
864,14国开03,100.23,2.7100,1.0,2.7217,
865,18华侨城MTN001,103.27,7.3444,0.19,7.3430,
866,20郑州地铁SCP001,99.87,3.2800,1.0,3.2800,
867,20南航股MTN007,97.22,3.6900,-12.77,3.6900,
868,18中国银行二级01,102.15,4.5199,-1.8,4.5267,
869,15农发12,101.49,3.0478,-1.22,3.0439,
870,18大唐集PPN002,100.87,7.2692,-0.7,7.2692,
871,20兴业银行CD444,99.27,2.8000,0.02,2.7088,
872,20国开09,99.24,3.5200,1.5,3.5743,
873,20平煤化MTN004,92.05,9.9334,0.02,9.9364,
874,20农业银行CD014,97.53,2.8484,-4.46,2.7771,
875,19大唐集MTN003,99.78,6.2769,-2.43,6.2842,
876,20北京银行CD027,97.73,2.8201,-37.0,2.8201,
877,20民生银行CD082,97.41,2.7002,-24.97,2.7002,
878,20上海债24,99.34,3.3500,3.04,3.3500,
879,20汉江国资MTN005,99.06,4.2000,0.19,4.1991,
880,19大唐发电PPN002,100.50,7.0337,4.31,7.0340,
881,20中信银行CD255,97.23,3.9856,48.54,3.9856,
882,18交盈1A2,90.62,,,,
883,20珠海港SCP023A,99.92,3.7903,4.06,3.7903,
884,20吉林银行CD167,99.12,3.5998,6.99,3.5998,
885,20渤海银行小微债,99.48,3.7520,-1.8,3.7510,
886,20越秀集团SCP006,99.64,2.9882,-11.18,3.0001,
887,20兴业银行CD032,97.18,2.6996,-19.99,2.6996,
888,20建设银行CD080,98.59,2.8500,-24.51,2.8500,
889,20滨江城建SCP005,99.45,4.2299,,4.2245,
890,20秦皇岛银行二级01,94.00,5.5067,0.16,5.5065,
891,20江苏银行CD192,96.95,3.1162,-17.38,3.1162,
892,20兴业银行CD529,96.95,3.1495,-0.02,3.1495,
893,20中交四航MTN001,97.30,6.0325,0.14,6.0325,
894,20长城科技MTN001,98.03,4.6044,,4.6044,
895,18光明MTN005,100.61,3.3034,-5.32,3.3000,
896,20光明房产MTN002,98.08,4.5500,32.68,4.5493,
897,20北京银行CD019,97.32,2.7399,-38.02,2.7399,
898,20深圳地铁MTN001,98.65,3.6678,-7.22,3.6689,
899,20农业银行CD143,97.81,2.9500,-9.0,2.9500,
900,17山东06,101.79,2.9000,-1.0,2.9000,
901,16武汉地铁MTN001,98.56,5.3462,0.41,5.3455,
902,19闽投MTN003,101.33,3.8600,,3.8605,
903,20民生银行CD488,97.75,3.0500,-7.0,3.0500,
904,20福建海峡银行CD168,99.20,3.2498,-14.99,3.2498,
905,15桂交投MTN001,99.77,4.0727,-10.73,4.0714,
906,20民生银行CD178,97.90,2.9499,,2.9499,
907,20重庆银行CD174,96.94,3.1200,-18.0,3.1200,
908,20嘉定新城MTN001,97.69,3.5944,-10.2,3.5951,
909,20重庆银行CD176,96.95,3.1201,-22.99,3.1201,
910,19山东债06,99.72,3.2500,1.0,3.2350,
911,14铁道06,105.58,3.5331,0.15,3.5331,
912,20广州银行CD030,97.97,2.9300,-31.99,2.9300,
913,20汉口银行CD082,96.96,3.1000,,3.1000,
914,20五江轻化CP001,99.46,7.6268,182.68,7.6281,
915,20北京农商银行CD284,98.29,3.5000,30.1,3.5000,
916,20北京银行CD032,97.77,3.6001,28.02,3.6001,
917,20南京银行CD156,97.01,3.0500,,3.0500,
918,17湖州城投MTN001,104.31,3.9026,-21.99,3.9013,
919,20兴展投资MTN002,99.86,4.0000,-18.12,4.0000,
920,20江苏银行CD073,97.59,3.0401,-20.99,3.0401,
921,19云能投MTN001,101.02,8.3467,8.71,8.3467,
922,16浦口经开MTN001,100.12,4.0500,1.0,4.0529,
923,20滨湖建设SCP003,99.83,3.9099,-9.02,3.9099,
924,16晋焦煤MTN001,100.68,3.4501,-5.0,3.4454,
925,19南京地铁GN001,101.16,3.7884,0.84,3.7892,
926,16吴中城投PPN001,100.57,4.0000,,4.0000,
927,18北控水务MTN002B,102.45,4.1175,-8.45,4.1159,
928,20成都农商银行CD111,99.27,2.9998,,2.9998,
929,20吴江城投SCP001,99.98,2.7999,-50.04,2.7999,
930,20南京银行二级01,95.29,4.0026,-0.11,4.0026,
931,20浙商银行小微债01,98.91,3.4676,-0.24,3.4688,
932,17附息国债14,101.04,2.7800,1.0,2.7800,
933,20宁波银行CD217,99.81,1.4500,-44.89,1.4500,
934,20西安高新PPN004,100.79,4.8033,-0.28,4.8037,
935,18贵州26,100.82,3.2600,,3.2600,
936,20江苏紫金农商行CD114,99.34,1.7503,,1.7503,
937,20浦发银行CD513,97.08,3.0000,-16.0,3.0000,
938,20东北证券CP008,100.07,2.9858,-32.21,2.9929,
939,20恒丰银行CD392,96.78,3.3100,,3.3100,
940,18浙能源MTN003,102.49,3.7119,-3.0,3.7100,
941,20越秀集团SCP007,99.32,3.1069,-18.45,3.1001,
942,20光大银行CD291,97.79,2.9801,-1.99,2.9801,
943,20青岛国信SCP002,99.87,3.1998,-37.8,3.1998,
944,20浦发银行CD056,97.33,2.8297,-26.01,2.8297,
945,20恒丰银行CD298,98.52,2.9001,,2.9001,
946,20贵阳银行CD169,96.49,3.6424,14.28,3.6424,
947,20紫金矿业MTN003,100.41,4.0482,-0.18,4.0482,
948,20齐鲁银行小微债01,99.99,3.8018,18.49,3.8009,
949,20徽商银行CD129,99.78,1.5990,-40.24,1.5990,
950,20宁波通商银行CD234,99.20,3.1998,,3.1998,
951,20兴业银行CD301,97.17,2.9101,-22.99,2.9101,
952,20青岛农商行CD157,97.67,3.1499,,3.1499,
953,20苏州高新SCP029,99.88,3.3504,0.04,3.3504,
954,19南京浦口PPN001,100.00,5.2480,78.93,5.2480,
955,20兴业银行CD138,97.95,2.7999,-20.02,2.7999,
956,18振业集团MTN001,100.67,4.2875,,4.2785,
957,20民生银行CD213,97.87,2.8001,-39.0,2.8001,
958,20浙商银行CD094,97.00,3.0600,-32.01,3.0600,
959,18恒健MTN001,100.46,3.1000,-3.0,3.1254,
960,19双福项目NPB,100.00,7.4830,,7.4830,
961,20交通银行CD062,97.82,2.9499,-7.0,2.9499,
962,20交通银行CD064,97.89,2.7801,-39.98,2.7801,
963,20中国银行CD066,98.58,2.8800,-12.02,2.8800,
964,20贵阳银行CD173,96.89,3.2000,,3.2000,
965,20民生银行CD495,97.74,3.0499,-10.01,3.0499,
966,20光大银行CD250,97.81,2.9554,-19.47,2.9527,
967,15益高新债,40.10,6.5836,0.36,6.5904,
968,15仁寿债,60.41,5.7020,-1.69,5.7064,
969,20交通银行CD230,97.77,3.0000,-178.32,3.0000,
970,16温城专项债02,60.79,3.9563,-8.74,3.9500,
971,20民生银行CD468,99.28,2.8502,-0.02,2.8502,
972,19中化工MTN002,99.91,3.9000,1.0,3.8996,
973,20晋商银行CD102,98.55,2.9999,,2.9999,
974,17南京银行绿色金融02,101.73,3.2700,,3.2700,
975,16保利南方MTN001,99.99,3.3545,,3.3501,
976,20招银和智2优先C,99.99,,,,
977,17娄底城投PPN001,100.77,5.5801,-4.71,5.5801,
978,20郑州银行CD037,98.39,1.7493,,1.7493,
979,20上海农商02,100.22,3.6682,1.82,3.6691,
980,20渤海银行CD082,97.18,2.8500,-37.0,2.8500,
981,19广新控股MTN004,99.80,3.8169,-12.68,3.8185,
982,20北京农商银行CD235,98.51,3.0000,,3.0000,
983,18宣城国资PPN003,100.91,4.4000,,4.3808,
984,20昆仑银行CD169,98.50,2.9801,,2.9801,
985,20招商银行CD098,97.08,3.0801,,3.0801,
986,20江苏银行CD113,97.05,3.0700,1.0,3.0700,
987,20抗疫国债01,97.15,3.0950,-4.5,3.0950,
988,20华夏银行CD391,99.29,2.6702,-31.95,2.6702,
989,20农业银行CD019,98.33,1.5022,-9.6,1.5022,
990,20三一MTN002,97.69,4.2924,-7.76,4.2912,
991,20民生银行CD532,97.03,3.0400,-24.0,3.0400,
992,20中交三航SCP004,100.00,2.3195,-18.95,2.3195,
993,20广州银行CD015,97.23,2.9002,,2.9002,
994,20宁波银行CD018,97.19,2.8500,-15.03,2.8500,
995,20农业银行CD133,97.79,2.9800,-25.0,2.9800,
996,20农业银行CD083,98.60,2.8102,-13.22,2.8102,
997,19九江置地MTN001,99.12,4.5231,3.14,4.5217,
998,20鲁金SCP005,99.51,3.2999,-20.01,3.2968,
999,20民生银行CD559,97.05,3.0300,-51.17,3.0300,
1000,17民泰商行二级02,99.04,5.1679,,5.1676,
1001,19如皋沿江PPN001,100.55,5.5173,-4.93,5.5173,
1002,20广晟SCP005,99.79,3.4098,-10.14,3.4034,
1003,18湖北科投MTN001BC,103.98,4.0514,-12.06,4.0507,
1004,16东台国资债,58.40,5.6849,-0.01,5.6849,
1005,20亳州城建CP001,99.41,4.0306,1.0,4.0306,
1006,20贵州清镇农商行CD025,99.74,3.1000,,3.1000,
1007,20温州银行CD193,98.26,3.5496,,3.5496,
1008,20光大银行CD310,97.02,3.0500,-31.74,3.0500,
1009,20中国银行CD100,97.80,2.9700,-3.0,2.9700,
1010,20武清国资CP001,99.14,5.3320,1.0,5.3320,
1011,20中国银行CD097,97.80,2.9699,1.0,2.9699,
1012,20中信银行CD304,97.02,3.0500,-31.74,3.0500,
1013,20中信银行CD041,98.46,1.6511,-4.88,1.6511,
1014,20民生银行CD433,97.07,3.0000,1.0,3.0000,
1015,20中信银行CD159,98.61,2.7999,-11.0,2.7999,
1016,20兴业银行CD095,97.66,2.7398,-73.66,2.7398,
1017,20华融湘江银行CD175,97.20,3.8500,-32.93,3.8500,
1018,20中信银行CD212,98.60,2.6901,-26.0,2.6901,
1019,20广州农村商业银行CD094,98.55,2.8000,-18.02,2.8000,
1020,19哈尔滨银行CD100,96.64,2.2009,-104.93,2.2009,
1021,20大庆城投MTN002,100.00,6.1866,-0.08,6.1866,
1022,20兴业银行CD351,97.01,3.1299,-9.01,3.1299,
1023,18青岛城投PPN001,100.52,3.6968,-4.32,3.6968,
1024,18舟山交投PPN002,100.00,6.0759,,6.0759,
1025,20招商银行CD205,96.97,3.1292,-0.05,3.1292,
1026,18越秀集团MTN006,100.83,7.0943,0.88,7.0943,
1027,20农业银行CD146,97.11,2.9450,-35.5,2.9450,
1028,20兴业银行CD245,98.06,2.9399,-6.01,2.9399,
1029,18中交房产MTN001,100.73,3.6735,-3.0,3.6700,
1030,20华夏银行CD451,99.07,3.9463,-0.49,3.9463,
1031,20首钢SCP006,99.76,3.2999,-0.92,3.2999,
1032,18川铁投MTN007,100.64,7.4477,1.34,7.4477,
1033,20中航租赁MTN003,99.31,4.2381,-9.73,4.2460,
1034,20江苏21,100.48,3.8375,-0.75,3.8375,
1035,16贵阳银行小微02,100.05,3.3300,-14.0,3.3283,
1036,20交通银行CD167,97.09,3.0200,-10.0,3.0200,
1037,20浙江瑞安农商行CD052,98.36,3.3501,,3.3501,
1038,20交通银行CD028,97.34,2.7000,-25.0,2.7000,
1039,19平安银行CD289,97.04,1.7214,-77.83,1.7214,
1040,20民生银行CD484,97.84,2.8900,-24.0,2.8900,
1041,20兴业银行CD240,97.39,2.8500,-4.0,2.8500,
1042,20华夏银行CD098,97.68,2.7402,-11.97,2.7402,
1043,20广新控股SCP026,100.01,2.3515,,2.3515,
1044,20北京银行CD038,97.96,2.8199,-39.02,2.8199,
1045,20扬州经开PPN003,99.16,4.7012,,4.7012,
1046,20湘家荡PPN002,98.70,4.8542,-4.56,4.8542,
1047,20宁波银行CD113,98.81,2.8999,10.02,2.8999,
1048,19农业银行CD224,97.02,1.1010,-69.9,1.1010,
1049,17交通银行二级,101.13,4.2892,1.0,4.2892,
1050,20汤山建设PPN002,98.93,5.1537,0.05,5.1537,
1051,20南航股MTN008,97.21,3.6900,-11.22,3.6900,
1052,16南京银行二级01,100.03,4.1621,2.03,4.1621,
1053,20浦发银行CD424,97.02,3.0500,-11.0,3.0500,
1054,17华电股MTN001,101.78,3.4900,-8.36,3.4900,
1055,17华能MTN001,101.75,3.5100,-3.0,3.5100,
1056,20浙商银行小微债02,97.83,3.4900,-1.0,3.4900,
1057,20兖矿MTN001A,96.32,4.4100,24.0,4.4100,
1058,19陕煤化MTN002,99.37,4.6000,21.16,4.6000,
1059,19苏交通MTN001,101.23,3.8000,-3.92,3.8000,
1060,19汇金MTN007,100.45,3.3800,-12.63,3.3800,
1061,16东至债,59.86,5.0202,24.44,4.9101,
1062,20光大银行CD235,97.85,2.9001,,2.9001,
1063,14三峡MTN002,101.07,3.3000,-10.0,3.3000,
1064,20长城证券CP008,99.78,3.9999,1.0,3.9999,
1065,20广发银行CD233,99.32,2.7002,-19.97,2.7002,
1066,20浦发银行CD452,99.26,2.8896,3.99,2.8896,
1067,20沪电力SCP022,99.96,2.8004,-21.95,2.8004,
1068,20民生银行CD391,98.61,2.7201,,2.7201,
1069,20东莞农村商业银行CD060,97.28,2.9880,,2.9880,
1070,19京基投MTN001A,99.81,3.8241,-4.7,3.8241,
1071,20建设银行CD015,98.14,2.8648,-18.51,2.8648,
1072,20光大银行CD074,97.52,2.6998,,2.6998,
1073,20桐庐国资CP001,99.68,4.0647,-6.52,4.0647,
