,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
479,20重庆银行CD171,96.86,3.2199,-88.01,3.2199,
480,18华侨城MTN003,101.01,7.4584,0.11,7.4581,
481,20贵州银行CD107,96.68,3.4200,-17.96,3.4200,
482,20鲁黄金SCP007,99.61,3.3000,,3.2968,
483,20泉州银行CD098,96.57,3.5497,,3.5497,
484,20重庆农村商行CD283,97.62,3.2497,,3.2497,
485,20邮储银行CD003,97.97,2.9499,-7.0,2.9499,
486,14苏园建MTN001,101.56,3.5800,,3.5800,
487,20光大银行CD257,97.71,3.1199,-20.0,3.1199,
488,20永业SCP004,99.73,3.7501,-4.36,3.7478,
489,18辽宁债05,101.84,3.1650,,3.1575,
490,19汇金MTN019,99.67,3.5000,-0.73,3.4996,
491,20华夏银行CD463,98.01,4.1017,93.19,4.1017,
492,20西安银行CD052,98.54,2.9998,-23.01,2.9998,
493,20久事MTN002,98.66,4.0571,-0.47,4.0576,
494,20广西北部湾银行CD396,98.28,3.4997,,3.4997,
495,20湖北银行CD078,97.33,3.6501,-0.28,3.6501,
496,20浦发银行CD072,97.30,2.9001,-4.01,2.9001,
497,20福州城投SCP008,99.89,3.3499,,3.3499,
498,19闽能源MTN001,100.40,3.5242,,3.5185,
499,20桂林银行CD238,99.78,2.0520,-74.77,2.0520,
500,20浦发银行CD030,97.17,2.8997,1.0,2.8997,
501,20华夏银行CD321,98.55,2.9202,0.04,2.9202,
502,20国金证券CP008,100.01,2.2465,,2.2465,
503,20广州农村商业银行CD094,98.52,2.9302,-35.99,2.9302,
504,20渤海银行CD324,98.52,3.0537,2.38,3.0284,
505,20渤海银行CD496,98.24,3.6000,32.03,3.6000,
506,19贵阳银行CD183,96.94,1.9991,,1.9991,
507,20申能股CP001,99.45,3.2089,-29.93,3.2014,
508,20东方医药CP001,100.00,5.9990,,5.9976,
509,20北京银行CD154,96.88,3.2001,-3.99,3.2001,
510,19国泰君安金融债01,99.91,3.5268,-15.32,3.5284,
511,20西安银行CD015,97.11,3.3000,,3.3000,
512,20农业银行小微债01,96.83,3.4077,-0.12,3.3898,
513,20光大银行CD276,97.69,3.1400,-8.0,3.1400,
514,20首钢SCP008,99.61,3.4072,-19.27,3.4000,
515,20浙商银行CD113,98.97,4.2736,-0.97,4.2736,
516,20华夏银行CD052,97.26,3.0000,-92.53,3.0000,
517,20北京农商银行CD215,98.50,3.0001,,3.0001,
518,20兴业银行CD301,97.02,3.1399,-1.01,3.1399,
519,20云铜股SCP003,99.89,3.7798,-2.03,3.7798,
520,20远东租赁SCP009,99.44,3.4416,-8.44,3.4458,
521,17进出绿色债01,100.18,1.8157,-18.44,1.8303,
522,20武汉农商行CD047,99.27,2.0001,-0.22,2.0001,
523,20江西银行CD083,96.93,3.2001,,3.2001,
524,20鲁高速SCP002,99.99,2.2524,0.39,2.2524,
525,16进出10,98.35,3.5000,-0.5,3.5000,
526,20贵阳农商行CD078,99.74,3.0503,,3.0503,
527,20民生银行CD523,96.90,3.1900,-6.0,3.1900,
528,19海曙广聚MTN001,100.40,4.1044,,4.1044,
529,20武汉农商行CD077,98.28,3.4997,,3.4997,
530,20中信银行CD280,97.69,3.1400,,3.1400,
531,17建元7A2,70.56,,,,
532,19大足工业MTN001,100.96,6.3441,-16.55,6.3440,
533,15国开21,100.76,3.1600,-4.0,3.1600,
534,20中信银行CD317,96.91,3.1868,-9.29,3.1792,
535,20银河证券CP015,99.89,3.8502,1.0,3.8502,
536,20东莞农村商业银行CD176,96.79,3.3000,-3.0,3.3000,
537,20国泰君安CP010,99.96,3.1202,-25.97,3.1202,
538,20徽商银行CD146,96.76,3.3497,,3.3497,
539,20民生银行CD082,97.36,2.9499,,2.9499,
540,20民生银行CD083,97.36,2.9499,-17.02,2.9499,
541,20万华化学SCP002,99.97,2.6500,-30.02,2.6500,
542,20浙商银行CD027,97.32,3.0501,-5.0,3.0501,
543,20徽商银行CD137,98.38,3.3001,-50.0,3.3001,
544,18豫交投MTN001,103.19,4.0729,-12.92,4.0729,
545,16同盛投资MTN001,100.17,3.6234,,3.6234,
546,20民生银行CD467,97.71,3.1200,-17.01,3.1200,
547,14国开03,100.27,2.7050,1.0,2.7050,
548,20浦发银行CD483,97.70,3.1300,-11.0,3.1300,
549,20重庆三峡银行CD207,99.16,3.4496,,3.4496,
550,20兴业银行CD050,97.21,2.8998,-9.99,2.8998,
551,20农业银行CD010,97.56,2.9402,-10.99,2.9402,
552,20瓯海农商行CD057,98.33,3.4000,,3.4000,
553,20兴业银行CD094,98.44,1.6992,4.95,1.6992,
554,20渤海银行CD402,98.50,3.0499,,3.0499,
555,19中原银行CD404,96.94,1.8514,,1.8514,
556,20中信银行CD018,97.30,2.9001,-20.0,2.9001,
557,20浦发银行CD012,97.15,2.8997,-7.03,2.8997,
558,20杭州银行CD235,96.88,3.2200,-17.97,3.2200,
559,20东莞银行CD165,97.49,3.1699,,3.1349,
560,19重庆交投MTN002,101.99,4.0500,,4.0500,
561,20兴业消费金融债01,99.36,3.9500,,3.9500,
562,20宁沪高SCP024,99.49,3.9000,1.0,3.9000,
563,20兴业银行CD485,96.93,3.1566,-9.34,3.1583,
564,20渤海银行CD470,99.23,3.0301,-19.98,3.0301,
565,20吉时代4A1_bc,99.87,,,,
566,19中电债01,99.77,3.6124,-18.46,3.6124,
567,20江苏银行CD062,97.74,3.0201,-16.99,3.0301,
568,20重庆农村商行CD146,98.88,1.7006,-4.87,1.7006,
569,20广州银行CD078,96.84,3.2500,-17.0,3.2500,
570,20兴业银行CD085,98.31,1.6007,,1.6007,
571,20广州农村商业银行CD066,98.85,1.6976,-0.37,1.6976,
572,15国开16,101.28,3.0900,0.19,3.0896,
573,19交通银行CD282,96.99,1.5494,-34.95,1.5494,
574,20招商银行CD010,97.17,2.8995,-0.02,2.8995,
575,20瓯海农商行CD058,98.33,3.3997,,3.3997,
576,15建设银行二级01,100.05,3.9889,0.55,3.9889,
577,20进出668,98.94,1.3998,-35.92,1.3998,
578,20华融湘江银行CD174,98.42,3.2197,,3.2197,
579,20江苏银行CD119,97.00,3.1500,-2.0,3.1500,
580,20乐清农商银行CD069,99.73,3.1992,,3.1992,
581,20江苏紫金农商行CD116,99.34,2.0501,-15.06,2.0501,
582,20广州农村商业银行CD049,98.31,1.7509,-10.02,1.7509,
583,18贵州16,100.51,2.8500,-15.0,2.8500,
584,18附息国债07,100.24,2.6300,1.0,2.6310,
585,16锦州银行二级,100.20,4.2610,-3.8,4.2420,
586,17江苏债03,100.72,2.9300,1.0,2.9300,
587,20进出11,100.00,3.7400,1.62,3.7400,
588,20江苏银行CD114,97.01,3.1300,14.99,3.1167,
589,19苏交通MTN002,100.49,3.4763,-0.74,3.4814,
590,15巢城投债,40.87,3.8999,-21.01,3.9104,
591,15浙滨债,60.26,4.2116,-7.72,4.2201,
592,20宿迁经开CP002,100.00,5.4967,-0.08,5.4967,
593,19国电MTN003,99.92,3.5400,-9.5,3.5387,
594,18广州地铁MTN004,100.44,3.8194,-5.81,3.8194,
595,20中国银行CD107,96.94,3.1500,-12.97,3.1500,
596,15农发04,101.02,3.0500,-13.0,3.0501,
597,18渝文资MTN001,102.24,4.6376,,4.6376,
598,20乌城投MTN001,96.90,4.2813,,4.2800,
599,20青岛旅游MTN001,99.00,4.5771,,4.5771,
600,19国开投MTN001A,100.19,3.4850,-3.99,3.5003,
601,20昆仑银行CD182,98.12,3.9000,1.0,3.9000,
602,20中电信SCP015,99.99,2.0017,1.0,2.0017,
603,20宁波银行CD210,99.80,1.6502,5.15,1.6502,
604,17贵阳观城项目NPB01,100.65,6.8659,,6.8564,
605,20江苏银行CD226,96.85,3.2500,-14.97,3.2500,
606,16浙商银行债,100.12,2.9301,-1.98,2.9417,
607,20中国银行CD011,97.91,2.8900,-20.01,2.8900,
608,20东莞农村商业银行CD123,98.88,1.7021,,1.7021,
609,19平安银行二级,100.56,4.4648,1.77,4.4620,
610,16附息国债17,98.48,3.0342,0.5,3.0348,
611,20农发清发03,100.17,3.1400,-4.0,3.1399,
612,14港中旅MTN002,101.59,3.3700,-2.99,3.3678,
613,18华靖资产MTN001,101.58,6.3205,1.97,6.3225,
614,11国开58,101.19,2.8900,-2.78,2.8900,
615,20江苏银行CD220,96.86,3.2300,-3.0,3.2300,
616,20粤珠江MTN003,100.77,4.4103,-19.77,4.4252,
617,20厦门银行CD178,99.36,1.8005,-79.95,1.8005,
618,15农发12,101.45,3.0878,0.56,3.0878,
619,20新疆债05,97.40,3.9550,,3.9638,
620,20交通银行CD038,97.55,2.9501,5.0,2.9501,
621,20苏州高新SCP027,99.55,3.6001,4.02,3.5926,
622,20瑞泽质享1优先,75.86,,,,
623,15益高新债,40.11,6.5800,-2.31,6.5401,
624,19农发09,99.67,3.3347,-3.04,3.3347,
625,14进出73,101.16,3.0100,2.69,3.0025,
626,20飞驰建融2A_bc,99.91,,,,
627,20光大银行CD091,97.51,2.9521,2.19,2.9440,
628,16北京银行02,100.08,2.9202,-22.85,2.9343,
629,16赣州银行二级,100.11,4.1678,-10.77,4.1678,
630,20国药控股SCP008,99.83,3.1619,-11.81,3.1619,
631,20咸宁高新PPN003,99.70,5.8054,-48.36,5.8050,
632,20招商蛇口SCP008,99.72,3.1941,-0.59,3.1980,
633,20农业银行CD008,97.41,3.2469,76.68,3.2469,
634,20洪市政MTN003,99.40,6.6707,1.94,6.6706,
635,18信达地产PPN002,100.11,5.8516,7.69,5.8516,
636,19中建一局MTN001,101.01,7.4651,0.08,7.4657,
637,20皖能源SCP002,99.98,3.1711,-0.9,3.2256,
638,17汴投绿色债,94.40,4.7190,-42.76,4.7189,
639,18江南农商二级01,101.15,4.9695,6.72,4.9692,
640,20昆仑银行CD183,97.13,3.9700,1.0,3.9700,
641,20泉州台商SCP003,99.69,4.4340,-6.49,4.3891,
642,20农业银行CD017,98.30,1.8011,0.21,1.7843,
643,16平安银行二级,100.04,3.8381,6.37,3.8381,
644,18山西债21,100.59,2.8700,-8.01,2.8700,
645,20南昌城投SCP004,100.01,2.6006,-4.87,2.6006,
646,19郑州公用PPN001,100.00,4.4339,11.5,4.4339,
647,16黄石城投PPN001,100.18,4.5882,3.82,4.5882,
648,17邯郸银行二级,102.55,5.2207,-22.21,5.2025,
649,20未来科技PPN001,99.69,5.0000,,5.0000,
650,20青白江PPN001,100.00,6.9864,-0.02,6.9856,
651,20山西债38,99.91,3.2500,-1.0,3.2500,
652,20华夏银行CD034,97.18,3.0001,,3.0001,
653,20中信银行CD006,97.18,3.0001,-7.01,3.0001,
654,20进出04,99.83,2.7799,4.01,2.7345,
655,19河钢集MTN005,99.60,7.1814,1.26,7.2415,
656,16邵阳湘商项目债,75.48,8.9825,-0.06,8.9815,
657,17水利十四MTN002,102.42,7.6854,0.15,7.6854,
658,19晋焦煤MTN003A,99.42,3.9031,53.37,3.9002,
659,20铁建房产CP002,99.77,3.4001,,3.4174,
660,20象屿SCP023,100.00,3.6893,-0.03,3.6893,
661,20荆州城投MTN004,98.93,4.3964,-5.54,4.3958,
662,19渝高速MTN001,100.25,4.0300,-16.14,4.0300,
663,20广州地铁SCP004,99.67,3.1000,-33.15,3.1051,
664,19青岛银行债03,100.31,3.4665,-6.35,3.4683,
665,19沪港务MTN002,99.83,3.4305,1.0,3.4311,
666,19兖矿MTN001A,100.06,3.9352,-1.48,3.9304,
667,20平安银行CD302,97.70,3.1300,-6.31,3.1372,
668,20华侨城MTN001,99.11,6.3084,-0.25,6.3082,
669,19紫金矿业MTN001B,99.95,4.3100,-5.04,4.3100,
670,18京住总MTN002,101.45,8.3456,-0.22,8.3456,
671,19徐州经开PPN002,100.47,4.6950,-1.87,4.6950,
672,18洛银租赁债,100.40,4.1400,-88.89,4.1400,
673,16浏阳经开债01,59.59,5.0180,-3.21,5.0134,
674,20桐庐国运PPN001,99.13,4.8026,,4.8027,
675,20华发实业SCP001,99.99,2.8913,,2.8913,
676,15进出04,101.06,2.9727,1.0,2.9692,
677,20海通恒信SCP007,99.75,3.7298,7.99,3.5961,
678,20汉口银行CD035,97.33,3.6399,23.98,3.6399,
679,20重庆农村商行CD126,98.88,1.7498,8.95,1.7498,
680,20中电投SCP027,99.90,3.1001,31.77,3.1001,
681,20贵州债40,96.13,3.6800,4.0,3.6800,
682,20恒丰银行CD423,99.21,3.2002,-9.96,3.2002,
683,16营经开债02,78.99,7.7186,-23.89,7.6415,
684,19铁道07,99.31,3.5500,-3.0,3.5498,
685,14汉车都债,20.13,3.7985,,3.7369,
686,20江西银行CD028,97.78,2.9801,-31.99,2.9801,
687,19浙江债03,99.91,3.2200,2.0,3.2200,
688,18河南01,100.41,2.8602,1.21,2.8602,
689,18浙江08,100.57,2.8794,-5.06,2.8366,
690,20贴现国债54,98.63,2.7900,0.99,2.7900,
691,19浙江12,100.28,3.2300,,3.2300,
692,20江门滨江PPN001,100.00,5.0499,,5.0498,
693,18西部物流PPN002,100.00,5.9934,,5.9934,
694,17联合农商二级02,100.23,4.9541,8.48,4.9541,
695,19陕煤化MTN004,97.41,4.7985,29.86,4.6001,
696,19日照港MTN003,100.43,7.7559,-0.06,7.7559,
697,18芜湖建设MTN002,100.97,4.2200,-2.0,4.2243,
698,19鹰潭投资MTN001,100.58,4.5960,37.42,4.5971,
699,20中国银行CD088,99.25,2.9497,-5.01,2.9165,
700,18上海城开MTN001,100.55,3.9053,,3.9101,
701,16南浦口MTN001,99.65,3.8150,-5.11,3.8197,
702,19洪市政MTN001,101.72,4.0016,-6.17,4.0000,
703,19洋河MTN001,100.13,3.7871,-8.91,3.7871,
704,17铁道12,101.37,3.3800,3.0,3.3800,
705,19南电MTN005,100.28,3.4400,2.0,3.4400,
706,20碧水源(疫情防控债)CP001,100.11,5.8107,29.33,5.8053,
707,14鹿城债,20.26,4.0771,-10.32,4.0942,
708,18皖铁基金PPN001,100.43,4.2501,26.45,4.2552,
709,14金城债,20.22,3.7896,,3.7896,
710,18广物控股MTN002,100.75,8.9240,,8.9240,
711,14金灌债,20.18,4.7304,0.08,4.7304,
712,18中建MTN002,102.49,3.7000,-3.0,3.6991,
713,16昆明城投PPN001,99.98,5.0003,97.0,5.0003,
714,18陕煤化MTN003,101.45,4.3300,-9.19,4.3601,
715,15邯郸建投债,40.53,4.0064,,4.0064,
716,16首机场MTN002,99.93,3.2601,,3.2587,
717,18农发01,105.97,3.3890,1.9,3.3895,
718,20贴现国债51,99.36,2.6130,-1.23,2.6130,
719,18浙能源MTN003,102.46,3.7300,-1.0,3.7291,
720,18中铝MTN002,100.80,9.2806,0.17,9.2811,
721,18郑州投资PPN001,100.56,5.3599,,5.3599,
722,20海峡银行二级01,94.74,5.2978,,5.2981,
723,15锡城发MTN001(7年期),102.10,3.7497,-4.91,3.7497,
724,20交通银行CD011,97.13,2.9004,-14.94,2.9004,
725,17泰隆商行二级,100.94,4.8205,-17.39,4.8205,
726,15郫县国投债,40.00,6.8844,,6.8844,
727,18浦发银行二级02,101.97,4.6498,-0.1,4.6429,
728,20杭金投MTN002A,96.93,3.9700,-7.27,3.9721,
729,20青岛北发MTN001,98.53,4.2229,-7.99,4.2211,
730,20进出03,97.72,3.2000,-1.91,3.1969,
731,19附息国债14,99.88,2.8200,-1.0,2.8745,
732,16赣高速PPN001,100.12,7.3170,2.5,7.3170,
733,20东航股SCP023,99.99,2.0970,9.96,2.1061,
734,20北辰科技CP003,100.05,6.0536,-76.64,6.0210,
735,16焦作投资MTN001,100.03,3.8996,-6.27,3.8901,
736,17农发15,105.06,3.5300,1.06,3.5320,
737,18国电集MTN003,100.42,3.0617,-0.82,3.0617,
738,20银河证券CP013,99.98,3.1003,2.04,3.1003,
739,19九江城投MTN002,100.71,4.2124,-3.4,4.2126,
740,18四川天府小微债01,100.46,3.5600,,3.5547,
741,20越秀交通MTN001,99.45,3.7469,-3.06,3.7499,
742,20中化工SCP004,99.98,2.5490,-35.12,2.5493,
743,20中国银行CD095,97.74,3.0600,-16.99,3.0600,
744,18陕交建MTN003,101.09,8.0192,1.0,8.0203,
745,20甬交投MTN001,99.33,3.8300,-19.0,3.8296,
746,19兖矿MTN002,100.62,3.9500,-5.0,3.9500,
747,20青岛银行CD085,96.06,4.4517,,4.4517,
748,20贴现国债47,98.70,2.6799,-9.34,2.6799,
749,20广发证券CP009BC,100.00,3.0996,-9.01,3.0996,
750,20江苏银行CD027,97.30,2.9501,-14.97,2.9501,
751,20广核电力MTN001,99.71,3.7300,,3.7290,
752,20蓝光MTN003,96.39,9.1631,0.88,9.1600,
753,19西基投MTN001,99.53,4.1115,-3.66,4.1101,
754,20大连银行CD289,96.43,3.6996,,3.6996,
755,20浦发银行CD100,97.35,3.1698,-8.04,3.1698,
756,18京能源MTN002,100.70,3.3100,-4.49,3.3120,
757,19重汽MTN001,100.04,3.7548,,3.7501,
758,20皖投集CP001,99.81,3.3081,-1.2,3.3081,
759,20保利发展MTN005,100.43,3.8218,-2.82,3.8200,
760,20江苏银行CD007,97.13,2.8999,-5.04,2.8999,
761,20沪国盛债02,99.70,3.6674,-3.21,3.6668,
762,16鞍山银行二级,99.61,4.5788,23.1,4.5786,
763,20农业银行CD137,98.23,3.7504,65.05,3.7504,
764,18稠州商行二级01,101.40,5.7666,-22.85,5.7665,
765,17盛京银行二级,92.08,6.3304,,6.3302,
766,17德清农商二级,99.54,5.1275,,5.1275,
767,20平安银行CD301,97.69,3.1400,-15.36,3.1400,
768,20渤海证券CP012,100.02,3.5000,0.01,3.5000,
769,18湖南04,101.41,3.1250,-2.0,3.1300,
770,20中信银行CD219,98.25,4.1531,117.3,4.1531,
771,20中国银行CD060,98.55,2.9299,-7.02,2.9299,
772,20大唐集MTN001,97.96,5.8093,0.61,5.8093,
773,18王府井集MTN001,100.64,3.5056,-1.17,3.5100,
774,20中信银行CD309,96.92,3.1700,-0.67,3.1700,
775,20兴业银行CD140,97.87,2.9500,-25.0,2.9460,
776,20晋能SCP003,99.14,5.1449,29.5,5.1500,
777,20民生银行CD518,97.70,3.1400,-5.34,3.1400,
778,19中化工MTN005,100.33,3.5279,-48.21,3.5279,
779,19物产中大MTN002,99.49,4.1000,-14.0,4.1000,
780,20中材科技CP001,99.56,3.6399,,3.6399,
781,20浙商证券CP009,100.02,2.0998,-40.01,2.0998,
782,20深能源MTN001,98.20,3.9100,-9.0,3.9100,
783,20京国资MTN002,97.88,3.9000,-6.0,3.9000,
784,20交通银行CD252,97.72,3.1000,-23.01,3.1000,
785,20沪港务SCP006,99.52,3.1301,-15.99,3.1254,
786,20农业银行CD094,98.58,2.8801,-21.98,2.8801,
787,20中电投MTN005,98.55,5.9744,,5.9744,
788,20民生银行CD070,97.30,2.9001,-20.98,2.9001,
789,20晋商银行CD158,99.33,2.0015,24.82,2.0015,
790,20民生银行CD026,97.19,2.8998,1.0,2.8998,
791,20交通银行CD185,98.57,2.8801,-16.99,2.8801,
792,18越秀集团MTN001,103.19,3.6600,-0.86,3.6589,
793,19平安租赁MTN003,100.27,3.9500,0.27,3.9487,
794,18江苏债09,100.47,2.8500,-5.0,2.8500,
795,20武汉农商行CD028,98.73,2.0486,6.97,2.0486,
796,20北京银行CD005,97.15,2.9299,-0.01,2.9299,
797,17华能MTN001,101.72,3.5367,-4.33,3.5400,
798,15蜀州城投债,40.02,6.4701,,6.4771,
799,20飞驰建普3C,99.90,,,,
800,19中油股MTN003,100.05,3.6400,-4.17,3.6400,
801,20浦发银行CD111,97.52,2.8999,1.0,2.8999,
802,19中信银行CD287,96.98,1.7054,20.72,1.7054,
803,20苏国信MTN006,96.65,3.9000,-11.92,3.9004,
804,20中国银行CD004,97.71,2.9101,-8.99,2.9101,
805,20交通银行CD214,99.27,2.9098,-28.05,2.9098,
806,20农业银行CD006,97.47,2.8900,-17.0,2.8900,
807,20兴业银行CD131,97.58,3.7594,-0.55,3.7594,
808,20珠海华润银行CD032,97.73,3.0900,,3.0900,
809,20中信银行CD282,97.05,4.1724,-0.33,4.1724,
810,18上海电气MTN001,100.48,3.4250,-0.91,3.4195,
811,20衡阳滨江CP001,99.49,4.8100,-7.06,4.8124,
812,20中信银行CD150,97.06,3.1000,-4.99,3.1000,
813,20华夏银行CD316,98.55,2.9002,-20.99,2.9002,
814,15苏交通MTN004,100.02,2.0980,-0.42,2.0980,
815,17柯桥国资MTN001,102.91,4.0000,2.0,4.0000,
816,19宿迁产业MTN001,99.78,3.9972,-19.53,3.9986,
817,20民生银行CD109,97.56,2.9400,-14.0,2.9400,
818,20渤海银行CD438,98.46,3.1101,,3.1101,
819,20华电SCP015,99.67,3.0402,-41.0,3.0402,
820,20青岛农商行CD206,96.69,3.4197,,3.4197,
821,18萧山国资MTN003,100.63,3.5257,-17.02,3.5300,
822,20华夏银行CD453,99.09,3.8000,1.0,3.8000,
823,19建安投资MTN004,99.39,4.3317,13.08,4.3317,
824,20浦发银行CD484,96.87,3.2200,-5.0,3.2200,
825,20农业银行CD143,97.76,3.0400,-17.0,3.0400,
826,20华夏银行CD339,99.37,1.5981,-10.16,1.5981,
827,17建元1A2,61.84,,,,
828,16铁道11,98.26,3.6815,-0.7,3.6800,
829,18粤交投MTN001,100.78,8.4387,0.67,8.4369,
830,20中国银行CD086,99.26,2.9003,-1.69,2.9003,
831,20兴业银行CD007,97.22,2.8497,,2.8497,
832,20北京银行CD141,96.88,3.2000,-5.0,3.2000,
833,20重庆银行CD024,97.18,3.0302,,3.0302,
834,20苏广播MTN001,97.08,4.1100,-7.51,4.1089,
835,20苏州银行CD309,96.87,3.2300,-12.0,3.2300,
836,18川交投MTN001,100.35,3.3003,-10.97,3.3003,
837,16临沂投资MTN002,100.13,3.7299,,3.7358,
838,18冠城大通MTN001,100.00,7.5937,0.08,7.5895,
839,20农业银行CD016,97.46,3.1000,0.01,3.1000,
840,20交通银行CD052,97.92,2.9500,-9.01,2.9500,
841,20中国银行CD017,97.77,3.0001,-15.0,3.0001,
842,20南京银行CD140,98.50,3.0001,-12.99,3.0001,
843,16苏高新城债,59.65,4.6500,,4.6466,
844,20东莞农村商业银行CD153,99.25,2.9604,-23.97,2.9604,
845,20厦路桥SCP007,99.93,3.0788,,3.0788,
846,20浙商银行CD071,99.36,1.6478,-15.04,1.6478,
847,20百联集SCP003,99.80,3.2003,-35.96,3.1699,
848,19中化工MTN004,99.49,3.9430,-20.7,3.9401,
849,20广发银行CD210,98.51,3.0001,1.0,3.0001,
850,18舟山旅游MTN002,102.88,4.4600,-1.0,4.4590,
851,20厦门国际银行CD078,97.35,3.4959,27.58,3.4959,
852,20厦门农商行CD027,96.57,3.5497,,3.5497,
853,20金融街SCP003,99.89,3.2999,-5.02,3.2999,
854,20渤海银行小微债,99.48,3.7520,22.86,3.7510,
855,16上海11,99.03,3.1600,1.0,3.1600,
856,18冀东水泥MTN001,102.74,8.8705,1.7,8.8705,
857,20光大银行CD088,98.31,1.5992,4.7,1.5992,
858,20宿迁新城CP001,99.26,4.7341,1.0,4.7341,
859,20宿迁新城SCP002,99.45,4.7734,1.0,4.7734,
860,20恒丰银行CD328,98.50,3.0501,-21.01,3.0501,
861,20杭州银行CD191,98.42,3.2301,1.0,3.2301,
862,19淮安交通PPN001,100.09,5.1720,1.88,5.1720,
863,19泸州窖MTN002,100.37,3.9640,-0.51,3.9583,
864,20天津银行CD351,99.23,2.9998,-50.0,2.9998,
865,20华夏银行CD098,97.63,2.8599,-134.02,2.8599,
866,20北京银行CD127,97.61,3.2700,1.0,3.2700,
867,20渤海银行CD448,98.47,3.1100,-0.5,3.1100,
868,20长沙银行CD210,96.76,3.3497,,3.3497,
869,14定海债,20.33,4.3574,-14.7,4.3689,
870,20闽投MTN002,97.94,3.9313,,3.9307,
871,20江苏银行永续债,95.82,4.8948,1.22,4.8948,
872,20珠海华润银行CD002,96.95,3.0491,-4.05,3.0491,
873,20平安银行CD255,99.28,2.8502,-4.95,2.8502,
874,20汉口银行CD150,96.10,4.1000,1.0,4.1000,
875,16大连万达MTN002,99.68,4.7372,-3.41,4.7372,
876,20九江银行CD111,96.71,3.4100,,3.4100,
877,20兴业银行CD339,97.00,3.1500,,3.1500,
878,14闽高速MTN002,102.41,3.3904,,3.3904,
879,20民生银行CD521,96.89,3.2000,-1.64,3.2000,
880,20广发银行CD167,99.38,1.6002,-25.08,1.6002,
881,20光大银行CD093,98.34,1.6000,-4.88,1.6000,
882,20江苏江南农村商业银行CD180,98.48,3.0599,,3.0599,
883,20华夏银行CD471,98.45,3.1497,,3.1497,
884,20天津银行CD324,98.45,3.0800,,3.0800,
885,20中电投SCP029,99.81,3.1115,-24.84,3.1115,
886,20广发银行CD236,96.85,3.2497,,3.2497,
887,20中信银行CD159,98.59,2.9099,-20.99,2.9099,
888,20中信银行CD212,98.51,3.0916,-0.83,3.0916,
889,20光大银行CD119,98.05,3.0923,-0.79,3.0923,
890,19平安银行CD276,96.99,1.6019,10.36,1.6019,
891,18南电MTN001,102.89,3.5500,1.0,3.5460,
892,20台州银行CD052,98.47,3.1001,-39.98,3.1001,
893,17附息国债06,100.66,2.9800,-2.0,2.9800,
894,20江北新区MTN004,99.08,4.2019,1.0,4.2010,
895,20深投控SCP002,99.72,3.2101,-28.07,3.2046,
896,20宁波北仑农商银行CD025,99.18,3.3502,,3.3502,
897,20江苏银行CD116,97.10,2.9701,-27.99,2.9701,
898,18广东债39,101.69,3.3000,,3.3000,
899,20渤海银行CD253,98.86,1.6976,-25.37,1.6976,
900,20宁波北仑农商银行CD024,99.18,3.3499,,3.3499,
901,20宁波通商银行CD228,99.22,3.0999,,3.0999,
902,20贵州花溪农商行CD074,96.20,3.9496,,3.9496,
903,20安顺农商行CD028,98.19,3.6996,,3.6996,
904,20郑州银行CD036,98.38,1.8996,-70.03,1.8996,
905,20贴现国债33,98.91,2.6503,32.98,2.6503,
906,20农业银行CD078,98.60,2.8301,-9.01,2.8301,
907,20民生银行CD147,97.64,2.8501,1.0,2.8501,
908,16供销MTN001,99.98,3.6426,-9.26,3.6301,
909,18太仓港MTN001,100.66,6.0861,0.62,6.0855,
910,19青山湖PPN001,100.29,4.9153,-2.63,4.9153,
911,20厦门银行CD267,99.24,3.0998,,3.0998,
912,20山西17,98.10,3.8500,-0.5,3.8500,
913,20民生银行CD031,97.18,3.0001,,3.0001,
914,20兴业银行CD240,97.37,2.8900,-34.01,2.8900,
915,20武汉农商行CD050,98.39,3.3002,-29.28,3.3002,
916,18农发08,102.67,3.2117,-2.73,3.2109,
917,20贴现国债43,98.70,2.6501,-14.99,2.6501,
918,20烟台银行CD164,96.10,4.0600,1.0,4.0600,
919,19中电投MTN009A,100.24,3.5426,-5.1,3.5426,
920,20晋商银行CD242,96.53,3.5996,,3.5996,
921,20潍坊银行CD097,96.41,3.7196,,3.7196,
922,20交通银行CD272,97.69,3.1497,,3.1497,
923,20北京银行CD084,96.90,3.3208,-7.93,3.3208,
924,20栖霞旅游PPN001,97.10,4.6574,,4.6574,
925,20平安银行CD265,98.49,3.0800,-5.01,3.0800,
926,17农发12,101.71,3.1500,0.18,3.1444,
927,20云铁投PPN001,101.22,5.5536,,5.5541,
928,20电网CP003,99.86,2.9790,-1.11,2.9782,
929,20浏阳现代PPN001,99.41,6.0747,,6.0748,
930,20中航租赁MTN003,99.30,4.2400,-9.41,4.2406,
931,20苏国信SCP025,99.97,2.3193,21.98,2.3193,
932,19海通证券金融债01,99.64,3.6000,1.0,3.6000,
933,20航天电子SCP004,99.81,3.6999,35.98,3.5899,
934,16渝兴建投PPN003,99.87,5.1161,62.07,5.1129,
935,19连云港PPN003,99.69,5.1377,10.48,5.1373,
936,18中交建融MTN001,100.81,3.7600,-7.0,3.7600,
937,20戴姆勒财PPN002BC,98.13,4.0502,,4.0502,
938,19宁波银行小微债03,100.41,3.6814,-7.0,3.6862,
