,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
476,20江宁城建MTN003,100.16,4.1392,-6.25,4.1392,
477,20贴现国债40,98.79,2.4598,1.5,2.4536,
478,20宁波银行CD003,97.15,2.7504,4.98,2.7504,
479,20交通银行CD038,97.55,3.0845,40.45,2.8522,
480,20贵州银行CD111,96.97,3.0978,-0.22,3.0978,
481,20齐鲁银行CD065,98.55,2.9497,,2.9497,
482,18山东12,100.71,2.6144,-30.75,2.6122,
483,20兴业银行CD164,97.90,2.7799,,2.7799,
484,20电网CP001,99.96,2.6868,-1.31,2.6966,
485,20贴现国债58,99.36,2.4199,-8.0,2.4199,
486,16国开投MTN001,99.04,3.8716,,3.8604,
487,14附息国债03,100.13,2.1498,15.04,2.1498,
488,17闽漳龙MTN001,102.72,8.0940,0.99,8.0940,
489,20海南债03,98.46,3.3000,,3.3005,
490,20浦发银行CD445,97.83,2.8900,-34.99,2.8900,
491,20杭州运河PPN001,98.93,4.3960,,4.3960,
492,20广核电力MTN001,100.11,3.5720,0.4,3.5720,
493,20浦发银行CD387,98.61,2.6501,-3.0,2.6501,
494,20浦发银行CD375,98.60,2.6502,-2.0,2.6502,
495,20建设银行CD088,98.60,2.6403,-0.96,2.6403,
496,20北京农商银行CD078,97.95,2.7800,,2.7800,
497,20江苏紫金农商行CD058,97.71,2.9801,,2.9801,
498,20华西证券CP008,100.00,2.9996,,2.9996,
499,20渤海银行CD475,97.29,3.7499,1.0,3.7499,
500,20民生银行CD499,97.70,3.1200,18.99,3.1200,
501,12中核债02,102.11,3.2496,-14.54,3.2496,
502,20农业银行CD133,97.73,3.0600,14.0,3.0600,
503,20广发银行CD202,97.71,3.1200,18.0,3.1200,
504,19中电债01,100.09,3.4158,-19.66,3.4158,
505,18钦州开投MTN001,100.74,6.8908,-31.26,6.8908,
506,20洛阳银行CD176,99.22,3.0997,-5.01,3.0997,
507,16进出02,100.09,2.4398,-1.03,2.4398,
508,20平安租赁SCP011,99.93,3.2101,-4.99,3.2175,
509,20民生银行CD527,99.28,2.6501,-7.01,2.6501,
510,20民生银行CD054,97.37,2.6502,-4.98,2.6502,
511,20浦发银行CD432,99.29,2.5496,-9.02,2.5496,
512,20兴业银行CD143,97.97,2.7801,,2.7801,
513,20平安银行CD093,98.00,2.7300,-25.99,2.7300,
514,20民生银行CD183,97.99,2.7401,-7.0,2.7401,
515,20江苏银行CD214,97.05,3.0000,-3.0,3.0000,
516,20浦发银行CD087,97.45,2.6502,-28.97,2.6502,
517,20赣高速MTN004,100.00,3.7494,-0.01,3.7494,
518,19江苏债03,100.35,3.1800,-1.0,3.1838,
519,19上饶银行绿色金融01,99.94,3.7500,5.0,3.7500,
520,20长沙银行CD143,97.01,3.0200,-3.0,3.0200,
521,20北京银行CD168,96.41,3.7300,1.0,3.7300,
522,20民生银行CD389,97.88,2.8500,,2.8500,
523,20招银和家7C,100.00,,,,
524,20桂林银行CD075,96.70,3.7500,,3.7500,
525,20青岛农商行CD147,97.76,2.9999,,2.9999,
526,20苏交通SCP030,99.63,2.9566,-0.99,2.9500,
527,20江苏银行CD117,97.91,2.7800,18.89,2.7800,
528,17山东06,101.99,2.7300,-17.0,2.7300,
529,19郑州银行绿色金融01,100.49,3.3336,-4.28,3.3259,
530,19海南债01,99.97,3.2000,-4.5,3.2000,
531,20融腾1A2_bc,70.10,,,,
532,20重庆银行CD184,99.77,2.6499,-9.97,2.6499,
533,19中石油MTN004,100.43,3.2067,-0.33,3.2084,
534,20浦发银行CD219,98.18,2.6501,-41.0,2.6501,
535,20富阳农商银行CD021,99.25,3.0496,,3.0496,
536,20农业银行CD028,98.01,2.7501,,2.7501,
537,20重庆银行CD183,99.80,0.5536,-14.61,0.5536,
538,19惠州交投MTN001,101.43,4.0045,1.0,4.0045,
539,20平安银行CD322,97.10,2.9800,1.0,2.9800,
540,16农发04,100.60,3.0130,-15.6,3.0130,
541,20北京银行CD011,97.28,2.6997,-25.0,2.6997,
542,20汉口银行CD131,99.27,2.5999,-25.05,2.5999,
543,20杭州银行永续债,95.88,5.2505,4.2,5.2505,
544,20光大银行CD266,97.83,2.8999,-1.02,2.8999,
545,20农业银行CD008,97.57,2.6301,-3.98,2.6301,
546,20江苏银行CD018,97.27,2.7201,,2.7201,
547,20长春城开PPN002,100.57,7.3303,,7.3303,
548,20民生银行CD035,97.26,2.6497,-2.02,2.6497,
549,20交通银行CD014,97.14,2.6502,-0.03,2.6502,
550,20浙江金华成泰农商行CD006,99.24,3.0998,,3.0998,
551,20光大银行CD231,97.90,2.8000,,2.8000,
552,20中信银行CD220,97.87,2.7999,-3.01,2.7999,
553,20安徽债20,100.35,3.9498,,3.9500,
554,20民生银行CD495,97.82,2.9000,-14.99,2.9000,
555,20浦发银行CD385,97.87,2.7999,-5.02,2.7999,
556,20青岛城阳PPN001,100.00,4.2958,1.0,4.2958,
557,20南京旅游MTN001,99.16,4.2326,-2.74,4.2313,
558,20渤海银行CD479,98.62,2.6999,1.0,2.6999,
559,20兴业银行CD054,97.22,2.7504,1.0,2.7504,
560,20华驭11A,99.67,,,,
561,20农业银行CD080,98.61,2.6743,-8.55,2.6743,
562,20贵阳农商行CD085,96.20,3.9500,-2.03,3.9500,
563,20浦发银行CD452,99.29,2.5298,-16.99,2.5298,
564,20中信银行CD331,100.06,2.8636,,2.8636,
565,20平安银行CD163,98.71,2.5499,-47.0,2.5499,
566,20大连银行CD270,99.09,3.6402,,3.6200,
567,20长安银行CD062,99.74,3.0453,,3.0453,
568,20民生银行CD366,97.14,2.9300,1.0,2.9300,
569,20长兴农商银行CD035,98.42,3.2197,,3.2197,
570,20招商银行CD018,97.16,2.5305,-31.93,2.5305,
571,20青田农商银行CD018,99.75,2.9412,,2.9412,
572,18厦门银行01,100.57,2.8856,-6.46,2.8856,
573,18厦门农商小微债01,100.75,3.2721,-14.79,3.2721,
574,20桂林银行CD304,96.41,3.7196,,3.7196,
575,20承德银行二级01,95.00,5.2658,0.01,5.2658,
576,20国开20,99.84,3.9103,0.06,3.9112,
577,18新沂管廊NPB01,100.20,6.9111,-7.28,6.9111,
578,20大唐集MTN003,100.90,6.6240,0.01,6.6216,
579,20天津银行CD054,97.46,2.8849,,2.8849,
580,20日照城投MTN001,100.00,4.8144,-0.16,4.8145,
581,20深能源MTN002,100.43,3.8489,-7.11,3.8495,
582,20浙江债24,96.83,3.9325,-1.65,3.9408,
583,20进出10,96.60,3.6700,-1.0,3.6807,
584,18海淀国资MTN003,97.07,5.2143,-39.73,5.2124,
585,20宁经开CP001,100.00,4.4478,,4.4484,
586,20京城投SCP003,100.00,3.5893,-0.03,3.5893,
587,18宁河西MTN002,104.02,3.8000,1.67,3.8000,
588,20中石油MTN003,96.87,3.8000,11.87,3.7163,
589,15沣东债,59.75,5.1000,60.1,5.0960,
590,12中石油07,101.76,3.3000,,3.3000,
591,14浏阳城建债,20.38,3.9199,-25.81,3.9133,
592,20瀚瑞投资SCP009,100.00,5.4983,-0.09,5.4983,
593,20威海商行CD157,97.05,4.0921,18.57,4.0921,
594,18南电MTN002,100.69,2.9072,-2.27,2.9025,
595,16葛洲坝MTN001,100.31,7.0454,-0.24,7.0450,
596,19吉利MTN001,100.14,3.9800,1.0,3.9800,
597,20苏国信MTN006,96.88,3.8470,1.0,3.8470,
598,18黄山债,104.54,4.5928,-11.94,4.5928,
599,17邹平农商二级01,99.93,6.0106,,6.0058,
600,20上海银行CD293,98.58,2.8501,-34.97,2.8501,
601,18光明房产MTN001,100.85,11.5542,12.78,11.5538,
602,20天津轨交CP002,100.00,2.7343,,2.7336,
603,20悦丰ABN012A1,99.96,,,,
604,20南电MTN003,99.18,3.3975,-10.25,3.4039,
605,20进出07,98.79,3.4800,0.99,3.4884,
606,20农发清发02,96.83,3.4300,1.0,3.4300,
607,20青岛城投MTN004,100.74,3.9314,1.0,3.9332,
608,20三井住友债01,98.48,3.8550,-1.5,3.8262,
609,20大唐集SCP002,100.00,2.7998,,2.7998,
610,20兴业银行小微债05,100.01,3.4400,0.16,3.4329,
611,18鲁钢铁MTN007,101.61,8.9774,,8.9773,
612,19武汉农商二级01,98.82,5.3253,-1.04,5.3252,
613,20农业银行CD094,98.62,2.6261,-5.82,2.6261,
614,19中铝集MTN004,100.39,7.0222,-0.2,7.0220,
615,20山西债38,100.16,3.1600,1.0,3.1600,
616,19华侨城MTN004,100.24,6.5635,-1.34,6.5639,
617,14大冶城投债,20.05,5.4984,,5.5878,
618,19华融湘江小微债02,100.30,3.4561,8.22,3.4450,
619,19交通银行二级01,99.56,4.1591,-2.21,4.1597,
620,20国开战疫120,99.85,2.7702,-10.99,2.7702,
621,11附息国债23,108.97,3.8900,1.0,3.8900,
622,20冀东水泥SCP003,99.86,3.2001,,3.2122,
623,14浏阳经开债,20.06,5.3532,5.82,5.3702,
624,20陕煤化MTN001,97.11,4.7500,-1.0,4.7248,
625,20兆润投资MTN002,99.82,3.8180,-3.4,3.8210,
626,20浙江25,97.28,3.5560,2.6,3.5560,
627,17光大银行二级01,101.11,4.3887,-0.13,4.3887,
628,20华夏银行CD184,98.94,0.4958,-30.51,0.4958,
629,19福新能源MTN002,99.92,6.4734,-1.65,6.4734,
630,20渤海银行CD385,97.79,2.9501,,2.9501,
631,19南京银行02,100.67,3.5200,1.0,3.5154,
632,20深圳农商银行CD015,99.28,2.7208,-2.85,2.7208,
633,19金隅MTN001,101.25,3.9244,1.0,3.9244,
634,20京国资MTN002,98.50,3.7422,-7.65,3.7422,
635,15黔交建MTN001,102.05,3.9400,1.0,3.9400,
636,20兴业银行永续债,99.90,4.7500,-3.0,4.7494,
637,18皖投集MTN001,100.40,4.3836,-1.22,4.3832,
638,18进出04,100.50,2.4527,-12.74,2.5782,
639,20银川房投PPN001,99.45,5.1638,-44.82,5.1632,
640,15江西债16,100.24,3.2860,,3.2860,
641,20北京银行CD043,97.77,3.1688,36.87,3.1688,
642,20招商银行永续债01,97.18,4.6487,-10.0,4.6496,
643,18栖霞国资MTN001,100.91,3.5557,-28.04,3.5929,
644,20中化股SCP024,100.00,1.7021,1.0,1.7021,
645,20临淄公有MTN001,100.40,6.3800,8.14,6.4517,
646,19广西债04,99.82,3.2400,,3.2400,
647,20浦发银行CD129,97.72,2.6499,-63.0,2.6566,
648,20浙资运营SCP003,99.36,4.0120,92.99,3.7080,
649,20荣盛地产MTN001,99.25,7.5229,32.82,7.5219,
650,19天宁建设PPN001,101.70,5.4111,,5.4111,
651,19长兴城投PPN001,102.60,6.0587,,6.0587,
652,20兰州建投PPN003,99.00,5.3789,-2.31,5.3789,
653,20民生银行CD108,97.64,2.6201,-3.97,2.6201,
654,20兴业银行CD127,98.00,2.7499,-4.0,2.7499,
655,18株洲高科MTN003,100.85,9.6858,8.83,9.6858,
656,20民生银行CD147,97.72,2.6502,-4.98,2.6502,
657,16广发银行01,100.09,2.6797,-57.03,2.6867,
658,18宁波银行01,100.56,2.6800,1.0,2.6932,
659,20潞安MTN001,100.90,8.7605,,8.7603,
660,18余杭经开PPN001,100.40,6.2809,-6.05,6.3182,
661,20余杭创新PPN005,100.43,4.1183,-5.43,4.1183,
662,20长兴农商银行CD034,99.24,3.0998,,3.0998,
663,19邵阳建投PPN001,98.93,8.5262,,8.5262,
664,16大洼临港债,70.21,9.0900,-1.04,9.0904,
665,14津城建MTN001,100.29,5.5122,158.73,5.9303,
666,20广物控股SCP004,99.52,3.5120,-30.2,3.5016,
667,19沪杭甬MTN002,100.26,3.4534,-9.33,3.4374,
668,20浦发银行永续债,99.87,4.7786,-0.02,4.7762,
669,20兴创投资MTN001,99.19,4.0120,-9.18,4.0149,
670,20进出04,99.90,2.4998,1.15,2.4979,
671,18复星高科MTN002,100.04,4.5001,-18.46,4.5572,
672,20红谷滩MTN001,100.00,4.6195,-0.02,4.6195,
673,20国开09,99.58,3.4600,-1.0,3.4686,
674,16苏高新城债,59.63,4.7000,5.0,4.6786,
675,20中原银行CD413,97.71,3.1000,,3.1000,
676,15长电MTN001,102.87,3.8200,-1.88,3.8196,
677,19华侨城MTN001,100.94,7.1449,-1.06,7.1441,
678,20临沂城发PPN001,97.66,4.5697,-0.18,4.5712,
679,18鄂联投MTN003,103.33,4.2824,0.24,4.2809,
680,20津城建SCP007,98.11,7.5000,1.0,6.9329,
681,18河钢集MTN003,100.41,3.6001,-38.99,3.6001,
682,20渤海银行CD463,99.27,2.6497,-75.02,2.6497,
683,19甬城投MTN001,100.54,3.7973,1.0,3.7973,
684,18张家公资MTN001,104.41,3.7331,1.0,3.7331,
685,19首旅MTN001,101.72,3.7277,1.0,3.7277,
686,18越秀集团MTN007,101.44,7.6283,,7.6283,
687,20大同煤矿MTN005,95.23,6.7971,-2.39,6.7971,
688,20汉江国资MTN001,98.46,4.3700,,4.3705,
689,14长春农建债,19.40,12.1731,15.67,11.7418,
690,20津融投资SCP003,98.94,9.9998,-0.03,9.9998,
691,19吉利MTN002,99.63,4.0900,-6.0,4.0900,
692,15京首钢MTN001,100.03,1.9040,-9.78,2.1183,
693,19湘江投资MTN002,101.40,5.3811,22.55,5.3811,
694,20民生银行CD361,98.61,2.6780,-12.18,2.6780,
695,18附息国债27,100.03,3.2450,-0.5,3.2423,
696,18京国资MTN002,102.56,3.5300,1.0,3.5202,
697,20民生银行CD558,98.59,2.8199,-71.02,2.8199,
698,20国开04,99.51,3.5209,1.52,3.5107,
699,18江宁滨江PPN002,101.50,6.5568,-0.66,6.5568,
700,18西部物流PPN002,100.00,6.0000,0.53,6.0000,
701,20潍坊滨投MTN003,99.99,4.8267,-0.05,4.8119,
702,15兴城建债,40.51,4.1709,0.69,4.1503,
703,20中信银行CD016,97.35,2.6298,-4.0,2.6298,
704,20北电MTN001,97.59,7.1147,,7.1152,
705,19鲁钢铁MTN007,98.73,5.5858,-1.42,5.5824,
706,20渤海银行02,99.18,3.6425,,3.6337,
707,16水电十三MTN001,100.05,7.5817,1.88,7.5817,
708,20中国银行CD070,98.61,2.6600,1.0,2.6600,
709,20江北新区PPN001,99.12,4.2260,-77.89,4.2260,
710,18兖州煤业MTN002,100.59,3.6262,-137.14,3.6247,
711,19毕节安方,77.80,18.3193,,18.3058,
712,20越秀集团SCP007,99.45,2.9200,-0.37,2.9224,
713,20江西29,96.89,3.5850,,3.5800,
714,18兴业绿色金融02,100.75,3.0399,-1.35,3.0347,
715,20兴业银行CD520,99.34,2.6602,,2.6602,
716,20山东电力SCP004,99.96,2.9800,-2.01,2.9800,
717,17即墨城投MTN001,102.25,3.8734,-9.32,3.8700,
718,19聊城兴业MTN002,100.40,6.7383,,6.7383,
719,19国网新源MTN001,100.45,3.4137,-20.63,3.4099,
720,18滁州城投MTN001,103.90,4.1720,10.64,4.1701,
721,20进出01,99.89,2.4737,2.39,2.4737,
722,20中信银行CD201,98.61,2.6500,1.01,2.6500,
723,18大唐集MTN003,101.00,7.0427,0.46,7.0430,
724,17河南18,101.89,2.8100,-4.0,2.8100,
725,18久隆MTN001,104.24,8.6621,,8.6626,
726,20广东华兴银行CD158,97.49,3.1499,,3.1499,
727,20盛京银行CD455,99.74,3.1010,,3.1010,
728,20德州财金MTN001,98.85,4.6013,,4.6013,
729,18农发11,103.03,3.3150,0.5,3.3133,
730,20杭实投SCP001,99.67,3.1700,-41.42,3.1669,
731,18国电集MTN001,100.53,2.7802,-38.71,2.7802,
732,20大连万达MTN005,99.45,5.7856,21.92,5.7855,
733,19凯盛科技MTN001,99.70,7.9727,,7.9725,
734,19国开绿债01清发,100.01,3.0900,-4.01,3.0900,
735,10附息国债40,106.99,3.7300,2.0,3.7302,
736,20华夏银行CD037,97.26,2.6197,-2.03,2.6197,
737,19望城经开PPN001,102.08,6.2332,,6.2332,
738,16贵州债23,99.66,3.0999,14.57,3.0999,
739,20中电国际MTN001,99.88,6.6590,1.0,6.6588,
740,20连云金控MTN001,100.29,5.1905,-10.94,5.1905,
741,20国网租赁SCP008,99.91,3.7999,0.04,3.7999,
742,20中电信SCP016,99.95,2.8509,0.12,2.8496,
743,19沪电力PPN001,100.22,3.3399,,3.3399,
744,16农发21,100.14,2.6849,1.0,2.6849,
745,19益阳城投PPN002,101.30,6.5358,3.14,6.5358,
746,16姜堰农商二级,100.00,4.4474,,4.4474,
747,18进出02,100.18,2.3998,1.0,2.3998,
748,20中节能MTN004,99.98,7.2019,-1.7,7.2017,
749,20亦庄控股SCP003,99.69,3.0941,-1.2,3.0941,
750,20深能源MTN001,98.55,3.8200,-4.87,3.8194,
751,18江油停车项目NPB01,102.07,7.0997,,7.1000,
752,19山东债17,100.20,3.2100,,3.2100,
753,18芜湖建设MTN002,100.98,4.2100,-4.0,4.2109,
754,18平湖国资MTN002,100.72,4.6282,-2.12,4.6291,
755,20杭金投SCP009,99.86,3.4001,-1.41,3.3979,
756,20浦发银行CD066,97.33,2.6199,-51.99,2.6199,
757,14临安城建债,20.39,3.5243,,3.5121,
758,20青岛国信SCP003,99.79,3.0498,-73.03,3.0498,
759,18中建MTN001,102.85,3.5400,-5.8,3.5400,
760,20广西北部湾银行CD133,97.11,3.4000,-5.01,3.4000,
761,20厦门国际银行CD048,97.52,2.7900,,2.7900,
762,20国泰君安CP011,100.10,2.7200,-0.02,2.7200,
763,17徐州经开MTN005,102.00,4.0533,-18.06,4.0501,
764,20中信银行CD245,99.29,2.5304,-32.01,2.5304,
765,20平安银行CD255,99.29,2.5304,-13.9,2.5304,
766,20中石油MTN005,96.97,3.4123,-9.62,3.4112,
767,20北京银行小微债02,97.95,3.6300,-2.13,3.6304,
768,20晋能MTN007,97.66,5.1081,-5.73,5.1081,
769,18浙商银行01,100.88,3.0200,1.0,3.0200,
770,20民生银行CD083,97.42,2.6501,-29.98,2.6501,
771,20招商银行CD088,98.00,2.7001,,2.7001,
772,16重庆债16,99.77,2.6964,-45.37,2.6983,
773,18厦门国际银行,100.54,3.3000,-6.0,3.3016,
774,20广州银行CD048,97.80,2.9100,3.99,2.9100,
775,20民生银行CD182,97.47,4.4070,163.69,4.4070,
776,20光大银行CD257,97.83,2.8975,-133.48,2.8975,
777,16农发11,100.12,2.4505,-6.04,2.4552,
778,20贴现国债51,99.39,2.3300,-8.81,2.2942,
779,20常德城投MTN002,97.67,4.2277,5.43,4.2300,
780,20滨建投(疫情防控债)PPN002,97.83,5.5589,-55.11,5.5584,
781,18陕交建MTN004,100.93,7.7538,0.17,7.7534,
782,20兴业银行CD041,97.15,2.6500,1.0,2.6500,
783,20交通银行CD230,96.95,4.4395,-0.36,4.4395,
784,19苏沙钢MTN001,99.88,4.3000,-11.0,4.3014,
785,20东莞银行CD118,97.85,2.8801,1.0,2.8801,
786,20中国银行CD097,96.97,4.3642,-0.34,4.3642,
787,20交通银行CD181,98.62,2.6601,1.0,2.6601,
788,20豫高管MTN005,98.33,3.8043,-3.23,3.8049,
789,20富滇银行CD249,99.13,3.5599,,3.5599,
790,20平安银行CD189,97.16,2.9000,-5.0,2.9000,
791,20民生银行CD572,97.91,2.8497,,2.8497,
792,20东阳农商银行CD020,99.23,3.0000,,3.0000,
793,20广西北部湾银行CD373,99.16,3.2800,,3.2800,
794,19青岛银行小微债01,99.83,3.5427,-11.0,3.5364,
795,19江苏银行绿色金融01,100.51,3.1861,-14.39,3.1900,
796,20渤海银行小微债,99.81,3.6200,-6.0,3.6210,
797,20兴业银行CD533,97.11,2.9700,-4.0,2.9700,
798,16铁道MTN002,100.25,2.8501,1.0,2.8501,
799,20建设银行CD105,98.62,2.6601,1.0,2.6601,
800,20农业银行CD061,96.93,3.4001,50.01,3.4001,
801,16苏大行债,58.54,6.7001,,6.7001,
802,20粤交投SCP003,99.92,3.0601,-6.98,3.0601,
803,20烟台银行CD151,96.29,3.8300,0.5,3.8300,
804,20兴业银行CD457,99.29,2.5498,-30.05,2.5498,
805,20青岛农商行CD029,97.51,2.7199,-3.0,2.7199,
806,18附息国债19,103.45,3.0300,-6.0,3.0300,
807,20西安浐灞SCP003,100.00,5.9931,-0.1,5.9931,
808,14附息国债10,117.47,3.8400,1.0,3.8400,
809,20济南高新PPN001,100.00,4.4623,-13.77,4.4623,
810,20沪电力SCP016,99.96,2.6997,-20.02,2.6997,
811,20交通银行CD028,97.35,2.6599,1.0,2.6599,
812,20浦发银行CD369,97.88,2.7999,-0.01,2.7999,
813,19太不锈MTN001,100.12,3.6133,,3.6114,
814,20青岛国信MTN009,100.00,7.2703,0.05,7.2703,
815,20珠海华润银行CD013,97.18,2.7799,,2.7799,
816,20西汇投资MTN001,99.47,6.1241,-7.84,6.1239,
817,20济中城建MTN001,99.09,6.0177,1.0,6.0177,
818,20杭州银行CD196,98.56,2.8000,,2.8000,
819,20农业银行CD137,98.59,2.7399,-187.6,2.7399,
820,19绍兴公用PPN002,99.49,4.3901,,4.3901,
821,20广州地铁SCP007,99.68,3.7500,56.99,3.7500,
822,19上海债07,100.44,3.2000,,3.2000,
823,19中国银行小微债01,100.25,2.9700,-5.0,2.9716,
824,20平安银行CD235,98.53,3.0503,1.01,3.0503,
825,20江苏银行CD070,97.82,2.8400,-1.01,2.8400,
826,20兴业银行CD523,97.09,2.9800,-5.21,2.9800,
827,20北京银行CD147,97.05,3.0001,1.0,3.0001,
828,20浦发银行CD278,97.08,3.1200,19.01,3.1200,
829,20济南高新SCP004,99.88,3.3919,,3.4000,
830,20华夏银行CD393,97.82,2.9100,,2.9100,
831,20兴业银行CD437,99.29,2.5494,-6.02,2.5494,
832,19上实MTN001,100.21,3.3045,-24.55,3.3000,
833,20光大银行CD218,97.85,2.8500,4.0,2.8500,
834,20青岛农商行CD027,97.35,2.7198,-6.94,2.7198,
835,17西安高新债01,102.98,4.5000,51.0,4.5014,
836,18光明MTN001,100.72,2.9587,-2.13,2.9537,
837,20深投控SCP005,99.88,2.9950,-0.49,2.9950,
838,20弘辉控股SCP002,100.00,4.7956,-0.25,4.7956,
839,20农业银行CD171,98.32,3.4501,65.01,3.4501,
840,20民生银行CD187,98.01,2.7399,,2.7399,
841,20苏交通SCP022,99.76,2.8500,-0.01,2.8500,
842,19青山湖PPN001,100.56,4.8337,-8.16,4.8337,
843,20财通证券CP010,100.01,2.8994,,2.8994,
844,20江苏江南农村商业银行CD008,97.06,3.1303,,3.1303,
845,20浦发银行CD100,97.46,2.7302,-6.98,2.7302,
846,20光大银行CD165,97.17,2.9001,-34.98,2.9001,
847,20天津银行CD322,98.49,3.0001,,3.0001,
848,20光大银行CD271,97.82,2.9000,-6.0,2.9000,
849,20合建投SCP001,99.90,2.9400,1.0,2.9400,
850,20湖北银行CD065,98.49,3.0001,1.0,3.0001,
851,20河钢债01,95.73,5.3015,0.32,5.3008,
852,20常高新MTN003,99.61,7.2172,,7.2172,
853,20临沂投资PPN001,100.00,4.4862,-20.4,4.4862,
854,20交通银行CD206,97.10,2.9500,-10.0,2.9500,
855,17新疆债12,101.60,2.7900,-10.0,2.7900,
856,20中国银行CD005,98.11,2.7035,-58.61,2.7035,
857,20农业银行CD093,98.62,2.6247,-0.54,2.6247,
858,20浦发银行CD469,97.47,3.5200,1.0,3.5200,
859,20厦门银行CD031,97.24,2.6998,-45.04,2.6998,
860,20民生银行CD435,98.63,2.6799,-22.52,2.6799,
861,20西安银行CD028,97.82,2.7998,-30.02,2.7998,
862,20光大银行CD247,97.84,2.9000,1.0,2.9000,
863,20申万宏源CP009BC,100.09,2.7199,-8.03,2.7199,
864,20西安银行CD023,97.56,2.7499,,2.7499,
865,20平安银行CD145,98.14,2.7000,0.01,2.7000,
866,20十堰国投债,100.00,4.2873,-28.91,4.2873,
867,20中化工MTN011,97.46,4.4000,14.0,4.3750,
868,20昆明轨道SCP005,99.80,3.9499,-5.01,3.9499,
869,20兴业银行CD121,98.03,2.7700,-0.01,2.7700,
870,20桂林银行CD078,96.80,3.4000,,3.4000,
871,20华夏银行CD487,97.10,2.9900,-3.0,2.9900,
872,20民生银行CD021,97.17,2.6403,,2.6403,
873,18太钢MTN003,100.76,3.4565,-1.35,3.4583,
874,19四川债85,100.57,3.1788,-1.12,3.1794,
875,20华夏银行CD361,98.61,2.6500,1.02,2.6500,
876,18龙岩汇金MTN001,100.80,4.8009,-0.51,4.8009,
877,20交通银行CD053,98.01,2.7199,,2.7199,
878,20富阳农商银行CD022,98.43,3.1998,,3.1998,
879,20东莞银行CD228,98.55,2.8799,,2.8799,
880,20平安银行CD036,97.27,2.6199,-3.01,2.6348,
881,19扬子国投债04,101.18,3.8308,1.0,3.8308,
882,20浦发银行CD026,97.14,2.7001,-58.01,2.7001,
883,17苏新国资PPN001,103.21,3.8464,1.0,3.8464,
884,20宁夏银行CD165,96.45,3.6700,,3.6700,
885,20中国银行CD069,98.60,2.6402,-60.98,2.6402,
886,20民生银行CD016,97.18,2.6506,-14.9,2.6506,
887,20平安银行CD266,99.29,2.5397,-16.03,2.5397,
888,20九江银行CD048,97.85,2.8801,1.0,2.8801,
889,20苏国信MTN004,98.45,3.7445,1.0,3.7445,
890,20江苏银行CD062,97.87,2.8100,1.0,2.8100,
891,20长沙农商银行CD057,98.48,3.0001,-37.99,3.0001,
892,20贵州兴义农商行CD058,96.25,3.8996,,3.8996,
893,19潞矿绿债NPB02,100.94,4.9053,,4.9064,
894,20中原银行CD063,97.46,2.7699,1.0,2.7699,
895,17河南24,101.19,3.2275,,3.2275,
896,20横店SCP002,99.85,3.7462,,3.7204,
897,20兴业银行CD023,97.19,2.5998,-7.08,2.5998,
898,20广州农村商业银行CD124,98.59,2.7899,,2.7899,
899,18晋煤GN001,100.10,4.2004,1.0,4.2004,
900,20民生银行CD158,98.09,2.7501,-4.99,2.7501,
901,20华润医药SCP003,100.00,1.5966,-60.36,1.5966,
902,20平安银行CD261,99.29,2.6005,1.0,2.6005,
903,20鲁金SCP005,99.56,3.2235,-0.65,3.2235,
904,20京能洁能SCP002,99.95,3.0491,1.0,3.0491,
905,20电网SCP024,99.75,2.6998,-13.92,2.6998,
906,20厦门农商行CD028,99.26,3.0001,-34.98,3.0001,
907,17国开投MTN001,101.96,3.3132,-23.36,3.3100,
908,17京文投MTN001,99.13,5.7685,-4371.13,5.7685,
909,19巴南公路PPN002,99.79,7.0509,,7.0493,
910,20平安银行CD274,97.83,2.8899,-4.02,2.8899,
911,20农业银行CD152,97.84,2.8900,-2.23,2.8900,
912,20汉口银行小微债01,100.00,3.7999,,3.7999,
913,20南京银行CD077,98.10,2.7501,-26.98,2.7501,
914,20中信银行CD028,97.59,2.6698,1.0,2.6698,
915,19邵阳城投MTN001,103.57,5.2714,-2.49,5.2709,
916,19深圳创投MTN001,100.20,3.9982,-19.97,3.9991,
917,20兴业银行CD485,97.07,2.9800,-2.0,2.9800,
918,20莱商银行CD046,96.35,3.5298,1.0,3.5298,
919,20北京银行CD048,97.86,2.8100,-9.0,2.8100,
920,20招金SCP003,99.91,3.3171,,3.3089,
921,20中国中药SCP001,99.75,3.1367,,3.1367,
922,16附息国债07,100.00,2.5301,-7.0,2.5301,
923,14进出62,101.55,2.6407,-21.93,2.6407,
924,16广东债01,100.06,2.4798,-36.04,2.4798,
925,20嘉兴银行CD077,99.26,2.8996,,2.8996,
926,19内蒙古债02,99.90,3.2600,,3.2600,
927,20中煤能源MTN001A,96.55,4.1700,,4.1694,
928,20平安租赁CP003,99.50,3.2500,-4.65,3.2500,
929,20兴业银行小微债02,96.30,3.5987,-0.13,3.5987,
930,20贵州银行CD056,96.95,3.1300,,3.1300,
931,20农业银行CD075,98.63,2.6196,1.0,2.6196,
932,20苏国信SCP018,99.68,2.9398,-31.03,2.9501,
933,20深圳地铁SCP005,99.99,2.9403,-0.96,2.9501,
934,19陕延油MTN009,100.08,6.4614,-1.66,6.4614,
935,18三峡银行二级01,100.00,5.9966,,5.9966,
