,债券简称,成交净价(元),最新收益率(%),涨跌(BP),加权收益率(%),交易量(亿)
477,20北部湾SCP010,99.96,3.7446,-0.54,3.7489,
478,20重庆三峡银行CD173,96.92,3.0499,,3.0100,
479,20中电科CP001,99.86,2.4999,-0.01,2.5058,
480,20国电SCP003,100.00,1.8004,-5.04,1.8004,
481,18厦门国际银行,100.77,3.0000,-10.0,3.0000,
482,19中油股MTN002,100.53,3.2637,-1.02,3.2637,
483,21华发集团MTN002,100.00,7.1382,,7.1382,
484,20永煤MTN005,50.00,39.8668,,39.7544,
485,18西藏债02,101.10,2.1147,,2.1147,
486,20厦门国际银行CD048,97.65,2.1998,-20.04,2.1998,
487,16陕有色MTN001,100.24,2.5597,-34.47,2.5597,
488,20浦发银行CD020,97.16,1.7499,14.85,1.7499,
489,18进出09,103.24,2.9617,0.67,2.9648,
490,18云南19,102.24,3.0139,-22.71,3.0144,
491,20浦发银行CD139,97.93,2.2800,-12.99,2.2961,
492,20抗疫国债03,96.64,3.1850,-4.0,3.1908,
493,14国开28,101.49,2.3700,1.0,2.3740,
494,20闽投MTN006,101.70,3.6988,,3.7315,
495,20民生银行CD358,98.66,2.0707,-81.97,2.0707,
496,21平阳农商银行CD002,98.58,2.9000,,2.9000,
497,20江苏银行CD143,97.01,3.1000,39.38,3.1000,
498,20交通银行CD033,97.52,2.1200,-2.02,2.1440,
499,20农业银行CD076,98.66,1.9499,0.07,1.9497,
500,19宁波港MTN001,99.25,4.1411,1.0,4.1411,
501,20中信银行CD162,98.66,1.9704,2.08,1.9704,
502,20浙江26,102.82,3.8300,,3.8544,
503,21余姚农商银行CD007,98.63,2.7998,,2.7998,
504,21瓯海农商行CD004,98.62,2.8199,,2.8199,
505,21津城建SCP003,100.00,4.2690,,4.2690,
506,20中石化MTN001,98.96,3.1900,-2.0,3.1900,
507,17附息国债18,103.47,3.0025,-2.25,3.0058,
508,16农发13,100.20,2.0202,-17.97,2.0361,
509,20华能新能MTN003,100.68,6.6381,4.74,6.6375,
510,20中石油MTN002,97.85,3.5500,-2.92,3.5570,
511,17光大银行二级01,101.24,4.3627,0.11,4.3626,
512,20民生银行CD049,97.42,2.0601,-3.98,2.0601,
513,20兴业银行小微债01,97.65,3.2400,1.0,3.2315,
514,20远东租赁MTN001,98.96,3.9200,22.0,3.9196,
515,20国开20,100.66,3.8500,-3.25,3.8553,
516,18首开集团MTN001,100.65,2.7607,-31.94,2.7654,
517,19内蒙06,101.84,3.2600,,3.2533,
518,17泸州商行二级,99.72,5.5532,11.53,5.5208,
519,19建元12A3_bc,85.35,,,,
520,20天津农商二级,94.52,5.1137,11.7,5.1132,
521,19武夷投资PPN001,103.51,5.0200,1.0,5.1232,
522,18信阳华信PPN001,101.46,5.2026,-6.87,5.1964,
523,18进出02,100.07,1.5006,28.33,1.5838,
524,21中化工SCP001,100.00,2.4402,0.03,2.4402,
525,21苏通SCP002,100.00,4.9893,,4.9893,
526,19农发03,100.68,2.6175,-5.75,2.6179,
527,16广州地铁可续期债01,95.50,8.1325,-509.05,8.1325,
528,18农发03,104.08,2.8900,-0.7,2.8907,
529,20农发清发02,96.72,3.4550,0.5,3.4449,
530,21绵阳经开PPN001,100.00,6.0995,-0.04,6.0996,
531,18北京债06,104.23,3.0700,,3.0700,
532,16川能投MTN001,99.96,6.7363,-2.4,6.7361,
533,18农发02,100.08,1.3787,-2.18,1.4400,
534,17国开08,103.91,3.1300,-4.42,3.1340,
535,20湘高速MTN007,101.04,3.8998,0.02,3.9003,
536,20华能新能MTN002,100.99,6.7204,,6.7202,
537,20宜昌城控SCP002,99.88,2.8799,2.99,2.8778,
538,13武清国投债02,20.07,4.9754,-2.84,4.9754,
539,16进出02,100.14,1.6814,-16.9,2.9766,
540,20东莞银行CD143,97.96,2.5899,-43.02,2.5899,
541,19亳州城建PPN001,101.70,4.4947,-7.71,4.4904,
542,20青岛农商永续债01,98.45,5.1624,-0.69,5.1943,
543,19华润MTN001,101.12,3.4521,-3.97,3.4592,
544,19汇金MTN015,100.14,3.0869,-0.31,3.0866,
545,20延安新投MTN001,100.00,5.9960,-0.18,5.9960,
546,20贴现国债61,99.48,1.8000,-0.01,1.8066,
547,19广西债01,100.83,3.1400,-6.0,3.1703,
548,20广东南粤银行CD143,98.32,2.5999,-2.98,2.5999,
549,20广州公交绿色债,100.67,3.7440,-0.1,3.7440,
550,19宁波银行小微债02,100.59,3.1030,-23.77,3.1015,
551,20浦发银行CD522,97.35,2.7000,-10.0,2.7000,
552,20民生银行CD152,97.93,2.2799,-7.0,2.3149,
553,16赣铁债01,100.15,3.6715,-1.58,3.6714,
554,21建设银行CD004,97.32,2.7500,-4.0,2.7700,
555,19陕延油MTN005,100.66,6.6915,-0.14,6.6913,
556,20南京银行CD004,97.24,2.0501,5.01,2.0501,
557,20兴业银行CD415,97.10,2.9267,22.66,2.7567,
558,19广铁绿色债04,100.57,3.3724,,3.3717,
559,16贵州高速MTN001,100.53,3.1726,-23.68,3.1778,
560,20洛阳银行CD129,98.62,2.2001,-17.99,2.2001,
561,17华发实业MTN001,101.85,3.9000,-5.0,3.9011,
562,20徽商银行CD018,97.52,2.2002,0.03,2.2002,
563,20兴业银行CD097,97.89,2.1600,1.0,2.1600,
564,20平安银行CD319,97.27,2.7350,-6.5,2.7350,
565,20航天电子SCP007,100.01,2.7100,-21.02,2.7060,
566,21兴业银行CD012,97.23,2.8500,-1.5,2.8500,
567,20长沙银行CD065,97.91,2.5299,-4.0,2.5299,
568,21浙江磐安农商银行CD003,99.28,2.9399,,2.9420,
569,21兴业银行CD004,98.05,2.6500,,2.6500,
570,20江苏银行CD138,97.26,2.6999,-18.55,2.6999,
571,20江苏银行CD070,97.99,2.4999,-6.01,2.4999,
572,20浦发银行CD111,97.69,2.1497,-2.01,2.1497,
573,20交通银行CD058,98.12,2.4001,-11.98,2.4001,
574,19兴业银行二级01,100.38,4.0945,-1.97,4.0945,
575,20华夏银行CD433,97.24,2.7500,-2.0,2.7500,
576,21国药控股SCP001,100.02,2.3197,-13.01,2.3197,
577,20平安银行CD196,98.04,2.4299,-39.01,2.4299,
578,20汉口银行CD085,97.10,2.8100,-26.99,2.8100,
579,19齐鲁交通MTN002,100.40,6.4345,1.0,6.4345,
580,20兴业银行CD448,99.29,1.7497,15.08,1.7497,
581,20浦发银行CD449,97.94,2.6500,,2.6500,
582,20中电投SCP029,99.84,3.2679,-1.13,3.2679,
583,20浦发银行CD155,98.16,2.5200,1.0,2.5200,
584,20光大银行CD076,97.65,2.1548,-4.5,2.1548,
585,17华侨城MTN003,102.48,7.2456,-0.57,7.2452,
586,21平安银行CD009,97.26,2.8200,2.03,2.8200,
587,16新疆债02,100.15,1.8700,-12.98,1.8700,
588,20华融湘江银行CD010,97.29,2.2303,-1.98,2.2303,
589,20渤海银行CD377,98.67,2.1600,-18.99,2.1600,
590,20云南22,95.10,3.5700,-3.0,3.5700,
591,21建设银行CD005,97.32,2.7500,,2.7500,
592,18江苏债09,100.83,2.1300,-12.0,2.1300,
593,20华夏银行CD324,98.66,2.1602,1.0,2.1602,
594,20江苏银行CD221,97.22,2.7799,-2.02,2.7650,
595,20北京银行CD016,97.38,2.1598,-1.06,2.1598,
596,21中电海康SCP001,100.07,2.9000,-9.98,2.9000,
597,20民生银行CD162,98.26,2.2799,-11.03,2.2799,
598,16诚通控股MTN002,100.24,2.9500,-9.99,2.9500,
599,20汉口银行CD131,99.26,1.8511,-74.88,1.8511,
600,20华夏银行CD383,97.94,2.6500,,2.6500,
601,20光大银行CD275,97.94,2.6400,1.0,2.6400,
602,20北京银行CD001,97.15,1.7533,25.38,1.7533,
603,20兴业银行CD507,99.36,2.1498,12.96,2.1401,
604,20民生银行CD537,97.94,2.6799,,2.6799,
605,21百业源SCP001,100.00,3.7039,0.43,3.7039,
606,20中国银行CD017,98.07,2.4800,6.01,2.4800,
607,20长沙银行CD096,97.26,2.7000,,2.7000,
608,14国开05,108.09,3.0500,-0.91,3.0247,
609,20平安银行CD261,99.29,1.5509,5.12,1.5253,
610,20农业银行CD153,97.98,2.6200,,2.6200,
611,21宁波市市区农联社CD005,99.76,2.8231,,2.8231,
612,20民生银行CD067,97.43,2.1396,-56.04,2.1396,
613,20中国银行CD083,99.30,1.7009,10.01,1.7009,
614,20齐鲁银行CD039,96.77,3.5300,1.0,3.5300,
615,20光大银行CD105,98.26,2.2999,-9.0,2.2999,
616,20兴业银行CD117,98.21,2.3001,-9.99,2.3001,
617,20浦发银行CD221,98.29,2.1400,-2.99,2.1400,
618,20华夏银行CD177,98.29,2.1400,-2.03,2.1400,
619,20贵阳银行CD049,97.95,2.5499,1.0,2.5499,
620,16黑龙江债13,100.37,2.1500,-2.0,2.1500,
621,20北京银行CD103,97.84,2.8800,1.0,2.8800,
622,20浦发银行CD521,97.34,2.7000,-6.0,2.7000,
623,20华融湘江银行CD074,97.20,2.7500,,2.7500,
624,20交通银行CD009,97.18,1.6498,10.2,1.6498,
625,21余姚农商银行CD008,98.63,2.7998,,2.7998,
626,20浦发银行CD482,97.99,2.5801,-6.99,2.5801,
627,20平安银行CD059,97.40,2.1302,,2.1302,
628,20平安银行CD189,97.30,2.6400,-36.98,2.6400,
629,20华夏银行CD404,97.94,2.6400,1.0,2.6400,
630,20光大银行CD069,97.52,2.1500,-54.98,2.1500,
631,20中信银行CD094,98.27,2.1499,-1.04,2.1499,
632,20交通银行CD186,98.67,2.1600,0.01,2.1600,
633,15附息国债23,100.09,2.9700,1.0,2.9600,
634,19鄂交投MTN002,100.70,6.8468,-2.58,6.8468,
635,20东航股SCP032,100.00,1.9989,-9.97,1.9989,
636,20兴业银行CD278,97.33,2.6401,0.01,2.6401,
637,21北京银行CD001,97.25,2.8300,,2.8299,
638,20民生银行CD503,97.95,2.6299,-2.0,2.6299,
639,21宁波市市区农联社CD002,99.75,2.9026,,2.9026,
640,20浦发银行CD039,97.31,1.9796,2.98,1.9796,
641,20交通银行CD051,98.19,2.3499,-5.01,2.3600,
642,20民生银行CD034,97.30,2.0000,9.98,2.0000,
643,16嘉兴银行二级,100.00,4.4948,-5.27,4.4948,
644,17武汉农商二级,100.00,4.9955,8.86,4.9955,
645,17常熟农商二级,100.00,4.9971,8.28,4.9971,
646,20浦发银行CD040,97.31,1.9796,3.01,1.9796,
647,20达州国资PPN001,100.00,5.8911,9.32,5.8911,
648,16进出09,100.23,2.3329,-86.83,2.3329,
649,21宁波市市区农联社CD003,99.31,2.8001,,2.8001,
650,17台州银行二级01,100.57,4.8770,0.49,4.8770,
651,20电网SCP048,100.02,1.7022,-19.89,1.7022,
652,20华夏银行CD468,98.32,3.4929,-0.51,3.4929,
653,21上海银行CD001,99.83,2.0194,,2.0194,
654,20农业银行CD093,98.66,2.0497,-7.01,2.0497,
655,19靖江港PPN001,100.15,7.3181,,7.3181,
656,20兴业银行CD216,97.29,3.2551,-0.49,3.2551,
657,20兴业银行CD173,97.70,3.4142,-0.58,3.4142,
658,20兴业银行CD444,99.30,1.6994,9.9,1.6994,
659,19农发07,100.57,2.7200,-2.0,2.7200,
660,21嘉善农商行CD001,98.61,2.8498,,2.8498,
661,20中信银行CD267,97.96,2.6001,-34.0,2.6001,
662,18鲁商MTN001,100.01,7.6941,-0.29,7.6985,
663,19贵阳银行二级,100.17,4.8412,-0.06,4.8412,
664,20广核电力MTN001,101.04,3.1934,-20.46,3.1932,
665,20廊坊银行永续债01,100.03,4.7891,-0.36,5.9547,
666,20兴业银行小微债05,100.40,3.2800,3.0,3.2802,
667,18农发01,106.48,3.2200,0.5,3.2176,
668,20中石油MTN003,97.84,3.5513,-2.87,3.5512,
669,20光大银行CD271,97.94,2.6399,-4.84,2.6399,
670,19东兴投资ABN001优先级,99.92,,,,
671,19中盐MTN001,100.00,4.0300,,4.0093,
672,19中石油MTN001,101.43,3.2600,-6.0,3.2712,
673,17京电城投MTN001,101.16,4.6500,-10.0,4.6461,
674,21浙能源SCP002,100.03,2.7454,-54.76,3.0487,
675,18平安银行01,100.88,2.8100,-2.68,2.8144,
676,16南京国投MTN001,100.19,2.8689,-9.24,2.8591,
677,19汇金MTN012,101.00,3.3800,-5.0,3.4069,
678,21珠海九洲SCP003,100.00,3.3397,,3.3397,
679,20平安银行CD307,99.31,2.1302,-81.0,2.1302,
680,20东航股SCP022,99.89,2.2998,-2.01,2.3032,
681,21泰交通MTN001,100.27,4.1000,4.85,4.0827,
682,15东南债,40.64,4.0929,-4.88,4.0929,
683,19长城债02BC(品种一),100.89,3.1500,-4.79,3.1480,
684,20厦门国际银行CD066,97.99,2.5399,-31.02,2.5399,
685,16重庆地产MTN001,100.07,7.1746,1.09,7.1744,
686,20兴业银行CD041,97.16,1.7499,16.84,1.7499,
687,19冀交投MTN001,100.37,3.3005,-47.95,3.2993,
688,18冀东水泥MTN001,102.75,8.9025,0.32,8.9074,
689,17渝南资产PPN001,99.59,6.7907,-21.75,6.7907,
690,16农发08,100.51,3.2600,-2.0,3.2585,
691,19连云港MTN001,99.29,5.5000,-30.0,5.5000,
692,18兴业租赁债01,100.76,2.8426,-37.24,2.8463,
693,19中金公司金融债01,100.24,3.2260,-12.4,3.2260,
694,20豫高管MTN003,97.29,5.9818,-0.9,5.9818,
695,20川能投MTN003,100.48,7.1295,6.7,7.1298,
696,18附息国债28,101.53,2.8800,-3.5,2.8926,
697,19孝感城投PPN002,100.21,4.7878,-0.03,4.8401,
698,21象屿股份SCP001,99.98,3.3507,5.1,3.3507,
699,19河南债02,101.17,2.9200,-31.0,2.9200,
700,20杭金投SCP006,99.78,2.6682,-19.27,2.6730,
701,19华润电力MTN002,100.30,6.4083,,6.4079,
702,21红狮CP001,100.00,3.8000,-12.58,3.8259,
703,18河钢集MTN011,100.05,4.0563,-0.85,4.0563,
704,20进出06,99.93,1.9502,-4.97,1.8992,
705,17星城建设PPN001,102.60,4.0400,-12.81,4.0400,
706,20民生银行CD573,97.31,2.7400,-6.0,2.7650,
707,12甘公投MTN3,72.38,3.7500,-23.1,3.7489,
708,18进出03,104.07,2.8880,-1.2,2.8890,
709,18联发MTN001,100.44,3.2102,1.0,3.1762,
710,20国开战疫120,99.95,2.2495,-29.1,2.2270,
711,19大横琴MTN001,100.91,3.8400,-8.0,3.8397,
712,18山东金融MTN001,100.96,3.2065,-9.06,3.2042,
713,20绵阳投资MTN001,98.28,4.1056,-2.88,4.1063,
714,19丽水城建PPN001,100.86,5.1651,,5.1642,
715,20恒逸SCP005,99.77,6.8999,1.36,6.8999,
716,18清浦城投PPN002,101.13,6.2304,-87.41,6.2304,
717,18大横琴MTN002,102.58,3.6300,-32.18,3.6297,
718,18宁夏15,104.20,3.0500,,3.0425,
719,19天津10,100.94,3.0100,,2.9988,
720,18中信银行二级01,102.69,4.5332,-6.71,4.5304,
721,17铁道15,105.61,3.5013,,3.5007,
722,20江苏银行CD196,97.18,2.7900,-11.0,2.7900,
723,20京城建MTN001,101.02,6.7979,-6.82,6.7977,
724,20河北债17,96.83,3.3700,1.0,3.3900,
725,18农发08,103.13,2.9700,1.0,3.1900,
726,20进出08,100.01,2.1951,-8.49,2.2014,
727,20深圳水务CP004,100.00,3.0500,0.08,3.0433,
728,17农发04,102.28,3.0186,0.43,3.0171,
729,20民生银行CD086,97.52,2.1501,1.0,2.1368,
730,20葛洲坝(疫情防控债)CP001,99.77,2.6008,-293.58,2.5892,
731,20平安银行CD291,97.95,2.6500,1.0,2.6300,
732,20平安银行小微债01,97.98,3.2000,-4.8,3.2067,
733,18福建阳光MTN001,99.34,8.2220,1.25,8.2140,
734,20津城建CP004,99.41,4.1800,-102.63,4.1800,
735,20湖南01,100.15,3.1000,-10.25,3.1000,
736,20望城经开MTN002,99.43,4.5171,1.98,4.5171,
737,20天津银行CD108,97.90,2.7500,,2.7500,
738,20义乌市场MTN001,100.71,3.7530,-29.7,3.7530,
739,19中国银行二级03,100.14,3.9898,-0.11,3.9902,
740,20广发银行CD246,97.34,2.7100,-9.0,2.7100,
741,20西安高新PPN006,101.73,4.8929,-40.7,4.8929,
742,20交通银行CD090,97.63,2.4300,-35.01,2.4300,
743,20杭州银行CD235,97.20,2.8100,-3.0,2.8100,
744,20华夏银行CD387,97.76,2.9999,1.0,2.9999,
745,17河钢集MTN005,102.07,4.4901,-6.99,4.4901,
746,20陕西债20,95.56,3.5100,,3.5100,
747,13中电投债,104.18,3.4300,-1.0,3.4200,
748,19厦门债03,100.28,3.3400,1.5,3.3350,
749,14苏园建MTN001,101.79,3.0670,-26.51,3.0670,
750,20浙江债39,100.00,3.7497,-2.03,3.7497,
751,21江苏紫金农商行CD006,97.88,2.8998,,2.8998,
752,17大连银行二级,99.34,5.1144,2.28,5.1012,
753,20贴现国债56,99.40,1.7199,-8.02,1.7199,
754,16进出16,100.79,2.3800,-2.0,2.3800,
755,21南新建总SCP001,100.00,4.9793,,4.9793,
756,21中航租赁SCP001,100.00,2.9798,-132.0,3.1684,
757,16邮储银行二级01,100.06,3.2860,-1.41,3.2860,
758,15怀化经开债,39.96,6.8898,,6.8898,
759,18陕西能源MTN002,100.56,11.1945,,11.1950,
760,18浙江债18,102.49,3.1000,,3.1000,
761,12农发13,101.69,2.7780,,2.7790,
762,19进出03,100.49,2.4872,-0.57,2.4953,
763,20申迪MTN001,100.04,3.4574,-0.52,3.4592,
764,20水发集团SCP004,100.10,3.2373,-42.58,3.2336,
765,18农发13,101.48,3.0000,1.0,2.9886,
766,21珠海港SCP001,100.00,3.2997,,3.2997,
767,16国开13,98.48,3.3500,-0.25,3.3513,
768,14盐城城南债,20.33,3.4701,,3.4624,
769,17华电股MTN001,102.29,3.0100,-7.53,3.0081,
770,17张家口银行二级,100.02,4.9933,,4.9933,
771,20民生银行CD555,97.28,2.7300,-8.0,2.7300,
772,20陕西重汽SCP001,99.64,3.5000,10.72,3.5000,
773,19中煤能源MTN001,100.93,3.9958,-2.33,4.0099,
774,20农业银行CD039,97.53,2.6000,1.0,2.6000,
775,20安吉租赁MTN001,99.07,4.7100,-6.0,4.7097,
776,21广发银行CD006,97.25,2.8300,1.0,2.8300,
777,20甬城投(疫情防控债)MTN001,99.08,3.4000,-5.0,3.4202,
778,18粤电发MTN001,100.81,2.8152,-39.48,2.8176,
779,01国开14,101.46,2.2551,-50.49,2.2525,
780,16农发21,100.35,2.2549,-92.4,2.2275,
781,20建设银行CD034,98.25,2.3398,-6.03,2.3398,
782,20广州高新PPN001,98.80,4.5634,2.99,4.5634,
783,18附息国债16,101.53,2.6500,-15.5,2.6546,
784,17农发12,102.17,2.8000,-2.0,2.7996,
785,21南昌城投MTN001,100.14,3.6000,-4.97,3.6382,
786,20娄城高新SCP004,99.33,3.9400,1.0,3.9393,
787,14北汽集MTN001,101.75,2.9556,-0.44,2.9587,
788,21南山开发SCP001,100.00,3.0797,,3.0797,
789,20桂投债01,100.03,4.2890,,4.2884,
790,21扬州绿产SCP001,100.00,4.0995,,4.0995,
791,19江苏债03,101.07,2.9400,-22.0,2.9400,
792,18农发12,100.80,2.3365,-1.35,2.3319,
793,19嘉兴国资MTN001,100.34,3.5039,-5.91,3.5009,
794,18金隅MTN004,101.23,7.9978,-0.16,7.9986,
795,16金隅MTN002,100.65,7.2562,-0.16,7.2581,
796,21佛燃能源MTN001,99.72,3.9000,1.0,3.9000,
797,20赢盛龙腾ABN001优先,100.06,,,,
798,16岳阳城投MTN001,100.13,2.8098,0.99,2.8020,
799,20滨江房产CP002,100.00,3.1101,-5.31,3.1101,
800,18云南交投MTN001,102.54,4.4500,-0.23,4.4512,
801,18金融街MTN001A,100.48,4.8160,0.02,4.8160,
802,17荆州城投专项债,81.69,4.5233,-4.68,4.5217,
803,20鲁钢铁CP004,98.85,5.1932,-1.97,5.1932,
804,20民生银行CD011,97.18,1.6479,-15.26,1.6479,
805,20京电子城SCP001,99.94,3.9616,-30.53,3.9481,
806,20民生银行CD390,97.29,2.6700,-10.0,2.6700,
807,20河南债23,95.48,3.5100,1.0,3.5100,
808,20拉萨城投CP001,99.90,2.8869,,2.9000,
809,21徐州新盛MTN001,100.04,4.1311,0.11,4.1307,
810,18拉萨城投MTN002,101.04,3.1633,-12.67,3.1667,
811,16中油股MTN001,100.27,2.5500,0.16,2.5546,
812,20现代制药SCP001,99.76,2.9000,-4.84,2.9000,
813,20进出14,100.31,2.3200,-3.0,2.3213,
814,17乐山国资MTN001,102.32,4.0236,-13.77,4.0200,
815,20厦门国际银行小微债01,100.27,3.4900,0.83,3.4933,
816,18民生银行02,100.85,2.8000,-3.0,2.8000,
817,20光大银行CD010,97.24,1.9005,1.0,1.9005,
818,16东坡发投债,59.54,6.4471,-2.08,6.4490,
819,20汇金MTN010B,100.12,3.6000,3.0,3.5850,
820,19济南轨交MTN001,100.98,6.5999,-12.53,6.5997,
821,20平安银行CD266,99.28,1.7505,19.95,1.7505,
822,20富滇银行CD094,97.27,2.7501,-5.01,2.7501,
823,20惠通双创债,100.40,5.1850,-0.04,5.1850,
824,20江苏银行CD072,98.00,2.4300,,2.4300,
825,20北京银行CD132,97.17,2.8029,-3.71,2.8029,
826,20进出清发01,100.28,2.3400,-7.91,2.3486,
827,20五矿MTN002,100.97,6.6802,-7.48,6.6826,
828,20金融城建GN002,97.89,4.1350,-12.5,4.1350,
829,18温岭债02,103.26,4.1600,1.0,4.1418,
830,20北部湾SCP011,99.95,3.7000,1.0,3.6980,
831,20常德经建SCP002,100.08,3.1000,-0.99,3.1063,
832,17国开12,102.85,2.8083,-0.17,2.8092,
833,20民生银行CD577,97.27,2.8000,1.0,2.7365,
834,19王府井集MTN001,100.40,3.3800,-6.8,3.3800,
835,17湖州城建PPN001,102.37,5.2142,-10.58,5.2244,
836,16吉林高速MTN002,99.39,4.5100,1.0,4.5056,
837,19陕延油MTN001,101.15,3.5800,-33.82,3.5696,
838,21弘基保理ABN001优先,100.00,,,,
839,18宜昌城控PPN001,100.48,6.0447,,6.0447,
840,17重庆银行二级,100.97,4.6128,1.0,4.6128,
841,19浙江债03,100.83,2.9000,-13.0,2.9000,
842,20景德陶瓷MTN002,98.62,5.8468,0.57,5.8468,
843,20贵阳银行CD066,97.89,2.6400,,2.6400,
844,18贵州高速MTN002,100.74,3.4500,71.96,3.4517,
845,20环球租赁SCP016,99.97,2.7902,,2.7902,
846,20厦门银行CD209,99.27,2.0001,5.02,2.0001,
847,19建元12A2_bc,81.66,,,,
848,19中铝MTN001,100.41,3.9416,-10.84,3.9400,
849,20中电投SCP028,100.02,2.2301,,2.2301,
850,20中信银行CD199,98.67,2.1501,-53.01,2.1501,
851,20华夏银行CD028,97.25,1.9699,0.03,1.9699,
852,14杭拱墅债,20.35,3.3279,,3.3138,
853,15江门高新债,40.58,4.0334,-1.65,4.0598,
854,20国新租赁SCP010,99.98,2.7005,-3.08,2.7005,
855,18华润MTN001,103.32,3.1353,-26.47,3.1362,
856,20南京地铁SCP007,100.21,2.5922,2.22,2.5930,
857,20民生银行CD099,97.62,2.1599,-56.02,2.1548,
858,20中铝集MTN002,99.72,3.7580,,3.7590,
859,20中信银行CD008,97.31,1.9701,16.96,1.9701,
860,19浦发银行永续债,101.44,4.2699,-2.17,4.2699,
861,18民生租赁债01,100.57,3.1583,-29.16,3.1500,
862,20农业银行CD136,99.29,1.7008,10.1,1.7008,
863,20中信银行CD252,97.25,2.7000,1.0,2.7000,
864,20光大银行CD190,96.68,3.7549,50.4,3.7549,
865,20农业银行CD133,97.22,4.0512,-6.79,4.0512,
866,20宁沪高SCP028,99.92,2.6668,-78.32,2.6600,
867,20浦发银行CD444,99.28,1.6991,9.94,1.6991,
868,20平安租赁SCP009,100.03,2.7501,,2.7441,
869,20西藏天路SCP002,99.74,4.7400,24.76,4.7400,
870,20西安银行CD038,97.92,2.5201,,2.5201,
871,20北京银行CD043,98.04,2.5200,-1.0,2.5200,
872,20乌经开SCP001,99.98,3.3877,-51.77,3.3940,
873,20兴业银行CD130,98.16,2.4000,0.01,2.4000,
874,18内蒙07,100.60,2.0949,-67.51,2.0949,
875,20中信银行CD173,97.32,2.6300,-1.0,2.6300,
876,20粤珠江MTN003,102.32,3.8247,-49.53,3.8240,
877,18余姚城投MTN004,101.51,8.3281,-0.61,8.3279,
878,20深圳农商银行CD026,99.36,2.1998,,2.1998,
879,18招商局MTN001A,100.53,7.9829,0.17,7.9829,
880,21海沧投资MTN001,99.83,4.7100,6.03,4.7100,
881,18华润置地MTN002B,103.80,3.4177,1.0,3.4189,
882,19新盛建设PPN002,101.28,3.5100,,3.5100,
883,21如皋经开SCP001,100.21,4.4500,-30.63,4.4500,
884,20江阴城投PPN005,100.01,3.2943,-36.8,3.2972,
885,20广州农村商业银行CD087,97.97,2.5001,-3.9,2.5001,
886,20中电投MTN011,99.66,6.0240,,6.0240,
887,20交通银行CD064,98.10,2.3999,-8.0,2.3999,
888,21光大银行CD008,97.28,2.7997,,2.7997,
889,20民生银行CD529,97.22,2.7700,-3.01,2.7700,
890,20北京银行CD174,97.35,2.7000,-30.0,2.7000,
891,20深业MTN002,98.34,3.0896,-0.56,3.0884,
892,18粤珠江MTN001,101.84,8.4681,0.52,8.4679,
893,20浦发银行CD472,97.23,2.7500,-4.0,2.7500,
894,18天津债35,101.11,2.1349,-53.51,2.1349,
895,16南宁城投MTN001,100.19,2.8844,-9.84,2.8773,
896,18电科院MTN002,101.04,3.0566,-53.92,3.0600,
897,20张家经投MTN002,98.67,5.8538,-1.76,5.8525,
898,20汉口银行CD150,96.52,3.6200,,3.6200,
899,20江苏银行CD113,96.89,3.4100,34.0,3.4100,
900,17徐州经开MTN002,101.91,3.9141,-13.98,3.9100,
901,20津城建CP003,99.56,4.1399,-22.01,4.1399,
902,20西安银行CD022,97.65,2.2002,-57.98,2.2002,
903,20中国中药MTN001,99.33,3.5722,,3.5700,
904,20北京银行CD136,97.16,2.8050,,2.8050,
905,19北控水务MTN001A,101.26,3.6686,-15.39,3.6697,
906,19兰州城投PPN001,100.94,4.2231,53.3,4.2231,
907,20通商租赁SCP005,100.08,2.9801,-2.0,2.9763,
908,18北控水务MTN001B,103.75,4.1350,,4.1363,
909,21宣城国资PPN001,99.89,4.8194,3.98,4.8194,
910,16合川专项债,59.61,4.3554,,4.3511,
911,16九龙江MTN002,100.15,7.2653,1.37,7.2659,
912,20郑州银行CD112,97.43,2.7001,10.01,2.7001,
913,20山东债29,95.41,3.5100,-3.5,3.5100,
914,19农四师MTN001,100.13,4.9018,-29.82,4.9000,
915,20江西10,100.19,3.1000,-12.0,3.1000,
916,20南电MTN004,99.47,3.1600,-3.0,3.1870,
917,20南电MTN008,96.57,3.5600,1.0,3.5600,
918,20北京银行CD082,97.25,2.7001,0.02,2.7001,
919,14港中旅MTN002,101.75,2.8255,-4.01,2.8300,
920,20昆明城建SCP001,100.07,4.8789,-62.11,4.8789,
921,16华夏银行02,100.13,2.2502,-2.99,2.2502,
922,20南京银行CD042,98.02,2.9301,48.01,2.9301,
923,20交通银行CD062,98.10,2.4000,-13.49,2.4000,
924,20民生银行CD157,98.24,2.3902,1.0,2.3902,
925,20西安银行CD023,97.68,2.2301,-52.0,2.2301,
926,19中铝集MTN007,99.72,4.0485,-14.0,4.0493,
927,19兖矿MTN002,101.05,3.5542,-12.58,3.5501,
928,18光大集团MTN001,100.89,2.8340,-0.2,2.8301,
929,20廊坊银行CD173,97.19,2.7001,,2.7001,
930,20贴现国债54,98.88,1.9999,-3.01,2.0031,
931,20民生银行CD336,98.68,1.9697,1.96,1.9697,
932,18深圳高速MTN002,102.64,3.3980,-6.2,3.4000,
933,20宁河西MTN002,100.69,3.5800,-36.0,3.5790,
934,19建元7A2_bc,71.21,,,,
935,20涪陵新城PPN001,101.05,5.1113,,5.1113,
936,14渝中债,20.08,3.4485,,3.4485,
