,3,4,5,6,7,8,9,10,11,12,13,14
15,1.365590301859251,1.3327532441773284,1.3321157632104863,1.3033268914290015,1.1502554864230297,1.1451324837312822,1.178856148709702,1.0643600360546634,1.0667095052118947,1.0855439917363214,1.0355120536097029,1.030883359112056
16,1.3269535855314443,1.295045588403752,1.3051970636604258,1.276989942362849,1.1270117243567317,1.1219922446275212,1.1550344393986596,1.0428520043843559,1.0451539966960357,1.0636078857544369,1.014586966900717,1.0100518066438113
17,1.353315749052194,1.3207738459257743,1.331126997302556,1.3023594941256105,1.1494017067127404,1.1442825065812117,1.1779811400937934,1.063570012434736,1.065917737693224,1.084738244277857,1.0347434424693374,1.030118183630546
18,1.3139325319899637,1.2823376398144957,1.292389501260797,1.264459169174746,1.115952648768307,1.1109824239000181,1.143700384129772,1.032618766437688,1.0348981698921025,1.0531709756932606,0.9940181636845818,0.9895749450964745
19,1.3504509844441124,1.3179779676011956,1.3283092029235235,1.3071207972156638,1.1536038106038475,1.1484658951609792,1.1822877276893462,1.0674583237723776,1.069814632092285,1.0887039446683213,1.027555374057856,1.0229622455767828
20,1.2484940643683933,1.2184727090970617,1.228023952441766,1.208435237957188,1.0665085417850417,1.061758530857183,1.0930268683563853,0.9868669033841582,0.9890453141410921,1.0065085134003298,0.9499765634582863,0.9457302089355704
21,1.2739151331224492,1.243282501467656,1.2530282213586907,1.233040653509945,1.110701402656271,1.1057545657642054,1.1383185677936358,1.027759657685667,1.0300283351397068,1.0482151561094075,0.9893406945974272,0.9849183840956643
22,1.2767519885970984,1.2460511417633229,1.2558185641980413,1.2357864864445143,1.1131748008229936,1.1082169479213413,1.1408534660588168,1.0300483545821242,1.0323220841074443,1.0505494049356459,0.991543837093178,0.9871116786388848
23,1.2724420807087407,1.2418448701513345,1.2515793208802128,1.231614865038146,1.109417077398211,1.1044759606281822,1.1370023082797482,1.0265712395523832,1.0288372936913273,1.047003084892379,0.9881967010453725,0.9837795041457549
24,1.1748307930574469,1.1895133183177582,1.1988375576545895,1.1797144073417736,1.062666055039157,1.0579331577614184,1.0890888396486875,0.9833113547433004,0.9854819169794475,1.0028821986819423,0.9465539257475002,0.9423228702686574
25,1.1331037361860596,1.1472647748032088,1.156257840436227,1.1378138966826685,1.0249228096493121,1.020358013067471,1.050407122912486,0.9483865902034857,0.9504800594876899,0.9672623266229218,0.9129346933227932,0.90885391437197
26,1.1256864411028518,1.1338611096103008,1.1427491079184542,1.1245206475060898,1.0129484838521396,1.0084370184684668,1.0381350600888197,0.9373064484544195,0.9393754594252561,0.955961656834651,0.9022687413638064,0.8982356387610981
27,1.1242525020043692,1.1324167573307036,1.1414908775571224,1.1232824876940786,1.011833171201257,1.007326673192033,1.0369920156158765,0.9362744218939569,0.9383411547685758,0.9549090898516077,0.9012752932686846,0.8972466313363816
28,1.1307476151397964,1.1389590375944378,1.1480855814866902,1.1297719967924442,1.012945748034978,1.0084342948360752,1.025652868394271,0.926036586549222,0.930108576792388,0.9465311523579542,0.8933679142816944,0.8893745979945534
29,1.1790091562033558,1.1875710511212398,1.197087125857445,1.1728991692085227,1.0516132721439704,1.0469296017007848,1.098041619606063,0.9913945981556991,0.9698066249433749,0.9869301339395447,0.9314978308985343,0.9299639949565325
