,price,r,r+1
333,2248.71,0.016972838,-0.001196241
334,2246.02,-0.001196241,-0.001985735
335,2241.56,-0.001985735,-0.003408341
336,2233.92,-0.003408341,0.00227403
337,2239,0.00227403,-0.009115677
338,2218.59,-0.009115677,0.012963188
339,2247.35,0.012963188,0.016917703
340,2285.37,0.016917703,0.003373633
341,2293.08,0.003373633,-0.012777574
342,2263.78,-0.012777574,-0.00614459
343,2249.87,-0.00614459,0.010600612
344,2273.72,0.010600612,-0.002278205
345,2268.54,-0.002278205,-0.001503169
346,2265.13,-0.001503169,-0.006679528
347,2250,-0.006679528,-0.001826667
348,2245.89,-0.001826667,0.014987377
349,2279.55,0.014987377,-0.05446689
350,2155.39,-0.05446689,-0.007260867
351,2139.74,-0.007260867,-0.008099115
352,2122.41,-0.008099115,-0.004334695
353,2113.21,-0.004334695,-0.002314015
354,2108.32,-0.002314015,0.01011706
355,2129.65,0.01011706,-0.009668255
356,2109.06,-0.009668255,0.010208339
357,2130.59,0.010208339,0.011226937
358,2154.51,0.011226937,-0.008127138
359,2137,-0.008127138,-0.015722976
360,2103.4,-0.015722976,0.0097176
361,2123.84,0.0097176,0.032662536
362,2193.21,0.032662536,0.003597467
363,2201.1,0.003597467,0.00322566
364,2208.2,0.00322566,-0.002993388
365,2201.59,-0.002993388,0.001349025
366,2204.56,0.001349025,-0.016855971
367,2167.4,-0.016855971,0.003118944
368,2174.16,0.003118944,0.008283659
369,2192.17,0.008283659,-0.005250505
370,2180.66,-0.005250505,0.004168463
371,2189.75,0.004168463,0.001575522
372,2193.2,0.001575522,0.001062375
373,2195.53,0.001062375,-0.001717125
374,2191.76,-0.001717125,-0.004758733
375,2181.33,-0.004758733,-0.004799824
376,2170.86,-0.004799824,0.005449453
377,2182.69,0.005449453,0.018394733
378,2222.84,0.018394733,-0.004854151
379,2212.05,-0.004854151,0.005162632
380,2223.47,0.005162632,-0.009219823
381,2202.97,-0.009219823,-0.026060273
382,2145.56,-0.026060273,0.000144484
383,2145.87,0.000144484,-0.000610475
384,2144.56,-0.000610475,0.009629015
385,2165.21,0.009629015,-0.003131336
386,2158.43,-0.003131336,0.001714209
387,2162.13,0.001714209,0.002909168
388,2168.42,0.002909168,-0.005492478
389,2156.51,-0.005492478,-0.015585367
390,2122.9,-0.015585367,0.008431862
391,2140.8,0.008431862,-0.000546525
392,2139.63,-0.000546525,0.003061277
393,2146.18,0.003061277,0.001733312
394,2149.9,0.001733312,0.027243128
395,2208.47,0.027243128,0.001082197
396,2210.86,0.001082197,-0.000529206
397,2209.69,-0.000529206,-0.000506858
398,2208.57,-0.000506858,-0.006492889
399,2194.23,-0.006492889,-0.012017883
400,2167.86,-0.012017883,0.013967692
401,2198.14,0.013967692,-0.006018725
402,2184.91,-0.006018725,0.003821668
403,2193.26,0.003821668,-0.005589853
404,2181,-0.005589853,0.009078404
405,2200.8,0.009078404,-0.000268084
406,2200.21,-0.000268084,-0.007144773
407,2184.49,-0.007144773,-0.000920123
408,2182.48,-0.000920123,-0.007812214
409,2165.43,-0.007812214,-0.002618418
410,2159.76,-0.002618418,0.00772771
411,2176.45,0.00772771,-0.013806887
412,2146.4,-0.013806887,0.003163436
413,2153.19,0.003163436,-0.003696841
414,2145.23,-0.003696841,-0.006959627
415,2130.3,-0.006959627,0.009388349
416,2150.3,0.009388349,-0.012300609
417,2123.85,-0.012300609,0.009167314
418,2143.32,0.009167314,0.001768285
419,2147.11,0.001768285,0.006790523
420,2161.69,0.006790523,0.008146404
421,2179.3,0.008146404,0.001454596
422,2182.47,0.001454596,-0.008902757
423,2163.04,-0.008902757,-0.002348546
424,2157.96,-0.002348546,-0.002483827
425,2152.6,-0.002483827,0.01163709
426,2177.65,0.01163709,-0.005482975
427,2165.71,-0.005482975,-0.008810044
428,2146.63,-0.008810044,0.009736191
429,2167.53,0.009736191,-0.000682805
430,2166.05,-0.000682805,-0.002631518
431,2160.35,-0.002631518,0.010507557
432,2183.05,0.010507557,-0.000513044
433,2181.93,-0.000513044,-0.017635763
434,2143.45,-0.017635763,0.000200611
435,2143.88,0.000200611,-0.01008452
436,2122.26,-0.01008452,0.005998323
437,2134.99,0.005998323,-0.009498874
438,2114.71,-0.009498874,-0.007008053
439,2099.89,-0.007008053,-0.054998119
440,1984.4,-0.054998119,0.000322516
441,1985.04,0.000322516,-0.011062749
442,1963.08,-0.011062749,0.006505084
443,1975.85,0.006505084,0.011266037
444,1998.11,0.011266037,-0.008858371
445,1980.41,-0.008858371,0.000954348
446,1982.3,0.000954348,0.004741966
447,1991.7,0.004741966,-0.002726314
448,1986.27,-0.002726314,-0.010940104
449,1964.54,-0.010940104,0.004820467
450,1974.01,0.004820467,-0.002730483
451,1968.62,-0.002730483,-0.005821337
452,1957.16,-0.005821337,0.001062764
453,1959.24,0.001062764,0.001439334
454,1962.06,0.001439334,0.000611602
455,1963.26,0.000611602,0.014419893
456,1991.57,0.014419893,-0.003816085
457,1983.97,-0.003816085,-0.009546515
458,1965.03,-0.009546515,-0.001735342
459,1961.62,-0.001735342,-0.00506724
460,1951.68,-0.00506724,-0.007239916
461,1937.55,-0.007239916,-0.003819256
462,1930.15,-0.003819256,-0.015651633
463,1899.94,-0.015651633,-0.036364306
464,1830.85,-0.036364306,0.020220116
465,1867.87,0.020220116,-0.011820951
466,1845.79,-0.011820951,-0.000893926
467,1844.14,-0.000893926,0.019852072
468,1880.75,0.019852072,0.003493287
469,1887.32,0.003493287,-0.013829133
470,1861.22,-0.013829133,0.005093433
471,1870.7,0.005093433,0.008301705
472,1886.23,0.008301705,-0.005020597
473,1876.76,-0.005020597,0.012622818
474,1900.45,0.012622818,-0.005956484
475,1889.13,-0.005956484,0.007675491
476,1903.63,0.007675491,0.005489512
477,1914.08,0.005489512,-0.004905751
478,1904.69,-0.004905751,0.004719928
479,1913.68,0.004719928,-0.002236529
480,1909.4,-0.002236529,-0.008924269
481,1892.36,-0.008924269,0.002784882
482,1897.63,0.002784882,-0.007778123
483,1882.87,-0.007778123,0.006421049
484,1894.96,0.006421049,0.013783932
485,1921.08,0.013783932,-0.0005778
486,1919.97,-0.0005778,0.003114632
487,1925.95,0.003114632,0.006490303
488,1938.45,0.006490303,-0.006025433
489,1926.77,-0.006025433,0.000202411
490,1927.16,0.000202411,0.002495901
491,1931.97,0.002495901,-0.00598353
492,1920.41,-0.00598353,0.00410329
493,1928.29,0.00410329,0.017881128
494,1962.77,0.017881128,0.007683019
495,1977.85,0.007683019,-0.006684026
496,1964.63,-0.006684026,-0.005441228
497,1953.94,-0.005441228,-0.002011321
498,1950.01,-0.002011321,0.010702509
499,1970.88,0.010702509,-0.006525004
500,1958.02,-0.006525004,-0.000102144
501,1957.82,-0.000102144,0.00455098
502,1966.73,0.00455098,-0.008679382
503,1949.66,-0.008679382,0.002133705
504,1953.82,0.002133705,0.003705561
505,1961.06,0.003705561,-0.006363905
506,1948.58,-0.006363905,-0.000107771
507,1948.37,-0.000107771,0.008607195
508,1965.14,0.008607195,-0.008961194
509,1947.53,-0.008961194,-0.001627703
510,1944.36,-0.001627703,-0.00779691
511,1929.2,-0.00779691,-0.01840141
512,1893.7,-0.01840141,0.00720283
513,1907.34,0.00720283,0.018780081
514,1943.16,0.018780081,0.000555796
515,1944.24,0.000555796,0.000930955
516,1946.05,0.000930955,-0.017265743
517,1912.45,-0.017265743,0.002708568
518,1917.63,0.002708568,-0.010492118
519,1897.51,-0.010492118,0.006835274
520,1910.48,0.006835274,-0.012049328
521,1887.46,-0.012049328,-0.010161805
522,1868.28,-0.010161805,-0.010747854
523,1848.2,-0.010747854,-0.001525809
524,1845.38,-0.001525809,0.002714888
525,1850.39,0.002714888,-0.006150055
526,1839.01,-0.006150055,-0.015823731
527,1809.91,-0.015823731,0.004950522
528,1818.87,0.004950522,0.000885165
529,1820.48,0.000885165,0.012326419
530,1842.92,0.012326419,0.00423784
531,1850.73,0.00423784,6.48E-05
532,1850.85,6.48E-05,-0.00561904
533,1840.45,-0.00561904,-0.001276862
534,1838.1,-0.001276862,-0.010831837
535,1818.19,-0.010831837,-0.016213927
536,1788.71,-0.016213927,0.007703876
537,1802.49,0.007703876,-0.017292745
538,1771.32,-0.017292745,0.00061536
539,1772.41,0.00061536,0.001252532
540,1774.63,0.001252532,0.002259626
541,1778.64,0.002259626,0.020408852
542,1814.94,0.020408852,0.004242564
543,1822.64,0.004242564,-0.005009217
544,1813.51,-0.005009217,-0.006854112
545,1801.08,-0.006854112,-0.007217891
546,1788.08,-0.007217891,-0.016688291
547,1758.24,-0.016688291,0.01026026
548,1776.28,0.01026026,0.000793794
549,1777.69,0.000793794,-0.010159252
550,1759.63,-0.010159252,0.002330035
551,1763.73,0.002330035,-0.019980382
552,1728.49,-0.019980382,0.010089731
553,1745.93,0.010089731,0.008774693
554,1761.25,0.008774693,0.002918382
555,1766.39,0.002918382,0.018942589
556,1799.85,0.018942589,-0.002833569
557,1794.75,-0.002833569,0.000774481
558,1796.14,0.000774481,-0.011463472
559,1775.55,-0.011463472,0.011309172
560,1795.63,0.011309172,-0.002778969
561,1790.64,-0.002778969,0.014307734
562,1816.26,0.014307734,-0.003419114
563,1810.05,-0.003419114,0.00350819
564,1816.4,0.00350819,0.002521471
565,1820.98,0.002521471,0.002037364
566,1824.69,0.002037364,-0.014418888
567,1798.38,-0.014418888,0.005032307
568,1807.43,0.005032307,0.007662814
569,1821.28,0.007662814,-0.000741237
570,1819.93,-0.000741237,-0.006445303
571,1808.2,-0.006445303,0.002958744
572,1813.55,0.002958744,0.002492349
573,1818.07,0.002492349,0.009856606
574,1835.99,0.009856606,-0.003529431
575,1829.51,-0.003529431,0.003891752
576,1836.63,0.003891752,0.001290407
577,1839,0.001290407,-0.001935835
578,1835.44,-0.001935835,-0.017538029
579,1803.25,-0.017538029,-0.01072508
580,1783.91,-0.01072508,0.001592009
581,1786.75,0.001592009,-0.004415839
582,1778.86,-0.004415839,-0.018714233
583,1745.57,-0.018714233,-0.051066414
584,1656.43,-0.051066414,0.00667701
585,1667.49,0.00667701,0.010362881
586,1684.77,0.010362881,0.002279243
587,1688.61,0.002279243,0.000911993
588,1690.15,0.000911993,-0.002195071
589,1686.44,-0.002195071,0.000978392
590,1688.09,0.000978392,-0.004016374
591,1681.31,-0.004016374,0.03620986
592,1742.19,0.03620986,-0.0046608
593,1734.07,-0.0046608,0.001285992
594,1736.3,0.001285992,0.002747221
595,1741.07,0.002747221,-0.009327597
596,1724.83,-0.009327597,0.004806271
597,1733.12,0.004806271,-0.00778942
598,1719.62,-0.00778942,0.00744932
599,1732.43,0.00744932,0.017310945
600,1762.42,0.017310945,0.000357463
601,1763.05,0.000357463,-0.005320326
602,1753.67,-0.005320326,-0.006574783
603,1742.14,-0.006574783,0.029469503
604,1793.48,0.029469503,0.002838058
605,1798.57,0.002838058,0.014800647
606,1825.19,0.014800647,0.004498162
607,1833.4,0.004498162,-0.006327043
608,1821.8,-0.006327043,0.004072895
609,1829.22,0.004072895,-0.00781754
610,1814.92,-0.00781754,-0.004159963
611,1807.37,-0.004159963,-0.006434764
612,1795.74,-0.006434764,0.009544812
613,1812.88,0.009544812,0.016520674
614,1842.83,0.016520674,-0.006099315
615,1831.59,-0.006099315,0.003843655
616,1838.63,0.003843655,0.005846745
617,1849.38,0.005846745,0.008581254
618,1865.25,0.008581254,0.009848546
619,1883.62,0.009848546,0.000817575
620,1885.16,0.000817575,0.009389123
621,1902.86,0.009389123,-0.006558549
622,1890.38,-0.006558549,-0.00270316
623,1885.27,-0.00270316,0.005893055
624,1896.38,0.005893055,-0.006275114
625,1884.48,-0.006275114,0.002096069
626,1888.43,0.002096069,-0.004861181
627,1879.25,-0.004861181,-0.001920979
628,1875.64,-0.001920979,0.01021518
629,1894.8,0.01021518,-0.007652523
630,1880.3,-0.007652523,0.006578737
631,1892.67,0.006578737,-0.010514247
632,1872.77,-0.010514247,-0.00338536
633,1866.43,-0.00338536,-0.012221192
634,1843.62,-0.012221192,-0.00225643
635,1839.46,-0.00225643,0.008415513
636,1854.94,0.008415513,-0.000113211
637,1854.73,-0.000113211,0.006604735
638,1866.98,0.006604735,0.012244373
639,1889.84,0.012244373,0.014614994
640,1917.46,0.014614994,-0.008297435
641,1901.55,-0.008297435,-0.000820383
642,1899.99,-0.000820383,0.013726388
643,1926.07,0.013726388,-0.022522546
644,1882.69,-0.022522546,-0.003027583
645,1876.99,-0.003027583,-0.00470434
646,1868.16,-0.00470434,-0.002970838
647,1862.61,-0.002970838,0.009449106
648,1880.21,0.009449106,0.009865919
649,1898.76,0.009865919,0.001543112
650,1901.69,0.001543112,0.006084062
651,1913.26,0.006084062,-0.001327577
652,1910.72,-0.001327577,-0.007588762
653,1896.22,-0.007588762,-0.021215893
654,1855.99,-0.021215893,0.007435385
655,1869.79,0.007435385,0.001583065
656,1872.75,0.001583065,-0.013445468
657,1847.57,-0.013445468,-0.007902272
658,1832.97,-0.007902272,0.009454601
659,1850.3,0.009454601,0.004739772
660,1859.07,0.004739772,0.003802977
661,1866.14,0.003802977,0.009629503
662,1884.11,0.009629503,0.008768066
663,1900.63,0.008768066,0.003056881
664,1906.44,0.003056881,-0.005098508
665,1896.72,-0.005098508,-0.015099751
666,1868.08,-0.015099751,0.005449445
667,1878.26,0.005449445,-0.023617604
668,1833.9,-0.023617604,0.014095643
669,1859.75,0.014095643,-0.001500202
670,1856.96,-0.001500202,-0.001927882
671,1853.38,-0.001927882,-0.031617909
672,1794.78,-0.031617909,-0.006752917
673,1782.66,-0.006752917,-0.012206478
674,1760.9,-0.012206478,0.01872338
675,1793.87,0.01872338,-0.003617876
676,1787.38,-0.003617876,-0.009555886
677,1770.3,-0.009555886,0.019386545
678,1804.62,0.019386545,-0.003795813
679,1797.77,-0.003795813,-0.021793667
680,1758.59,-0.021793667,0.01463104
681,1784.32,0.01463104,-0.004108008
682,1776.99,-0.004108008,0.008536908
683,1792.16,0.008536908,0.01385479
684,1816.99,0.01385479,-0.010071602
685,1798.69,-0.010071602,0.004114105
686,1806.09,0.004114105,-0.006505767
687,1794.34,-0.006505767,-0.005779284
688,1783.97,-0.005779284,-0.001866623
689,1780.64,-0.001866623,0.010030102
690,1798.5,0.010030102,-0.008946344
691,1782.41,-0.008946344,0.00411241
692,1789.74,0.00411241,-0.0058109
693,1779.34,-0.0058109,-0.013224004
694,1755.81,-0.013224004,0.001714308
695,1758.82,0.001714308,-0.007721086
696,1745.24,-0.007721086,-0.000126057
697,1745.02,-0.000126057,0.004372443
