idx,3,7,30,90
886031.WI,1.0099055282510963,1.0138155398556294,1.033161761271166,1.0640458474851702
886032.WI,1.0065635860040976,1.0105694673718024,1.0379920263194664,1.1041601792728417
886033.WI,1.0029295782441305,1.0077280501637587,1.0294128562008817,1.068975303053541
886034.WI,1.0056456452812457,1.0088493663630127,1.0303958911415538,1.061036179103604
886035.WI,1.003837189177952,1.0093203454580795,1.0423418177954467,1.1188631946712435
886036.WI,1.005193346225655,1.010967783144257,1.0542365976602655,1.1637681031964835
886037.WI,1.010737089652585,1.0150626546389343,1.0560930269093545,1.1439778166190835
886038.WI,1.0080393749196324,1.012932707702118,1.0425373578833872,1.1141798479247584
886039.WI,1.0066923990695835,1.0114094248745429,1.0432532108996508,1.1224572901809702
886040.WI,1.0096490322354081,1.0213414474556495,1.1879220923141955,1.4582400735086154
886041.WI,1.0102933552969444,1.014163084530757,1.0436906469732534,1.1087065506452725
886042.WI,1.006725588591337,1.0108430851029513,1.0370676631056468,1.0874886603880105
886043.WI,1.0024213823378816,1.0064514935108932,1.0313946252255588,1.093040551745473
886044.WI,1.0029133590471484,1.0052248213432775,1.0390385158706628,1.0917964081247198
886045.WI,1.0092289589574046,1.0135996831798788,1.0404095661242583,1.1145413466483236
886046.WI,1.0048004270730697,1.0076585405300764,1.0387679306160407,1.1057527497728203
886048.WI,1.004080613458872,1.009962395723072,1.0369975479064832,1.0963248911152588
886049.WI,1.0038448380894702,1.007617566235975,1.0459144007340202,1.150766768537261
886050.WI,1.006536337648031,1.0131846170698942,1.0461046446680746,1.1409731939764558
886051.WI,1.00448841672735,1.0096673069227227,1.0363262593131157,1.1015930842428694
886052.WI,1.0036741492371912,1.0074342514366108,1.020647577188917,1.0434304149491955
886053.WI,1.0100756949699083,1.0151685061412608,1.0634137668885055,1.154242673442759
886054.WI,1.0064631416705896,1.0125513134323636,1.0424129028199272,1.0863671121606497
886055.WI,1.0001989077608513,1.0050969833116605,1.026274938580407,1.0670125519434814
886057.WI,1.0065746182737894,1.0107534229357913,1.0391937963616251,1.0922888942868154
886058.WI,1.0124012044141841,1.0176668436054175,1.0915274638067909,1.2567167006227147
886059.WI,1.0114724575841285,1.0176501433586849,1.072146050750654,1.2183131164404974
886060.WI,1.0086195980496535,1.0160325534803523,1.053919408562991,1.1469193835129778
886061.WI,1.0118114351696912,1.0187801426752048,1.0565514811011925,1.166196403511458
886062.WI,1.0074648811718505,1.0123974036956913,1.0470741215942994,1.1389984677884593
886063.WI,1.0084153516341487,1.012412633744089,1.0489584524968032,1.1374252967893939
886064.WI,1.006509946482279,1.0109634568133143,1.0297439733682519,1.099325736036076
886065.WI,1.0048756813755568,1.0091882930402247,1.027213040752187,1.0622547305937529
886066.WI,1.00997541008266,1.0140461690947873,1.0317272753301359,1.0722342968890806
886067.WI,1.0101545379566568,1.0162691187129638,1.0532449187344963,1.1087059355756512
886068.WI,1.0048438086216782,1.0086592072399083,1.028904035047432,1.058266626427152
886069.WI,1.0093223222311922,1.0144845474309803,1.043972397955216,1.117066082901635
000001.SH,1.004636684580878,1.008180822613914,1.021161072546882,1.045533981832895
886001.WI,1.004626357006547,1.0076965826809003,1.0212159291890992,1.0496310361175551
886002.WI,1.0022425096294532,1.0037253232303964,1.0050415075007697,0.995402516193684
886003.WI,1.0047940209526414,1.0084107743576833,1.0053417682186216,1.0056753282661648
