,2_y2006,2_y2007,2_y2008,2_y2009,2_y2010,2_y2011,2_y2012,2_y2013,2_y2014,2_y2015,2_y2016,2_y2017,2_y2018,2_y2019,2_y2020,3_y2006,3_y2007,3_y2008,3_y2009,3_y2010,3_y2011,3_y2012,3_y2013,3_y2014,3_y2015,3_y2016,3_y2017,3_y2018,3_y2019,3_y2020,4_y2006,4_y2007,4_y2008,4_y2009,4_y2010,4_y2011,4_y2012,4_y2013,4_y2014,4_y2015,4_y2016,4_y2017,4_y2018,4_y2019,4_y2020,5_y2006,5_y2007,5_y2008,5_y2009,5_y2010,5_y2011,5_y2012,5_y2013,5_y2014,5_y2015,5_y2016,5_y2017,5_y2018,5_y2019,5_y2020,6_y2006,6_y2007,6_y2008,6_y2009,6_y2010,6_y2011,6_y2012,6_y2013,6_y2014,6_y2015,6_y2016,6_y2017,6_y2018,6_y2019,6_y2020,7_y2006,7_y2007,7_y2008,7_y2009,7_y2010,7_y2011,7_y2012,7_y2013,7_y2014,7_y2015,7_y2016,7_y2017,7_y2018,7_y2019,7_y2020,8_y2006,8_y2007,8_y2008,8_y2009,8_y2010,8_y2011,8_y2012,8_y2013,8_y2014,8_y2015,8_y2016,8_y2017,8_y2018,8_y2019,8_y2020,9_y2006,9_y2007,9_y2008,9_y2009,9_y2010,9_y2011,9_y2012,9_y2013,9_y2014,9_y2015,9_y2016,9_y2017,9_y2018,9_y2019,9_y2020,10_y2006,10_y2007,10_y2008,10_y2009,10_y2010,10_y2011,10_y2012,10_y2013,10_y2014,10_y2015,10_y2016,10_y2017,10_y2018,10_y2019,10_y2020,11_y2006,11_y2007,11_y2008,11_y2009,11_y2010,11_y2011,11_y2012,11_y2013,11_y2014,11_y2015,11_y2016,11_y2017,11_y2018,11_y2019,11_y2020
12,1.078245, 1.875487, 5.316216, 6.131879, 9.453379, 10.539671, 11.735652, 12.360342, 12.318035, 14.543429, 20.98194, 18.530012, 18.605295, 19.4824, 22.962845,1.101739, 1.885889, 6.014675, 6.91512, 10.634673, 11.856709, 13.202138, 13.904897, 13.98167, 16.507613, 22.852098, 20.261314, 20.343632, 21.302683, 25.108319,1.101739, 1.744805, 4.136338, 4.233632, 6.062582, 6.759233, 7.526227, 7.929056, 7.901915, 9.329486, 13.644322, 12.097436, 12.146583, 12.719208, 15.053168,1.101739, 1.75259, 4.767869, 4.231333, 5.692193, 6.346289, 7.066428, 7.495075, 7.469417, 8.818848, 12.461943, 11.049109, 11.093999, 11.617002, 14.126983,1.077068, 1.650892, 3.849929, 3.733031, 5.169406, 5.763425, 6.417424, 6.746243, 6.723154, 7.937772, 11.867435, 10.326725, 10.368682, 10.857491, 13.106472,1.083814, 1.610127, 3.371378, 3.117285, 4.497377, 5.064136, 5.642037, 5.955062, 5.934678, 7.006847, 8.927623, 7.917303, 7.949467, 8.324225, 9.942263,1.083814, 1.576608, 3.273095, 2.946432, 4.729524, 5.339923, 5.705015, 6.073815, 6.053026, 7.136501, 9.694013, 8.644011, 8.679132, 9.08829, 10.868802,1.11702, 1.652186, 3.19549, 3.138323, 4.286243, 4.803969, 5.020195, 5.311626, 5.293447, 6.248445, 8.593838, 7.6343, 7.665318, 8.026681, 9.357486,1.117383, 1.666494, 2.803557, 2.720459, 3.745308, 4.558557, 4.90058, 5.185071, 5.210233, 6.311044, 8.462748, 7.517851, 7.548393, 7.904244, 8.566116,1.09459, 1.6523, 2.816503, 2.771809, 4.005867, 4.673252, 5.079958, 5.35498, 5.460084, 6.613691, 8.136044, 7.033587, 7.062164, 7.390298, 8.009128
14,0.992299, 1.778855, 5.565711, 5.94518, 8.334443, 9.989849, 10.977928, 9.968428, 9.459777, 11.202605, 15.658601, 14.902676, 14.686767, 15.359006, 19.122121,1.013924, 1.788716, 6.296949, 6.704571, 9.27439, 11.116493, 12.21601, 11.092659, 10.621119, 12.577907, 16.869613, 16.118622, 15.885099, 16.612189, 20.682347,1.013924, 1.654901, 4.330433, 4.104699, 5.287084, 6.33722, 6.964023, 6.325388, 6.00263, 7.108527, 10.072303, 9.62391, 9.484482, 9.918604, 12.399612,1.013924, 1.662285, 4.991609, 4.102485, 5.018431, 6.015205, 6.610158, 6.044643, 5.736212, 6.793027, 9.300194, 8.886177, 8.757433, 9.158277, 11.764106,0.991221, 1.565833, 4.030612, 3.619373, 4.434358, 5.315117, 5.840829, 5.293689, 5.023579, 5.949097, 8.617158, 8.080741, 7.963668, 8.328178, 10.619302,0.997426, 1.527167, 3.529602, 3.022377, 3.857892, 4.596506, 5.054056, 4.599107, 4.364431, 5.168514, 6.380195, 6.097568, 6.009225, 6.284279, 7.928418,0.997426, 1.495374, 3.426704, 2.856721, 4.057012, 4.846812, 5.110453, 4.690798, 4.45144, 5.264118, 6.927853, 6.657202, 6.560753, 6.861053, 8.667224,1.027984, 1.567057, 3.345452, 3.042769, 3.676764, 4.430285, 4.569132, 4.167958, 3.955283, 4.682995, 6.240131, 5.973894, 5.887343, 6.156819, 7.581749,1.028322, 1.580633, 2.935147, 2.63764, 3.302007, 4.320758, 4.58418, 4.181684, 4.001263, 4.861319, 6.315667, 6.046206, 5.958612, 6.231349, 7.133378,1.007344, 1.567168, 2.948693, 2.687421, 3.531726, 4.429475, 4.751979, 4.318722, 4.193144, 5.094448, 6.071856, 5.65674, 5.574789, 5.826178, 6.669555
16,0.949406, 1.714832, 4.942549, 5.883772, 8.842834, 10.648554, 11.767863, 10.803412, 10.448685, 11.73641, 17.093522, 15.938666, 15.60637, 16.082947, 19.556231,0.970093, 1.724341, 5.591917, 6.635323, 9.94784, 11.979205, 13.238387, 12.15342, 11.859854, 13.321493, 18.617101, 17.427861, 17.064519, 17.58562, 21.383418,0.970093, 1.595346, 3.845597, 4.062319, 5.671013, 6.829044, 7.546874, 6.930286, 6.702729, 7.52879, 11.115693, 10.405632, 10.18869, 10.499823, 12.81994,0.970093, 1.602461, 4.432739, 4.161768, 5.457859, 6.572363, 7.26321, 6.714975, 6.494488, 7.294887, 10.406615, 9.741852, 9.53875, 9.830035, 12.332377,0.948372, 1.509467, 3.583081, 3.675517, 4.843061, 5.832019, 6.445046, 5.905642, 5.711725, 6.415655, 9.683147, 8.896369, 8.710894, 8.976897, 11.179408,0.954312, 1.4722, 3.13771, 3.069263, 4.21347, 5.043532, 5.576894, 5.130771, 4.962296, 5.573862, 7.169466, 6.713035, 6.573082, 6.773804, 8.346618,0.954312, 1.441549, 3.046233, 2.901039, 4.41689, 5.301307, 5.621236, 5.216463, 5.045179, 5.658979, 7.760206, 7.305923, 7.153607, 7.372054, 9.095453,0.983548, 1.510657, 2.974017, 3.089987, 4.002933, 4.845747, 5.025835, 4.635055, 4.482859, 5.034279, 6.989881, 6.556054, 6.419369, 6.615398, 7.95638,0.983864, 1.523727, 2.60923, 2.678534, 3.594875, 4.725882, 5.042317, 4.650257, 4.534917, 5.225908, 7.0744, 6.635325, 6.496988, 6.69539, 7.485755,0.963796, 1.510758, 2.621291, 2.729108, 3.844998, 4.844826, 5.226921, 4.802682, 4.752416, 5.476553, 6.801327, 6.207938, 6.078513, 6.26007, 6.999047
18,1.035004, 1.868329, 5.772823, 6.663712, 10.899841, 12.433783, 13.861693, 14.64442, 14.486689, 16.025955, 23.326182, 21.261796, 20.996548, 20.373951, 25.526973,1.057554, 1.878676, 6.53122, 7.514828, 12.26178, 13.987389, 15.593715, 16.474234, 16.443057, 18.190195, 25.344327, 23.19255, 22.903215, 22.224078, 27.845035,1.057554, 1.738132, 4.491553, 4.600766, 7.120054, 8.122063, 9.054806, 9.566099, 9.463059, 10.468548, 15.409282, 14.101005, 13.925091, 13.512177, 16.999413,1.057554, 1.745892, 5.177346, 4.713416, 6.681155, 7.621398, 8.496646, 9.037228, 8.939888, 9.889778, 14.280012, 13.067615, 12.904589, 12.521932, 16.187046,1.033874, 1.644581, 4.184982, 4.162731, 5.820407, 6.639513, 7.402, 7.805178, 7.721114, 8.541515, 13.048524, 11.719077, 11.572877, 11.229713, 14.410057,1.040346, 1.603966, 3.768912, 3.571414, 5.202585, 5.899263, 6.580534, 6.96697, 6.89193, 7.624225, 9.926064, 9.085414, 8.972069, 8.706023, 11.053558,1.040346, 1.570574, 3.659037, 3.375667, 5.453762, 6.200789, 6.632871, 7.083343, 7.007052, 7.740654, 10.743953, 9.887846, 9.764494, 9.474955, 12.045301,1.072218, 1.645869, 3.572296, 3.595526, 5.069343, 5.813243, 6.082353, 6.452612, 6.383112, 7.059854, 9.921538, 9.096779, 8.98329, 8.716913, 10.802566,1.072567, 1.66012, 3.134143, 3.092175, 4.516679, 5.624738, 6.054178, 6.422726, 6.40631, 7.270797, 9.962318, 9.134166, 9.020214, 8.752745, 10.083435,1.050685, 1.645976, 3.148611, 3.150539, 4.830901, 5.76626, 6.275787, 6.633195, 6.713517, 7.619459, 9.577712, 8.545779, 8.439165, 8.183609, 9.427772
20,1.089706, 1.928634, 6.416424, 6.850144, 11.057641, 12.300765, 13.383715, 14.013553, 13.830256, 15.628563, 21.927214, 20.271363, 19.70932, 19.123786, 23.69861,1.113446, 1.939311, 7.259352, 7.725047, 12.439276, 13.837725, 15.055988, 15.764524, 15.697949, 17.739112, 23.824285, 22.112143, 21.499063, 20.860359, 25.850603,1.113446, 1.794232, 4.992307, 4.767513, 7.281219, 8.099788, 8.812887, 9.227627, 9.106927, 10.291081, 14.778866, 13.716778, 13.336467, 12.94026, 16.101867,1.113446, 1.80224, 5.754544, 4.884238, 6.832385, 7.600499, 8.269642, 8.717468, 8.603441, 9.722129, 13.695812, 12.711562, 12.35912, 11.991951, 15.332433,1.088514, 1.697663, 4.651551, 4.390764, 6.058621, 6.739744, 7.333107, 7.663687, 7.563447, 8.546908, 12.738547, 11.739073, 11.413596, 11.074516, 14.055511,1.095334, 1.655749, 4.189131, 3.767088, 5.415575, 5.988385, 6.519359, 6.84075, 6.751268, 7.629112, 9.690358, 9.101007, 8.848673, 8.585791, 10.781703,1.095334, 1.621279, 4.066999, 3.560612, 5.677025, 6.294448, 6.571188, 6.954997, 6.864024, 7.745612, 10.488817, 9.904817, 9.630194, 9.344095, 11.749045,1.128889, 1.698992, 3.970553, 3.792484, 5.276818, 5.900995, 6.025734, 6.33563, 6.25276, 7.064303, 9.685825, 9.112282, 8.859633, 8.596426, 10.536756,1.129257, 1.713712, 3.483583, 3.261589, 4.701574, 5.709692, 5.997873, 6.306337, 6.275537, 7.275438, 9.72572, 9.149817, 8.896129, 8.63184, 9.835416,1.10622, 1.699112, 3.499658, 3.238698, 4.900863, 5.704601, 6.059419, 6.347483, 6.409348, 7.430572, 9.11264, 8.342877, 8.111561, 7.865475, 8.962191
22,1.12557, 2.023682, 6.379731, 6.345721, 10.967083, 12.080747, 12.535544, 13.07387, 13.020585, 15.889002, 24.87869, 22.397253, 21.843753, 21.083683, 26.100821,1.150101, 2.034911, 7.217958, 7.156313, 12.33758, 13.5904, 14.102029, 14.707624, 14.647675, 17.874534, 26.791021, 24.214086, 23.615693, 22.793968, 28.21809,1.150101, 1.882683, 5.220685, 4.863833, 7.953127, 8.760735, 9.090551, 9.48093, 9.442284, 11.522403, 18.466723, 16.690469, 16.278003, 15.711599, 19.530456,1.150101, 1.891078, 5.721692, 4.918733, 7.408977, 8.161327, 8.468573, 8.832245, 8.796246, 10.734044, 17.345519, 15.677116, 15.289693, 14.757677, 18.849416,1.124348, 1.781346, 4.625002, 4.421783, 6.549094, 7.214124, 7.485715, 7.739985, 7.70844, 9.406599, 16.082042, 14.431885, 14.075234, 13.585478, 17.224855,1.127178, 1.730896, 4.149709, 3.779571, 5.83218, 6.385993, 6.63023, 6.883108, 6.855049, 8.365208, 12.188227, 11.146998, 10.871526, 10.493241, 13.163623,1.127178, 1.694863, 4.028731, 3.572417, 6.098245, 6.695368, 6.74041, 7.058243, 7.029475, 8.565968, 13.305927, 12.235811, 11.933435, 11.518206, 14.468004,1.166045, 1.782727, 3.947864, 3.867399, 5.761217, 6.379696, 6.282183, 6.535037, 6.508398, 7.940522, 12.488621, 11.441231, 11.158485, 10.770217, 13.187796,1.166423, 1.798172, 3.463667, 3.326004, 5.133146, 6.172855, 6.253116, 6.504793, 6.53208, 8.177798, 12.539986, 11.488288, 11.204388, 10.814523, 12.309923,1.142634, 1.78286, 3.65972, 3.473574, 5.627639, 6.48652, 6.57086, 6.856182, 6.98617, 8.746296, 12.303927, 10.969409, 10.698326, 10.319374, 11.746307
24,1.104879, 1.929711, 5.992067, 5.960125, 10.204995, 11.059426, 11.390265, 12.455452, 12.68468, 15.367626, 22.225733, 19.84618, 19.983578, 18.895304, 22.201583,1.128952, 1.940401, 6.77928, 6.721381, 11.558471, 12.526223, 12.900936, 14.107399, 14.367027, 17.4058, 24.097214, 21.602262, 21.75182, 20.567251, 24.166083,1.128952, 1.795245, 4.903397, 4.568229, 7.450897, 8.074731, 8.316288, 9.094002, 9.261364, 11.220243, 16.609918, 14.890176, 14.993263, 14.176749, 16.725962,1.128952, 1.803254, 5.373987, 4.619823, 6.930385, 7.510639, 7.735317, 8.458706, 8.614379, 10.43641, 15.577361, 13.964525, 14.061203, 13.295453, 16.117783,1.103668, 1.698607, 4.339333, 4.148664, 6.079956, 6.589013, 6.786119, 7.420737, 7.557306, 9.155759, 14.458447, 12.869358, 12.958455, 12.252757, 14.744729,1.106454, 1.650507, 3.893407, 3.546129, 5.414404, 5.832646, 6.010593, 6.599213, 6.720666, 8.142157, 10.957756, 9.916367, 9.985026, 9.441258, 11.241333,1.106454, 1.616149, 3.779907, 3.351772, 5.661412, 6.115214, 6.110479, 6.70888, 6.832355, 8.265805, 11.859661, 10.791298, 10.866008, 10.274262, 12.248896,1.144609, 1.699944, 3.704053, 3.628557, 5.395949, 5.878559, 5.745569, 6.266642, 6.381974, 7.730197, 11.22986, 10.218231, 10.288975, 9.728652, 11.306365,1.144976, 1.714658, 3.249747, 3.120586, 4.807685, 5.687943, 5.718965, 6.237632, 6.405187, 7.961189, 11.276048, 10.260256, 10.331293, 9.76867, 10.553719,1.121621, 1.700054, 3.433686, 3.259035, 5.27081, 5.976954, 6.009552, 6.574566, 6.850423, 8.51459, 11.063737, 9.796798, 9.864624, 9.327412, 10.077002
26,1.104879, 1.969301, 5.835888, 5.010091, 7.039199, 8.04818, 8.245399, 9.244304, 9.437282, 11.0242, 18.103574, 15.754659, 15.826463, 14.786247, 17.471064,1.128952, 1.980204, 6.602577, 5.800739, 8.185507, 9.358792, 9.588125, 10.749693, 10.974096, 12.819436, 20.151604, 17.606211, 17.686453, 16.523986, 19.524339,1.128952, 1.832065, 4.77557, 3.942493, 5.276569, 6.032894, 6.180731, 6.929506, 7.07416, 8.263712, 13.890181, 12.135687, 12.190993, 11.38972, 13.513229,1.128952, 1.840242, 5.233892, 3.987018, 5.033789, 5.755319, 5.896356, 6.610679, 6.748679, 7.883499, 13.162428, 11.499852, 11.552264, 10.792976, 13.157544,1.103668, 1.73346, 4.226243, 3.549788, 4.378338, 5.00592, 5.128589, 5.700412, 5.819413, 6.797972, 12.008281, 10.416938, 10.464415, 9.776622, 11.831052,1.106454, 1.684378, 3.687162, 2.950395, 3.79133, 4.308849, 4.416984, 4.929278, 5.032178, 5.878362, 8.849371, 7.804904, 7.840474, 7.325149, 8.770739,1.106454, 1.649309, 3.579671, 2.788683, 3.988981, 4.545731, 4.599235, 5.177226, 5.285299, 6.165351, 9.1541, 8.11785, 8.154852, 7.618862, 9.134144,1.144609, 1.734823, 3.507838, 3.018973, 3.706894, 4.260573, 4.216463, 4.715059, 4.813484, 5.621708, 8.451293, 7.494599, 7.528758, 7.03392, 8.220518,1.144976, 1.749838, 3.077593, 2.596338, 3.302768, 4.122417, 4.196934, 4.693219, 4.830976, 5.789682, 8.486032, 7.525408, 7.559708, 7.062836, 7.673278,1.121621, 1.73494, 3.251788, 2.711527, 3.620923, 4.340728, 4.419193, 4.956838, 5.177348, 6.204782, 8.343257, 7.349713, 7.383207, 6.897935, 7.494125
28,1.097412, 1.962406, 5.939664, 4.962004, 7.395663, 7.835612, 7.906344, 8.87099, 9.484141, 10.829789, 17.88751, 14.795948, 14.824678, 14.061563, 17.164095,1.12132, 1.973271, 6.719978, 5.745049, 8.599994, 9.111591, 9.193841, 10.315573, 11.028566, 12.593338, 19.911053, 16.534786, 16.566893, 15.714096, 19.181245,1.12132, 1.825654, 4.860497, 3.904656, 5.543778, 5.873557, 5.926579, 6.649675, 7.10929, 8.117982, 13.724416, 11.3972, 11.419332, 10.831511, 13.275799,1.12132, 1.833796, 5.32694, 3.948732, 5.288663, 5.60328, 5.653864, 6.343682, 6.782148, 7.744431, 13.005249, 10.799981, 10.820952, 10.263935, 12.926274,1.096211, 1.727386, 4.301379, 3.515704, 4.600038, 4.873689, 4.91769, 5.470204, 5.848301, 6.678072, 11.864925, 9.783013, 9.802007, 9.297439, 11.623146,1.098976, 1.678472, 3.752717, 2.903752, 3.958338, 4.168729, 4.208789, 4.700544, 5.025439, 5.738464, 8.688894, 7.283965, 7.298107, 6.922433, 8.562568,1.098976, 1.643531, 3.643305, 2.744593, 4.273056, 4.512341, 4.496482, 5.065454, 5.415572, 6.175236, 9.221986, 7.773163, 7.788253, 7.387344, 9.149384,1.136872, 1.728737, 3.570187, 2.899509, 3.875015, 4.127173, 4.022739, 4.501883, 4.813048, 5.494784, 8.308415, 7.00312, 7.016722, 6.65553, 8.03545,1.137238, 1.743709, 3.132305, 2.545839, 3.524897, 4.077013, 4.088008, 4.574929, 4.931764, 5.77754, 8.517366, 7.179241, 7.193179, 6.822904, 7.657671,1.123471, 1.743496, 3.337623, 2.775295, 3.93148, 4.367378, 4.379153, 4.915708, 5.37703, 6.299177, 8.519335, 7.133262, 7.147113, 6.779211, 7.608635
30,1.077659, 1.936406, 5.991709, 4.602915, 7.11898, 7.487794, 7.555389, 8.422106, 9.219323, 11.268697, 17.919408, 14.821622, 14.528739, 13.833879, 17.776907,1.101139, 1.947119, 6.778833, 5.223747, 8.114304, 8.534685, 8.611736, 9.599634, 10.508315, 12.844216, 19.551555, 16.235469, 15.914646, 15.153506, 19.472665,1.101139, 1.801459, 4.903066, 3.550343, 5.230678, 5.501663, 5.551327, 6.188149, 6.773903, 8.279688, 13.47659, 11.190865, 10.969728, 10.445084, 13.477475,1.101139, 1.809494, 5.373612, 3.716438, 5.165122, 5.432715, 5.481761, 6.110606, 6.689027, 8.175937, 13.218654, 10.976674, 10.759768, 10.245167, 13.583241,1.076486, 1.704494, 4.339057, 3.308874, 4.492564, 4.725313, 4.76797, 5.269187, 5.767957, 7.050124, 12.059544, 9.943, 9.746523, 9.280383, 12.213808,1.079197, 1.656234, 3.785598, 2.732931, 3.865857, 4.041819, 4.08066, 4.52782, 4.956417, 6.058184, 8.831437, 7.403102, 7.256817, 6.909749, 8.997724,1.079197, 1.621752, 3.675235, 2.58314, 4.17324, 4.374987, 4.359612, 4.879338, 5.341203, 6.519305, 9.373292, 7.857318, 7.702052, 7.333691, 9.562047,1.129236, 1.725435, 3.642862, 2.760304, 3.827988, 4.047532, 3.945117, 4.386315, 4.801509, 5.867607, 8.541794, 7.160306, 7.018814, 6.683128, 8.494391,1.129595, 1.740358, 3.196021, 2.42358, 3.482072, 3.998294, 4.009077, 4.457436, 4.919889, 6.169488, 8.756534, 7.340316, 7.195267, 6.851144, 8.094974,1.115919, 1.740144, 3.405519, 2.642017, 3.883713, 4.283043, 4.294592, 4.789441, 5.286333, 6.628998, 8.631579, 7.235566, 7.092591, 6.753379, 7.979462
