,2_y2006,2_y2007,2_y2008,2_y2009,2_y2010,2_y2011,2_y2012,2_y2013,2_y2014,2_y2015,2_y2016,2_y2017,2_y2018,2_y2019,2_y2020,3_y2006,3_y2007,3_y2008,3_y2009,3_y2010,3_y2011,3_y2012,3_y2013,3_y2014,3_y2015,3_y2016,3_y2017,3_y2018,3_y2019,3_y2020,4_y2006,4_y2007,4_y2008,4_y2009,4_y2010,4_y2011,4_y2012,4_y2013,4_y2014,4_y2015,4_y2016,4_y2017,4_y2018,4_y2019,4_y2020,5_y2006,5_y2007,5_y2008,5_y2009,5_y2010,5_y2011,5_y2012,5_y2013,5_y2014,5_y2015,5_y2016,5_y2017,5_y2018,5_y2019,5_y2020,6_y2006,6_y2007,6_y2008,6_y2009,6_y2010,6_y2011,6_y2012,6_y2013,6_y2014,6_y2015,6_y2016,6_y2017,6_y2018,6_y2019,6_y2020,7_y2006,7_y2007,7_y2008,7_y2009,7_y2010,7_y2011,7_y2012,7_y2013,7_y2014,7_y2015,7_y2016,7_y2017,7_y2018,7_y2019,7_y2020,8_y2006,8_y2007,8_y2008,8_y2009,8_y2010,8_y2011,8_y2012,8_y2013,8_y2014,8_y2015,8_y2016,8_y2017,8_y2018,8_y2019,8_y2020,9_y2006,9_y2007,9_y2008,9_y2009,9_y2010,9_y2011,9_y2012,9_y2013,9_y2014,9_y2015,9_y2016,9_y2017,9_y2018,9_y2019,9_y2020,10_y2006,10_y2007,10_y2008,10_y2009,10_y2010,10_y2011,10_y2012,10_y2013,10_y2014,10_y2015,10_y2016,10_y2017,10_y2018,10_y2019,10_y2020,11_y2006,11_y2007,11_y2008,11_y2009,11_y2010,11_y2011,11_y2012,11_y2013,11_y2014,11_y2015,11_y2016,11_y2017,11_y2018,11_y2019,11_y2020
12,0.982177, 1.05595, 1.557214, 1.597298, 1.67288, 1.58726, 1.570986, 1.568293, 1.568293, 1.562159, 1.507421, 1.490717, 1.490717, 1.490717, 1.617417,0.965755, 1.092259, 1.371667, 1.296663, 1.303732, 1.237004, 1.225027, 1.225027, 1.225027, 1.220235, 1.284599, 1.270363, 1.270363, 1.270363, 1.440185,0.959896, 1.006299, 1.1384, 1.12259, 1.147714, 1.085617, 1.072509, 1.081481, 1.081481, 1.081481, 1.115843, 1.095636, 1.095636, 1.095636, 1.2421,0.959896, 0.97973, 1.062075, 1.032804, 1.061055, 1.022722, 0.986511, 0.986511, 0.986511, 0.986511, 0.946438, 0.949995, 0.949995, 0.949995, 1.018395,1, 0.97005, 0.931164, 0.906834, 0.876154, 0.876154, 0.853009, 0.853009, 0.853009, 0.853009, 0.886986, 0.886986, 0.886986, 0.886986, 0.902918,1, 1, 0.97112, 0.946957, 0.910418, 0.910418, 0.910418, 0.910418, 0.910418, 0.910418, 0.920908, 0.920908, 0.920908, 0.920908, 0.920908,1, 1, 0.973671, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445, 0.949445,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
14,0.995302, 0.989193, 1.497301, 1.56406, 1.687442, 1.624962, 1.608301, 1.600662, 1.587479, 1.54517, 1.64342, 1.500579, 1.500579, 1.500579, 1.619555,0.983644, 1.024016, 1.29851, 1.308936, 1.322895, 1.27366, 1.261329, 1.257493, 1.247136, 1.240769, 1.422225, 1.298609, 1.298609, 1.298609, 1.464466,0.977361, 0.943123, 1.053422, 1.107702, 1.189479, 1.187315, 1.172979, 1.187585, 1.187585, 1.186161, 1.369882, 1.241928, 1.241928, 1.241928, 1.40539,0.977361, 0.905552, 0.969234, 1.005043, 1.052772, 1.046406, 1.009356, 1.013447, 1.013447, 1.012232, 1.075582, 0.996834, 0.996834, 0.996834, 1.066665,1.018195, 0.91171, 0.88467, 0.918708, 0.897498, 0.913938, 0.889795, 0.893401, 0.893401, 0.893401, 1.028924, 0.953591, 0.953591, 0.953591, 0.968957,1.018195, 1.008174, 0.989695, 1.029091, 1.00856, 1.027034, 1.027034, 1.031197, 1.031197, 1.031197, 1.172896, 1.079812, 1.079812, 1.079812, 1.079812,1, 0.990159, 0.963833, 0.966247, 1.0136, 1.0136, 1.0136, 1.0136, 1.0136, 1.0136, 1.050077, 1.050077, 1.050077, 1.050077, 1.050077,1, 1, 1.021374, 1.006703, 1.041081, 1.041081, 1.041081, 1.041081, 1.041081, 1.041081, 1.106477, 1.106477, 1.106477, 1.106477, 1.106477,1, 1, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256, 0.94256,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
16,1.019676, 1.071274, 1.995471, 2.085032, 2.424705, 2.181705, 2.203707, 2.23877, 2.217027, 2.199115, 2.457238, 2.256814, 2.256814, 2.281693, 2.49164,1.007733, 1.108993, 1.692446, 1.69126, 1.842412, 1.657436, 1.675118, 1.704695, 1.688139, 1.711566, 2.063794, 1.895461, 1.895461, 1.916357, 2.186598,1.001294, 1.014525, 1.349144, 1.407341, 1.628929, 1.534898, 1.547525, 1.586052, 1.563071, 1.590986, 1.911542, 1.732994, 1.732994, 1.752099, 2.006095,1.001294, 0.938368, 1.200434, 1.234854, 1.387423, 1.301793, 1.281504, 1.31341, 1.31341, 1.336866, 1.477847, 1.369647, 1.369647, 1.369647, 1.48895,1.046237, 0.947568, 1.098974, 1.142369, 1.186069, 1.167838, 1.160351, 1.19811, 1.19811, 1.22097, 1.462918, 1.355811, 1.355811, 1.355811, 1.399609,1.047229, 1.048112, 1.23192, 1.282203, 1.350007, 1.299407, 1.326108, 1.332334, 1.332334, 1.357756, 1.606636, 1.479129, 1.479129, 1.479129, 1.502697,1.028516, 1.028718, 1.184765, 1.188887, 1.291756, 1.219355, 1.244411, 1.245206, 1.245206, 1.245206, 1.322235, 1.322235, 1.322235, 1.322235, 1.343304,1, 1.010138, 1.196492, 1.180453, 1.242717, 1.248553, 1.248553, 1.245424, 1.245424, 1.245424, 1.356714, 1.356714, 1.356714, 1.356714, 1.378332,1, 1.010138, 1.054839, 1.055865, 1.091016, 1.091016, 1.091016, 1.091016, 1.091016, 1.091016, 1.118264, 1.118264, 1.118264, 1.118264, 1.163176,1, 1.010138, 1.002714, 0.994713, 1.027828, 1.027828, 1.027828, 1.027828, 1.027828, 1.027828, 1.027828, 1.027828, 1.027828, 1.027828, 1.027828
18,1.031706, 1.097378, 2.194804, 2.11423, 2.124216, 2.073231, 2.072143, 2.132809, 2.085191, 2.029774, 2.182802, 1.961712, 1.961712, 1.913998, 2.100402,1.019623, 1.131201, 1.820116, 1.646709, 1.525334, 1.474373, 1.474451, 1.520224, 1.486284, 1.478809, 1.736972, 1.561039, 1.561039, 1.523071, 1.753073,1.013109, 1.052224, 1.475295, 1.418764, 1.396315, 1.40369, 1.400373, 1.45412, 1.414797, 1.407388, 1.64717, 1.46125, 1.46125, 1.425709, 1.636723,1.013109, 0.955797, 1.289157, 1.222565, 1.175783, 1.157144, 1.146353, 1.190353, 1.158162, 1.162339, 1.251644, 1.15231, 1.15231, 1.112025, 1.212099,1.058581, 0.963764, 1.178478, 1.205734, 1.097955, 1.133922, 1.133816, 1.186114, 1.154038, 1.15959, 1.353397, 1.245987, 1.245987, 1.202426, 1.244564,1.059585, 1.066026, 1.321043, 1.380003, 1.361774, 1.35512, 1.391759, 1.416689, 1.395583, 1.402297, 1.616379, 1.488098, 1.488098, 1.488098, 1.515825,1.040652, 1.036949, 1.1927, 1.125143, 1.173079, 1.144828, 1.175781, 1.196842, 1.176202, 1.159733, 1.199588, 1.199588, 1.199588, 1.199588, 1.221938,1, 0.986343, 1.14221, 1.059382, 1.056695, 1.097608, 1.104587, 1.11412, 1.085848, 1.085848, 1.162566, 1.162566, 1.162566, 1.162566, 1.184227,1, 1.055451, 1.132294, 1.065489, 1.094404, 1.108593, 1.115642, 1.115642, 1.115642, 1.115642, 1.126309, 1.126309, 1.126309, 1.126309, 1.174655,1, 1.046269, 1.066975, 0.995044, 0.979768, 0.979768, 0.979768, 0.979768, 0.979768, 0.979768, 1.005219, 1.005219, 1.005219, 1.005219, 1.004056
20,1.004498, 1.097349, 2.404528, 2.229354, 2.240351, 2.187566, 2.23839, 2.330177, 2.363674, 2.340335, 2.587723, 2.539924, 2.539924, 2.478147, 2.730177,0.992734, 1.131178, 1.986271, 1.729614, 1.591917, 1.539426, 1.575193, 1.639786, 1.663357, 1.683387, 2.030704, 1.993195, 1.993195, 1.944716, 2.247183,1.011322, 1.061475, 1.624156, 1.503319, 1.507908, 1.515872, 1.55109, 1.626184, 1.641602, 1.661026, 2.052175, 1.988301, 1.988301, 1.939942, 2.235816,1.011322, 0.964204, 1.419235, 1.295425, 1.31467, 1.303902, 1.324885, 1.389029, 1.402198, 1.431402, 1.640251, 1.640251, 1.640251, 1.582906, 1.73213,1.056714, 0.958134, 1.278567, 1.259058, 1.208287, 1.257585, 1.289731, 1.362258, 1.375173, 1.405498, 1.745635, 1.745635, 1.745635, 1.684606, 1.744981,1.057717, 1.059801, 1.433249, 1.441046, 1.498631, 1.502705, 1.582934, 1.626858, 1.662781, 1.69945, 2.034014, 2.034014, 2.034014, 2.034014, 2.084638,1.038817, 1.036248, 1.300724, 1.181013, 1.262676, 1.241861, 1.308164, 1.344462, 1.38252, 1.386552, 1.498334, 1.498334, 1.498334, 1.498334, 1.535626,0.998236, 0.963441, 1.217563, 1.086903, 1.096808, 1.139275, 1.175935, 1.197544, 1.194069, 1.214558, 1.358516, 1.358516, 1.358516, 1.358516, 1.392329,0.984451, 1.033476, 1.192089, 1.079672, 1.121925, 1.136471, 1.173041, 1.173041, 1.176561, 1.196749, 1.262215, 1.262215, 1.262215, 1.262215, 1.341778,0.984451, 1.024484, 1.109765, 0.99612, 0.992283, 0.992283, 1.011695, 1.011695, 1.011695, 1.011695, 1.073289, 1.073289, 1.073289, 1.073289, 1.092717
22,1.002234, 1.121194, 2.477237, 2.372721, 2.402093, 2.325375, 2.308403, 2.330794, 2.393986, 2.246089, 2.509179, 2.456059, 2.456059, 2.396323, 2.899925,0.977276, 1.140329, 1.983114, 1.783973, 1.646397, 1.578449, 1.56693, 1.58213, 1.625023, 1.569455, 1.912829, 1.872332, 1.872332, 1.826792, 2.294691,0.995576, 1.052715, 1.558699, 1.503869, 1.512543, 1.507486, 1.496484, 1.521751, 1.555468, 1.501968, 1.874832, 1.824446, 1.824446, 1.780071, 2.23017,0.995576, 0.939869, 1.338716, 1.273712, 1.313542, 1.291607, 1.273232, 1.294732, 1.323418, 1.289257, 1.488797, 1.495328, 1.495328, 1.44305, 1.716561,1.038439, 0.932315, 1.225705, 1.262359, 1.249026, 1.306686, 1.3001, 1.331912, 1.361423, 1.325095, 1.543377, 1.550147, 1.550147, 1.495953, 1.684469,1.039423, 1.031245, 1.373993, 1.444826, 1.568071, 1.580436, 1.615138, 1.593407, 1.628591, 1.585135, 1.781224, 1.789038, 1.789038, 1.789038, 1.993189,1.02085, 1.008324, 1.24556, 1.182793, 1.32138, 1.306296, 1.334977, 1.378995, 1.41803, 1.354349, 1.374072, 1.380099, 1.380099, 1.380099, 1.505799,0.980972, 0.937483, 1.165929, 1.088546, 1.153769, 1.18082, 1.18245, 1.192199, 1.18874, 1.191637, 1.251401, 1.25689, 1.25689, 1.25689, 1.337449,0.967425, 1.016132, 1.153459, 1.092596, 1.192514, 1.209157, 1.210825, 1.198779, 1.202377, 1.182259, 1.158049, 1.161504, 1.161504, 1.161504, 1.281948,0.967425, 1.008443, 1.075032, 1.009199, 1.055926, 1.055926, 1.044459, 1.034068, 1.034068, 1.041416, 1.065002, 1.065002, 1.065002, 1.065002, 1.125756
24,1.003584, 1.237614, 2.895999, 2.613406, 2.607595, 2.363963, 2.331284, 2.410633, 2.517131, 2.337409, 2.936166, 2.853965, 2.853965, 2.803086, 3.25073,0.978593, 1.258732, 2.361665, 2.019165, 1.824053, 1.637688, 1.61505, 1.670023, 1.743801, 1.666901, 2.23216, 2.169668, 2.169668, 2.130988, 2.565188,0.99692, 1.16203, 1.881028, 1.724867, 1.698141, 1.584951, 1.563041, 1.627743, 1.691454, 1.616525, 2.217041, 2.142413, 2.142413, 2.104219, 2.526353,0.99692, 1.037461, 1.615547, 1.460884, 1.474714, 1.359138, 1.330996, 1.386094, 1.440346, 1.388779, 1.762049, 1.757438, 1.757438, 1.707286, 1.946202,1.039838, 1.029122, 1.47916, 1.438783, 1.393488, 1.369612, 1.35375, 1.412818, 1.468115, 1.414287, 1.809885, 1.805148, 1.805148, 1.753634, 1.89229,1.052884, 1.151512, 1.693488, 1.702143, 1.879251, 1.805327, 1.83284, 1.842003, 1.913961, 1.851983, 2.340081, 2.333956, 2.333956, 2.333956, 2.487438,1.034069, 1.125916, 1.535187, 1.422628, 1.61677, 1.523424, 1.546639, 1.627522, 1.701401, 1.615484, 1.842995, 1.838171, 1.838171, 1.838171, 1.92094,0.993675, 1.046814, 1.44571, 1.317169, 1.420206, 1.403951, 1.425346, 1.463979, 1.483988, 1.478896, 1.746354, 1.741784, 1.741784, 1.741784, 1.775189,0.979953, 1.142661, 1.440358, 1.331419, 1.478281, 1.447812, 1.469875, 1.482474, 1.511631, 1.477638, 1.595519, 1.589119, 1.589119, 1.589119, 1.679875,0.979953, 1.134013, 1.342424, 1.229796, 1.308964, 1.264339, 1.267918, 1.278785, 1.300034, 1.300883, 1.456451, 1.450259, 1.450259, 1.450259, 1.459042
26,0.998581, 1.233797, 3.199706, 3.074823, 3.200938, 3.003991, 2.894703, 3.110506, 3.235847, 3.014675, 3.773051, 3.632976, 3.632976, 3.568209, 4.138045,0.973715, 1.254854, 2.60934, 2.375668, 2.239112, 2.081091, 2.005377, 2.15488, 2.241713, 2.149891, 2.868394, 2.761904, 2.761904, 2.712666, 3.265387,0.991947, 1.151666, 2.066128, 2.017527, 2.072342, 2.04282, 1.963744, 2.125158, 2.200127, 2.109571, 2.88265, 2.759456, 2.759456, 2.710262, 3.253976,0.991947, 1.026505, 1.771586, 1.705924, 1.796701, 1.748871, 1.681174, 1.819364, 1.883545, 1.822073, 2.303332, 2.238332, 2.238332, 2.174456, 2.478747,1.034654, 1.019742, 1.6244, 1.682572, 1.692421, 1.741722, 1.689905, 1.832742, 1.894715, 1.831235, 2.280678, 2.216317, 2.216317, 2.153069, 2.323308,1.047635, 1.158602, 1.888433, 1.936425, 2.220319, 2.284675, 2.2766, 2.377628, 2.457843, 2.381902, 2.819331, 2.739769, 2.739769, 2.739769, 2.919937,1.028913, 1.132855, 1.71192, 1.618445, 1.872571, 1.889945, 1.883265, 2.0594, 2.14185, 2.03681, 2.176705, 2.115278, 2.115278, 2.115278, 2.210521,0.988721, 1.053263, 1.612132, 1.519095, 1.667546, 1.750575, 1.744387, 1.861867, 1.87764, 1.854341, 2.051222, 1.993336, 1.993336, 1.993336, 2.031567,0.975067, 1.149697, 1.606162, 1.535525, 1.735736, 1.805264, 1.82485, 1.912603, 1.940221, 1.879504, 1.901102, 1.844872, 1.844872, 1.844872, 1.950236,0.975067, 1.140996, 1.496958, 1.418323, 1.536928, 1.576492, 1.57412, 1.649817, 1.668633, 1.646109, 1.764226, 1.711632, 1.711632, 1.711632, 1.721998
28,1.010298, 1.278063, 3.43275, 3.298771, 3.409044, 3.154839, 2.997102, 3.227016, 3.204071, 3.009131, 3.885841, 3.67957, 3.67957, 3.613973, 4.102586,0.985141, 1.29987, 2.676207, 2.436551, 2.400203, 2.199814, 2.089825, 2.250142, 2.234143, 2.159897, 2.97335, 2.815516, 2.815516, 2.765322, 3.258462,1.003586, 1.192989, 2.216615, 2.164472, 2.32368, 2.258747, 2.145815, 2.326865, 2.321422, 2.24381, 3.163551, 2.978164, 2.978164, 2.925071, 3.437699,1.003586, 1.063334, 1.900608, 1.830165, 2.014605, 1.933724, 1.837041, 1.99204, 1.98738, 1.938015, 2.534299, 2.46243, 2.46243, 2.392159, 2.669318,1.046794, 1.056324, 1.7427, 1.799088, 1.891336, 1.919388, 1.823422, 1.99202, 1.984551, 1.955028, 2.503947, 2.432939, 2.432939, 2.36351, 2.496516,1.059927, 1.200169, 2.046201, 2.091201, 2.506071, 2.542879, 2.48101, 2.61007, 2.67283, 2.640167, 3.187589, 3.097194, 3.097194, 3.097194, 3.231145,1.040987, 1.151736, 1.802545, 1.698437, 2.056457, 2.0467, 1.996904, 2.199648, 2.266264, 2.198979, 2.397064, 2.329087, 2.329087, 2.329087, 2.382548,1.000323, 1.070819, 1.697472, 1.594171, 1.831292, 1.899437, 1.853222, 1.992508, 2.035642, 2.028717, 2.28904, 2.224127, 2.224127, 2.224127, 2.218905,0.986508, 1.149729, 1.663514, 1.585047, 1.874983, 1.926721, 1.906982, 2.013313, 2.069073, 2.022605, 2.086806, 2.024795, 2.024795, 2.024795, 2.140434,0.986508, 1.141034, 1.550408, 1.464067, 1.660233, 1.669265, 1.63197, 1.722966, 1.765386, 1.757147, 1.920933, 1.873186, 1.873186, 1.873186, 1.884531
30,1.08528, 1.348552, 3.5847, 3.323433, 3.504018, 3.531404, 3.398752, 3.659473, 3.728603, 3.627774, 4.359947, 4.222572, 4.222572, 4.112319, 4.845179,1.058257, 1.371566, 2.851884, 2.375467, 2.387378, 2.382844, 2.293335, 2.469261, 2.515908, 2.51984, 3.228373, 3.126654, 3.126654, 3.045016, 3.723973,1.094906, 1.278437, 2.398985, 2.143143, 2.312332, 2.447816, 2.355866, 2.55464, 2.615409, 2.61895, 3.436479, 3.308806, 3.308806, 3.222413, 3.930637,1.094906, 1.139499, 2.056989, 1.812139, 2.051218, 2.14414, 2.063598, 2.237711, 2.290939, 2.305217, 2.805498, 2.788046, 2.788046, 2.708483, 3.136795,1.142045, 1.131983, 1.88608, 1.781357, 1.921534, 2.046905, 1.970017, 2.152171, 2.17786, 2.197239, 2.619066, 2.602772, 2.602772, 2.528496, 2.771973,1.156372, 1.28613, 2.214553, 2.236542, 2.738855, 2.917145, 2.883746, 3.033758, 3.185791, 3.222803, 3.621275, 3.598749, 3.598749, 3.598749, 3.896633,1.135709, 1.234233, 1.950855, 1.816486, 2.204282, 2.302807, 2.27644, 2.507567, 2.635403, 2.618869, 2.656863, 2.640334, 2.640334, 2.640334, 2.803267,1.091343, 1.147517, 1.837136, 1.740437, 2.003766, 2.181579, 2.1566, 2.318689, 2.403687, 2.387527, 2.507132, 2.491536, 2.491536, 2.491536, 2.579857,1.076272, 1.232085, 1.800389, 1.73048, 2.051577, 2.212919, 2.219163, 2.342901, 2.44316, 2.380333, 2.28563, 2.268237, 2.268237, 2.268237, 2.488621,1.076272, 1.222761, 1.677973, 1.598393, 1.81659, 1.917209, 1.89912, 2.005012, 2.084556, 2.067916, 2.103946, 2.081658, 2.081658, 2.081658, 2.17361
