,2_y2006,2_y2007,2_y2008,2_y2009,2_y2010,2_y2011,2_y2012,2_y2013,2_y2014,2_y2015,2_y2016,2_y2017,2_y2018,2_y2019,2_y2020,3_y2006,3_y2007,3_y2008,3_y2009,3_y2010,3_y2011,3_y2012,3_y2013,3_y2014,3_y2015,3_y2016,3_y2017,3_y2018,3_y2019,3_y2020,4_y2006,4_y2007,4_y2008,4_y2009,4_y2010,4_y2011,4_y2012,4_y2013,4_y2014,4_y2015,4_y2016,4_y2017,4_y2018,4_y2019,4_y2020,5_y2006,5_y2007,5_y2008,5_y2009,5_y2010,5_y2011,5_y2012,5_y2013,5_y2014,5_y2015,5_y2016,5_y2017,5_y2018,5_y2019,5_y2020,6_y2006,6_y2007,6_y2008,6_y2009,6_y2010,6_y2011,6_y2012,6_y2013,6_y2014,6_y2015,6_y2016,6_y2017,6_y2018,6_y2019,6_y2020,7_y2006,7_y2007,7_y2008,7_y2009,7_y2010,7_y2011,7_y2012,7_y2013,7_y2014,7_y2015,7_y2016,7_y2017,7_y2018,7_y2019,7_y2020,8_y2006,8_y2007,8_y2008,8_y2009,8_y2010,8_y2011,8_y2012,8_y2013,8_y2014,8_y2015,8_y2016,8_y2017,8_y2018,8_y2019,8_y2020,9_y2006,9_y2007,9_y2008,9_y2009,9_y2010,9_y2011,9_y2012,9_y2013,9_y2014,9_y2015,9_y2016,9_y2017,9_y2018,9_y2019,9_y2020,10_y2006,10_y2007,10_y2008,10_y2009,10_y2010,10_y2011,10_y2012,10_y2013,10_y2014,10_y2015,10_y2016,10_y2017,10_y2018,10_y2019,10_y2020,11_y2006,11_y2007,11_y2008,11_y2009,11_y2010,11_y2011,11_y2012,11_y2013,11_y2014,11_y2015,11_y2016,11_y2017,11_y2018,11_y2019,11_y2020
12,1.019422, 1.172154, 1.57209, 1.449035, 1.855326, 2.00307, 2.063752, 2.091935, 2.010093, 1.937613, 2.188589, 1.899263, 1.762303, 1.639175, 1.789411,1.015473, 1.134808, 1.489014, 1.421087, 1.743101, 2.039971, 2.037687, 2.11221, 2.101485, 2.034301, 2.210574, 1.978043, 1.874267, 1.824518, 1.982941,0.996498, 1.09904, 1.443562, 1.364628, 1.488835, 1.702373, 1.741647, 1.79886, 1.750423, 1.829676, 2.04103, 1.880236, 1.837712, 1.793814, 1.927498,0.991533, 1.131228, 1.429222, 1.231289, 1.376968, 1.569836, 1.629324, 1.740939, 1.72069, 1.75194, 1.850905, 1.799953, 1.758544, 1.743212, 1.741453,0.975413, 1.094283, 1.472691, 1.232437, 1.593045, 1.811871, 1.826481, 1.952207, 1.961816, 1.872646, 2.172895, 2.080048, 2.043091, 2.092806, 2.139835,0.938336, 1.043714, 1.41748, 1.264502, 1.525422, 1.68258, 1.731283, 1.811858, 1.759971, 1.59312, 1.807793, 1.765864, 1.734887, 1.742933, 1.98703,0.943763, 0.991626, 1.240397, 1.141009, 1.230945, 1.348189, 1.416581, 1.385679, 1.422858, 1.292779, 1.361698, 1.421624, 1.395433, 1.419382, 1.551008,0.943763, 1.039501, 1.222835, 1.201914, 1.242751, 1.304295, 1.3661, 1.406726, 1.401944, 1.273535, 1.348334, 1.362644, 1.331105, 1.339826, 1.461339,0.943982, 0.988657, 1.06371, 0.999603, 1.011171, 1.070095, 1.065627, 1.049276, 1.068234, 1.049532, 1.121468, 1.112572, 1.081042, 1.092642, 1.137442,0.969312, 0.992031, 1.021642, 1.01457, 1.041906, 1.079214, 1.080262, 1.047667, 1.019883, 1.042705, 1.107147, 1.098249, 1.094102, 1.080733, 1.12856
14,1.018751, 1.19386, 1.608657, 1.496978, 1.975087, 1.887934, 2.039549, 2.09438, 2.028731, 2.054516, 2.170485, 1.81685, 1.727037, 1.579401, 1.774046,1.014802, 1.136749, 1.498505, 1.443879, 1.824991, 1.977541, 2.071215, 2.174985, 2.181459, 2.21856, 2.210958, 1.908332, 1.852402, 1.754928, 1.962503,0.992861, 1.103802, 1.456566, 1.39177, 1.56469, 1.663215, 1.784188, 1.85329, 1.817987, 1.973382, 2.018858, 1.808009, 1.8103, 1.719717, 1.911463,1.002262, 1.171973, 1.487598, 1.355331, 1.604373, 1.716235, 1.852816, 1.991011, 1.983783, 2.075083, 2.010574, 1.900765, 1.88445, 1.81798, 1.878634,0.994308, 1.143282, 1.508954, 1.335458, 1.82722, 1.949977, 2.044653, 2.197837, 2.226537, 2.214556, 2.387363, 2.221694, 2.214426, 2.207545, 2.331065,0.945646, 1.069705, 1.424751, 1.344135, 1.716366, 1.77638, 1.883942, 1.982845, 1.941656, 1.831364, 1.930736, 1.849933, 1.844305, 1.803224, 2.123083,0.951118, 1.016326, 1.246768, 1.206241, 1.377466, 1.41558, 1.533074, 1.508165, 1.515775, 1.435017, 1.404309, 1.421584, 1.415988, 1.401707, 1.58185,0.951118, 1.065392, 1.229115, 1.270626, 1.390675, 1.369488, 1.483159, 1.535959, 1.498265, 1.41525, 1.373154, 1.376221, 1.364211, 1.336365, 1.505294,0.948182, 1.021428, 1.07777, 1.091871, 1.169135, 1.160921, 1.195386, 1.183745, 1.179569, 1.205081, 1.188659, 1.159017, 1.14279, 1.124112, 1.203678,0.973625, 1.024916, 1.035146, 1.108219, 1.255204, 1.247485, 1.291157, 1.263248, 1.221568, 1.298649, 1.256481, 1.22502, 1.238403, 1.192463, 1.280859
16,1.070084, 1.255581, 1.76735, 1.603538, 2.046616, 2.063059, 2.153655, 2.212866, 2.258991, 2.253149, 2.496783, 2.220733, 2.143751, 1.875403, 2.122124,1.065939, 1.214239, 1.672106, 1.570871, 1.920696, 2.194813, 2.221338, 2.334009, 2.50241, 2.513032, 2.626949, 2.315286, 2.265421, 2.053065, 2.319099,1.042889, 1.179039, 1.625304, 1.514174, 1.646734, 1.755788, 1.82004, 1.891649, 1.979359, 2.121584, 2.276663, 2.092662, 2.128106, 1.943192, 2.181681,1.052766, 1.268918, 1.682552, 1.494629, 1.726607, 1.807532, 1.969956, 2.099321, 2.225974, 2.293251, 2.330669, 2.249924, 2.287126, 2.120853, 2.247469,1.044409, 1.237854, 1.737528, 1.499307, 2.001935, 2.154215, 2.280313, 2.425084, 2.542983, 2.491091, 2.816859, 2.70013, 2.759487, 2.644187, 2.863298,0.993293, 1.158184, 1.640562, 1.509039, 1.880466, 1.962419, 2.101058, 2.176224, 2.267814, 2.112153, 2.335705, 2.305179, 2.369833, 2.213464, 2.632429,0.999043, 1.100393, 1.435624, 1.354233, 1.618785, 1.677421, 1.833944, 1.815797, 1.942111, 1.815564, 1.863635, 1.943232, 1.995939, 1.899158, 2.164889,0.999043, 1.153517, 1.415297, 1.426515, 1.634308, 1.622805, 1.774231, 1.849253, 1.919663, 1.790544, 1.822283, 1.881219, 1.909822, 1.798259, 2.046045,0.99623, 1.106218, 1.241362, 1.267686, 1.420876, 1.422636, 1.478817, 1.473871, 1.562944, 1.576708, 1.631307, 1.638406, 1.665847, 1.575049, 1.703581,1.022961, 1.109995, 1.192272, 1.244525, 1.475514, 1.478647, 1.544982, 1.521346, 1.565589, 1.643493, 1.667926, 1.675007, 1.746109, 1.616107, 1.753448
18,1.047154, 1.256614, 1.880525, 1.696891, 2.18917, 2.149504, 2.122703, 2.036293, 2.211349, 2.192095, 2.430992, 2.19425, 2.156493, 1.8772, 2.07462,1.036869, 1.20798, 1.791802, 1.674113, 2.069049, 2.302991, 2.211076, 2.198751, 2.507788, 2.502979, 2.618444, 2.333479, 2.332688, 2.108144, 2.325781,1.01445, 1.176723, 1.747237, 1.618868, 1.779623, 1.864805, 1.833738, 1.803772, 2.007818, 2.138883, 2.221796, 2.064962, 2.145427, 1.953555, 2.138714,1.024055, 1.261676, 1.801997, 1.591979, 1.858939, 1.963667, 2.024535, 2.01428, 2.272056, 2.326361, 2.288673, 2.246686, 2.333306, 2.15765, 2.246733,1.01593, 1.230798, 1.860886, 1.596971, 2.155389, 2.265522, 2.268617, 2.252504, 2.512697, 2.446318, 2.677733, 2.610104, 2.725268, 2.604131, 2.759829,0.966208, 1.151582, 1.757041, 1.607342, 2.024615, 2.063819, 2.090281, 2.021354, 2.240802, 2.074189, 2.22034, 2.228318, 2.352344, 2.191013, 2.550194,0.972457, 1.094857, 1.538584, 1.451357, 1.753639, 1.774992, 1.835808, 1.767887, 2.011496, 1.868893, 1.832975, 1.943528, 2.049859, 1.945032, 2.169927,0.972457, 1.147717, 1.516802, 1.528825, 1.770451, 1.717196, 1.776032, 1.800458, 1.988248, 1.843135, 1.792301, 1.881501, 1.961409, 1.841692, 2.050806,0.969719, 1.111102, 1.343022, 1.371501, 1.553849, 1.519672, 1.494369, 1.468454, 1.656545, 1.66088, 1.641895, 1.676878, 1.75075, 1.650717, 1.754404,1.010987, 1.131966, 1.309661, 1.367058, 1.638307, 1.603687, 1.585131, 1.568286, 1.69168, 1.764962, 1.737945, 1.774791, 1.899821, 1.753481, 1.869443
20,1.127091, 1.388409, 2.068554, 1.780594, 2.338499, 2.153363, 2.151659, 2.124951, 2.275227, 2.328323, 2.71744, 2.431091, 2.376825, 2.137233, 2.324757,1.116022, 1.334679, 1.970963, 1.828758, 2.30085, 2.454086, 2.364287, 2.447999, 2.752853, 2.8364, 3.122811, 2.758325, 2.755414, 2.576973, 2.798185,1.091892, 1.270592, 1.878252, 1.72821, 1.934014, 1.941985, 1.916233, 1.962596, 2.153928, 2.368702, 2.589517, 2.385419, 2.476601, 2.32997, 2.510585,1.10223, 1.344012, 1.911083, 1.676662, 1.993051, 2.017442, 2.087173, 2.162177, 2.404623, 2.541684, 2.631602, 2.56045, 2.648489, 2.530405, 2.593332,1.093483, 1.311117, 1.973538, 1.681917, 2.310884, 2.305878, 2.336327, 2.415331, 2.65649, 2.669922, 3.036098, 2.933214, 3.050336, 3.011504, 3.141232,1.039968, 1.226736, 1.863412, 1.692844, 2.170691, 2.100593, 2.152684, 2.167484, 2.369055, 2.263791, 2.517506, 2.504182, 2.63294, 2.533769, 2.902641,1.045985, 1.16552, 1.630625, 1.527531, 1.87889, 1.805394, 1.88933, 1.894408, 2.12518, 2.03834, 2.076879, 2.150753, 2.259312, 2.143776, 2.387339,1.045985, 1.221787, 1.607538, 1.609064, 1.896906, 1.746613, 1.827818, 1.866131, 2.031828, 1.944422, 1.964296, 1.988816, 2.079151, 1.952248, 2.169988,1.043039, 1.197118, 1.464099, 1.484792, 1.712474, 1.595073, 1.587059, 1.570627, 1.74692, 1.808114, 1.85693, 1.829134, 1.890321, 1.779084, 1.887417,1.061667, 1.195167, 1.376653, 1.427038, 1.740963, 1.654853, 1.655046, 1.649099, 1.753866, 1.888992, 1.957597, 1.928094, 2.042963, 1.882183, 2.00303
22,1.133335, 1.367267, 2.037058, 1.701877, 2.267089, 2.037885, 2.020061, 2.096166, 2.297295, 2.344634, 2.570991, 2.262708, 2.221317, 2.003152, 2.181476,1.097239, 1.299098, 1.91842, 1.741513, 2.119462, 2.237555, 2.138518, 2.24838, 2.631166, 2.703782, 2.79679, 2.430221, 2.427129, 2.276919, 2.496661,1.073514, 1.236718, 1.828178, 1.645756, 1.791572, 1.821289, 1.782831, 1.854125, 2.117601, 2.289184, 2.351253, 2.130753, 2.211728, 2.087175, 2.271066,1.086986, 1.312178, 1.865819, 1.601549, 1.851911, 1.897845, 1.953068, 2.115785, 2.448696, 2.544297, 2.477312, 2.371175, 2.452394, 2.350255, 2.432368,1.078359, 1.280063, 1.926797, 1.606574, 2.147242, 2.139346, 2.156144, 2.283722, 2.573972, 2.58551, 2.76489, 2.627803, 2.73238, 2.685286, 2.828477,1.025583, 1.197676, 1.819268, 1.617006, 2.016965, 1.948876, 1.986651, 2.049367, 2.29545, 2.187602, 2.287793, 2.238718, 2.35353, 2.254548, 2.608148,1.031518, 1.137912, 1.592001, 1.459097, 1.759107, 1.68774, 1.756876, 1.804799, 2.074819, 1.956228, 1.874428, 1.909565, 2.005695, 1.894444, 2.130401,1.031518, 1.192847, 1.569459, 1.536976, 1.775978, 1.632788, 1.699672, 1.777855, 1.983666, 1.866079, 1.772804, 1.765776, 1.845741, 1.725175, 1.93643,1.028611, 1.168759, 1.429415, 1.418269, 1.592434, 1.481014, 1.465789, 1.468994, 1.674355, 1.703561, 1.645288, 1.594335, 1.657675, 1.55301, 1.663761,1.046982, 1.166856, 1.344044, 1.363108, 1.618931, 1.536525, 1.528587, 1.542397, 1.681026, 1.80392, 1.758023, 1.703399, 1.81584, 1.67306, 1.797973
24,1.114947, 1.29224, 1.824783, 1.371989, 1.658974, 1.484037, 1.477627, 1.516699, 1.684028, 1.699471, 1.958668, 1.750635, 1.733363, 1.462389, 1.6208,1.092993, 1.243234, 1.740097, 1.421578, 1.643165, 1.72633, 1.657292, 1.723577, 2.04346, 2.076321, 2.257375, 1.992036, 2.010991, 1.764965, 1.969599,1.052706, 1.194802, 1.674027, 1.40461, 1.4441, 1.460227, 1.435779, 1.477033, 1.709047, 1.84753, 2.081285, 1.91546, 2.009722, 1.774324, 1.964871,1.074016, 1.277334, 1.721476, 1.377268, 1.504073, 1.499384, 1.549901, 1.639838, 1.92275, 1.997815, 2.133494, 2.07387, 2.168067, 1.947529, 2.037827,1.065491, 1.246063, 1.777719, 1.381571, 1.770402, 1.715831, 1.737028, 1.781451, 2.034196, 2.043311, 2.396564, 2.31319, 2.431221, 2.242419, 2.388079,1.013345, 1.165872, 1.678522, 1.39055, 1.663001, 1.563083, 1.600502, 1.597651, 1.812958, 1.70136, 1.951497, 1.939356, 2.050407, 1.868184, 2.185048,1.019209, 1.107693, 1.468836, 1.254758, 1.450404, 1.384826, 1.447993, 1.451855, 1.69096, 1.569936, 1.649887, 1.754166, 1.852948, 1.664636, 1.892643,1.019209, 1.161165, 1.448032, 1.279792, 1.35508, 1.2398, 1.296351, 1.323499, 1.496079, 1.385879, 1.444036, 1.501081, 1.577981, 1.402825, 1.591993,1.028611, 1.151462, 1.334759, 1.195221, 1.229721, 1.138146, 1.131475, 1.101947, 1.27247, 1.274874, 1.350439, 1.365726, 1.414216, 1.260171, 1.364949,1.046982, 1.149586, 1.255036, 1.148728, 1.250173, 1.192966, 1.192102, 1.169662, 1.291512, 1.36474, 1.458746, 1.475106, 1.566098, 1.368672, 1.487104
26,1.054548, 1.22486, 1.76822, 1.277605, 1.575871, 1.45498, 1.444758, 1.481274, 1.688171, 1.719999, 1.98425, 1.730205, 1.7189, 1.394984, 1.567994,1.033781, 1.178319, 1.686031, 1.340362, 1.580409, 1.713734, 1.640731, 1.704413, 2.074164, 2.112771, 2.427995, 2.098149, 2.125246, 1.794236, 2.03063,0.995676, 1.136855, 1.628373, 1.329555, 1.394387, 1.455252, 1.427, 1.466335, 1.741519, 1.887318, 2.079068, 1.860368, 1.936698, 1.678923, 1.885564,1.033157, 1.23612, 1.703088, 1.30803, 1.48162, 1.524444, 1.571528, 1.660831, 1.998844, 2.082051, 2.170457, 2.066031, 2.135863, 1.851704, 1.965005,1.024956, 1.22951, 1.793237, 1.337863, 1.778192, 1.778738, 1.822799, 1.867289, 2.18857, 2.203854, 2.523254, 2.367948, 2.461103, 2.156829, 2.329469,0.974797, 1.145889, 1.686553, 1.341291, 1.663785, 1.586651, 1.644556, 1.639761, 1.90993, 1.796833, 2.011886, 1.957889, 2.049252, 1.773806, 2.104056,0.980438, 1.100982, 1.492502, 1.223953, 1.467438, 1.42155, 1.486392, 1.488661, 1.779654, 1.671351, 1.669926, 1.738639, 1.818137, 1.573755, 1.814664,0.980438, 1.154138, 1.471377, 1.248384, 1.371013, 1.272693, 1.330746, 1.357069, 1.57458, 1.475431, 1.461603, 1.477217, 1.537331, 1.332393, 1.533488,0.989482, 1.144489, 1.356268, 1.165878, 1.244169, 1.168332, 1.161486, 1.129888, 1.339225, 1.357238, 1.332948, 1.320073, 1.351744, 1.160714, 1.275034,1.007154, 1.120646, 1.250732, 1.098977, 1.240535, 1.201058, 1.200188, 1.176258, 1.333121, 1.424967, 1.412161, 1.398373, 1.468121, 1.268405, 1.397683
28,1.094603, 1.269041, 1.867462, 1.3866, 1.710311, 1.534529, 1.49637, 1.487496, 1.7288, 1.803073, 2.048927, 1.740941, 1.732074, 1.402611, 1.568396,1.073053, 1.220838, 1.780687, 1.454738, 1.715264, 1.807464, 1.719536, 1.731908, 2.149314, 2.241125, 2.536914, 2.136242, 2.166964, 1.816024, 2.044634,1.033496, 1.177866, 1.719774, 1.442992, 1.513353, 1.534825, 1.49552, 1.489967, 1.804594, 2.023665, 2.195865, 1.954425, 2.03756, 1.753393, 1.95899,1.072621, 1.280968, 1.799045, 1.424321, 1.613346, 1.613116, 1.652431, 1.693179, 2.078082, 2.239847, 2.29997, 2.177665, 2.254518, 1.940221, 2.048265,1.064105, 1.274125, 1.894274, 1.354993, 1.800959, 1.750658, 1.782692, 1.785754, 2.132662, 2.220311, 2.504015, 2.337395, 2.427315, 2.111597, 2.268794,1.013741, 1.18947, 1.784588, 1.360759, 1.687929, 1.56424, 1.611087, 1.570807, 1.864279, 1.814858, 2.001623, 1.937543, 2.026258, 1.741027, 2.054467,0.992278, 1.112231, 1.536942, 1.208448, 1.448849, 1.363921, 1.417124, 1.387849, 1.693243, 1.642681, 1.637885, 1.696207, 1.788545, 1.536774, 1.762838,0.992278, 1.165925, 1.515178, 1.232563, 1.353637, 1.221094, 1.268726, 1.265163, 1.49812, 1.45012, 1.442828, 1.450483, 1.522082, 1.319178, 1.510404,0.989482, 1.142381, 1.37998, 1.137373, 1.213745, 1.107589, 1.094144, 1.033704, 1.25041, 1.309049, 1.324099, 1.304332, 1.346757, 1.156431, 1.26374,1.007154, 1.118582, 1.272597, 1.072101, 1.2102, 1.138613, 1.130603, 1.07613, 1.244715, 1.362359, 1.406656, 1.38551, 1.466734, 1.268704, 1.390767
30,1.097942, 1.338107, 1.924212, 1.361299, 1.706646, 1.533131, 1.517965, 1.533656, 1.687836, 1.726423, 1.961817, 1.624104, 1.577117, 1.253843, 1.321412,1.076326, 1.287273, 1.834786, 1.371904, 1.64413, 1.734644, 1.65255, 1.691672, 1.987947, 2.032909, 2.326408, 1.908661, 1.885312, 1.56711, 1.662917,1.036648, 1.241968, 1.772033, 1.352306, 1.441509, 1.445374, 1.410314, 1.428069, 1.628221, 1.822103, 1.9988, 1.733331, 1.759664, 1.469399, 1.547279,1.072621, 1.346569, 1.848066, 1.296827, 1.493025, 1.499399, 1.538076, 1.601791, 1.85066, 1.990597, 2.066408, 1.906266, 1.923934, 1.606678, 1.598606,1.064105, 1.339378, 1.945901, 1.259558, 1.701572, 1.661341, 1.694089, 1.724762, 1.936905, 1.977639, 2.254748, 2.050651, 2.076005, 1.766884, 1.78924,1.013741, 1.25039, 1.833222, 1.264916, 1.603443, 1.492501, 1.539335, 1.525405, 1.659867, 1.584723, 1.766935, 1.666433, 1.69892, 1.428165, 1.58836,0.992278, 1.169191, 1.57882, 1.162702, 1.424566, 1.346978, 1.418654, 1.41208, 1.579568, 1.502863, 1.51488, 1.528525, 1.571212, 1.320808, 1.417052,0.992278, 1.22564, 1.556465, 1.125663, 1.256521, 1.138483, 1.199065, 1.215262, 1.334507, 1.266844, 1.274272, 1.248128, 1.276816, 1.082651, 1.178633,0.989482, 1.200884, 1.417581, 1.038728, 1.145836, 1.050232, 1.051665, 1.009828, 1.160191, 1.191191, 1.218077, 1.169072, 1.176749, 0.988575, 1.027182,1.007154, 1.175868, 1.307272, 0.979118, 1.142485, 1.079643, 1.086703, 1.051267, 1.154903, 1.239698, 1.294018, 1.241826, 1.281577, 1.084546, 1.130422
