,2_y2006,2_y2007,2_y2008,2_y2009,2_y2010,2_y2011,2_y2012,2_y2013,2_y2014,2_y2015,2_y2016,2_y2017,2_y2018,2_y2019,2_y2020,3_y2006,3_y2007,3_y2008,3_y2009,3_y2010,3_y2011,3_y2012,3_y2013,3_y2014,3_y2015,3_y2016,3_y2017,3_y2018,3_y2019,3_y2020,4_y2006,4_y2007,4_y2008,4_y2009,4_y2010,4_y2011,4_y2012,4_y2013,4_y2014,4_y2015,4_y2016,4_y2017,4_y2018,4_y2019,4_y2020,5_y2006,5_y2007,5_y2008,5_y2009,5_y2010,5_y2011,5_y2012,5_y2013,5_y2014,5_y2015,5_y2016,5_y2017,5_y2018,5_y2019,5_y2020,6_y2006,6_y2007,6_y2008,6_y2009,6_y2010,6_y2011,6_y2012,6_y2013,6_y2014,6_y2015,6_y2016,6_y2017,6_y2018,6_y2019,6_y2020,7_y2006,7_y2007,7_y2008,7_y2009,7_y2010,7_y2011,7_y2012,7_y2013,7_y2014,7_y2015,7_y2016,7_y2017,7_y2018,7_y2019,7_y2020,8_y2006,8_y2007,8_y2008,8_y2009,8_y2010,8_y2011,8_y2012,8_y2013,8_y2014,8_y2015,8_y2016,8_y2017,8_y2018,8_y2019,8_y2020,9_y2006,9_y2007,9_y2008,9_y2009,9_y2010,9_y2011,9_y2012,9_y2013,9_y2014,9_y2015,9_y2016,9_y2017,9_y2018,9_y2019,9_y2020,10_y2006,10_y2007,10_y2008,10_y2009,10_y2010,10_y2011,10_y2012,10_y2013,10_y2014,10_y2015,10_y2016,10_y2017,10_y2018,10_y2019,10_y2020,11_y2006,11_y2007,11_y2008,11_y2009,11_y2010,11_y2011,11_y2012,11_y2013,11_y2014,11_y2015,11_y2016,11_y2017,11_y2018,11_y2019,11_y2020
12,1.031781, 0.994011, 1.13384, 1.139628, 1.173332, 1.203194, 1.203194, 1.203194, 1.203194, 1.203194, 1.302183, 1.314951, 1.314951, 1.314951, 1.335904,1, 0.949521, 1.088471, 1.14076, 1.180869, 1.180869, 1.180869, 1.180869, 1.180869, 1.180869, 1.280215, 1.292767, 1.292767, 1.292767, 1.344688,1, 0.949521, 1.077045, 1.002752, 1.079668, 1.079668, 1.079668, 1.079668, 1.079668, 1.079668, 1.147488, 1.147488, 1.147488, 1.147488, 1.193574,1, 1, 1.139948, 1.111034, 1.148022, 1.148022, 1.148022, 1.148022, 1.148022, 1.148022, 1.220136, 1.220136, 1.220136, 1.220136, 1.220136,1, 0.986827, 1.02849, 0.968454, 1.000695, 1.000695, 1.000695, 1.000695, 1.000695, 1.000695, 1.000695, 1.000695, 1.000695, 1.000695, 1.000695,1, 1, 1, 0.992021, 1.025047, 1.025047, 1.025047, 1.025047, 1.025047, 1.025047, 1.025047, 1.025047, 1.025047, 1.025047, 1.025047,1, 1, 1, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021, 0.992021,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
14,1.036544, 0.9986, 1.252697, 1.223344, 1.23656, 1.268031, 1.307622, 1.307622, 1.349996, 1.369935, 1.482644, 1.497181, 1.497181, 1.497181, 1.521037,1, 0.971437, 1.275458, 1.322094, 1.320034, 1.320034, 1.361249, 1.361249, 1.361249, 1.361249, 1.488577, 1.503172, 1.503172, 1.503172, 1.563543,1, 0.971437, 1.262069, 1.162675, 1.277808, 1.277808, 1.317704, 1.317704, 1.317704, 1.317704, 1.412632, 1.412632, 1.412632, 1.412632, 1.469367,1, 1.023081, 1.307014, 1.301786, 1.373009, 1.373009, 1.373009, 1.373009, 1.373009, 1.373009, 1.459256, 1.459256, 1.459256, 1.459256, 1.459256,1, 1.009604, 1.152604, 1.109114, 1.169795, 1.169795, 1.169795, 1.169795, 1.169795, 1.169795, 1.169795, 1.169795, 1.169795, 1.169795, 1.169795,1, 1, 1.095393, 1.110473, 1.171228, 1.171228, 1.171228, 1.171228, 1.171228, 1.171228, 1.171228, 1.171228, 1.171228, 1.171228, 1.171228,1, 1, 1, 1.013767, 1.034782, 1.034782, 1.034782, 1.034782, 1.034782, 1.034782, 1.034782, 1.034782, 1.034782, 1.034782, 1.034782,1, 1, 1, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901, 1.003901,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
16,1.036809, 1.035499, 1.33366, 1.345082, 1.331677, 1.365569, 1.408205, 1.415646, 1.46152, 1.473401, 1.630747, 1.630813, 1.630813, 1.630813, 1.675719,1.000256, 1.007331, 1.357893, 1.382046, 1.35154, 1.35154, 1.393738, 1.401102, 1.401102, 1.391934, 1.556617, 1.571879, 1.571879, 1.571879, 1.697552,1.000256, 1.007331, 1.343638, 1.2154, 1.308309, 1.308309, 1.349157, 1.356286, 1.356286, 1.356286, 1.445746, 1.445746, 1.445746, 1.445746, 1.561335,1.000256, 1.064371, 1.39606, 1.410749, 1.45736, 1.45736, 1.45736, 1.45736, 1.45736, 1.45736, 1.527106, 1.527106, 1.527106, 1.527106, 1.544546,1.000256, 1.046908, 1.202816, 1.161645, 1.200026, 1.200026, 1.200026, 1.200026, 1.200026, 1.200026, 1.183137, 1.183137, 1.183137, 1.183137, 1.196649,1.000256, 1.012661, 1.109261, 1.140927, 1.166844, 1.166844, 1.166844, 1.166844, 1.166844, 1.166844, 1.150422, 1.150422, 1.150422, 1.150422, 1.16356,1, 1.012402, 1.012402, 1.030076, 1.051429, 1.051429, 1.051429, 1.051429, 1.051429, 1.051429, 1.022306, 1.022306, 1.022306, 1.022306, 1.033981,1, 1, 1, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556, 1.007556,1, 1, 1, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579, 1.014579,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
18,1.015859, 1.055018, 1.323488, 1.334822, 1.371497, 1.387563, 1.432466, 1.440035, 1.489435, 1.495668, 1.811964, 1.812038, 1.812038, 1.803677, 1.766787,0.980044, 1.026322, 1.34754, 1.371508, 1.391957, 1.408819, 1.452805, 1.460481, 1.460481, 1.445246, 1.652762, 1.668967, 1.668967, 1.661266, 1.759368,0.980044, 0.986978, 1.282279, 1.159898, 1.295783, 1.31148, 1.352427, 1.359573, 1.359573, 1.354253, 1.527568, 1.527568, 1.527568, 1.522786, 1.644535,0.980044, 1.042865, 1.332308, 1.346327, 1.443407, 1.460892, 1.460892, 1.460892, 1.460892, 1.455175, 1.613532, 1.613532, 1.613532, 1.613532, 1.631959,1.013209, 1.060465, 1.186732, 1.194678, 1.280824, 1.296339, 1.296339, 1.296339, 1.296339, 1.296339, 1.326497, 1.326497, 1.326497, 1.326497, 1.341646,1.013209, 1.025775, 1.094427, 1.17337, 1.245408, 1.245408, 1.245408, 1.245408, 1.245408, 1.245408, 1.31822, 1.31822, 1.31822, 1.31822, 1.333274,1.01295, 1.025512, 0.998862, 1.059366, 1.122221, 1.122221, 1.122221, 1.122221, 1.122221, 1.122221, 1.171417, 1.171417, 1.171417, 1.171417, 1.184795,1, 1, 0.974013, 1.022958, 1.022958, 1.022958, 1.022958, 1.022958, 1.022958, 1.022958, 1.098221, 1.098221, 1.098221, 1.098221, 1.098221,1, 1, 1.017033, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585, 1.075585,1, 1, 0.992631, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693, 1.034693
20,1.046058, 1.087421, 1.447273, 1.502282, 1.521511, 1.562174, 1.612728, 1.621249, 1.701064, 1.708182, 2.165167, 2.212837, 2.212837, 2.216303, 2.170973,1.009179, 1.057843, 1.473569, 1.479641, 1.52675, 1.54148, 1.589609, 1.598008, 1.621069, 1.604159, 1.919372, 1.980783, 1.980783, 1.973036, 2.089549,0.980044, 0.986978, 1.36042, 1.214056, 1.356284, 1.369369, 1.412124, 1.419586, 1.468872, 1.463124, 1.726732, 1.764677, 1.764677, 1.770075, 1.911593,0.980044, 1.042865, 1.332308, 1.328247, 1.424024, 1.437762, 1.437762, 1.437762, 1.487679, 1.481857, 1.719143, 1.719143, 1.719143, 1.724402, 1.744095,1.013209, 1.060465, 1.186732, 1.178634, 1.263622, 1.275813, 1.275813, 1.275813, 1.320107, 1.320107, 1.413319, 1.413319, 1.413319, 1.418683, 1.434885,1.013209, 1.025775, 1.094427, 1.157612, 1.228681, 1.207765, 1.207765, 1.207765, 1.207765, 1.207765, 1.337524, 1.337524, 1.337524, 1.337524, 1.352799,1.01295, 1.025512, 0.998862, 1.090294, 1.154984, 1.135323, 1.135323, 1.135323, 1.135323, 1.135323, 1.239927, 1.239927, 1.239927, 1.239927, 1.254087,1, 1, 0.974013, 1.052824, 1.052824, 1.052824, 1.052824, 1.052824, 1.052824, 1.052824, 1.153214, 1.153214, 1.153214, 1.153214, 1.153214,1, 1, 1.017033, 1.106987, 1.106987, 1.106987, 1.106987, 1.106987, 1.106987, 1.106987, 1.129443, 1.129443, 1.129443, 1.129443, 1.129443,1, 1, 0.992631, 1.043819, 1.043819, 1.043819, 1.043819, 1.043819, 1.043819, 1.043819, 1.064994, 1.064994, 1.064994, 1.064994, 1.064994
22,1.05862, 1.100479, 1.489329, 1.537481, 1.541792, 1.544475, 1.613099, 1.647306, 1.726388, 1.733611, 2.1974, 2.24578, 2.24578, 2.249297, 2.203292,1.009179, 1.057843, 1.490989, 1.488942, 1.521185, 1.498483, 1.563338, 1.596491, 1.61953, 1.546291, 1.850134, 1.90933, 1.90933, 1.901862, 2.014172,0.991813, 0.998829, 1.393034, 1.243161, 1.375092, 1.354571, 1.413196, 1.420663, 1.469986, 1.412755, 1.667288, 1.703927, 1.703927, 1.642833, 1.774179,0.991813, 1.055387, 1.3934, 1.389152, 1.474621, 1.452614, 1.469599, 1.469599, 1.520621, 1.461418, 1.69543, 1.69543, 1.69543, 1.63464, 1.653308,1.025376, 1.0732, 1.241149, 1.23268, 1.308521, 1.288995, 1.304067, 1.304067, 1.349342, 1.301902, 1.39383, 1.39383, 1.39383, 1.344841, 1.360199,1.025376, 1.038092, 1.14461, 1.210692, 1.272338, 1.220243, 1.220243, 1.220243, 1.220243, 1.177342, 1.303835, 1.303835, 1.303835, 1.303835, 1.318725,1.025114, 1.037827, 1.044664, 1.140288, 1.196022, 1.175663, 1.175663, 1.175663, 1.175663, 1.134329, 1.23884, 1.23884, 1.23884, 1.23884, 1.252988,1.012009, 1.012009, 1.018676, 1.1011, 1.090232, 1.090232, 1.090232, 1.090232, 1.090232, 1.090232, 1.194189, 1.194189, 1.194189, 1.194189, 1.194189,1.012009, 1.012009, 1.063669, 1.157749, 1.146323, 1.146323, 1.146323, 1.146323, 1.146323, 1.146323, 1.169577, 1.169577, 1.169577, 1.169577, 1.169577,1.012009, 1.012009, 1.038148, 1.091683, 1.063165, 1.063165, 1.063165, 1.063165, 1.063165, 1.063165, 1.084733, 1.084733, 1.084733, 1.084733, 1.084733
24,1.05862, 1.10471, 1.495055, 1.49284, 1.485797, 1.501375, 1.573509, 1.606876, 1.651452, 1.658363, 2.097073, 2.152468, 2.152468, 2.15584, 2.111989,1.009179, 1.061911, 1.496725, 1.445712, 1.465939, 1.456669, 1.524971, 1.55731, 1.549233, 1.489577, 1.778077, 1.842864, 1.842864, 1.835656, 1.94428,0.991813, 1.002669, 1.398393, 1.207067, 1.325154, 1.316775, 1.377761, 1.385041, 1.433127, 1.377331, 1.667855, 1.711842, 1.711842, 1.650464, 1.782626,0.991813, 1.059445, 1.398756, 1.348817, 1.421065, 1.412078, 1.433531, 1.433531, 1.483301, 1.425552, 1.696929, 1.696929, 1.696929, 1.636086, 1.65496,1.025376, 1.077326, 1.262292, 1.253679, 1.320832, 1.301121, 1.320888, 1.320888, 1.366747, 1.318695, 1.448607, 1.448607, 1.448607, 1.397693, 1.413817,1.025376, 1.042083, 1.16411, 1.231319, 1.284309, 1.231723, 1.235984, 1.235984, 1.235984, 1.19253, 1.355078, 1.355078, 1.355078, 1.355078, 1.37071,1.025114, 1.041817, 1.062461, 1.159714, 1.207274, 1.186723, 1.190828, 1.190828, 1.190828, 1.148961, 1.287528, 1.287528, 1.287528, 1.287528, 1.302381,1.012009, 1.0159, 1.036032, 1.11986, 1.10049, 1.10049, 1.10049, 1.10049, 1.10049, 1.10049, 1.202587, 1.202587, 1.202587, 1.202587, 1.202587,1.012009, 1.0159, 1.08179, 1.177472, 1.157106, 1.157106, 1.157106, 1.157106, 1.157106, 1.157106, 1.1778, 1.1778, 1.1778, 1.1778, 1.1778,1.012009, 1.0159, 1.04214, 1.095881, 1.067254, 1.067254, 1.067254, 1.067254, 1.067254, 1.067254, 1.08634, 1.08634, 1.08634, 1.08634, 1.08634
26,1.077699, 1.089875, 1.361992, 1.282939, 1.295014, 1.293218, 1.355351, 1.384093, 1.421275, 1.427223, 1.678308, 1.722641, 1.722641, 1.72534, 1.719805,1.030629, 1.050975, 1.374633, 1.252571, 1.288129, 1.27496, 1.334741, 1.363046, 1.354821, 1.302652, 1.445979, 1.498666, 1.498666, 1.492805, 1.58583,0.991813, 0.993435, 1.285737, 1.068888, 1.190115, 1.177947, 1.232503, 1.239015, 1.282032, 1.232118, 1.387448, 1.42404, 1.42404, 1.372981, 1.48732,0.991813, 1.049688, 1.286074, 1.194415, 1.276259, 1.253291, 1.222718, 1.222718, 1.265169, 1.215912, 1.345949, 1.345949, 1.345949, 1.29769, 1.316553,1.025376, 1.067404, 1.160602, 1.110169, 1.18624, 1.154809, 1.126638, 1.126638, 1.165753, 1.124768, 1.148985, 1.148985, 1.148985, 1.108601, 1.124715,1.025376, 1.032485, 1.070329, 1.090365, 1.14367, 1.088228, 1.04941, 1.04941, 1.04941, 1.012515, 1.069896, 1.069896, 1.069896, 1.069896, 1.085447,1.025114, 1.008763, 0.954668, 1.042054, 1.090874, 1.063882, 1.067562, 1.067562, 1.067562, 1.030029, 1.112228, 1.112228, 1.112228, 1.112228, 1.128394,1.012009, 1.006544, 0.952568, 1.029643, 1.017511, 1.00952, 1.00952, 1.00952, 1.00952, 1.00952, 1.063013, 1.063013, 1.063013, 1.063013, 1.084028,1.012009, 1.006544, 0.99464, 1.082614, 1.069858, 1.061455, 1.061455, 1.061455, 1.061455, 1.061455, 1.0411, 1.0411, 1.0411, 1.0411, 1.051328,1.012009, 0.994048, 0.946291, 0.995089, 0.969095, 0.969095, 0.969095, 0.969095, 0.969095, 0.969095, 0.950512, 0.950512, 0.950512, 0.950512, 0.95985
28,1.077699, 1.089875, 1.361992, 1.305825, 1.279873, 1.283419, 1.319929, 1.347919, 1.416516, 1.434844, 1.680276, 1.724661, 1.724661, 1.729936, 1.706766,1.030629, 1.050975, 1.374633, 1.274914, 1.22249, 1.196996, 1.229689, 1.255766, 1.253339, 1.215583, 1.343739, 1.392701, 1.392701, 1.396961, 1.468848,0.991813, 1.001277, 1.295888, 1.096546, 1.138391, 1.122555, 1.155697, 1.161804, 1.183757, 1.147588, 1.286905, 1.320845, 1.320845, 1.273487, 1.365444,0.991813, 1.057975, 1.296228, 1.22532, 1.164232, 1.148039, 1.120034, 1.120034, 1.141199, 1.10633, 1.219572, 1.219572, 1.219572, 1.175844, 1.180746,1.025376, 1.07583, 1.169762, 1.178812, 1.120042, 1.094906, 1.068197, 1.068197, 1.088381, 1.059271, 1.077594, 1.077594, 1.077594, 1.03972, 1.044056,1.025376, 1.040635, 1.078777, 1.098971, 1.074787, 1.038091, 1.001062, 1.001062, 0.985754, 0.959389, 1.009561, 1.009561, 1.009561, 1.009561, 1.013769,1.025114, 1.016726, 0.962204, 1.050281, 1.025172, 1.014867, 1.018378, 1.018378, 1.002805, 0.975984, 1.053869, 1.053869, 1.053869, 1.053869, 1.058262,1.012009, 1.01449, 0.960089, 1.037773, 0.956228, 0.956228, 0.956228, 0.956228, 0.941606, 0.941606, 0.9915, 0.9915, 0.9915, 0.9915, 1.00077,1.012009, 1.01449, 1.002493, 1.091161, 1.005421, 1.005421, 1.005421, 1.005421, 0.990046, 0.990046, 0.971061, 0.971061, 0.971061, 0.971061, 0.980601,1.012009, 1.001895, 0.953759, 1.002942, 0.910725, 0.910725, 0.910725, 0.910725, 0.896799, 0.896799, 0.879602, 0.879602, 0.879602, 0.879602, 0.888243
30,1.077699, 1.086292, 1.357516, 1.204052, 1.182689, 1.219398, 1.254087, 1.265142, 1.356688, 1.365701, 1.60487, 1.647263, 1.647263, 1.652302, 1.630171,1.030629, 1.047521, 1.370121, 1.175557, 1.141398, 1.149101, 1.180486, 1.190893, 1.212875, 1.158524, 1.285119, 1.331944, 1.331944, 1.336019, 1.451212,0.991813, 1.003385, 1.298614, 1.016554, 1.068624, 1.083464, 1.115452, 1.10774, 1.15173, 1.099631, 1.237417, 1.270052, 1.270052, 1.224514, 1.35634,0.991813, 1.050832, 1.287473, 1.125892, 1.083218, 1.09826, 1.071468, 1.058467, 1.100501, 1.050719, 1.162299, 1.162299, 1.162299, 1.120624, 1.162499,1.025376, 1.068567, 1.161865, 1.047684, 1.000574, 1.005692, 0.981159, 0.969254, 1.01114, 0.969195, 0.98939, 0.98939, 0.98939, 0.954616, 0.990287,1.025376, 1.033612, 1.071497, 0.976726, 0.955231, 0.948624, 0.914786, 0.903687, 0.912545, 0.874689, 0.923631, 0.923631, 0.923631, 0.923631, 0.958144,1.025114, 1.008651, 0.954562, 0.932329, 0.91004, 0.926287, 0.929491, 0.918213, 0.927214, 0.888749, 1.000759, 1.000759, 1.000759, 1.000759, 1.038155,1.012009, 1.006434, 0.952464, 0.921227, 0.84884, 0.872768, 0.872768, 0.862178, 0.87063, 0.87332, 0.958964, 0.958964, 0.958964, 0.958964, 0.999929,1.012009, 1.006434, 0.994533, 0.968622, 0.892512, 0.917671, 0.917671, 0.906537, 0.915423, 0.918252, 0.939202, 0.939202, 0.939202, 0.939202, 0.979785,1.012009, 1.005148, 0.956856, 0.90035, 0.817565, 0.840611, 0.840611, 0.830412, 0.838553, 0.838553, 0.839207, 0.839207, 0.839207, 0.839207, 0.875468
