,2_y2006,2_y2007,2_y2008,2_y2009,2_y2010,2_y2011,2_y2012,2_y2013,2_y2014,2_y2015,2_y2016,2_y2017,2_y2018,2_y2019,2_y2020,3_y2006,3_y2007,3_y2008,3_y2009,3_y2010,3_y2011,3_y2012,3_y2013,3_y2014,3_y2015,3_y2016,3_y2017,3_y2018,3_y2019,3_y2020,4_y2006,4_y2007,4_y2008,4_y2009,4_y2010,4_y2011,4_y2012,4_y2013,4_y2014,4_y2015,4_y2016,4_y2017,4_y2018,4_y2019,4_y2020,5_y2006,5_y2007,5_y2008,5_y2009,5_y2010,5_y2011,5_y2012,5_y2013,5_y2014,5_y2015,5_y2016,5_y2017,5_y2018,5_y2019,5_y2020,6_y2006,6_y2007,6_y2008,6_y2009,6_y2010,6_y2011,6_y2012,6_y2013,6_y2014,6_y2015,6_y2016,6_y2017,6_y2018,6_y2019,6_y2020,7_y2006,7_y2007,7_y2008,7_y2009,7_y2010,7_y2011,7_y2012,7_y2013,7_y2014,7_y2015,7_y2016,7_y2017,7_y2018,7_y2019,7_y2020,8_y2006,8_y2007,8_y2008,8_y2009,8_y2010,8_y2011,8_y2012,8_y2013,8_y2014,8_y2015,8_y2016,8_y2017,8_y2018,8_y2019,8_y2020,9_y2006,9_y2007,9_y2008,9_y2009,9_y2010,9_y2011,9_y2012,9_y2013,9_y2014,9_y2015,9_y2016,9_y2017,9_y2018,9_y2019,9_y2020,10_y2006,10_y2007,10_y2008,10_y2009,10_y2010,10_y2011,10_y2012,10_y2013,10_y2014,10_y2015,10_y2016,10_y2017,10_y2018,10_y2019,10_y2020,11_y2006,11_y2007,11_y2008,11_y2009,11_y2010,11_y2011,11_y2012,11_y2013,11_y2014,11_y2015,11_y2016,11_y2017,11_y2018,11_y2019,11_y2020
12,1.035515, 1.116895, 1.430076, 1.307386, 1.409457, 1.324968, 1.242427, 1.159095, 1.116468, 1.072968, 1.349598, 1.584347, 1.508798, 1.275325, 1.353966,0.976912, 1.112875, 1.508565, 1.272445, 1.398633, 1.224458, 1.220228, 1.154981, 1.256816, 1.186109, 1.511339, 1.651718, 1.4603, 1.297536, 1.350022,1.010452, 1.122094, 1.51099, 1.36975, 1.380242, 1.299252, 1.267183, 1.234523, 1.367422, 1.22864, 1.392004, 1.543142, 1.416143, 1.26967, 1.240573,0.941975, 0.971076, 1.334277, 1.105026, 1.271234, 1.141696, 1.141777, 1.131925, 1.284814, 1.146957, 1.318855, 1.59181, 1.553615, 1.372088, 1.447277,0.928031, 0.901247, 1.236788, 1.087426, 1.385558, 1.254275, 1.252048, 1.278656, 1.422304, 1.28406, 1.43488, 1.66072, 1.642316, 1.463909, 1.523502,0.950713, 0.935905, 1.150523, 1.014893, 1.194027, 1.120516, 1.112737, 1.109311, 1.242859, 1.25688, 1.350277, 1.656562, 1.636437, 1.455277, 1.530717,1.01719, 1.015769, 1.141571, 1.170465, 1.469795, 1.388321, 1.365619, 1.214891, 1.381516, 1.430165, 1.518735, 1.837021, 1.754032, 1.528528, 1.595231,1.045901, 1.015096, 1.089112, 1.168323, 1.328767, 1.205588, 1.217411, 1.134392, 1.335525, 1.290467, 1.368613, 1.610838, 1.490248, 1.334828, 1.363003,1.044105, 0.953105, 1.000203, 1.081574, 1.16354, 1.09602, 1.054997, 0.922949, 1.028032, 0.965681, 1.048345, 1.194675, 1.124168, 1.035606, 1.017525,1.043173, 0.935248, 1.024819, 1.08305, 1.046999, 1.005112, 0.959897, 0.81947, 0.910401, 0.855837, 0.849472, 0.921691, 0.853962, 0.785213, 0.777579
14,1.077892, 1.30379, 1.647701, 1.551291, 1.732207, 1.647899, 1.554071, 1.454629, 1.444549, 1.48303, 1.7694, 2.077269, 1.988631, 1.632745, 1.810507,1.02567, 1.320661, 1.700582, 1.506906, 1.715577, 1.51557, 1.49483, 1.41832, 1.5912, 1.614537, 1.818104, 1.978722, 1.758616, 1.517827, 1.649443,1.041713, 1.307536, 1.73115, 1.640259, 1.711925, 1.626112, 1.569696, 1.532925, 1.750563, 1.6922, 1.787327, 1.973159, 1.819897, 1.584914, 1.651801,0.971116, 1.131562, 1.476927, 1.278451, 1.5397, 1.395364, 1.38114, 1.360689, 1.592335, 1.538108, 1.720581, 2.068051, 2.001805, 1.736579, 1.971348,0.956743, 1.039995, 1.355724, 1.245876, 1.54262, 1.409136, 1.392202, 1.426491, 1.635914, 1.615699, 1.756424, 2.02443, 1.985511, 1.709126, 1.882457,0.99975, 1.109661, 1.295814, 1.194717, 1.386644, 1.31309, 1.290589, 1.310013, 1.513205, 1.582801, 1.641612, 2.013929, 1.973083, 1.69448, 1.886293,1.069657, 1.204355, 1.290707, 1.383189, 1.695299, 1.615867, 1.573134, 1.42495, 1.670598, 1.788799, 1.847967, 2.235182, 2.116629, 1.781256, 1.965111,1.099851, 1.203559, 1.216003, 1.336528, 1.483645, 1.358332, 1.348611, 1.2795, 1.553037, 1.610677, 1.661803, 1.95586, 1.805055, 1.54096, 1.66226,1.13311, 1.166233, 1.148048, 1.271987, 1.352969, 1.287529, 1.280148, 1.169722, 1.338966, 1.356817, 1.432943, 1.632902, 1.531307, 1.337908, 1.388711,1.141865, 1.154256, 1.186445, 1.284701, 1.198291, 1.1608, 1.123023, 0.981794, 1.120928, 1.136735, 1.097627, 1.190909, 1.099646, 0.959072, 0.999905
16,1.105761, 1.279874, 1.636603, 1.54084, 1.864557, 1.669609, 1.621673, 1.487758, 1.494895, 1.5664, 1.836238, 2.05956, 2.000526, 1.680447, 1.822007,1.022505, 1.259854, 1.641469, 1.454528, 1.715115, 1.439447, 1.462243, 1.359839, 1.603903, 1.661021, 1.83779, 1.99755, 1.801328, 1.541388, 1.637837,1.038499, 1.247337, 1.706683, 1.617075, 1.748035, 1.544747, 1.535786, 1.470018, 1.764898, 1.741281, 1.826838, 2.014159, 1.884899, 1.606347, 1.647956,0.972164, 1.083893, 1.455625, 1.260012, 1.571724, 1.325164, 1.286918, 1.242676, 1.528877, 1.507302, 1.674816, 1.999449, 1.935407, 1.643001, 1.823681,0.939096, 0.9772, 1.31647, 1.209799, 1.551479, 1.318505, 1.27809, 1.283556, 1.547553, 1.559984, 1.684487, 1.955095, 1.905559, 1.596098, 1.71891,0.981313, 1.040854, 1.250614, 1.153047, 1.361624, 1.199578, 1.156786, 1.150873, 1.397622, 1.492092, 1.537158, 1.873046, 1.823621, 1.532561, 1.679364,1.049929, 1.131641, 1.247852, 1.337264, 1.667597, 1.453639, 1.373704, 1.26526, 1.559521, 1.704336, 1.748905, 2.130161, 2.004602, 1.679747, 1.81195,1.068116, 1.131518, 1.196406, 1.314985, 1.485193, 1.250891, 1.205526, 1.176049, 1.500745, 1.588575, 1.628013, 1.929496, 1.769631, 1.495759, 1.57765,1.100414, 1.096422, 1.129541, 1.25148, 1.354377, 1.190701, 1.149163, 1.074926, 1.289612, 1.333785, 1.399178, 1.607059, 1.494467, 1.291083, 1.310332,1.108918, 1.085164, 1.167325, 1.263999, 1.241889, 1.111406, 1.043712, 0.938225, 1.122685, 1.162022, 1.159797, 1.262917, 1.173301, 1.011843, 0.997935
18,1.110003, 1.288582, 1.801455, 1.591616, 1.842953, 1.689795, 1.712096, 1.603682, 1.676539, 1.800578, 1.904093, 2.050923, 2.02031, 1.719673, 1.893298,1.026425, 1.257355, 1.791034, 1.489338, 1.758271, 1.54948, 1.591558, 1.511162, 1.782381, 1.856386, 1.852839, 1.91651, 1.765123, 1.530523, 1.651383,1.042478, 1.244859, 1.862191, 1.69504, 1.83452, 1.702265, 1.710602, 1.671724, 2.007067, 1.991509, 1.884788, 1.987341, 1.89948, 1.640334, 1.708784,0.975889, 1.081739, 1.588253, 1.320755, 1.649472, 1.460278, 1.44003, 1.419715, 1.746693, 1.731863, 1.735918, 1.982604, 1.960044, 1.68608, 1.900367,0.922653, 0.987981, 1.455158, 1.284669, 1.649473, 1.471901, 1.448816, 1.485555, 1.791102, 1.815791, 1.768737, 1.954262, 1.945384, 1.651161, 1.802593,0.964129, 1.052334, 1.382363, 1.224399, 1.447621, 1.339135, 1.311304, 1.289497, 1.565963, 1.681342, 1.562527, 1.812495, 1.814188, 1.544943, 1.716148,1.031543, 1.124292, 1.355403, 1.395406, 1.679899, 1.508174, 1.415874, 1.331474, 1.641136, 1.803762, 1.65963, 1.924318, 1.861714, 1.580795, 1.707776,1.049415, 1.124176, 1.29953, 1.372168, 1.55164, 1.376361, 1.317729, 1.270631, 1.621441, 1.726125, 1.586142, 1.789565, 1.668089, 1.437741, 1.518739,1.081149, 1.117643, 1.258817, 1.33987, 1.451777, 1.344212, 1.288794, 1.191585, 1.429576, 1.486976, 1.398656, 1.529286, 1.445362, 1.273293, 1.294228,1.089505, 1.106168, 1.300921, 1.353269, 1.341323, 1.254853, 1.170677, 1.040176, 1.24468, 1.295639, 1.159502, 1.201939, 1.134884, 0.998016, 0.985777
20,1.062239, 1.294372, 1.697904, 1.406102, 1.656746, 1.472532, 1.507099, 1.397962, 1.436348, 1.482144, 1.557768, 1.677889, 1.654981, 1.408708, 1.570915,0.982258, 1.248774, 1.669064, 1.286842, 1.545903, 1.334086, 1.428984, 1.34363, 1.557531, 1.560547, 1.527182, 1.579665, 1.456772, 1.255986, 1.311033,1.015247, 1.272551, 1.7811, 1.503162, 1.700176, 1.577596, 1.662276, 1.608722, 1.898217, 1.810735, 1.680271, 1.771698, 1.695559, 1.455924, 1.460721,0.966557, 1.118105, 1.535994, 1.184281, 1.545695, 1.368394, 1.406067, 1.372772, 1.659902, 1.590238, 1.562865, 1.784957, 1.766936, 1.478621, 1.612726,0.913827, 1.025347, 1.413003, 1.156609, 1.551982, 1.384896, 1.412645, 1.434404, 1.699694, 1.665463, 1.635829, 1.806923, 1.801046, 1.487075, 1.575636,0.954907, 1.094029, 1.364971, 1.120953, 1.385049, 1.281242, 1.300146, 1.266114, 1.511132, 1.568185, 1.428935, 1.657084, 1.660787, 1.37584, 1.483283,1.02168, 1.166816, 1.336039, 1.275301, 1.604507, 1.44048, 1.401397, 1.305066, 1.580934, 1.67945, 1.515104, 1.756266, 1.70133, 1.405318, 1.473481,1.039376, 1.166684, 1.273694, 1.246948, 1.473591, 1.307121, 1.266298, 1.209182, 1.516498, 1.558449, 1.444004, 1.628754, 1.52016, 1.274604, 1.306384,1.070808, 1.159911, 1.233799, 1.217611, 1.387028, 1.284249, 1.245924, 1.140765, 1.345073, 1.359297, 1.289219, 1.409247, 1.333633, 1.142909, 1.134131,1.079082, 1.148, 1.275064, 1.22978, 1.28149, 1.19017, 1.119671, 0.980156, 1.152696, 1.165771, 1.051976, 1.090184, 1.030698, 0.881938, 0.850457
22,1.018615, 1.203041, 1.578102, 1.27271, 1.409576, 1.290664, 1.329828, 1.266165, 1.275441, 1.291763, 1.383295, 1.481982, 1.466129, 1.267996, 1.409362,0.922665, 1.136937, 1.519588, 1.140958, 1.288379, 1.166656, 1.258033, 1.21419, 1.379913, 1.371972, 1.367978, 1.407404, 1.301806, 1.140401, 1.186471,0.953654, 1.163751, 1.62882, 1.338701, 1.423278, 1.398263, 1.483209, 1.458573, 1.687327, 1.58379, 1.497413, 1.570429, 1.507452, 1.315189, 1.315197,0.907916, 1.012258, 1.39059, 1.044135, 1.280979, 1.205537, 1.247045, 1.237151, 1.466604, 1.396327, 1.39819, 1.585036, 1.573731, 1.338087, 1.454656,0.879511, 0.951122, 1.310716, 1.044829, 1.317844, 1.255904, 1.289669, 1.330655, 1.545866, 1.488909, 1.490015, 1.633649, 1.633218, 1.356206, 1.432259,0.926061, 1.02512, 1.279001, 1.022886, 1.188017, 1.173678, 1.198991, 1.186441, 1.388291, 1.401031, 1.300716, 1.487382, 1.486594, 1.238566, 1.330912,0.990814, 1.093317, 1.25188, 1.163723, 1.376243, 1.319538, 1.292357, 1.222932, 1.452409, 1.500427, 1.379146, 1.576397, 1.522877, 1.265096, 1.298734,1.007984, 1.093204, 1.193477, 1.137862, 1.263973, 1.197397, 1.16779, 1.144623, 1.407401, 1.406502, 1.32781, 1.476832, 1.374567, 1.159115, 1.163185,1.030596, 1.078617, 1.147326, 1.10266, 1.180693, 1.167519, 1.140286, 1.071669, 1.238847, 1.217465, 1.176492, 1.26811, 1.196763, 1.031469, 1.002154,1.049303, 1.078581, 1.197964, 1.125205, 1.102144, 1.093184, 1.035336, 0.930309, 1.072638, 1.054931, 0.969921, 0.991145, 0.93448, 0.804176, 0.759257
24,1.072207, 1.293978, 1.7779, 1.376455, 1.524477, 1.337694, 1.386794, 1.339861, 1.335944, 1.287022, 1.403884, 1.547062, 1.507201, 1.28843, 1.446756,0.971212, 1.222872, 1.634448, 1.187554, 1.340999, 1.163691, 1.25599, 1.23008, 1.383742, 1.308644, 1.322328, 1.39936, 1.274646, 1.117322, 1.174383,1.003829, 1.251722, 1.751946, 1.393378, 1.481409, 1.394712, 1.464163, 1.461066, 1.673015, 1.561469, 1.524559, 1.644639, 1.55463, 1.357214, 1.364127,0.939708, 1.070575, 1.470698, 1.068608, 1.31101, 1.182375, 1.210454, 1.218545, 1.429852, 1.353627, 1.39973, 1.632178, 1.595849, 1.357759, 1.483556,0.910309, 1.005915, 1.386221, 1.072635, 1.352912, 1.235582, 1.255699, 1.314696, 1.511781, 1.447835, 1.486039, 1.675903, 1.649935, 1.370961, 1.455214,0.95849, 1.084172, 1.352675, 0.951824, 1.105484, 1.046622, 1.058154, 1.062506, 1.230624, 1.28357, 1.222206, 1.437587, 1.414937, 1.179619, 1.274016,1.025509, 1.156297, 1.323993, 1.08288, 1.28064, 1.176698, 1.135128, 1.08998, 1.281336, 1.3681, 1.289737, 1.516376, 1.44258, 1.198709, 1.236844,1.04328, 1.156177, 1.262223, 1.058816, 1.176164, 1.067771, 1.030617, 1.025056, 1.247559, 1.239699, 1.200334, 1.37324, 1.258676, 1.075718, 1.084989,1.066684, 1.140753, 1.21342, 1.026062, 1.098672, 1.041129, 1.006341, 0.959722, 1.098148, 1.073083, 1.063542, 1.17916, 1.095864, 0.957262, 0.93479,1.079041, 1.133361, 1.258803, 1.040286, 1.018966, 0.968558, 0.90783, 0.827759, 0.944688, 0.923831, 0.871155, 0.915685, 0.85018, 0.741507, 0.714179
26,1.075917, 1.300277, 1.786558, 1.392858, 1.58021, 1.481496, 1.548189, 1.518371, 1.513933, 1.546497, 1.694584, 1.734282, 1.710917, 1.505158, 1.703739,0.974572, 1.244992, 1.66401, 1.21751, 1.4007, 1.253667, 1.363947, 1.310535, 1.474255, 1.533793, 1.556878, 1.530113, 1.411336, 1.253876, 1.328528,1.01161, 1.251961, 1.752279, 1.403412, 1.480155, 1.437295, 1.520962, 1.489024, 1.705026, 1.750616, 1.717005, 1.72019, 1.646577, 1.45693, 1.482785,0.94699, 1.094594, 1.503698, 1.100249, 1.33904, 1.245576, 1.285383, 1.298319, 1.523454, 1.54276, 1.602559, 1.734881, 1.717683, 1.481186, 1.638791,0.915486, 1.036444, 1.428295, 1.112935, 1.400088, 1.318819, 1.351035, 1.419258, 1.632022, 1.642829, 1.693844, 1.773468, 1.782823, 1.557005, 1.673495,0.929461, 1.066659, 1.330825, 0.943018, 1.092402, 1.096826, 1.117801, 1.126167, 1.304359, 1.429975, 1.3678, 1.493634, 1.488658, 1.292977, 1.414031,0.994455, 1.137621, 1.302609, 1.072863, 1.265485, 1.20311, 1.169913, 1.127149, 1.325032, 1.513367, 1.433172, 1.564358, 1.507009, 1.284536, 1.342087,1.011685, 1.137499, 1.241832, 1.049016, 1.162241, 1.091732, 1.062189, 1.060003, 1.290095, 1.371325, 1.333812, 1.416678, 1.314879, 1.152729, 1.17944,1.034379, 1.122321, 1.193815, 1.016564, 1.085664, 1.064496, 0.995311, 0.952386, 1.08975, 1.139101, 1.134105, 1.167355, 1.09859, 1.003148, 0.993729,1.046361, 1.115049, 1.238465, 1.030658, 1.001464, 0.992309, 0.899704, 0.823102, 0.939369, 0.982659, 0.930839, 0.908363, 0.854028, 0.778634, 0.760753
28,1.086349, 1.277572, 1.755358, 1.375978, 1.561059, 1.47145, 1.550963, 1.462106, 1.457834, 1.472944, 1.810366, 1.809199, 1.78483, 1.61314, 1.875671,0.991501, 1.232548, 1.647378, 1.211898, 1.399555, 1.259415, 1.38203, 1.275946, 1.43534, 1.477013, 1.555739, 1.493036, 1.377137, 1.247399, 1.337645,1.02918, 1.239457, 1.734779, 1.396956, 1.568639, 1.531444, 1.618276, 1.522299, 1.743133, 1.770215, 1.787732, 1.748926, 1.674075, 1.510207, 1.537009,0.960467, 1.080305, 1.484065, 1.091789, 1.399651, 1.308995, 1.348893, 1.309151, 1.536166, 1.582371, 1.69246, 1.789109, 1.771371, 1.573367, 1.759838,0.928516, 1.02292, 1.409652, 1.104389, 1.463472, 1.385972, 1.417801, 1.431115, 1.645658, 1.68502, 1.78888, 1.829419, 1.837775, 1.653218, 1.796359,0.94269, 1.052743, 1.313463, 0.935778, 1.13753, 1.148304, 1.16859, 1.162584, 1.346537, 1.501582, 1.478899, 1.587818, 1.581415, 1.414803, 1.564202,1.008608, 1.122777, 1.285612, 1.064626, 1.331919, 1.273112, 1.236213, 1.192226, 1.401534, 1.628251, 1.587707, 1.69437, 1.63111, 1.432082, 1.512624,1.026083, 1.122662, 1.225636, 1.040965, 1.266637, 1.196225, 1.162192, 1.160969, 1.412979, 1.527757, 1.530045, 1.588848, 1.473643, 1.330725, 1.376465,1.049101, 1.107683, 1.178243, 1.008763, 1.183186, 1.160113, 1.08316, 1.037491, 1.187128, 1.262219, 1.25812, 1.266113, 1.191533, 1.120699, 1.122332,1.061253, 1.100502, 1.222308, 1.022745, 1.095579, 1.086828, 0.983997, 0.901125, 1.028417, 1.094302, 1.037777, 0.990124, 0.930898, 0.874213, 0.873933
30,1.101231, 1.307305, 1.796215, 1.408005, 1.649637, 1.566948, 1.645363, 1.557801, 1.461847, 1.521051, 1.817871, 1.804659, 1.780353, 1.617529, 1.802805,0.976301, 1.225112, 1.637442, 1.246002, 1.51095, 1.359271, 1.485956, 1.360389, 1.440287, 1.526305, 1.607655, 1.524162, 1.416554, 1.289834, 1.32581,0.999704, 1.215324, 1.661294, 1.380425, 1.627646, 1.588606, 1.682869, 1.56978, 1.691733, 1.769259, 1.786767, 1.726803, 1.640594, 1.487758, 1.465309,0.945742, 1.073797, 1.440688, 1.093666, 1.472221, 1.376474, 1.421972, 1.368502, 1.511316, 1.603203, 1.714742, 1.781793, 1.76432, 1.575318, 1.705171,0.91428, 0.990971, 1.333747, 1.078228, 1.500306, 1.42046, 1.456706, 1.458049, 1.577968, 1.663902, 1.717677, 1.714056, 1.709062, 1.545488, 1.617355,0.92824, 1.019862, 1.242734, 0.909499, 1.160911, 1.171579, 1.195255, 1.201489, 1.309715, 1.504083, 1.492739, 1.585502, 1.579282, 1.433848, 1.52678,0.979724, 1.100926, 1.231164, 1.047296, 1.426827, 1.363446, 1.327232, 1.305604, 1.41973, 1.698588, 1.666352, 1.735234, 1.670634, 1.486569, 1.512253,0.996697, 1.100808, 1.173723, 1.02402, 1.308375, 1.235298, 1.203146, 1.188134, 1.337608, 1.489402, 1.478378, 1.498012, 1.402416, 1.275423, 1.270598,1.019055, 1.05858, 1.13024, 0.994019, 1.224238, 1.200032, 1.123228, 1.063564, 1.125711, 1.232622, 1.2177, 1.195756, 1.125439, 1.067487, 1.02961,1.030861, 1.05172, 1.172513, 1.010243, 1.136342, 1.12695, 1.022866, 0.924024, 0.975475, 1.068931, 1.004707, 0.948299, 0.891676, 0.844459, 0.813043
