,2_y2006,2_y2007,2_y2008,2_y2009,2_y2010,2_y2011,2_y2012,2_y2013,2_y2014,2_y2015,2_y2016,2_y2017,2_y2018,2_y2019,2_y2020,3_y2006,3_y2007,3_y2008,3_y2009,3_y2010,3_y2011,3_y2012,3_y2013,3_y2014,3_y2015,3_y2016,3_y2017,3_y2018,3_y2019,3_y2020,4_y2006,4_y2007,4_y2008,4_y2009,4_y2010,4_y2011,4_y2012,4_y2013,4_y2014,4_y2015,4_y2016,4_y2017,4_y2018,4_y2019,4_y2020,5_y2006,5_y2007,5_y2008,5_y2009,5_y2010,5_y2011,5_y2012,5_y2013,5_y2014,5_y2015,5_y2016,5_y2017,5_y2018,5_y2019,5_y2020,6_y2006,6_y2007,6_y2008,6_y2009,6_y2010,6_y2011,6_y2012,6_y2013,6_y2014,6_y2015,6_y2016,6_y2017,6_y2018,6_y2019,6_y2020,7_y2006,7_y2007,7_y2008,7_y2009,7_y2010,7_y2011,7_y2012,7_y2013,7_y2014,7_y2015,7_y2016,7_y2017,7_y2018,7_y2019,7_y2020,8_y2006,8_y2007,8_y2008,8_y2009,8_y2010,8_y2011,8_y2012,8_y2013,8_y2014,8_y2015,8_y2016,8_y2017,8_y2018,8_y2019,8_y2020,9_y2006,9_y2007,9_y2008,9_y2009,9_y2010,9_y2011,9_y2012,9_y2013,9_y2014,9_y2015,9_y2016,9_y2017,9_y2018,9_y2019,9_y2020,10_y2006,10_y2007,10_y2008,10_y2009,10_y2010,10_y2011,10_y2012,10_y2013,10_y2014,10_y2015,10_y2016,10_y2017,10_y2018,10_y2019,10_y2020,11_y2006,11_y2007,11_y2008,11_y2009,11_y2010,11_y2011,11_y2012,11_y2013,11_y2014,11_y2015,11_y2016,11_y2017,11_y2018,11_y2019,11_y2020
12,1.044133, 2.04389, 6.828689, 7.356437, 12.624666, 14.372266, 13.989257, 14.233253, 15.201647, 17.616852, 28.543532, 25.913529, 26.793307, 23.297932, 29.519638,1.066881, 2.05521, 7.453566, 8.607237, 14.674836, 16.706232, 16.261029, 16.544653, 17.828904, 20.661516, 32.122146, 29.277567, 30.271558, 26.322418, 33.351814,1.066881, 1.901459, 5.125828, 5.269541, 8.516106, 9.694968, 9.436611, 9.603873, 10.2573, 11.886954, 19.382783, 17.666339, 18.266124, 15.883178, 20.207637,1.066881, 1.90995, 5.908476, 5.266723, 7.934018, 9.032297, 8.791594, 9.008033, 9.62092, 11.14947, 17.694106, 16.127205, 16.674732, 14.499395, 18.954647,1.042992, 1.799114, 4.770935, 4.860145, 7.554237, 8.537718, 8.3102, 8.439152, 9.013334, 10.445351, 17.538072, 15.688322, 16.22095, 14.104811, 18.303492,1.049529, 1.754705, 4.177945, 4.058528, 6.572254, 7.501904, 7.306203, 7.449517, 7.95637, 9.220459, 12.507261, 11.402303, 11.789421, 10.251403, 13.162398,1.049529, 1.718175, 4.056133, 3.836072, 7.021047, 8.035835, 7.504854, 7.718499, 8.24365, 9.539919, 13.796199, 12.646202, 13.075549, 11.369749, 14.617082,1.08168, 1.800523, 3.959933, 4.085876, 6.362945, 7.229242, 6.603936, 6.749876, 7.209121, 8.352723, 12.901599, 11.781883, 12.181889, 10.592674, 13.275147,1.08203, 1.81612, 3.601163, 3.41381, 5.358931, 6.61194, 6.213534, 6.350842, 6.839266, 8.131414, 11.538473, 10.537067, 10.894807, 9.473502, 11.036833,1.059961, 1.800649, 3.61778, 3.478236, 5.731737, 6.77829, 6.44096, 6.558951, 7.167233, 8.521338, 11.093004, 9.858293, 10.192992, 8.857496, 10.319173
14,1.050264, 2.101897, 7.107044, 8.640112, 16.103465, 17.362111, 18.867454, 20.170605, 22.408388, 25.356297, 40.148798, 34.703532, 36.216795, 31.07926, 39.562286,1.073146, 2.113536, 8.040731, 9.74367, 17.91948, 19.320069, 20.995173, 22.445282, 25.159213, 28.469001, 43.253556, 37.534823, 39.17154, 33.614857, 42.789969,1.073146, 1.955435, 5.529679, 5.965352, 10.215489, 11.013935, 11.968873, 12.7991, 14.219069, 16.089641, 25.825482, 22.410988, 23.388228, 20.07049, 25.653886,1.073146, 1.964149, 6.37393, 5.962107, 9.608207, 10.359192, 11.257363, 12.11979, 13.46439, 15.235675, 23.628894, 20.504819, 21.398937, 18.363385, 24.117686,1.049118, 1.850177, 5.146797, 5.259992, 8.805832, 9.494091, 10.317257, 11.008994, 12.230366, 13.839326, 22.708111, 19.340063, 20.183392, 17.320272, 22.580756,1.055685, 1.804495, 4.507042, 4.392383, 7.661076, 8.342172, 9.070689, 9.717909, 10.796046, 12.216306, 17.082874, 14.827687, 15.474254, 13.27915, 17.129277,1.055685, 1.76693, 4.375655, 4.151646, 8.106712, 8.851283, 9.229089, 9.973452, 11.079937, 12.519885, 18.664933, 16.289545, 16.999854, 14.588339, 18.842248,1.088036, 1.851637, 4.271921, 4.422045, 7.346915, 7.962912, 8.121253, 8.721919, 9.689555, 10.961936, 16.546654, 14.386779, 15.014121, 12.884289, 16.222257,1.088386, 1.867667, 3.747957, 3.833244, 6.419695, 7.556104, 7.927732, 8.514082, 9.53721, 11.071729, 16.29422, 14.1673, 14.785066, 12.687729, 14.850287,1.066183, 1.851761, 3.765269, 3.905606, 6.866326, 7.746236, 8.217929, 8.793108, 9.994585, 11.602703, 15.665216, 13.254729, 13.832705, 11.862769, 13.884713
16,1.070197, 2.160175, 7.112282, 8.223834, 15.202387, 16.583278, 17.441723, 17.812854, 19.692694, 24.666784, 36.481237, 31.965169, 32.706788, 29.990011, 37.962552,1.093517, 2.172148, 8.046686, 9.274264, 16.916863, 18.453487, 19.408741, 19.821728, 22.110237, 27.694973, 39.302555, 34.573216, 35.375338, 32.436895, 41.059924,1.093517, 2.009648, 5.533736, 5.677931, 9.643864, 10.519858, 11.064423, 11.303004, 12.495838, 15.652105, 23.466322, 20.642573, 21.121498, 19.367048, 24.616521,1.093517, 2.018613, 6.378631, 5.674865, 9.070597, 9.894516, 10.406709, 10.70311, 11.832633, 14.821389, 21.470437, 18.886861, 19.325055, 17.719827, 23.142512,1.069029, 1.901477, 5.15059, 5.006575, 8.088418, 8.823119, 9.279852, 9.459387, 10.457661, 13.099121, 20.076058, 17.332517, 17.734641, 16.26152, 21.082055,1.075723, 1.85452, 4.510347, 4.180743, 7.036883, 7.752559, 8.158577, 8.34998, 9.231171, 11.56283, 15.102732, 13.288445, 13.596748, 12.467338, 15.99229,1.075723, 1.815915, 4.378868, 3.951612, 7.446227, 8.2257, 8.301056, 8.569562, 9.473927, 11.850188, 16.501434, 14.598585, 14.937285, 13.696521, 17.591601,1.10868, 1.902966, 4.275048, 4.20897, 6.748315, 7.400096, 7.304601, 7.494182, 8.285062, 10.375562, 14.628663, 12.893307, 13.19244, 12.096613, 15.145468,1.109044, 1.919454, 3.750733, 3.648575, 6.060497, 7.217167, 7.328685, 7.518888, 8.381397, 10.770676, 14.805778, 13.049409, 13.35217, 12.243078, 14.249833,1.086416, 1.903087, 3.768011, 3.717406, 6.482054, 7.39868, 7.596857, 7.765197, 8.783233, 11.287069, 14.234055, 12.208703, 12.49196, 11.446893, 13.323143
18,1.002664, 2.008959, 6.54005, 7.562173, 13.378852, 14.557826, 15.00255, 14.946599, 17.094559, 21.691963, 30.44193, 25.931477, 25.434718, 22.292357, 28.975363,1.024508, 2.020093, 7.399271, 8.528083, 15.050616, 16.37691, 16.87721, 16.814265, 19.403218, 24.621524, 32.657613, 28.044406, 27.507173, 24.108763, 31.336315,1.024508, 1.868963, 5.088492, 5.221086, 8.579938, 9.336025, 9.621239, 9.588027, 10.96591, 13.915086, 19.498803, 16.744406, 16.423644, 14.394565, 18.786933,1.024508, 1.877306, 5.865432, 5.219043, 7.983732, 8.687273, 8.952659, 8.982189, 10.273007, 13.035833, 17.918727, 15.387531, 15.092759, 13.228103, 17.739556,1.00157, 1.768373, 4.736189, 4.604433, 7.11924, 7.746604, 7.983258, 7.938446, 9.079267, 11.521044, 16.755001, 14.121167, 13.850658, 12.139461, 16.160151,1.007842, 1.724719, 4.14751, 3.844986, 6.193802, 6.699322, 6.907966, 6.896911, 7.888058, 10.009473, 12.405629, 10.655663, 10.451541, 9.16029, 12.065361,1.007842, 1.688809, 4.026581, 3.634232, 6.554044, 7.108115, 7.028532, 7.078204, 8.095408, 10.258114, 13.554393, 11.706094, 11.481846, 10.063304, 13.271801,1.038724, 1.769766, 3.931111, 3.870916, 5.939753, 6.497245, 6.284028, 6.289249, 7.193071, 9.125656, 12.208816, 10.504518, 10.303286, 9.03035, 11.609611,1.039052, 1.785075, 3.448925, 3.355479, 5.334272, 6.336546, 6.304659, 6.309899, 7.276618, 9.473045, 12.35648, 10.631564, 10.427897, 9.13957, 10.922928,1.017853, 1.769867, 3.464845, 3.418813, 5.705364, 6.495968, 6.535419, 6.516654, 7.625542, 9.927299, 11.879412, 9.946687, 9.756141, 8.545259, 10.212653
20,1.003851, 1.939428, 6.384009, 6.797943, 12.339324, 13.451464, 13.862392, 13.310004, 15.387621, 20.154467, 28.492946, 24.269158, 23.978721, 20.352138, 26.255544,1.025724, 1.950183, 7.222773, 7.66629, 13.976034, 15.23569, 15.701126, 15.075468, 17.585095, 23.032689, 31.169817, 26.764445, 26.44414, 22.444683, 28.955064,1.025724, 1.804291, 4.967141, 4.693496, 7.967377, 8.685475, 8.950802, 8.596513, 9.938387, 13.017156, 18.610509, 15.980201, 15.788963, 13.401012, 17.359337,1.025724, 1.812336, 5.72551, 4.691635, 7.470097, 8.143374, 8.392144, 8.114575, 9.381213, 12.287374, 17.23247, 14.79693, 14.619852, 12.408719, 16.516201,1.002757, 1.707182, 4.623234, 4.139158, 6.616112, 7.212422, 7.432755, 7.123074, 8.234953, 10.786017, 16.004193, 13.487212, 13.325798, 11.310381, 14.943805,1.009033, 1.665016, 4.048529, 3.456397, 5.755977, 6.237243, 6.431493, 6.188409, 7.154384, 9.370707, 11.849501, 10.177094, 10.055294, 8.534513, 11.157013,1.009033, 1.630352, 3.930503, 3.266955, 6.090771, 6.617866, 6.543778, 6.35111, 7.342485, 9.603521, 12.946822, 11.180395, 11.046596, 9.375888, 12.272685,1.039949, 1.708513, 3.837333, 3.479744, 5.51995, 6.049184, 5.850675, 5.643251, 6.524135, 8.543408, 11.66167, 10.032876, 9.912818, 8.413586, 10.735748,1.040286, 1.7233, 3.36666, 3.016394, 4.957258, 5.899561, 5.86987, 5.66177, 6.599895, 8.868619, 11.802686, 10.154199, 10.032681, 8.515319, 10.100715,1.019067, 1.708629, 3.382217, 3.073344, 5.302155, 6.048028, 6.084762, 5.847339, 6.916428, 9.29396, 11.347097, 9.500155, 9.386463, 7.961671, 9.443987
22,0.96883, 1.883895, 6.317252, 5.86131, 9.878256, 10.813688, 11.239577, 10.397105, 12.028587, 15.622209, 23.271575, 20.119183, 20.045357, 16.218325, 22.122798,0.989938, 1.894324, 6.895309, 6.377008, 10.794103, 11.816261, 12.281636, 11.36106, 13.261773, 17.223825, 24.560455, 21.405616, 21.327063, 17.255325, 23.537329,0.989938, 1.752615, 4.741947, 3.904175, 6.267831, 6.861371, 7.131598, 6.598875, 7.634349, 9.915166, 15.118163, 13.176207, 13.12785, 10.621497, 14.548025,0.989938, 1.760429, 5.465932, 3.999741, 6.022866, 6.593206, 6.852871, 6.383925, 7.385671, 9.592191, 14.347062, 12.504146, 12.458263, 10.079745, 14.185862,0.967775, 1.658287, 4.413624, 3.528731, 5.236975, 5.732898, 5.958683, 5.501615, 6.364905, 8.266471, 13.081272, 11.189372, 11.148317, 9.019896, 12.601102,0.973832, 1.617337, 3.865006, 2.946682, 4.556174, 4.957795, 5.156023, 4.77974, 5.529765, 7.181822, 9.68544, 8.443266, 8.412282, 6.806219, 9.408016,0.973832, 1.583661, 3.752308, 2.785163, 4.821153, 5.260315, 5.246011, 4.905385, 5.675121, 7.36022, 10.582302, 9.275592, 9.241557, 7.477173, 10.34874,1.003668, 1.659577, 3.663351, 2.966561, 4.369306, 4.80827, 4.690345, 4.356881, 5.040546, 6.545067, 9.527978, 8.320179, 8.28965, 6.707003, 9.049037,1.003992, 1.673954, 3.33144, 2.6419, 4.031263, 4.81764, 4.834489, 4.490779, 5.238606, 6.980121, 9.907049, 8.651197, 8.619452, 6.973836, 8.746732,0.983516, 1.659694, 3.346828, 2.691773, 4.311734, 4.938874, 5.011463, 4.637951, 5.489821, 7.314858, 9.524599, 8.09394, 8.064245, 6.520396, 8.17802
24,1.024172, 2.017123, 6.578825, 6.051361, 10.271419, 10.029382, 10.477006, 9.398221, 11.024632, 14.143078, 20.193826, 17.546587, 18.013121, 14.300679, 19.02009,1.046485, 2.028318, 7.180918, 6.58387, 11.223881, 10.959399, 11.44853, 10.269715, 12.155057, 15.593258, 21.312536, 18.668769, 19.165134, 15.215264, 20.236496,1.046485, 1.876582, 5.193901, 4.27349, 6.951144, 6.787343, 7.090271, 6.360216, 7.460882, 9.571282, 13.988169, 12.252968, 12.578749, 9.986311, 13.336611,1.046485, 1.884948, 5.692322, 4.162685, 6.350823, 6.201168, 6.477932, 5.850286, 6.862705, 8.803898, 12.973081, 11.363801, 11.665942, 9.261632, 12.709121,1.023053, 1.775573, 4.596404, 3.672466, 5.522119, 5.391986, 5.632639, 5.043112, 5.915839, 7.5892, 11.831735, 10.290387, 10.563985, 8.386786, 11.424168,1.029455, 1.73173, 4.025079, 3.06375, 4.799603, 4.65848, 4.8692, 4.377173, 5.134658, 6.58706, 8.751836, 7.757435, 7.963682, 6.322393, 8.521098,1.029455, 1.695674, 3.907726, 2.895825, 5.078775, 4.942771, 4.954216, 4.49226, 5.269678, 6.75074, 9.562334, 8.522233, 8.74882, 6.945716, 9.373224,1.061004, 1.776963, 3.815087, 3.084436, 4.602774, 4.518007, 4.429456, 3.989956, 4.680431, 6.003085, 8.609616, 7.644404, 7.847651, 6.230274, 8.196023,1.061344, 1.792348, 3.469413, 2.74952, 4.250765, 4.531174, 4.569978, 4.116532, 4.869018, 6.408251, 8.960735, 7.956165, 8.167706, 6.484365, 7.929826,1.039694, 1.777087, 3.665809, 2.92289, 4.743619, 4.846595, 4.942653, 4.435763, 5.323743, 7.006737, 8.988335, 7.766411, 7.972909, 6.325615, 7.735685
26,1.020418, 2.095649, 6.83494, 5.318565, 8.895985, 8.982526, 9.260056, 8.587546, 9.183989, 11.631416, 16.79238, 14.591034, 14.670759, 11.560605, 14.581103,1.042653, 2.107262, 7.460404, 5.804485, 9.750969, 9.84583, 10.150034, 9.412886, 10.066652, 12.749305, 17.619337, 15.370037, 15.454009, 12.177807, 15.359572,1.042653, 1.949619, 5.396038, 3.945043, 6.323359, 6.384877, 6.582151, 6.104124, 6.528074, 8.267735, 12.217484, 10.657792, 10.716016, 8.444255, 10.694372,1.042653, 1.958314, 5.91389, 3.989588, 6.032399, 6.091082, 6.279278, 5.862689, 6.269875, 7.940729, 11.831318, 10.320922, 10.37731, 8.177351, 10.641295,1.019303, 1.84468, 4.775311, 3.582723, 5.339074, 5.391016, 5.55758, 5.144214, 5.501499, 6.967587, 10.983467, 9.513224, 9.565196, 7.537402, 9.736534,1.021876, 1.792447, 4.166203, 2.977776, 4.623275, 4.640343, 4.786477, 4.448343, 4.757294, 6.025064, 8.094197, 7.144922, 7.183962, 5.660984, 7.235355,1.021876, 1.755136, 4.044758, 2.81457, 4.864295, 4.895438, 4.842265, 4.53926, 4.854526, 6.139537, 8.793316, 7.804536, 7.84718, 6.183601, 7.913487,1.057118, 1.846137, 3.963595, 3.009065, 4.424838, 4.491439, 4.345512, 4.046734, 4.327796, 5.479952, 7.946773, 7.02677, 7.065157, 5.567368, 6.94544,1.057454, 1.862115, 3.604466, 2.682333, 4.086434, 4.504529, 4.483371, 4.175113, 4.502169, 5.849813, 8.270874, 7.313345, 7.353306, 5.794427, 6.719859,1.035885, 1.846244, 3.80846, 2.80132, 4.480045, 4.733369, 4.763723, 4.419785, 4.836078, 6.283666, 8.150448, 7.013375, 7.051696, 5.553153, 6.440052
28,1.020148, 2.032091, 6.62765, 4.94352, 8.467138, 9.273717, 9.404264, 8.754812, 9.828272, 11.881746, 17.849529, 15.460384, 15.369519, 11.821009, 14.94377,1.042368, 2.043334, 7.234069, 5.539043, 9.528392, 10.436066, 10.582975, 9.852124, 11.060127, 13.370972, 19.227948, 16.720065, 16.621785, 12.784148, 16.161336,1.042368, 1.890476, 5.232339, 3.764649, 6.179044, 6.767658, 6.862926, 6.388974, 7.172355, 8.670917, 13.332974, 11.593958, 11.525811, 8.864735, 11.252668,1.042368, 1.898905, 5.734477, 3.807147, 5.894703, 6.456236, 6.547121, 6.094981, 6.842309, 8.271909, 12.634321, 10.986437, 10.921858, 8.40022, 10.95641,1.019029, 1.788734, 4.630488, 3.418923, 5.171443, 5.664079, 5.743814, 5.301128, 5.951124, 7.194523, 11.626057, 10.037843, 9.97885, 7.674934, 9.93695,1.021597, 1.73807, 4.039823, 2.841608, 4.478077, 4.875336, 4.946821, 4.583987, 5.146045, 6.221236, 8.567657, 7.520833, 7.476622, 5.750419, 7.366527,1.021597, 1.701897, 3.922065, 2.685869, 4.711547, 5.143371, 5.004497, 4.677687, 5.251239, 6.339457, 8.610717, 7.599992, 7.555324, 5.810951, 7.453645,1.056826, 1.790126, 3.843339, 2.871451, 4.323828, 4.76068, 4.530856, 4.207059, 4.722904, 5.708478, 7.850632, 6.929128, 6.8884, 5.298006, 6.624574,1.057166, 1.805619, 3.495106, 2.559668, 3.993153, 4.774552, 4.674591, 4.340519, 4.913194, 6.093765, 8.170809, 7.211725, 7.169337, 5.514084, 6.409421,1.035607, 1.790251, 3.692963, 2.673253, 4.37786, 5.017207, 4.966994, 4.626101, 5.313443, 6.590201, 8.106569, 6.962928, 6.922007, 5.320405, 6.184299
30,0.990043, 1.966437, 6.413524, 4.584226, 8.798107, 10.106701, 9.582731, 9.243827, 10.07035, 12.738401, 18.556747, 16.133899, 15.960253, 12.400331, 15.779729,1.011619, 1.977348, 7.000461, 5.136549, 9.901004, 11.373631, 10.783977, 10.402585, 11.332719, 14.335234, 19.990119, 17.448749, 17.260953, 13.410908, 17.065719,1.011619, 1.829425, 5.06337, 3.491091, 6.420687, 7.37567, 6.993288, 6.745961, 7.34914, 9.29623, 13.861486, 12.099254, 11.969037, 9.299353, 11.882376,1.011619, 1.837584, 5.549289, 3.530495, 6.125211, 7.036238, 6.671452, 6.435511, 7.010929, 8.868422, 13.135086, 11.465201, 11.341804, 8.812022, 11.569487,0.988966, 1.730957, 4.480917, 3.170458, 5.373634, 6.172881, 5.852854, 5.597265, 6.09774, 7.713285, 12.086777, 10.475202, 10.362465, 8.051127, 10.492907,0.991458, 1.681933, 3.909336, 2.618588, 4.623992, 5.279977, 5.009132, 4.809723, 5.239776, 6.628008, 8.851338, 7.799318, 7.715373, 5.994462, 7.729912,0.991458, 1.646915, 3.795356, 2.475055, 4.865046, 5.57024, 5.124086, 4.962811, 5.406552, 6.829331, 8.995102, 7.969365, 7.883592, 6.125166, 7.908614,1.037422, 1.752208, 3.761929, 2.676488, 4.51601, 5.215045, 4.692438, 4.514785, 4.918467, 6.220264, 8.295329, 7.349395, 7.270296, 5.648659, 7.109708,1.037759, 1.767376, 3.42108, 2.435857, 4.258018, 5.339829, 4.942746, 4.755619, 5.223858, 6.779243, 8.814574, 7.809425, 7.725378, 6.002235, 7.022951,1.016591, 1.752322, 3.614716, 2.543921, 4.668173, 5.61112, 5.193859, 5.012467, 5.586945, 7.250435, 8.648549, 7.611507, 7.52959, 5.850121, 6.844968
